"experiment","contrast","pathway","NES","padj","leadingEdge_symbols","leadingEdge_entrez","size","dose_label","pathway_label","sig_tier"
"CRISPR","KO_vs_WT","HALLMARK_G2M_CHECKPOINT",0.653503156612407,1,"Ddx39a;Hnrnpd;E2f4;Mybl2;Tnpo2;Cdkn2c;Stmn1;Slc7a5;Orc6;Odf2;Odc1;Sap30;Knl1;Uck2;Kif20b;Incenp;Wrn;Cul4a;E2f1;Kif11;Hmgb3;Rps6ka5;Stil;Bard1;Katna1;Map3k20;Cdc7;Upf1;Mtf2;Abl1;Bub1;Mad2l1;Cenpf;Gins2;Fbxo5;Slc38a1;Chmp1a;Nasp;Cdkn1b;Pura;Nolc1;Kif5b;Orc5;Foxn3;Nek2;Hnrnpu;Smc4;Ctcf;Ccnf;Pttg1;Pola2","68278;11991;104394;17865;212999;12580;16765;20539;56452;18286;18263;60406;76464;80914;240641;16319;22427;99375;13555;16551;15354;73086;20460;12021;23924;65964;12545;19704;17765;11350;12235;56150;108000;272551;67141;105727;234852;50927;12576;19290;70769;16573;26429;71375;18005;51810;70099;13018;12449;30939;18969",193,"CRISPR KO","G2m checkpoint","not significant"
"CRISPR","KO_vs_WT","HALLMARK_MYC_TARGETS_V1",-0.741798197149728,1,"Xrcc6;Ifrd1;Cyc1;Hnrnpa1;Eif3d;Psmd3;Cct5;Canx;Phb1;Psmb3;Vdac1;Rfc4;G3bp1;Pold2;C1qbp;Nhp2;Mcm7;Myc;Fam120a;Iars1;Eif4a1;Tufm;Tyms;Ppia;Exosc7;Dek;Prpf31;Cstf2;Nme1;Ruvbl2;Bub3;Ywhae;Fbl;Cdk4;Snrpd3;Xpot;Sf3a1;Cct4;Tomm70a;Rack1;Mrpl23;Cdc45;Aimp2;Mcm2;Cdc20;Snrpa;Hnrnpr;Mrpl9;Srsf2;Eif3b","14375;15982;66445;15382;55944;22123;12465;12330;18673;26446;22333;106344;27041;18972;12261;52530;17220;17869;218236;105148;13681;233870;22171;268373;66446;110052;68988;108062;18102;20174;12237;22627;14113;12567;67332;73192;67465;12464;28185;14694;19935;12544;231872;17216;107995;53607;74326;78523;20382;27979",192,"CRISPR KO","Myc targets v1","not significant"
"CRISPR","KO_vs_WT","HALLMARK_MYC_TARGETS_V2",0.488084256612864,1,"Slc29a2;Sord;Rcl1;Nip7;Hk2;Pprc1;Gnl3;Rrp12;Nop56;Rabepk;Farsa;Nolc1;Utp20","13340;20322;59028;66164;15277;226169;30877;107094;67134;227746;66590;70769;70683",58,"CRISPR KO","Myc targets v2","not significant"
"CRISPR","KO_vs_WT","HALLMARK_PI3K_AKT_MTOR_SIGNALING",-0.666887907790556,1,"Sqstm1;Rptor;Atf1;Acaca;Prkag1;Grb2;Arhgdia;Cltc;Arf1;Mapk9;Dapp1;Hsp90b1;Sfn;Irak4;Mknk2;Pfn1;Akt1s1;Actr2;Pla2g12a;Map2k6;Cdk4;Tnfrsf1a;Prkcb;Gsk3b;Cab39l;Ecsit;Rac1;Ddit3","18412;74370;11908;107476;19082;14784;192662;67300;11840;26420;26377;22027;55948;266632;17347;18643;67605;66713;66350;26399;12567;21937;18751;56637;69008;26940;19353;13198",95,"CRISPR KO","Pi3k akt mtor signaling","not significant"
"mouseKD","KD_vs_Control","HALLMARK_INTERFERON_ALPHA_RESPONSE",2.87597141514525,7.00229284634794e-19,"Ifi44;Lgals3bp;Gbp3;Irf7;Usp18;Ifitm3;Ifit3;Oas1a;Samd9l;Parp14;Isg15;Rtp4;Parp12;Parp9;Bst2;C1s1;Ifi35;Cd47;Ifih1;Cmpk2;Irf9;Ly6e;Uba7;Wars1;Nmi;Cnp;Psme1;Dhx58;Stat2;Ddx60;Ifitm2;Trim12c;Mov10;Psmb8;Eif2ak2;Mx2;Csf1;Trim25;Psme2;Pnpt1;Tap1;Tdrd7;Sp110;Ube2l6;Ogfr;Rsad2;Ifitm1;Oasl1","99899;19039;55932;54123;24110;66141;15959;246730;209086;547253;100038882;67775;243771;80285;69550;50908;70110;16423;71586;22169;16391;17069;74153;22375;64685;12799;19186;80861;20847;234311;80876;319236;17454;16913;19106;17858;12977;217069;19188;71701;21354;100121;109032;56791;72075;58185;68713;231655",87,"mouseKD","Interferon alpha response","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2.6080357632293,1.6974129096857e-16,"Acta2;Sparc;Cdh11;Fbn2;Col1a1;Slit2;Col1a2;Gas1;Slit3;Myl9;Cdh6;Bgn;Fbln5;Spp1;Efemp2;Ntm;Igfbp4;Serpine2;Col4a1;Fbn1;Col6a3;Col6a2;Fstl1;Timp3;Tnc;Matn2;Prrx1;Gja1;Thy1;Ptx3;Vcan;Crlf1;Timp1;Col16a1;Loxl1;Pcolce;Mmp14;Grem1;Dpysl3;Igfbp3;Col5a2;Col3a1;Mgp;Col4a2;Colgalt1;Itgb5;Tgfbr3;Flna;Tpm2;Col12a1;Plod1;Vim;Fn1;Plaur;Capg;Lox;Id2;Mmp3;Htra1;Scg2;Mylk;Cxcl12;Ecm1;Lrp1;Nnmt;Tgfbi;Tnfrsf12a;Thbs2;Gpc1;Ppib;Emp3","11475;20692;12552;14119;12842;20563;12843;14451;20564;98932;12563;12111;23876;20750;58859;235106;16010;20720;12826;14118;12835;12834;14314;21859;21923;17181;18933;14609;21838;19288;13003;12931;21857;107581;16949;18542;17387;23892;22240;16009;12832;12825;17313;12827;234407;16419;21814;192176;22004;12816;18822;22352;14268;18793;12332;16948;15902;17392;56213;20254;107589;20315;13601;16971;18113;21810;27279;21826;14733;19035;13732",166,"mouseKD","Epithelial mesenchymal transition","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_INTERFERON_GAMMA_RESPONSE",2.53106215916742,2.23213640177101e-14,"Ifi44;Lgals3bp;Gbp3;Irf7;Rnf213;Usp18;Ifitm3;Ifit3;Samd9l;Parp14;Isg15;Rtp4;Rigi;Parp12;Zbp1;Bst2;Xaf1;C1s1;Ifi35;Oas2;Mthfd2;Ifih1;Cmpk2;Irf9;Ly6e;Oas3;Sri;Wars1;Psmb10;Nmi;Stat1;Psme1;Dhx58;Rbck1;Stat2;Ddx60;Casp4;Ptgs2;Ifitm2;Tnfaip2;Psmb8;Eif2ak2;Mx2;Trim25;Psme2;Pnpt1;Pde4b;Tap1;Tdrd7;Sp110;Ube2l6;Ogfr;Socs3;Rsad2;Oasl1;Myd88;Upp1;Nlrc5;Ccl7;Rapgef6;Lats2;Mvp;Casp7;Nod1;Pla2g4a;Cd274;Samhd1;Trim21;Lap3;Psmb9;Ifnar2;Psma3;Sppl2a","99899;19039;55932;54123;672511;24110;66141;15959;209086;547253;100038882;67775;230073;243771;58203;69550;327959;50908;70110;246728;17768;71586;22169;16391;17069;246727;109552;22375;19171;64685;20846;19186;80861;24105;20847;234311;12363;19225;80876;21928;16913;19106;17858;217069;19188;71701;18578;21354;100121;109032;56791;72075;12702;58185;231655;17874;22271;434341;20306;192786;50523;78388;12369;107607;18783;60533;56045;20821;66988;16912;15976;19167;66552",153,"mouseKD","Interferon gamma response","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_MYC_TARGETS_V1",1.72789076505066,0.000404055880349778,"Odc1;Cdk4;Impdh2;Vdac3;Eif3b;Hprt1;Psma7;Rps3;Rack1;Npm1;Eif4a1;Ruvbl2;Srsf3;Pabpc1;Eif4g2;Nhp2;Eprs1;Ldha;Rps5;Cct4;Psmd14;Apex1;Srm;Xrcc6;Cad;Eef1b2;Pabpc4;Rpl22;Rps2;Orc2;Ppia;Xpot;Ncbp2;Lsm2;Tomm70a;Prdx4;Cct7;Nop56;Ran;Hnrnpa1;Gspt1;Rpl14;Rrp9;Vdac1;Tcp1;Pwp1;Prpf31;Tyms;Glo1;Rplp0;Hnrnpr;Iars1;Hspd1;Nap1l1;Eif3d;Slc25a3;Ndufab1;Ddx21;Nop16;Cyc1;Srsf2;Snrpa;Rps6;Hnrnpu;Ssbp1;Rps10;Smarcc1;Srsf1;Srsf7;Psmc6;Cct5;Clns1a;Usp1;Kars1;Mad2l1;Cul1;Snrpd2;Psmd7;Gnl3;Ywhaq;Mrpl23;Phb2;Ranbp1;Prdx3;Ctps1;Eif4h;Mcm7;Psmd3;Acp1;Rpl6","18263;12567;23918;22335;27979;15452;26444;27050;14694;18148;13681;20174;20383;18458;13690;52530;107508;16828;20103;12464;59029;11792;20810;14375;69719;55949;230721;19934;16898;18393;268373;73192;68092;27756;28185;53381;12468;67134;19384;15382;14852;67115;27966;22333;21454;103136;68988;22171;109801;11837;74326;105148;15510;53605;55944;18674;70316;56200;28126;66445;20382;53607;20104;51810;381760;67097;20588;110809;225027;67089;12465;12729;230484;85305;56150;26965;107686;17463;30877;22630;19935;12034;19385;11757;51797;22384;17220;22123;11431;19988",193,"mouseKD","Myc targets v1","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_G2M_CHECKPOINT",-1.54829478943104,0.0023498326521384,"Nup50;Upf1;Mcm3;Aurka;Prc1;Cenpf;Incenp;Ythdc1;Nek2;Ccna2;Troap;Birc5;Kif20b;Tpx2;Rpa2;Pds5b;Polq;Snrpd1;Pola2;Cdk1;Nusap1;Sap30;Cdc7;Ccnt1;Kif22;Cenpe;Rad23b;Dr1;Kif11;Mki67;Bub1;Espl1;Nasp;Cks2;Stil;E2f2;Kif5b;Cdc6;Foxn3;Kif4;Ezh2;Bub3;Cdc20;Mnat1;Smc2;Orc6;Odf2;Arid4a;Racgap1;Casp8ap2","18141;19704;17215;20878;233406;108000;16319;231386;18005;12428;78733;11799;240641;72119;19891;100710;77782;20641;18969;12534;108907;60406;12545;12455;110033;229841;19359;13486;16551;17345;12235;105988;50927;66197;20460;242705;16573;23834;71375;16571;14056;12237;107995;17420;14211;56452;18286;238247;26934;26885",192,"mouseKD","G2m checkpoint","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_MTORC1_SIGNALING",1.51624766372501,0.00837141331741403,"Cth;Slc7a11;Pfkl;Slc7a5;Psph;Pdk1;Mthfd2;Rrm2;Ero1a;Ddit4;G6pdx;P4ha1;Wars1;Slc1a5;Shmt2;Nfil3;Gsr;Slc2a1;Fads1;Gpi1;Vldlr;Hprt1;Mllt11;Bcat1;Phgdh;Asns;Psat1;Ak4;Aldoa;Acly;Tes;Eprs1;Ldha;Atp5mc1;Idh1;Stc1;Acaca;Psmd14;Fads2;Tcea1;Me1;Cct6a;Ppia;Ppa1;Pgm1;Txnrd1;Btg2;Psme3;Hspa4;Gclc","107869;26570;18641;20539;100678;228026;17768;20135;50527;74747;14381;18451;22375;20514;108037;18030;14782;20525;76267;14751;22359;15452;56772;12035;236539;27053;107272;11639;11674;104112;21753;107508;16828;11951;15926;20855;107476;59029;56473;21399;17436;12466;268373;67895;72157;50493;12227;19192;15525;14629",195,"mouseKD","Mtorc1 signaling","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_INFLAMMATORY_RESPONSE",1.58150069495489,0.0097825685612956,"Irf7;Rtp4;Bst2;Osmr;Ereg;Adm;Ly6e;P2ry2;Il1r1;Sri;Timp1;Nmi;Mmp14;Chst2;P2rx4;Tlr3;Axl;Cx3cl1;Eif2ak2;Tlr2;Il18rap;Slc7a1;Plaur;Csf1;Tpbg;Pde4b;Calcrl;Emp3;Btg2;Ifitm1","54123;67775;69550;18414;13874;11535;17069;18442;16177;109552;21857;64685;17387;54371;18438;142980;26362;20312;19106;24088;16174;11987;18793;12977;21983;18578;54598;13732;12227;68713",125,"mouseKD","Inflammatory response","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_KRAS_SIGNALING_UP",1.5729297835617,0.0103020581752077,"Slpi;Prkg2;Spp1;Vwa5a;Ank;Ereg;Ero1a;Trib2;Apod;Prrx1;Mmp11;Nrp1;Klf4;Mmp10;Adgra2;Igfbp3;Zfp639;Crot;Btbd3;Emp1;Ptgs2;Psmb8;Angptl4;Dusp6;Plaur;Il1rl2;Id2;Mtmr10;Hdac9;Ccnd2;Nin;Etv5","20568;19092;20750;67776;11732;13874;50527;217410;11815;18933;17385;18186;16600;17384;78560;16009;67778;74114;228662;13730;19225;16913;57875;67603;18793;107527;15902;233315;79221;12444;18080;104156",132,"mouseKD","Kras signaling up","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_COMPLEMENT",1.45831092015259,0.0304304792594677,"Irf7;Cp;C3;C1s1;Pla2g7;Prep;Timp1;Mmp14;Cblb;Dock4;Sh2b3;Col4a2;Casp4;Cpq;Ctso;Dusp6;Fn1;Plaur;Cdh13;Pfn1;Lrp1;Me1;Sirt6;Dusp5;Ctsl;Gnb2;Stx4a;Plat;Mmp13;Brpf3;Timp2;Psen1;Casp7;Src;Pik3ca;Ppp4c;Pla2g4a;Dgkh;Kif2a;Cebpb;Lap3;Psmb9;Lck","54123;12870;12266;50908;27226;19072;21857;17387;208650;238130;16923;12827;12363;54381;229445;67603;14268;18793;12554;18643;16971;17436;50721;240672;13039;14693;20909;18791;17386;268936;21858;19164;12369;20779;18706;56420;18783;380921;16563;12608;66988;16912;16818",132,"mouseKD","Complement","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_E2F_TARGETS",-1.28531224369927,0.036839833350515,"Mcm3;Aurka;Bub1b;Depdc1a;Mcm4;Cdca8;Kif18b;Dlgap5;Pan2;Ung;Brca1;Birc5;Gins3;Rpa2;Pds5b;Wee1;Pola2;Cdk1;Kif22;Cenpe;Mki67;Pms2;Ak2;Ppm1d;Spag5;Ccp110;Espl1;Nasp;Wdr90;Cks2;Atad2;Dnmt1;Ube2t;Kif4;Ezh2;Pold3;Cit","17215;20878;12236;76131;17217;52276;70218;218977;103135;22256;12189;11799;78833;19891;100710;22390;18969;12534;110033;229841;17345;18861;11637;53892;54141;101565;105988;50927;106618;66197;70472;13433;67196;16571;14056;67967;12704",199,"mouseKD","E2f targets","padj <= 0.05"
"mouseKD","KD_vs_Control","HALLMARK_MYC_TARGETS_V2",1.42036446911094,0.0748319159204528,"Map3k6;Cdk4;Prmt3;Ipo4;Slc19a1;Exosc5;Npm1;Srm;Wdr43;Bysl;Grwd1;Rcl1;Nop56;Rrp9;Tmem97;Hspd1;Dusp2;Nop16;Wdr74;Tbrg4;Tcof1","53608;12567;71974;75751;20509;27998;18148;20810;72515;53414;101612;59028;67134;27966;69071;15510;13537;28126;107071;21379;21453",58,"mouseKD","Myc targets v2","padj <= 0.10"
"mouseKD","KD_vs_Control","HALLMARK_APOPTOSIS",1.30627461764041,0.102999659129644,"Cth;Ifitm3;Bgn;Ank;Ereg;Timp3;Timp1;Hgf;Gsr;Bcl2l1;Emp1;Casp4;Tspo;Tgfbr3;Psen2;Anxa1;Erbb2;Ccnd1;Egr3;Tap1;Nedd9;Fez1;Ccnd2;Tnfrsf12a;Bcl2l2;Btg2;Pdcd4;App;Add1;Plat;Madd;Ier3;Gpx4;Timp2;Psen1;Dnm1l;Casp7;Bax;Dap3","107869;66141;12111;11732;13874;21859;21857;15234;14782;12048;13730;12363;12257;21814;19165;16952;13866;12443;13655;21354;18003;235180;12444;27279;12050;12227;18569;11820;11518;18791;228355;15937;625249;21858;19164;74006;12369;12028;65111",138,"mouseKD","Apoptosis","padj <= 0.25"
"mouseKD","KD_vs_Control","HALLMARK_IL6_JAK_STAT3_SIGNALING",1.18656913078917,0.281815956926089,"Osmr;Irf9;Il1r1;Stat1;Stat2;Tlr2;Tnfrsf1a;Csf1;Tnfrsf12a;Socs3;Il13ra1;Myd88;Hax1;Ccl7;Il3ra;Ifnar1;Itgb3;Socs1;Tyk2;Cd38;Il6;Tgfb1","18414;16391;16177;20846;20847;24088;21937;12977;27279;12702;16164;17874;23897;20306;16188;15975;16416;12703;54721;12494;16193;21803",59,"mouseKD","Il6 jak stat3 signaling","not significant"
"mouseKD","KD_vs_Control","HALLMARK_TNFA_SIGNALING_VIA_NFKB",-1.10964099565513,0.281815956926089,"Gadd45b;Rcan1;Ccn1;Per1;Dnajb4;Klf6;Rhob;Jun;Efna1;Tnfaip3;Irs2;Serpine1;Mxd1;Nr4a3;Nr4a1;Bhlhe40;Nfkbia;B4galt1;Phlda2;Yrdc;Slc2a3;Zbtb10;Il15ra;Gem;Plk2;Spsb1;Edn1;Tiparp;Maff;Dusp4;Sdc4;Klf10;Trip10;Nfkbie;Serpinb8","17873;54720;16007;18626;67035;23849;11852;16476;13636;21929;384783;18787;17119;18124;15370;20893;18035;14595;22113;230734;20527;229055;16169;14579;20620;74646;13614;99929;17133;319520;20971;21847;106628;18037;20725",170,"mouseKD","Tnfa signaling via nfkb","not significant"
"mouseKD","KD_vs_Control","HALLMARK_P53_PATHWAY",-1.00337435797824,0.485792349726776,"Hspa4l;Ifi30;Ctsd;Rgs16;Tob1;Jun;Kif13b;Acvr1b;Osgin1;Mxd1;Mknk2;Stom;Eps8l2;Prkab1;Pdgfa;Jag2;Tcn2;Fas;Sp1;Nupr1;Ppm1d;Ccp110;F2r;Tspyl2;Plk2;Ccnk;Ddit3;Ercc5;Slc35d1;Epha2;Txnip;Tchh;Baiap2;Hexim1;Pom121;Steap3;Cdkn2aip","18415;65972;13033;19734;22057;16476;16554;11479;71839;17119;17347;13830;98845;19079;18590;16450;21452;14102;20683;56312;53892;101565;14062;52808;20620;12454;13198;22592;242585;13836;56338;99681;108100;192231;107939;68428;70925",181,"mouseKD","P53 pathway","not significant"
"mouseKD","KD_vs_Control","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.998551342408655,0.522364277855761,"Pdk1;Cdk4;Slc2a1;Stat2;Akt1;Tnfrsf1a;Pin1;Them4;Mknk1;Pfn1;Rptor;Acaca;Irak4;Pla2g12a;Plcb1;Hras;Myd88;Mapk9;Cab39;E2f1;Tsc2;Nod1;Mapk8;Actr3;Mapkap1;Lck;Ywhab;Rps6ka3;Il4;Itpr2;Plcg1;Actr2;Ube2d3;Egfr;Mapk10;Sqstm1;Map2k6;Ap2m1;Gsk3b;Trib3;Raf1","228026;12567;20525;20847;11651;21937;23988;75778;17346;18643;74370;107476;266632;66350;18795;15461;17874;26420;12283;13555;22084;107607;26419;74117;227743;16818;54401;110651;16189;16439;18803;66713;66105;13649;26414;18412;26399;11773;56637;228775;110157",96,"mouseKD","Pi3k akt mtor signaling","not significant"
"mouseKD","KD_vs_Control","HALLMARK_DNA_REPAIR",0.929556273997751,0.674427579109853,"Cmpk2;Nelfe;Srsf6;Nme4;Tsg101;Taf10;Trp53;Impdh2;Hprt1;Ercc1;Guk1;Ddb1;Nelfcd;Dgcr8;Pde4b;Nt5c;Rfc2;Rrm2b;Dguok;Ncbp2;Tyms;Gpx4;Gtf2a2;Gsdme;Usp11;Rae1;Cant1","22169;27632;67996;56520;22088;24075;22059;23918;15452;13870;14923;13194;57314;94223;18578;50773;19718;382985;27369;68092;22171;625249;235459;54722;236733;66679;76025",142,"mouseKD","Dna repair","not significant"
