"gene_symbol","ensembl_gene_id","entrezgene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"St3gal6","ENSMUSG00000022747","54613",279.355153918245,3.00529556234192,0.290128199230703,10.358508998128,3.82883788003429e-25,1.58062281714236e-22
"Ano1","ENSMUSG00000031075","101772",583.016875224173,2.33976602218619,0.228055199413846,10.2596477879036,1.07096646056776e-24,4.31064000378524e-22
"Arhgef28","ENSMUSG00000021662","110596",642.115925618927,1.95753369663928,0.193029633419533,10.1411045649388,3.62971873952391e-24,1.39139218348416e-21
"Mlh3","ENSMUSG00000021245","217716",277.539926181919,2.24328550962337,0.221176732242037,10.1425022735597,3.57814538936235e-24,1.39139218348416e-21
"Gm44250","ENSMUSG00000107881","#N/A",113.169988986556,-2.50812398695742,0.249559004504852,-10.0502243625061,9.16584979479383e-24,3.43186469060885e-21
"Slc35g1","ENSMUSG00000044026","240660",97.5107647824832,6.72445537763727,0.67094133910683,10.0224192275721,1.21492066473719e-23,4.44550515960654e-21
"S100a4","ENSMUSG00000001020","20198",1020.75165127247,-1.13686266423682,0.115363297845697,-9.85463041943734,6.54570634390945e-23,2.34190826970982e-20
"Edil3","ENSMUSG00000034488","13612",333.902482717699,-1.6347195701774,0.16592311309741,-9.85227157121678,6.70120129510115e-23,2.3454204532854e-20
"Fyb1","ENSMUSG00000022148","23880",121.301738165115,-2.87263777835696,0.292980904574588,-9.80486350306026,1.07291963535656e-22,3.67532045302992e-20
"Adamts9","ENSMUSG00000030022","101401",487.979529662788,1.61943452142161,0.166288542783469,9.73870174285153,2.06171406908958e-22,6.91533260673796e-20
"F2rl1","ENSMUSG00000021678","14063",316.881373340423,2.11438955053472,0.217938219633751,9.70178408398485,2.96272039606025e-22,9.73465272991226e-20
"Zfp52","ENSMUSG00000051341","22710",1204.18203844809,1.49934484756834,0.156562297721524,9.57666609003918,1.00228070808216e-21,3.22734388002457e-19
"Pknox2","ENSMUSG00000035934","208076",270.47622141897,-2.04618113719277,0.214075788883829,-9.5582090242963,1.19812049292462e-21,3.78230194825224e-19
"Hs6st2","ENSMUSG00000062184","50786",198.723124116951,-8.11432567952602,0.851388167542632,-9.53070055336388,1.56225378749658e-21,4.83697807282594e-19
"Ltbp2","ENSMUSG00000002020","16997",433.939196881505,-3.12979394859689,0.329796089112945,-9.49008812389234,2.30839035591597e-21,7.01228013778246e-19
"Abca9","ENSMUSG00000041797","217262",54.6872685947513,-3.71617501626552,0.392413645893325,-9.47004533393758,2.79722269245379e-21,8.33986765713074e-19
"Nipsnap1","ENSMUSG00000034285","18082",158.925038020363,2.22670591852525,0.235343533493338,9.46151307186133,3.03518942798125e-21,8.88482723463601e-19
"Rhoj","ENSMUSG00000046768","80837",617.376500216294,-1.17428142015503,0.124151481579142,-9.45845675958746,3.1252139219734e-21,8.98499002567354e-19
"Mapk12","ENSMUSG00000022610","29857",378.902460216936,-1.39131375113861,0.147196340732992,-9.45209469345707,3.32116760907656e-21,9.38084184318117e-19
"Tmem98","ENSMUSG00000035413","103743",536.607962986701,-1.36404362943777,0.144652755402758,-9.42977978981353,4.10950820508689e-21,1.14074279486033e-18
"Ank2","ENSMUSG00000032826","109676",515.789791204147,-1.5303896625623,0.162738300013198,-9.40399194558495,5.25313203204098e-21,1.43348179179423e-18
"Ccl7","ENSMUSG00000035373","20306",213.767218059901,-3.34665838700401,0.360320455950564,-9.2880055287873,1.57206425301548e-20,4.1492187661556e-18
"Jade2","ENSMUSG00000020387","76901",1361.29583765105,-1.21656526498445,0.131008246204833,-9.28617320074902,1.59935357006913e-20,4.153160077115e-18
"Nqo1","ENSMUSG00000003849","18104",512.153344773444,-2.12259327342535,0.228891284533648,-9.27336869881262,1.80357692504408e-20,4.53712320206401e-18
"Ttc9","ENSMUSG00000042734","69480",159.693248698959,2.6401347951756,0.284654555231079,9.27487281217886,1.77831080862744e-20,4.53712320206401e-18
"Cdh13","ENSMUSG00000031841","12554",1538.03888780699,1.24828153193444,0.135160939190662,9.23551981370582,2.57034907738515e-20,6.36655694552322e-18
"Tbx20","ENSMUSG00000031965","57246",53.3915883184479,6.13707579624904,0.670849779573839,9.14821169077174,5.7883782239644e-20,1.41201347584586e-17
"Selenop","ENSMUSG00000064373","20363",137.740229420536,-3.67905608251663,0.402593881658899,-9.13838051228445,6.33945279675921e-20,1.52336104519139e-17
"Sema6d","ENSMUSG00000027200","214968",40.4187060615995,3.41854617105034,0.374970210146042,9.11684736160478,7.73414049277362e-20,1.83117149902434e-17
"Qng1","ENSMUSG00000021550","70153",82.2575480962063,2.93993535297351,0.32408758977298,9.07142218877587,1.17473529074752e-19,2.7018911687193e-17
"Gfpt2","ENSMUSG00000020363","14584",67.1305500670529,-6.03096597671474,0.666063187672795,-9.05464539751364,1.37012234129088e-19,3.1068971401103e-17
"Cenpm","ENSMUSG00000068101","66570",423.512454186749,-1.2929633332728,0.143015336382698,-9.040732035989,1.55626095266126e-19,3.4799724080342e-17
"Prrx2","ENSMUSG00000039476","20204",310.649765825699,-1.70813909601323,0.189053361226614,-9.03522203958978,1.6366981707502e-19,3.60970418480523e-17
"Chrnb1","ENSMUSG00000041189","11443",191.636667864656,2.08438137896316,0.231180757208813,9.0162408157546,1.94654230830419e-19,4.23504475185102e-17
"Gmpr","ENSMUSG00000000253","66355",202.089388967655,-2.26960080402075,0.252794239500309,-8.97805586277204,2.75593155836679e-19,5.9160664119607e-17
"Slc2a10","ENSMUSG00000027661","170441",40.760022440791,-4.81966949603642,0.537140224248426,-8.97283293720958,2.88984216322959e-19,6.12190247736794e-17
"Magi1","ENSMUSG00000045095","14924, 78178",540.419909183203,-1.51719201403933,0.169117839225454,-8.97121214998928,2.93268985705742e-19,6.13198788293825e-17
"Emilin2","ENSMUSG00000024053","246707",1527.92847465607,-2.64765551083808,0.295269059221302,-8.9669250067061,3.04907574395274e-19,6.29360506123579e-17
"F11r","ENSMUSG00000038235","16456",504.883193174771,1.98495740404188,0.222214737542899,8.93260917790694,4.16077436626292e-19,8.47955282238392e-17
"Shank2","ENSMUSG00000037541","210274",189.185791639616,-2.64146480431428,0.296151208608166,-8.91931124214715,4.69197032728726e-19,9.44259028366561e-17
"Ptprm","ENSMUSG00000033278","19274",49.541746595268,-4.99308642917225,0.560843137870859,-8.90282164836253,5.44446239832613e-19,1.08217092114877e-16
"Baiap2","ENSMUSG00000025372","108100",1657.56096610022,-1.07359567408307,0.12103377037011,-8.87021589759714,7.3004225476957e-19,1.43337564655977e-16
"Lingo3","ENSMUSG00000051067","237403",59.974952726341,-4.48014120756433,0.505305378424217,-8.86620526687356,7.5680903060478e-19,1.46802715575144e-16
"Ksr1","ENSMUSG00000018334","16706",346.036576712041,-1.40980225469623,0.159051803548177,-8.86379294824659,7.73373216961719e-19,1.4822986658433e-16
"Mirt1","ENSMUSG00000097636","#N/A",127.039792418999,2.40580366039827,0.274310048213308,8.77038109273883,1.7806258607979e-18,3.37271486574661e-16
"Cog1","ENSMUSG00000018661","16834",1179.02878500972,-0.968229578164799,0.110439531393063,-8.76705619764714,1.83398258774971e-18,3.43338600729888e-16
"Neo1","ENSMUSG00000032340","18007",1957.44647339247,1.03032883302225,0.117714439940581,8.7527820167375,2.08156517196741e-18,3.85209186996267e-16
"Tjp2","ENSMUSG00000024812","21873",776.456454905247,1.55981840158412,0.179250390397608,8.70189681664946,3.26382282951121e-18,5.97131222217392e-16
"Sod3","ENSMUSG00000072941","20657",203.087890620622,2.87420066527886,0.332428272308288,8.64607767961859,5.32998381381846e-18,9.641880831739e-16
"Rbpms","ENSMUSG00000031586","19663",75.2226602290635,-3.43823627109531,0.39863535366345,-8.62501591867854,6.40837400137376e-18,1.14638690469019e-15
"Clcn3","ENSMUSG00000004319","12725",1076.53666028174,1.3198025574221,0.15325443200902,8.61183941058507,7.18975136299489e-18,1.27203293345294e-15
"Olfml2b","ENSMUSG00000038463","320078",1657.86722078928,0.958089507932401,0.111282896501917,8.60949470268238,7.33833148106819e-18,1.28420800918693e-15
"Klhl13","ENSMUSG00000036782","67455",127.640873705554,-8.93772342108723,1.05183456999156,-8.49727103108901,1.940998672218e-17,3.36022350781826e-15
"Armcx2","ENSMUSG00000033436","67416",1245.28612764493,-1.3184960118044,0.155510831294463,-8.4784834652951,2.28148161067739e-17,3.90764403530914e-15
"Fzd5","ENSMUSG00000045005","14367",387.182406162746,1.79845584808618,0.212347232907603,8.46941033071399,2.4663839665173e-17,4.17987177483458e-15
"Igfbp4","ENSMUSG00000017493","16010",4421.12022253779,-2.25280162102189,0.266760064570594,-8.44504826705693,3.03919854299034e-17,5.09698922314005e-15
"Chka","ENSMUSG00000024843","12660",1441.79878887085,1.14576281429495,0.136395957291067,8.40026960513139,4.45454716662337e-17,7.39362983326146e-15
"Emb","ENSMUSG00000021728","13723",654.358509016447,-1.676826279374,0.199663859592367,-8.39824634662181,4.53195663884713e-17,7.44535733524885e-15
"Matn2","ENSMUSG00000022324","17181",553.885701067936,-1.28799950037787,0.153394515058029,-8.39664638524152,4.59410903678776e-17,7.47122782750333e-15
"Cx3cl1","ENSMUSG00000031778","20312",1012.77008206099,-1.46169939322262,0.174424138385708,-8.38014397978754,5.28629971941214e-17,8.51094254825354e-15
"Zfp976","ENSMUSG00000074158","208111",60.9358912842102,3.2323503136505,0.386616533403183,8.3606106681414,6.23944368037358e-17,9.9460438865361e-15
"Unc5c","ENSMUSG00000059921","22253",119.649413936399,-2.87711477040329,0.344355017533945,-8.3550830506475,6.53866925279673e-17,1.0320840683336e-14
"Ankrd1","ENSMUSG00000024803","107765",1780.13187436459,1.84398043141028,0.221196774126318,8.33638030524462,7.65992808145205e-17,1.19732856418814e-14
"Auts2","ENSMUSG00000029673","319974",137.97896125738,-9.95238855190125,1.20270625076864,-8.27499528296356,1.28460704803625e-16,1.98867052628688e-14
"Pdgfrb","ENSMUSG00000024620","18596",4413.40908097092,-1.34699549875574,0.163049241018431,-8.26128039813122,1.44118094311763e-16,2.20981077944704e-14
"Id3","ENSMUSG00000007872","15903",1349.74773272756,-1.48052493285778,0.179400623518629,-8.25261865772746,1.54960912611015e-16,2.35365159720503e-14
"Adm","ENSMUSG00000030790","11535",704.521021748805,2.01021808433553,0.24439449494239,8.22530018447998,1.94702603228277e-16,2.92963730091146e-14
"Agtr2","ENSMUSG00000068122","11609",42.787150078555,5.92921382620311,0.72233954933302,8.20834721244035,2.2425393344267e-16,3.34304474854351e-14
"Foxred2","ENSMUSG00000016552","239554",95.2552336637632,-8.57967672448734,1.04620062867353,-8.20079484693627,2.38802763412553e-16,3.52727017517624e-14
"Syt7","ENSMUSG00000024743","54525",72.9661912493194,7.36351060584768,0.898989669188358,8.1908734418447,2.59337179603348e-16,3.79575326510356e-14
"Col23a1","ENSMUSG00000063564","237759",99.0204011705715,-3.6910757582034,0.451088525108857,-8.18259732346919,2.77790224804433e-16,4.02920956698321e-14
"Epas1","ENSMUSG00000024140","13819",59.9308255551872,-3.64350943078501,0.446474343013469,-8.1606244295993,3.3329701164042e-16,4.79114454233104e-14
"Cd302","ENSMUSG00000060703","66205",570.043027298185,-1.22971145903296,0.150940497310303,-8.14699488173094,3.73079466104497e-16,5.27956668050391e-14
"Pdlim4","ENSMUSG00000020388","30794",425.208655913517,-2.61838867495529,0.321402815594448,-8.14675089299537,3.73832671787234e-16,5.27956668050391e-14
"Large1","ENSMUSG00000004383","16795",2107.89712106659,0.726791189856866,0.089257494772657,8.14263487573831,3.86767274264153e-16,5.41474183969815e-14
"Tenm3","ENSMUSG00000031561","23965",1295.41418069031,-1.76154695935423,0.216413779089126,-8.13971719716041,3.9620224296009e-16,5.49901388935987e-14
"Map3k14","ENSMUSG00000020941","53859",321.776393022451,-1.5485529748082,0.190383820396066,-8.1338475695396,4.15875418574212e-16,5.72273011884173e-14
"Plau","ENSMUSG00000021822","18792",474.59214654328,2.19430004334016,0.270328004644017,8.11717619204765,4.77155790804431e-16,6.5103459592808e-14
"Chst2","ENSMUSG00000033350","54371",130.32220490997,-2.23986410385768,0.276996126648589,-8.08626507149423,6.15222144542922e-16,8.32359372028659e-14
"Mkx","ENSMUSG00000061013","210719",251.594341473638,-2.22384193403228,0.276466770718933,-8.04379466020211,8.70984205561326e-16,1.16857047579478e-13
"Col1a2","ENSMUSG00000029661","12843",39311.9780133871,-1.16361224084498,0.144924050835473,-8.0291175559672,9.81762520873218e-16,1.30631211455031e-13
"1700017M07Rik","ENSMUSG00000105651","#N/A",91.9894839525753,3.33166277046158,0.415263597193418,8.02300705618986,1.03187420508299e-15,1.36173563129804e-13
"Cxcl1","ENSMUSG00000029380","14825",129.026176602898,2.38372816968611,0.297233591287514,8.01971324761988,1.05992308916192e-15,1.38737900288674e-13
"Ecm1","ENSMUSG00000028108","13601",1336.82379558162,-1.34763524660981,0.16815928219117,-8.0140401948063,1.11000405894634e-15,1.44121494750291e-13
"Atf6","ENSMUSG00000026663","226641",2070.73606530115,0.821274235637653,0.102626160300259,8.00258173193666,1.21837247981451e-15,1.56926375400109e-13
"Bcar3","ENSMUSG00000028121","29815",351.192520740117,1.47027992204663,0.183825596465325,7.99823283763404,1.2621752894142e-15,1.6127795364737e-13
"Fgf13","ENSMUSG00000031137","14168",53.0879782152285,-2.8718007847558,0.359356334008202,-7.99151291623054,1.33292749584395e-15,1.68046204074965e-13
"Jade1","ENSMUSG00000025764","269424",1845.08281934627,1.23190903361789,0.154157676264151,7.99122731654955,1.33601951065811e-15,1.68046204074965e-13
"Cpox","ENSMUSG00000022742","12892",1034.90250921691,1.07945331602224,0.135199732573248,7.98413795262066,1.41507699544846e-15,1.76610384703257e-13
"Kctd17","ENSMUSG00000033287","72844",1985.18414651608,-0.892135118572835,0.11180700901176,-7.97924143091068,1.47235333499227e-15,1.82345297641351e-13
"Mmp1b","ENSMUSG00000041620","83996",82.7132089595335,2.28399541818968,0.286448491927142,7.97349430197249,1.54249727860871e-15,1.89574093019849e-13
"Ptprk","ENSMUSG00000019889","19272",2181.79861453416,1.32010198925464,0.165857060011971,7.95927522867801,1.73049922698474e-15,2.09481485371837e-13
"Slc7a2","ENSMUSG00000031596","11988",33.201307969808,-5.36634708270186,0.674183055016036,-7.95977745624921,1.72348981393963e-15,2.09481485371837e-13
"Septin9","ENSMUSG00000059248","53860",7401.44569549942,-1.37363040580798,0.172684397739865,-7.95457159874534,1.7975239743357e-15,2.15971164080632e-13
"Pmp22","ENSMUSG00000018217","18858",1238.31961656644,-1.88578955547382,0.238243728410374,-7.91537963268254,2.464997731722e-15,2.9397380356092e-13
"Mxra7","ENSMUSG00000020814","67622",1078.66398575268,-0.885396700064148,0.111990389096284,-7.90600610649655,2.65778146037249e-15,3.13839899397912e-13
"Notch1","ENSMUSG00000026923","18128",666.357897952104,-1.82598125014034,0.230978733551172,-7.90540852859861,2.67056311910024e-15,3.13839899397912e-13
"Rhox5","ENSMUSG00000095180","18617",24.9622919373221,4.45992980665355,0.564438764463818,7.90152995762119,2.75500616642721e-15,3.21417386083174e-13
"Paqr8","ENSMUSG00000025931","74229",128.201351492685,-2.44708515631241,0.309946566759996,-7.89518394055092,2.89887387368025e-15,3.35768844361526e-13
"Ceacam1","ENSMUSG00000074272","26365",47.177731796262,-3.29700407257031,0.420531572106126,-7.8400869072876,4.50234711692316e-15,5.14202822992913e-13
"Fam20c","ENSMUSG00000025854","80752",128.636269732648,-10.8501008131123,1.38393061724554,-7.84006125589404,4.50326695913048e-15,5.14202822992913e-13
"2610318N02Rik","ENSMUSG00000049916","70458",209.358632814642,1.9601718537852,0.250079589686933,7.8381920581327,4.57079546410282e-15,5.18238077267996e-13
"Rab32","ENSMUSG00000019832","67844",381.254806160131,-1.01512956604261,0.129538349016423,-7.8365177088517,4.6321304809008e-15,5.21519585611909e-13
"Lmcd1","ENSMUSG00000057604","30937",48.393675969962,-5.47186772076889,0.698584573818453,-7.83279208537306,4.77153020229431e-15,5.33483585117627e-13
"Limch1","ENSMUSG00000037736","77569",33.1269989201549,-4.64329642578411,0.593124284423991,-7.82853871898604,4.93572950499168e-15,5.48036172623214e-13
"Il18rap","ENSMUSG00000026068","16174",3529.50030898506,0.93646442962368,0.119694182491821,7.82380906179521,5.1248520215582e-15,5.65137791418404e-13
"Galnt12","ENSMUSG00000039774","230145",63.4475059220901,-4.55011119066501,0.582328459990888,-7.81365071996689,5.5554910623583e-15,6.08458544924957e-13
"Cgnl1","ENSMUSG00000032232","68178",332.140868068611,2.57546668649088,0.329855504927607,7.80786328564113,5.81656284038042e-15,6.32747714392735e-13
"H3f3b","ENSMUSG00000016559","15081",16186.198753432,-0.772858166297822,0.0989987149773974,-7.80674947623588,5.86817502160263e-15,6.34077972132902e-13
"Adamts2","ENSMUSG00000036545","216725",116.65159921442,-2.57699989676487,0.332723175932489,-7.74517702153622,9.54487747261681e-15,1.0244835153942e-12
"Oxsr1","ENSMUSG00000036737","108737",2637.23373533157,0.985611624564376,0.127514358370265,7.7294168057721,1.08040388347661e-14,1.15195380953466e-12
"Rab11fip2","ENSMUSG00000040022","74998",489.253356344666,0.980263533269835,0.127129661616806,7.71073816136271,1.25092077215362e-14,1.32498844945219e-12
"Dock10","ENSMUSG00000038608","210293",37.2116548068051,-5.07365132253731,0.658966923521216,-7.69940211175707,1.36704347655385e-14,1.43852287402072e-12
"Kcnf1","ENSMUSG00000051726","382571",320.734856970969,1.69147415305521,0.220236340362927,7.68026816222897,1.58755910651901e-14,1.65972088408806e-12
"Cyb5r3","ENSMUSG00000018042","109754",5712.39792757761,-0.831834852475671,0.108448845036094,-7.67029701606152,1.71598524805123e-14,1.78241048345967e-12
"Stac2","ENSMUSG00000017400","217154",350.525472164749,-2.33731143821736,0.305172366153855,-7.65898782932063,1.87404155021063e-14,1.93410698451225e-12
"Peg13","ENSMUSG00000106847","353342",87.2671780359453,2.32867479454448,0.304324300751763,7.65195151616884,1.97951878652092e-14,2.0299523861775e-12
"Myg1","ENSMUSG00000001285","60315",1207.25381533531,-0.907731260909758,0.11869284558578,-7.64773358014857,2.04552461153144e-14,2.08436368643394e-12
"Dnm1","ENSMUSG00000026825","13429",1961.01104243979,-1.14199743983327,0.149595661018,-7.63389413878694,2.27766961784184e-14,2.30631955014173e-12
"Map3k9","ENSMUSG00000042724","338372",32.6574414230061,4.65143735057591,0.609823278150389,7.62751688437321,2.39318472075615e-14,2.40814212526088e-12
"Abcd2","ENSMUSG00000055782","26874",101.223809040791,-2.92560010931317,0.38408204611664,-7.61712279679093,2.5939254635107e-14,2.5939254635107e-12
"Lhpp","ENSMUSG00000030946","76429",96.554939071827,-2.00641915290906,0.2640961676838,-7.59730506696079,3.02361178993475e-14,3.00494751962651e-12
"Synpo","ENSMUSG00000043079","104027",3096.865257737,-1.59560952766768,0.210757986585404,-7.57081405795788,3.70892613510039e-14,3.66341783896419e-12
"Ccdc50","ENSMUSG00000038127","67501",4652.59055524704,0.698955697598773,0.0924170582710643,7.56305936019623,3.93697824416509e-14,3.86496034945476e-12
"Vmn2r79","ENSMUSG00000090362","621430",43.9331572013616,3.93591444031791,0.521140407819443,7.5525028979936,4.26972141097987e-14,4.16621301313793e-12
"Xkr5","ENSMUSG00000039814","319581",330.45017274649,-1.04935152638359,0.139150950322516,-7.54110211932765,4.66015995030281e-14,4.51979368673947e-12
"Ptchd1","ENSMUSG00000041552","211612",51.1056609498109,3.45881353351659,0.458815924723984,7.53856469911622,4.75172218599802e-14,4.58100162841725e-12
"Slitrk5","ENSMUSG00000033214","75409",42.1321297522741,-6.3441672380355,0.846849015790495,-7.49149744492943,6.80922099862045e-14,6.48689101052008e-12
"Fam83g","ENSMUSG00000042377","69640",61.2552221458975,-3.08493182693646,0.412056630538829,-7.48666954564578,7.06432698470865e-14,6.69033320316525e-12
"Qdpr","ENSMUSG00000015806","110391",1163.26220302657,0.884074402415387,0.118125114455293,7.48422049360202,7.19730331706122e-14,6.77640838623893e-12
"Anks6","ENSMUSG00000066191","75691",47.9264903873447,-4.34396751319473,0.581133014788746,-7.47499695017991,7.72056446773428e-14,7.21383605805943e-12
"Slc35f2","ENSMUSG00000042195","72022",38.2445632557985,6.7759531504199,0.906546201924595,7.47447083892092,7.75151327977814e-14,7.21383605805943e-12
"Cotl1","ENSMUSG00000031827","72042",1253.62254908661,-1.46762013079035,0.196389049491103,-7.47302425768315,7.8372393111903e-14,7.25169844311286e-12
"Zfp493","ENSMUSG00000090659","72958",84.2094466480632,1.98376513227809,0.265755377484998,7.46462837761418,8.35350352908678e-14,7.68522324675984e-12
"Tmem59l","ENSMUSG00000035964","67937",53.6835390949024,-2.6021654481869,0.3488604957964,-7.45904302591361,8.71531468425585e-14,7.97253218275677e-12
"Pcgf5","ENSMUSG00000024805","76073",1107.65288873339,1.22867408560622,0.164854124581521,7.45309884557142,9.11729216479288e-14,8.29313016119579e-12
"Ier3","ENSMUSG00000003541","15937",1503.44118352345,1.44551575426824,0.194072974411604,7.44831040308829,9.45431730526636e-14,8.55137688847126e-12
"Slc38a4","ENSMUSG00000022464","69354",3949.99242880837,-0.984465959895782,0.132218420598633,-7.4457549518328,9.63915825835463e-14,8.66985742790556e-12
"Zc3h7b","ENSMUSG00000022390","20286",3060.22635968142,-0.710255972218229,0.0954072905772276,-7.4444622409994,9.73401086404162e-14,8.7065319395039e-12
"Aqp1","ENSMUSG00000004655","11826",451.597958276748,-1.97784097049486,0.266007947202226,-7.43527022894268,1.04354410289555e-13,9.28235362244107e-12
"Ttyh2","ENSMUSG00000034714","117160",853.169008608943,-1.29673860425419,0.174663968750287,-7.42419065324288,1.1347161403019e-13,1.00378735488245e-11
"Galnt7","ENSMUSG00000031608","108150",1950.4202009227,1.02989892935633,0.138984997828818,7.41014458715043,1.2616179261696e-13,1.1039156853984e-11
"Man1a","ENSMUSG00000003746","17155",1506.91189567208,0.88032201896655,0.11894206687221,7.40126720609588,1.34890988334144e-13,1.17391616874579e-11
