"experiment","contrast","tested_nonNA_padj","padj_lt_0_10","padj_lt_0_05","padj_lt_0_01","up_padj_0_05","down_padj_0_05","up_padj_0_05_lfc1","down_padj_0_05_lfc1"
"CRISPR","Het_vs_WT",16100,4015,3313,2274,1490,1823,361,605
