"experiment","condition","sample","sample_label","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","normalized_count"
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000194","277463","Gpr107","protein_coding",1026.51762925846
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000194","277463","Gpr107","protein_coding",951.778551393503
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000194","277463","Gpr107","protein_coding",977.886751795037
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000194","277463","Gpr107","protein_coding",1019.85965695753
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000194","277463","Gpr107","protein_coding",1158.75896696598
"CRISPR","KO","sample.neg.neg_2","KO 2","ENSMUSG00000000194","277463","Gpr107","protein_coding",1055.74908942084
"CRISPR","KO","sample.neg.neg_3","KO 3","ENSMUSG00000000194","277463","Gpr107","protein_coding",1319.07747256619
"CRISPR","WT","sample.WT_1","WT 1","ENSMUSG00000000223","13497","Drp2","protein_coding",20.4411866870951
"CRISPR","WT","sample.WT_2","WT 2","ENSMUSG00000000223","13497","Drp2","protein_coding",18.493176525601
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000223","13497","Drp2","protein_coding",10.4413744870536
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000223","13497","Drp2","protein_coding",24.3195448671975
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000223","13497","Drp2","protein_coding",15.7216519581196
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000223","13497","Drp2","protein_coding",15.4524190448111
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000223","13497","Drp2","protein_coding",32.3207563100016
"CRISPR","KO","sample.neg.neg_2","KO 2","ENSMUSG00000000223","13497","Drp2","protein_coding",30.0151162628916
"CRISPR","KO","sample.neg.neg_3","KO 3","ENSMUSG00000000223","13497","Drp2","protein_coding",26.1829204000134
"CRISPR","WT","sample.WT_1","WT 1","ENSMUSG00000000253","66355","Gmpr","protein_coding",348.286373168582
"CRISPR","WT","sample.WT_2","WT 2","ENSMUSG00000000253","66355","Gmpr","protein_coding",416.583134366169
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000253","66355","Gmpr","protein_coding",315.198992327931
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000253","66355","Gmpr","protein_coding",96.1727456111902
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000253","66355","Gmpr","protein_coding",70.2233787462674
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000253","66355","Gmpr","protein_coding",57.0550857039179
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000253","66355","Gmpr","protein_coding",183.150952423342
"CRISPR","KO","sample.neg.neg_2","KO 2","ENSMUSG00000000253","66355","Gmpr","protein_coding",122.670475161383
"CRISPR","KO","sample.neg.neg_3","KO 3","ENSMUSG00000000253","66355","Gmpr","protein_coding",209.463363200107
"CRISPR","WT","sample.WT_1","WT 1","ENSMUSG00000000266","23947","Mid2","protein_coding",373.444756783468
"CRISPR","WT","sample.WT_2","WT 2","ENSMUSG00000000266","23947","Mid2","protein_coding",380.570106395262
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000266","23947","Mid2","protein_coding",334.123983585716
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000266","23947","Mid2","protein_coding",402.377924166359
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000266","23947","Mid2","protein_coding",463.264677699257
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000266","23947","Mid2","protein_coding",421.969904685226
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000266","23947","Mid2","protein_coding",254.974855334457
"CRISPR","KO","sample.neg.neg_2","KO 2","ENSMUSG00000000266","23947","Mid2","protein_coding",317.116228342724
"CRISPR","KO","sample.neg.neg_3","KO 3","ENSMUSG00000000266","23947","Mid2","protein_coding",203.143347931139
"CRISPR","WT","sample.WT_1","WT 1","ENSMUSG00000000275","217069","Trim25","protein_coding",3419.18157316064
"CRISPR","WT","sample.WT_2","WT 2","ENSMUSG00000000275","217069","Trim25","protein_coding",4024.69920701895
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000275","217069","Trim25","protein_coding",3929.21973665936
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000275","217069","Trim25","protein_coding",3548.44268289564
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000275","217069","Trim25","protein_coding",2594.07257308973
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000275","217069","Trim25","protein_coding",2868.20670424071
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000275","217069","Trim25","protein_coding",4114.31257175835
"CRISPR","KO","sample.neg.neg_2","KO 2","ENSMUSG00000000275","217069","Trim25","protein_coding",3252.07259683156
"CRISPR","KO","sample.neg.neg_3","KO 3","ENSMUSG00000000275","217069","Trim25","protein_coding",2838.58971509111
"CRISPR","WT","sample.WT_1","WT 1","ENSMUSG00000000276","56077","Dgke","protein_coding",408.823733741902
"CRISPR","WT","sample.WT_2","WT 2","ENSMUSG00000000276","56077","Dgke","protein_coding",270.584372321951
"CRISPR","WT","sample.WT_3","WT 3","ENSMUSG00000000276","56077","Dgke","protein_coding",283.87486886677
"CRISPR","Het","sample.pos.neg_1","Het 1","ENSMUSG00000000276","56077","Dgke","protein_coding",229.930242380777
"CRISPR","Het","sample.pos.neg_2","Het 2","ENSMUSG00000000276","56077","Dgke","protein_coding",151.975968928489
"CRISPR","Het","sample.pos.neg_3","Het 3","ENSMUSG00000000276","56077","Dgke","protein_coding",192.560914250723
"CRISPR","KO","sample.neg.neg_1","KO 1","ENSMUSG00000000276","56077","Dgke","protein_coding",353.13418931298
