"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_id","external_gene_name","gene_biotype","external_gene_source","transcript_count","description"
"ENSG00000005249",2032.7739136393,-3.57080225397156,0.0900689753956822,0,0,"5577","PRKAR2B","protein_coding","HGNC Symbol",3,"protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000013810",2782.60258601704,4.89674345691194,0.122572724975521,0,0,"10460","TACC3","protein_coding","HGNC Symbol",18,"transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]"
"ENSG00000069702",1575.41730570375,-4.1986770942735,0.098386332251409,0,0,"7049","TGFBR3","protein_coding","HGNC Symbol",11,"transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"ENSG00000069869",17758.8636624606,-3.34739268269992,0.0866660388332587,0,0,"4734","NEDD4","protein_coding","HGNC Symbol",13,"NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
"ENSG00000076344",7338.04260130852,-7.99457987046481,0.13714912863749,0,0,"8786","RGS11","protein_coding","HGNC Symbol",8,"regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]"
"ENSG00000089009",5790.18575473049,5.12194228663851,0.127533169218625,0,0,"6128","RPL6","protein_coding","HGNC Symbol",13,"ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]"
"ENSG00000100784",5036.91086850424,-5.71968252351413,0.116148348252278,0,0,"9252","RPS6KA5","protein_coding","HGNC Symbol",8,"ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]"
"ENSG00000104313",5203.72166415763,-7.35622419292458,0.157008240411262,0,0,"2138","EYA1","protein_coding","HGNC Symbol",24,"EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]"
"ENSG00000106333",8452.8213197931,-5.2354123517875,0.104129760256196,0,0,"5118","PCOLCE","protein_coding","HGNC Symbol",10,"procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]"
"ENSG00000106366",8381.24832053915,7.53213358211735,0.182381806411653,0,0,"5054","SERPINE1","protein_coding","HGNC Symbol",1,"serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]"
"ENSG00000107796",9659.42736117545,-6.44798755460926,0.104851855509865,0,0,"59","ACTA2","protein_coding","HGNC Symbol",6,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"
"ENSG00000108515",2846.14351267887,-4.8433191026956,0.107530172690587,0,0,"2027","ENO3","protein_coding","HGNC Symbol",17,"enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]"
"ENSG00000108828",18044.3762909158,-3.23917281177406,0.0636459918876411,0,0,"10493","VAT1","protein_coding","HGNC Symbol",9,"vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]"
"ENSG00000110719",1644.1334065177,-5.40150986852482,0.116271704360386,0,0,"10312","TCIRG1","protein_coding","HGNC Symbol",16,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]"
"ENSG00000111275",4969.06974670117,-4.48000561385495,0.0968680215656437,0,0,"217","ALDH2","protein_coding","HGNC Symbol",5,"aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"ENSG00000113739",8410.61500007604,6.38373573150301,0.104645252955181,0,0,"8614","STC2","protein_coding","HGNC Symbol",5,"stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]"
"ENSG00000114270",13593.953089892,3.68559389348411,0.0768083941873777,0,0,"1294","COL7A1","protein_coding","HGNC Symbol",10,"collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]"
"ENSG00000116641",6024.41423125005,-3.62097804182973,0.0717388388138687,0,0,"85440","DOCK7","protein_coding","HGNC Symbol",37,"dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]"
"ENSG00000118523",8431.93637262612,5.62163968569146,0.119871111827865,0,0,"1490","CCN2","protein_coding","HGNC Symbol",1,"cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]"
"ENSG00000118785",7644.06215928129,-6.1802670930095,0.14275416262718,0,0,"6696","SPP1","protein_coding","HGNC Symbol",11,"secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]"
"ENSG00000118971",3872.36708322304,6.31376132369845,0.161484753146744,0,0,"894","CCND2","protein_coding","HGNC Symbol",4,"cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"ENSG00000121089",2249.67121652437,-5.66766233749446,0.113362722219264,0,0,"NA","NACA3P","processed_pseudogene","HGNC Symbol",1,"NACA family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]"
"ENSG00000125534",3306.38471767781,4.88240333753276,0.121408853973017,0,0,"79144","PPDPF","protein_coding","HGNC Symbol",4,"pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]"
"ENSG00000127824",9290.27159828864,-5.96560415532985,0.1028572093012,0,0,"7277","TUBA4A","protein_coding","HGNC Symbol",10,"tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]"
"ENSG00000130830",7312.1705673345,-4.94100257702383,0.0958955424774465,0,0,"4354","MPP1","protein_coding","HGNC Symbol",18,"membrane palmitoylated protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]"
"ENSG00000132386",4571.49411116974,-6.09243970323024,0.14674349393298,0,0,"5176","SERPINF1","protein_coding","HGNC Symbol",12,"serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]"
"ENSG00000133392",5338.16285053783,-7.64680354460113,0.127138847063097,0,0,"4629","MYH11","protein_coding","HGNC Symbol",13,"myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]"
"ENSG00000133639",4323.89067765068,-3.63701561046518,0.0909681073841891,0,0,"694","BTG1","protein_coding","HGNC Symbol",3,"BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]"
"ENSG00000134871",31233.8783628115,4.42840163971246,0.107229310413972,0,0,"1284","COL4A2","protein_coding","HGNC Symbol",18,"collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]"
"ENSG00000136193",10346.2653689016,4.74600450885148,0.0940946972553259,0,0,"9805","SCRN1","protein_coding","HGNC Symbol",10,"secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]"
"ENSG00000139239",3600.98661291631,-4.4306088505472,0.102305606986373,0,0,"NA","RPL14P1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384]"
"ENSG00000140285",4314.15016756047,-8.91165610296746,0.186927282848717,0,0,"2252","FGF7","protein_coding","HGNC Symbol",6,"fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]"
"ENSG00000140945",5874.40434991095,5.26936787850831,0.0995921683549958,0,0,"1012","CDH13","protein_coding","HGNC Symbol",14,"cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]"
"ENSG00000140988",38780.7438522294,5.48950329698022,0.115989129609174,0,0,"6187","RPS2","protein_coding","HGNC Symbol",17,"ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]"
"ENSG00000142089",4541.34794723285,6.05122285218377,0.148430560935616,0,0,"10410","IFITM3","protein_coding","HGNC Symbol",4,"interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]"
"ENSG00000143632",6596.58595849701,-7.22151596864608,0.121751031279614,0,0,"58","ACTA1","protein_coding","HGNC Symbol",2,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
"ENSG00000143819",3667.95380472096,-3.69346488286682,0.088261208607434,0,0,"2052","EPHX1","protein_coding","HGNC Symbol",6,"epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
"ENSG00000145147",12188.1290701766,-4.66104006318077,0.10554752360494,0,0,"9353","SLIT2","protein_coding","HGNC Symbol",12,"slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]"
"ENSG00000148303",8253.28931682138,5.86314354411174,0.141521838400371,0,0,"6130","RPL7A","protein_coding","HGNC Symbol",9,"ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]"
"ENSG00000148773",9361.82023350736,5.48690700933073,0.10900053076299,0,0,"4288","MKI67","protein_coding","HGNC Symbol",5,"marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]"
"ENSG00000151729",7143.28023078095,-4.83252063642234,0.0953474815738114,0,0,"291","SLC25A4","protein_coding","HGNC Symbol",2,"solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]"
"ENSG00000152291",3946.48311545979,5.01145637436906,0.103249490425377,0,0,"10618","TGOLN2","protein_coding","HGNC Symbol",6,"trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]"
"ENSG00000158125",9276.401051149,-6.26280965682124,0.114920242828684,0,0,"7498","XDH","protein_coding","HGNC Symbol",3,"xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]"
"ENSG00000159217",4699.11783553762,5.45921896102185,0.129830387781201,0,0,"10642","IGF2BP1","protein_coding","HGNC Symbol",6,"insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]"
"ENSG00000162840",2045.49248246712,-6.89576483980357,0.155746348589228,0,0,"NA","MT2P1","processed_pseudogene","HGNC Symbol",1,"metallothionein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7407]"
"ENSG00000164830",11395.7020426849,-4.8313100396522,0.0953580444975985,0,0,"55074","OXR1","protein_coding","HGNC Symbol",15,"oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
"ENSG00000164961",9489.96135862791,-3.57320529258333,0.0786726817950953,0,0,"9897","WASHC5","protein_coding","HGNC Symbol",8,"WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]"
"ENSG00000167244",17317.2081705217,7.930901383998,0.125788768184171,0,0,"3481","IGF2","protein_coding","HGNC Symbol",7,"insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]"
"ENSG00000167986",33785.3131918501,-2.81460278658255,0.0639496183586956,0,0,"1642","DDB1","protein_coding","HGNC Symbol",25,"damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717]"
"ENSG00000168824",4214.28288761428,-4.69159025725126,0.108912988450982,0,0,"27065","NSG1","protein_coding","HGNC Symbol",11,"neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]"
"ENSG00000169100",4043.97462729698,4.99572000519689,0.119314866816896,0,0,"293","SLC25A6","protein_coding","HGNC Symbol",3,"solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]"
"ENSG00000173110",3138.36666623476,-8.6144964012633,0.202852695960542,0,0,"3310","HSPA6","protein_coding","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]"
"ENSG00000174059",3556.59980673493,-6.24237397277213,0.11729870644441,0,0,"947","CD34","protein_coding","HGNC Symbol",4,"CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]"
"ENSG00000178082",1368.44952192548,-5.60255824178194,0.134965585619818,0,0,"NA","TWF1P1","processed_pseudogene","HGNC Symbol",1,"twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]"
"ENSG00000178464",3563.2115026656,-4.3823869862223,0.0889165291460486,0,0,"NA","RPL10P16","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L10 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36882]"
"ENSG00000180447",5733.0689916042,-5.00827562313275,0.108021397274241,0,0,"2619","GAS1","protein_coding","HGNC Symbol",1,"growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]"
"ENSG00000180574",1449.88676499995,-4.90316850419827,0.123896314633727,0,0,"255308","EIF2S3B","protein_coding","HGNC Symbol",2,"eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]"
"ENSG00000180764",1504.61979547173,-3.96616756357223,0.101608529066945,0,0,"NA","PIPSL","transcribed_processed_pseudogene","HGNC Symbol",2,"PIP5K1A and PSMD4 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23733]"
"ENSG00000180867",6997.74251835155,-4.72292520602,0.113076917378361,0,0,"NA","PDIA3P1","transcribed_processed_pseudogene","HGNC Symbol",3,"protein disulfide isomerase family A member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4607]"
"ENSG00000181218",5589.48784023188,-6.92168361221225,0.128865918762893,0,0,"92815","H2AW","protein_coding","HGNC Symbol",1,"H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]"
"ENSG00000183199",15130.4984138931,-5.61680187648467,0.126496622663546,0,0,"NA","HSP90AB3P","processed_pseudogene","HGNC Symbol",1,"heat shock protein 90 alpha family class B member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5259]"
"ENSG00000183255",4799.92446707907,5.58228113255145,0.102152055286165,0,0,"754","PTTG1IP","protein_coding","HGNC Symbol",7,"PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]"
"ENSG00000187498",25332.1986451786,3.52488097120877,0.067858059216019,0,0,"1282","COL4A1","protein_coding","HGNC Symbol",18,"collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]"
"ENSG00000188460",6756.99546308928,-6.09077753423608,0.0976900620226167,0,0,"NA","ACTBP11","processed_pseudogene","HGNC Symbol",1,"ACTB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971]"
"ENSG00000196154",51643.2729910795,-9.80524284787282,0.118686975351474,0,0,"6275","S100A4","protein_coding","HGNC Symbol",6,"S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]"
"ENSG00000196205",34431.5290809821,-2.99546858398318,0.0650257302063042,0,0,"NA","EEF1A1P5","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]"
"ENSG00000196262",19576.1760969393,6.85058059530786,0.121568000250865,0,0,"5478","PPIA","protein_coding","HGNC Symbol",10,"peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]"
"ENSG00000196419",9292.40864709064,4.75792959930747,0.088639116126496,0,0,"2547","XRCC6","protein_coding","HGNC Symbol",8,"X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]"
"ENSG00000196549",9496.43984317673,-5.32805561860772,0.0918723732653174,0,0,"4311","MME","protein_coding","HGNC Symbol",18,"membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]"
"ENSG00000196604",5737.88014121473,-7.03918578947037,0.13320820080124,0,0,"728378","POTEF","protein_coding","HGNC Symbol",2,"POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]"
"ENSG00000196834",3575.8242305483,-6.18290553455926,0.111983983637626,0,0,"653269","POTEI","protein_coding","HGNC Symbol",4,"POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]"
"ENSG00000197258",3943.52906315148,-5.26155837975098,0.0975311832784821,0,0,"NA","EIF4BP6","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]"
"ENSG00000197744",7836.22600699464,-5.17851365755184,0.124591644231972,0,0,"NA","PTMAP2","processed_pseudogene","HGNC Symbol",1,"prothymosin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9625]"
"ENSG00000198712",105871.130889608,9.7185012199345,0.163928461981578,0,0,"4513","MT-CO2","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]"
"ENSG00000198727",60959.4398515556,8.84867433414343,0.213327848516713,0,0,"4519","MT-CYB","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]"
"ENSG00000198768",3529.48280968426,6.06201955773302,0.14708020471407,0,0,"164284","APCDD1L","protein_coding","HGNC Symbol",3,"APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]"
"ENSG00000198804",156840.716766532,7.24897280290322,0.159001232507737,0,0,"4512","MT-CO1","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]"
"ENSG00000198886",107063.17937433,9.04235177946664,0.162648943791343,0,0,"4538","MT-ND4","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]"
"ENSG00000198888",66211.3824260165,10.4658175719716,0.252059965259553,0,0,"4535","MT-ND1","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]"
"ENSG00000198899",96204.3711307869,10.1581121768881,0.19521267178667,0,0,"4508","MT-ATP6","protein_coding","HGNC Symbol",1,"mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]"
"ENSG00000198938",152223.84529935,9.91965573383863,0.16217978374768,0,0,"4514","MT-CO3","protein_coding","HGNC Symbol",1,"mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]"
"ENSG00000203914",2042.75466342884,-7.2011477692793,0.161404980984729,0,0,"NA","HSP90B3P","processed_pseudogene","HGNC Symbol",1,"heat shock protein 90 beta family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:12100]"
"ENSG00000204390",3122.36535361058,-7.05991263341954,0.151427083621241,0,0,"3305","HSPA1L","protein_coding","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]"
"ENSG00000204434",13716.73862488,-11.1074493249551,0.214326425175053,0,0,"NA","POTEKP","unprocessed_pseudogene","HGNC Symbol",1,"POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]"
"ENSG00000205940",1755.6410847502,-5.41334520352327,0.1369277647411,0,0,"NA","HSP90AB2P","transcribed_processed_pseudogene","HGNC Symbol",2,"heat shock protein 90 alpha family class B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:32537]"
"ENSG00000212907",18504.3060691712,9.11659330124232,0.20151436911216,0,0,"4539","MT-ND4L","protein_coding","HGNC Symbol",1,"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]"
"ENSG00000213087",1995.21448088388,-6.28433058120501,0.151322815974194,0,0,"NA","AL356535.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S12 (RPS12) pseudogene"
"ENSG00000213235",16986.5503864223,-8.13089908566823,0.112966566072686,0,0,"NA","EEF1A1P16","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]"
"ENSG00000213290",1444.24623191676,-6.87072080226251,0.17609445436148,0,0,"NA","PGK1P2","processed_pseudogene","HGNC Symbol",1,"phosphoglycerate kinase 1, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8899]"
"ENSG00000213293",1688.44095830791,-7.21235371312511,0.179431687556664,0,0,"NA","AC012618.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L28 (RPL28) pseudogene"
"ENSG00000213300",1948.60399123061,-3.95438501149959,0.102776204246728,0,0,"NA","HNRNPA3P6","processed_pseudogene","HGNC Symbol",1,"heterogeneous nuclear ribonucleoprotein A3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48495]"
"ENSG00000213430",1841.80399731224,-4.35427646099206,0.0997763277682445,0,0,"NA","HSPD1P1","processed_pseudogene","HGNC Symbol",1,"heat shock protein family D (Hsp60) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35133]"
"ENSG00000213478",6120.42333285535,-8.24552808556034,0.183383014764938,0,0,"NA","CFL1P2","processed_pseudogene","HGNC Symbol",1,"cofilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1878]"
"ENSG00000213574",4302.20484895885,-8.19274159851412,0.153178428323589,0,0,"NA","LDHAP5","processed_pseudogene","HGNC Symbol",1,"lactate dehydrogenase A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:6540]"
"ENSG00000213750",6459.9069471317,-10.5198433132324,0.253157971855856,0,0,"NA","AP002982.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000213763",14185.7331126163,-5.19622007080458,0.132958331907052,0,0,"NA","ACTBP2","processed_pseudogene","HGNC Symbol",1,"ACTB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:135]"
"ENSG00000214144",2199.37385860127,-6.42553665354635,0.153479020885052,0,0,"NA","AL390728.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"heat shock 70kDa protein 8 (HSPA8) pseudogene"
"ENSG00000214203",1789.70033830845,-7.33863531661554,0.17797369300079,0,0,"NA","RPS4XP1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein S4X pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32444]"
"ENSG00000214485",2898.41977848787,-3.86352371033896,0.0994051428994847,0,0,"NA","RPL7P1","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]"
"ENSG00000214548",36817.9149850166,8.96418031611734,0.189666881196499,0,0,"NA","MEG3","lncRNA","HGNC Symbol",50,"maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]"
"ENSG00000215057",1155.38051120796,-5.94385339890931,0.154313075379478,0,0,"NA","PKMP5","processed_pseudogene","HGNC Symbol",1,"pyruvate kinase M1/2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44247]"
"ENSG00000215093",2209.11156525228,-7.33579147194893,0.168375366174721,0,0,"NA","EEF1A1P29","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation elongation factor 1 alpha 1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:37904]"
"ENSG00000216285",3133.09285216736,-7.53519696592194,0.176070653176701,0,0,"NA","AC078819.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene"
"ENSG00000217239",1997.76311472347,-7.31249612147907,0.183718962668171,0,0,"NA","AL136968.2","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L34 (RPL34) pseudogene"
"ENSG00000218336",3971.62836546603,7.12752686676514,0.173536975156322,0,0,"55714","TENM3","protein_coding","HGNC Symbol",6,"teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]"
"ENSG00000219451",2872.26731759033,-5.57967594650947,0.109259290819765,0,0,"NA","RPL23P8","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L23 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36225]"
"ENSG00000219797",4052.93520962262,-8.70968047529572,0.189126243838451,0,0,"NA","PPIAP9","processed_pseudogene","HGNC Symbol",1,"peptidylprolyl isomerase A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:9272]"
"ENSG00000219951",4640.96955653664,-9.29631344099789,0.204983378412924,0,0,"NA","AL391416.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"glyceraldehyde-3-phosphate dehydrogenase (GAPDH) pseudogene"
"ENSG00000224415",3949.6930887548,-6.96586185554846,0.153804766429654,0,0,"NA","AC007683.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein L19 (RPL19) pseudogene"
"ENSG00000224773",1343.48971002914,-5.87989266974109,0.148678407086153,0,0,"NA","HSPA8P7","processed_pseudogene","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 8 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44922]"
"ENSG00000225031",3719.85849361294,-4.31767640311528,0.106035781662744,0,0,"NA","EIF4BP7","processed_pseudogene","HGNC Symbol",1,"eukaryotic translation initiation factor 4B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37940]"
"ENSG00000225159",2613.53954302579,-5.34429376139088,0.111853205392065,0,0,"NA","NPM1P39","processed_pseudogene","HGNC Symbol",1,"nucleophosmin 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]"
"ENSG00000226549",3140.64135907725,-8.10250117086579,0.186482496858252,0,0,"NA","SCDP1","processed_pseudogene","HGNC Symbol",1,"stearoyl-CoA desaturase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10572]"
"ENSG00000226666",3938.41249147844,-5.52476831320018,0.124701222930544,0,0,"NA","HSPA9P1","processed_pseudogene","HGNC Symbol",1,"heat shock protein family A (Hsp70) member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24915]"
"ENSG00000226986",1800.48930726726,-7.55909517639962,0.188092256918704,0,0,"NA","AC092017.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"pseudogene similar to px19-like protein (PX19)"
"ENSG00000227008",1440.21702424319,-4.63378682819113,0.109557408587074,0,0,"NA","AL009174.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S24 (RPS24) pseudogene"
"ENSG00000227097",7003.76768634035,-6.63863427450251,0.144295812149726,0,0,"NA","RPS28P7","processed_pseudogene","HGNC Symbol",1,"ribosomal protein S28 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35787]"
"ENSG00000227376",9818.88505546115,-9.48396934382197,0.168786432252284,0,0,"NA","FTH1P16","processed_pseudogene","HGNC Symbol",1,"ferritin heavy chain 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:3986]"
"ENSG00000227939",5993.86504178882,-5.29402754165636,0.105301209924446,0,0,"NA","RPL3P2","processed_pseudogene","HGNC Symbol",1,"ribosomal protein L3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17834]"
"ENSG00000228110",1758.53576094517,-6.83136454948135,0.174013847376747,0,0,"NA","ST13P19","processed_pseudogene","HGNC Symbol",1,"ST13, Hsp70 interacting protein pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:38862]"
"ENSG00000228205",3327.6891750577,-5.59276552260055,0.108101622474795,0,0,"NA","AC131235.2","processed_pseudogene","Clone-based (Ensembl) gene",1,"ribosomal protein S3 (RPS3) pseudogene"
"ENSG00000228218",2399.23634140817,-4.00003328539165,0.103564484849343,0,0,"NA","ATF4P3","processed_pseudogene","HGNC Symbol",1,"activating transcription factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:788]"
"ENSG00000228224",2927.02668801348,-7.88034013403414,0.183702619967717,0,0,"NA","NACA4P","transcribed_processed_pseudogene","HGNC Symbol",2,"NACA family member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:24688]"
"ENSG00000228232",8331.02201661599,-3.89395038704852,0.097197783754206,0,0,"NA","GAPDHP1","processed_pseudogene","HGNC Symbol",1,"glyceraldehyde-3-phosphate dehydrogenase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4159]"
"ENSG00000228347",1725.84498572302,-4.76433986877209,0.11021675095206,0,0,"NA","FTLP17","processed_pseudogene","HGNC Symbol",1,"ferritin light chain pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37967]"
