"ensembl_gene_id","sample.shrubr5_3_jw","sample.shrubr5_2_jw","sample.shrubr5_1_jw","sample.jw23.3_3","sample.jw23.3_2","sample.jw23.3_1"
"ENSMUSG00000037416",3873.3647185247,4379.75809248816,4574.58469314262,5268.29848671718,5752.86499136217,5871.0745064807
"ENSMUSG00000037419",235.112593007331,304.384732296475,250.876966890427,364.706941215405,291.203585374697,303.197076794298
"ENSMUSG00000037426",1886.43280507059,1960.28970756747,1827.67790332283,2101.93695127962,2275.4265557928,2095.42868628948
"ENSMUSG00000037428",149.365647322304,175.606576324889,169.537950281421,248.706005714322,246.566539441349,208.026883244977
"ENSMUSG00000037432",547.674040181783,551.534728605578,565.453163655375,704.357680362575,797.090105952638,645.978216392296
"ENSMUSG00000037434",374.336128474417,520.315781703376,469.414324767634,669.093395970246,700.376506430385,683.035636889377
"ENSMUSG00000037437",12.9081423611868,11.707105088326,1.95997630383146,24.1281945842252,25.5068833904844,27.7930653728107
"ENSMUSG00000037438",67.3067423119026,52.0315781703376,61.7392535706909,83.5206735607797,92.462452290506,88.4324807316703
"ENSMUSG00000037443",998.537012654665,965.185775059762,1062.30715667665,1462.53979479765,1425.19710944332,1441.87054297733
"ENSMUSG00000037447",5338.4388765194,5318.92807846276,5260.57639948363,2620.69313484046,2379.57966297061,2641.18342451922
"ENSMUSG00000037455",284.901142114766,300.482363933699,337.115924259011,212.513713837984,206.180640739749,222.344522982485
"ENSMUSG00000037458",10597.5848785344,12029.700872982,11927.4357969663,10998.7447004707,11327.181798991,12527.0925562178
"ENSMUSG00000037461",2729.15009922235,2714.74759103736,2623.42828267841,2397.97133867839,2491.17227780398,2439.89425409189
"ENSMUSG00000037465",2501.41358756427,2491.01180490491,3078.1427851673,3611.80512776172,4924.95406797937,3869.97379963833
"ENSMUSG00000037466",422.28065724454,407.147099182891,443.934632817825,531.748288336964,546.272419279541,406.789411365683
"ENSMUSG00000037470",14618.471224044,14635.1821498617,14789.0012005603,17261.8672100451,17527.4800364945,17348.7682913493
"ENSMUSG00000037474",2512.47770958814,2385.64785910998,2542.0892660694,3711.10192855064,3676.17956865357,3791.64788813314
"ENSMUSG00000037475",5615.04192711626,5560.87491695483,5242.93661274915,5272.01051665321,5673.15598076691,6400.82717676852
"ENSMUSG00000037486",4217.27451143346,4431.7896706585,4573.60470499071,5083.62499739946,5986.67808910828,5850.01915392554
"ENSMUSG00000037487",39590.1946319286,38057.1970632392,41304.5406269441,63575.0087069815,69574.275594778,69786.7027229232
"ENSMUSG00000037499",2122.46740824657,2269.87759768098,2260.83266646959,1559.98058061856,1729.15413651326,1441.02832887512
"ENSMUSG00000037503",25572.8740378484,24778.738314169,26079.4446987814,28042.5301517738,30478.600078013,29907.8649834509
"ENSMUSG00000037509",132.769464286493,145.688418876945,163.658021369927,206.017661449923,202.992280315939,163.389535828038
"ENSMUSG00000037514",1689.12262897816,1676.71760653913,1632.6602610916,1478.3159220258,1245.58613890199,1331.54049558829
"ENSMUSG00000037519",6435.63097722028,6680.85463707134,6753.09835485129,6289.10671912671,6879.41900777524,7395.48203147426
"ENSMUSG00000037523",1974.02377109292,2037.03628536872,1855.11757157647,2551.09257353981,2569.81850159131,2347.25070284919
"ENSMUSG00000037525",124.471372768587,189.915260321732,157.778092458432,208.801683901949,201.929493508002,160.020679419213
"ENSMUSG00000037526",1415.28560888727,1415.25892623318,1472.92219232934,2394.25930874235,2619.76948156434,2452.52746562499
"ENSMUSG00000037531",1608.90774430507,1727.44839525521,1609.14054544563,2178.96157245234,1838.62117773075,1739.17212105618
"ENSMUSG00000037533",2933.83635666403,3212.94995201834,2976.22401736807,2265.26626846515,2189.34082434991,2472.74060407794
"ENSMUSG00000037536",984.706860124822,1004.20945868752,953.528471814004,1681.5495610237,1665.38692803705,1624.63100315611
"ENSMUSG00000037541",286.745162452078,316.091837384801,302.81633894196,437.09152496808,422.989149558867,445.531260067177
"ENSMUSG00000037542",15.6741728671554,16.9102629053597,17.6397867344831,51.9684191044851,103.090320369875,85.9058384250512
"ENSMUSG00000037544",1984.16588294814,1990.20786501541,2036.41537968088,3400.21942140774,3301.01582545186,3836.28523555008
"ENSMUSG00000037552",2584.39450274333,2652.30969723296,2514.64959781576,1617.5170446271,1809.92593391646,1600.20679419213
"ENSMUSG00000037553",4097.41318950815,4075.37336019169,4144.36989445162,4824.71090936104,5174.70896784453,4977.48534403973
"ENSMUSG00000037563",71569.1953216002,70107.3484267128,69733.0169258675,69646.0336673662,68277.675689095,54946.8902420467
"ENSMUSG00000037568",2312.40150298975,2269.87759768098,2497.98979923319,2473.13994488309,2519.86752161827,2765.83111164576
"ENSMUSG00000037570",2246.0167708465,2661.41522341277,2237.31295082361,1843.95087072521,1630.31496337513,1445.23939938615
"ENSMUSG00000037572",2266.30099455694,2226.95154569045,2361.77144611691,2545.52452863576,2778.12471594693,2642.86785272363
"ENSMUSG00000037573",1205.06729043365,1268.26971790198,1058.38720406899,2244.85010381696,2381.70523658648,2504.74473996179
"ENSMUSG00000037577",42.4124677581852,49.4299992618207,39.1995260766291,135.489092665265,148.790153111159,115.383332002275
"ENSMUSG00000037579",10.1421118552182,5.20315781703376,2.93996445574719,12.0640972921126,6.3767208476211,18.5287102485404
"ENSMUSG00000037580",898.959914439795,865.024987081862,839.84984619178,967.911805821036,665.304541768469,664.506926640837
"ENSMUSG00000037593",33.1923660716232,14.3086839968428,16.6597985825674,53.8244340725024,62.7044216682742,42.9529192125256
"ENSMUSG00000037594",1134.07250744713,1090.06156266857,1068.18708558814,1809.61459381689,1869.44199516092,1590.10022496565
"ENSMUSG00000037601",3828.18622026054,3914.07546786364,3843.51353181349,4455.36393072559,4258.58673940296,4076.3162546789
"ENSMUSG00000037605",103.265138889494,143.086839968428,94.07886258391,113.216913049057,97.7763863301903,94.327979447115
"ENSMUSG00000037606",2132.60952010179,2304.99891294595,2396.07103143396,2086.16082405147,1799.29806583709,1900.0350145776
"ENSMUSG00000037608",11915.1374095441,11972.4661369947,11592.2798490112,8311.23502678159,9882.85452700478,10772.7605813219
"ENSMUSG00000037613",1530.53687996929,1434.77076804706,1303.38424204792,1184.13754959505,1120.17729556544,1256.58344049192
"ENSMUSG00000037617",142.911576141711,169.102629053597,143.078270179696,244.993975778287,326.275550036613,304.039290896505
"ENSMUSG00000037621",195.466155755114,197.719997047283,129.358436052876,20.4161646481906,25.5068833904844,22.7397807595724
"ENSMUSG00000037622",3314.62655631904,3147.91047930542,3111.46238233244,3822.46282663168,3653.86104568689,3600.46528693229
"ENSMUSG00000037624",239.722643850612,222.434996678193,181.29780810441,109.504883113022,89.2740918666955,122.121044819926
"ENSMUSG00000037628",381.712209823667,425.35815154251,458.634455096561,244.993975778287,289.078011758823,265.297442195011
"ENSMUSG00000037636",166.883840526772,128.778155971585,159.738068762264,79.808643624745,109.467041217496,83.379196118432
"ENSMUSG00000037638",300.575314981921,314.791047930542,342.015865018589,295.106379914755,264.633915176276,286.35279475017
"ENSMUSG00000037640",496.041470737036,548.933149697061,571.33309256687,744.262002174948,641.923231993858,706.617631751156
"ENSMUSG00000037643",12331.8860057767,13141.875856373,13180.8406432666,11617.7256923045,12285.81549975,13262.3454674439
"ENSMUSG00000037646",3424.34576638913,3579.77257811922,3695.53532087421,2597.49294774025,2830.20126953583,2877.00337313701
"ENSMUSG00000037649",80.2148846730894,62.4378938044051,88.1989336724156,92.8007484008663,57.39048762859,70.7459845853362
"ENSMUSG00000037652",5176.16508683591,5221.36886939337,5661.39155361716,8028.19274415894,9101.70622317119,9639.14039975206
"ENSMUSG00000037656",3543.28507814578,3821.71941661129,3622.03620948053,2690.29369614111,2298.80786556741,2241.97394007339
