"contrast","comparison","min_count_filter","min_samples_per_group","genes_tested","significant_padj_0.05","up_padj_0.05","down_padj_0.05","up_padj_lfc1","down_padj_lfc1"
"mouse_KD_vs_Control","KD vs Control",10,3,15028,8933,4495,4438,909,971
