"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_KRAS_SIGNALING_DN",0.0269387609229089,0.10153840655558,0.352487857583619,-0.396623442720595,-1.41285908936702,72,"54371;20363;56358;19125;20393;104027;14570;12167;21808;106565;20190;14431"
"HALLMARK_APOPTOSIS",0.0330740948580773,0.113425925925926,0.321775918075361,-0.348348712463551,-1.37224957146894,136,"18596;21859;16842;12111;11732;12494;13655;223453;21857;21858;14863;18412;18003;12387;15979;99586;12257;16012;235180;16952;15234;21808;229791;107869;11796;14083;16362;67442;14528;235293;21973;11820;14102;12443;19058;16905;13595;12389;12189;18791;13866"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0347222222222222,0.113425925925926,0.287857117255149,-0.339509244129662,-1.34931781424352,144,"11988;16010;20972;99543;13655;73710;226251;11835;21847;76025;20315;76453;71946;14137;16529;14104;225115;18442;21817;75007;78286;233016;171531;16600;16195;20893;22433;207596;23989;67689;217837;12443;17869;11515;212862;14281;17300;55963;55948;27205;13360;18432;15205;11640;19401"
"HALLMARK_ADIPOGENESIS",0.043656207366985,0.119010266779378,0.252961123069611,-0.322777903321057,-1.31291768955087,177,"16651;11600;11669;18984;104112;52538;51798;22228;216820;16775;13602;66445;11429;15979;170439;57875;12266;11520;13350;19376;22272;20850;68653;11512;27376;18618;18606;67460;28169;15107;66205;18107;67442;13476;66594;13358;230027;74610;21351;22117;110826;59010;19285;13360;12896;11303;11836"
"HALLMARK_GLYCOLYSIS",0.0389972144846797,0.119010266779378,0.271288554688953,-0.326614889999428,-1.31772316889052,171,"54371;76429;83398;11876;21810;18194;74747;18452;13003;50786;14042;77559;22021;16009;15529;78688;23908;105785;57875;20682;12831;53418;27376;93692;15366;11541;109672;217119;14635;107869;22122;23989;16164;93683;14583;14936;17295;21351;13638"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0461468381389426,0.119010266779378,0.321775918075361,-0.424732799223655,-1.44788746213063,56,"20306;12494;18414;12977;12702;54635;15979;15980;20848;16195;16161;16177;16362;14784;16190;16164;11479;14102"
"HALLMARK_KRAS_SIGNALING_UP",0.0442377678022388,0.119010266779378,0.321775918075361,-0.346146696318004,-1.3535454210743,133,"20568;14584;67888;11732;11421;16480;64297;16878;20750;217410;16009;20440;17395;12223;13602;71683;57875;19092;20682;104156;56195;106052;20266;93692;18612;16600;19734;11796;83397;23882;78560;18080;66109;18186;16398;11501;30951;79221;211770;18791"
"HALLMARK_HEDGEHOG_SIGNALING",0.0782312925170068,0.191666666666667,0.208955027549354,-0.500707415062053,-1.4260917060184,24,"22253;218397;17886;21838;14766;12569;21887;18015;18186;319504"
"HALLMARK_APICAL_SURFACE",0.0925925925925926,0.206228956228956,0.190023305279108,-0.46168637638541,-1.37297916762567,29,"20312;14451;72043;237847;74762;21838;14462;11820;14866"
"HALLMARK_IL2_STAT5_SIGNALING",0.0895316804407714,0.206228956228956,0.173747838999571,-0.311989878067055,-1.24998456889464,156,"13601;71602;13808;18605;11622;12833;16878;20750;12977;21942;67547;15979;18619;12520;11520;17117;21817;20527;54167;11658;18612;12332;20893;68043;23834;19734;11492;217057;74318;22433;18810;22779;16190;68151;69305;17869;22781;18186;225010;21664"
"HALLMARK_TGF_BETA_SIGNALING",0.0984848484848485,0.209815546772069,0.173747838999571,-0.385815691276787,-1.29379871381913,50,"15903;16997;21847;15901;17130;18787;12387;65112;15980"
"HALLMARK_ALLOGRAFT_REJECTION",0.108726752503577,0.213572413793103,0.159646701919906,-0.329295018183672,-1.25005660615368,104,"20306;23880;21857;16878;12977;17395;55944;15979;12988;76784;192656;15980;12332;21808;21838;50723;16161;276770;12578;16190;11785;12035;14102;56468;79221;21355;12051;12189;22375;16149"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.108965517241379,0.213572413793103,0.156312403073186,-0.302252407395221,-1.21992453843418,169,"67916;14584;20393;13655;16878;20725;21847;22151;18037;12977;21942;18412;17118;12702;18787;65112;74646;56376;20850;192656;15980;20527;21930;19696;16600;16195;20893;21928;50723;11796;16362;21807;19288;14528;13653;12443;17869;71712;14281;67972;67035;21664;12609;211770;12051;11303;19698;15205;12226"
"HALLMARK_HYPOXIA",0.122222222222222,0.23034188034188,0.147331213699377,-0.297358145098689,-1.19913713653799,170,"54371;13008;20198;13808;12111;21810;18750;74747;109042;18452;14042;21809;16009;18787;15529;14387;16948;105785;57875;56277;11520;21817;20527;12831;93692;11541;20893;17886;216136;14635;15476;83397"
"HALLMARK_SPERMATOGENESIS",0.128048780487805,0.232384823848238,0.219250346703755,0.330664865207744,1.26056655568932,66,"20744;18415;15925;21888;72350;13000;17349;56324;17354;71838;22335;109880;20394;93759;11861;231600;17776;53885;12235"
"HALLMARK_MITOTIC_SPINDLE",0.136912751677852,0.239597315436242,0.135740943810425,-0.289108868310078,-1.18934967601472,194,"224014;71602;109934;104027;53860;68041;71774;269713;18003;328580;71704;108686;17118;238130;218397;104445;56376;11799;83767;74237;16897;78757;56427;108903;192786;17886;18129;12009;192662;217232;104318;105988;26934;208628;70394;56699;21973;18080"
"HALLMARK_ANDROGEN_RESPONSE",0.151603498542274,0.25615763546798,0.134273452883202,-0.333220382016163,-1.20932532311433,81,"20363;20393;11732;14375;12167;208715;65112;56376;231070;192657;83397;53416;15357;21807;207565;66884;22596;12443;67760;76976;69608;74754;109711;328365;14958;319554;14229;54608;74205;56469;68801;106869;14679"
"HALLMARK_E2F_TARGETS",0.161118508655127,0.263160230803373,0.123257226381337,-0.283540008193954,-1.17174547628728,199,"66570;14375;12419;21877;19183;21853;72107;11799;70472;19357;19718;69263;68275;68479;19355;15366;103733;67629;18972;12578;105988;26934;103468;54141;21973;21379;17869;17220;66471;20425;15374;19360;18971;12189;13433;17535;19687;100710;16881;18102;17215;52592;12649;70218;140917;106795;110052;22059;107995;20937;54124;12567;68298;17121"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.205128205128205,0.324234904880066,0.107972360317345,-0.27747479991602,-1.13629477672558,190,"109754;67863;18984;67130;11370;52538;69833;51798;66445;11429;11951;22272;66841;109672;18242;67460;22333;24030;71679;12864;67442;66594;30055;210009;110826;12894;11655;67994;57279;59040;75406;68197;12028;66945;70383;17449;17448;223696;68202;66525;110842;66043;30056;78920;66335;66407;54411;338359;69802;18293;28185;69089;69772;269951;56451;113868;11364;66152;13382;70316"
"HALLMARK_BILE_ACID_METABOLISM",0.226527570789866,0.345162147793727,0.107972360317345,-0.319969533181785,-1.13980116801839,72,"217262;19659;26874;13123;11835;17117;17999;18642;19299;76184;73836;67442;20238;27404;71877;11666;63959;11303;74754;20181;11305;14149;319554;56690;20280"
"HALLMARK_COAGULATION",0.232456140350877,0.345162147793727,0.105125131597001,-0.318326593669406,-1.14679321026051,77,"21859;21857;14544;76453;18787;17395;20692;12266;16952;13036;16993;54381;236733;16398;18791;23921;20196;14268;67898;12759;14069;16416;18591;13039"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.293952180028129,0.400101578371621,0.088894528862045,-0.276292044571367,-1.08745813985582,137,"11898;20393;16010;14620;13655;20315;76453;14137;16529;17937;19088;13731;233016;16600;235611;16195;23834;22433;22122;54189;12864;67689;114663;21973;217837;12443;22117;66109;212862;14281;17300;110826;55963;55948;63959;67880;12389;13360"
"HALLMARK_PEROXISOME",0.282163742690059,0.400101578371621,0.0934449219410994,-0.306738138167939,-1.10504501092442,77,"26874;20524;12903;13385;12287;110196;51798;12257;19299;73836;67442;21973;20238;11666;74754;17252;23986;67283;319554;56690;20280;76524;11430;20348;18632;68801;269951;113868;66307;72129;26889;66437"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.286127167630058,0.400101578371621,0.0919686140000427,-0.28815398722577,-1.0991532652665,110,"74747;22631;22151;109075;105785;72599;110960;192170;104625;22433;20416;218343;27998;52530;20818;76976;105148;55963;13681;29810;56494;11911;67398;22027;69048;69162;50907;231997;107513;64209;56529;54124;73192;69019"
"HALLMARK_UV_RESPONSE_UP",0.304635761589404,0.403436549131913,0.143758989039275,0.25084047337768,1.07173310399422,123,"12660;14411;14590;14825;66144;11910;13728;12367;81489;19182;53319;12125;17096;14660;12228;11852;18671;17713;20867;14282;433375;18550;66427;245841;56177;12447;217869;21354;12122;73122"
"HALLMARK_NOTCH_SIGNALING",0.326530612244898,0.421052631578947,0.0937465422491719,-0.374057079219436,-1.09770053100575,27,"14362;18750;22418;18128;14534;56438;18129;103583;12443;14369;15205;16848;207521"
"HALLMARK_DNA_REPAIR",0.513850415512465,0.645606932310533,0.059476028695732,-0.247503905241386,-0.983867087105063,143,"11636;66914;76025;223921;14923;69833;21343;21681;20922;19718;69263;11512;21357;69020;50773;56438;106344;268395;194309;236733;17129;17749;382985;66464;18971;27369;74167;27632;16881;18102;22171;68969;69920;22059;74414;24075"
"HALLMARK_P53_PATHWAY",0.572987721691678,0.701909959072306,0.0536769600638126,-0.232484807440387,-0.945209230009115,176,"20198;108100;14168;11636;16878;98845;74747;18128;27280;207785;12606;68428;12192;56437;12520;16600;19734;15254;71839;12578;21807;12569;67442;11479;23853;192897;11820;14102;71712;14281;55948;140570;67880;192231;16179;29858;12226;20181;12028;74012;76281;13663;17347;14149;67623;19079;20969;22059;26570;75234;19296;68755"
"HALLMARK_MTORC1_SIGNALING",0.613422818791946,0.733115076117204,0.0497903187820785,-0.227505084857001,-0.935921130846,194,"13032;20775;74747;104112;208715;15982;18412;11951;170439;107476;20527;231070;13121;68275;12406;93692;69071;20893;103733;12330;16993;107869;22433;15357;19324;18107;235293;26377;19192;12035;56418;55963;13595;14381;13360;170459;22375;74754;17252;103963;22027;268373;66997;14149;66713;15525;107513;15288;319554;19173;26570;83671;56529;108037;74205;18451;14629;73166;231887;13198;68801;17216;53333;56637;12450;18817;22359;18641"
"HALLMARK_COMPLEMENT",0.651925820256776,0.760580123632905,0.0497903187820785,-0.237900564275509,-0.921204797554473,125,"13032;27226;21857;210293;21858;238130;18787;11927;21417;12266;12315;13036;14462;16993;56697;16362;12569;14784;54381;22762;18791;18643;56212;20196;14268;12759;12349;14069;18591;208650;13039"
"HALLMARK_PROTEIN_SECRETION",0.70440251572327,0.802691238847448,0.0850427463764322,0.21999968777204,0.888841598677786,90,"12725;20619;21985;17113;16004;11765;11777;20844;20479;67804;76332;107338;208449;16561;108664;271457;107767;69938;18484"
"HALLMARK_HEME_METABOLISM",0.818840579710145,0.911890645586298,0.0845557442441281,0.198147514121235,0.880873214829473,156,"12725;18563;269587;14651;52065;140780;17859;107566;17524;74334;224703;59028;28199;53415;67216;13857;383295;12177;65107;12892;71779;208846;12359;66943;53378;21672;225849;70380;338523;12234;56190;19358;18115;60611"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.874269005847953,0.951981806367771,0.0699458736501659,0.219393257016191,0.757879044201421,44,"14782;108737;54132;56421;12581;22166;12359;21672;19122;76650;14159"
"HALLMARK_G2M_CHECKPOINT",1,1,0.0268158762373842,-0.147063966142998,-0.604495307528648,193,"20775;107503;17118;11799;19357;16882;15366;78733;18129;23834;217232;27041;18141;105988;26934;21887;21973;21915;12443;17869;12412;15374;12051;18472;14030;22137;100710;22036;17215;12649;12237;12455;107995;209737;20937;54124;12567;17420;12544;15574;17216;226525;16211;24061;21803;18817;77605;233406;20382"
"HALLMARK_MYC_TARGETS_V1",0.99597855227882,1,0.0268860833830403,-0.16846252687265,-0.692042768347748,192,"14375;15982;15382;66445;55944;22123;12465;12330;18673;27041;22333;18972;106344;12261;52530;26446;17869;17220;105148;233870;13681;66446;268373;18102;68988;22171;218236;12237;108062;110052;107995;12567;20174;14113;67465;73192;22627;28185;67332;12544;19935;53607;27979;17216;78523;231872;16211;70316;12464;20382"
"HALLMARK_MYC_TARGETS_V2",1,1,0.0658311958368866,0.126056378342772,0.470237481691679,58,"13340;20322;59028;66164;15277;226169;107094;30877;67134;70683;70769;66590;227746"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.987138263665595,1,0.0686325631836726,0.17156706488478,0.699499030625673,95,"16439;18741;14675;19211;228026;19045;17346;12631;110355;16818;26419;13555;12575;12283;72349"
