"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_ANDROGEN_RESPONSE",0.113293943870015,0.188823239783358,0.050072872271063,0.306620859924494,1.24860129399853,96,"2547;1622;7520;9590;1021;567;6611;3856;8031;9455;3977;11099;4824;55839;60559;220;22936;595;2683;3998;2936;5238;6652;2005;5867;9510;8821;10257"
"HALLMARK_KRAS_SIGNALING_UP",0.109523155146352,0.188823239783358,0.0490409715974691,0.272080212486151,1.2123194170012,177,"3481;894;2150;9590;23645;3486;5329;3624;9734;9945;3976;7851;2995;131566;5327;51199;2791;7035;2591;5178;27075;3575;2119;8829;3075;2012;1848;5649;10806;220;80380;30001;23080;3237;3800;6304;6480;3728;3673;23268;23643;8854;4674;2048"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.145273997793306,0.23347139731166,0.0711887468782548,-0.231277540399275,-1.14013807399395,183,"5577;403;267;6387;2296;928;22824;9536;3717;9215;7358;10140;21;5777;9314;57419;573;1363;11145;3398;8839;29887;2109;645;2444;596;26353;2013;4665;3669;3860;2317;51083;6990;1960;2717;23650;3716;64699;6446;7134;57834"
"HALLMARK_SPERMATOGENESIS",0.149421694279462,0.23347139731166,0.0644263908163349,-0.260160167908247,-1.17658959923601,104,"3305;9063;54558;3416;22824;1080;5037;3267;84779;6888;11144;6558;9489;27285;81570;5443;4867;673;5232;83401;157807;9807;8028;23139;246;10693;5161;7419;2918;5414;6518;79882;7142;56903;165721;79696;7278;1630;2515"
"HALLMARK_HEDGEHOG_SIGNALING",0.163059397884459,0.247059693764332,0.0432449411992719,0.375497716883622,1.24743383163806,34,"7070;3897;1021;1400;5371;1808;2735;9620;8829"
"HALLMARK_APICAL_SURFACE",0.222741182154936,0.327560561992554,0.0360192234752379,0.340183389115904,1.17440678227471,40,"7070;5329;3315;131566;357;5205;266727;8406;672"
"HALLMARK_MITOTIC_SPINDLE",0.232822875728418,0.332604108183455,0.0316817477874826,0.24676512411832,1.11510924653114,198,"54443;9787;5116;51203;22974;64411;1063;11135;332;64857;55835;699;9411;26271;121512;51199;7074;57580;357;55755;89941;116840;22994;3835;5829;8470;6790;3832;6904;7272;9493;6624;4001;55201;4650;9055;85378;80119;85464;3619;3831;9735;10128;4296;10801;11190;4983;7840;23580;55722;29901;9181;1062;56992;11064;24137;9771;6780;50628;9700;55125"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.241671217913708,0.335654469324595,0.0463144910700218,-0.290002506299112,-1.13229883986722,49,"7001;4720;5052;4700;2730;140809;3726;4046;2879;55829;2729;51022;4353;6647"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.254411161263849,0.343798866572769,0.0301859231121408,0.245086697430973,1.10070631723415,189,"8614;771;3875;79875;3856;55806;11098;79083;3280;7074;3705;81875;9060;54898;6509;4277;23052;22836;960;8140;9612;6542;6196;55191;9620;10105;60436;5420;23541;10395;7739;27295;25987;595;2683;6505;124583;10202;55540;7071;23596;115;84187"
"HALLMARK_UV_RESPONSE_DN",0.298589562764457,0.392881003637443,0.0278437578519039,0.249727549147183,1.08249974289799,144,"5054;1301;3778;11343;493;302;10486;6541;3488;273;23266;4325;5578;4088;7035;5293;3815;5797;5468;11099;8829;3949;10395;3915;23576;773;136;861;7410"
"HALLMARK_ANGIOGENESIS",0.354459493994378,0.443074367492972,0.0359588809343105,-0.306350092771128,-1.06773430531474,30,"6275;6696;5747"
"HALLMARK_APICAL_JUNCTION",0.351973684210526,0.443074367492972,0.0245465532516347,0.233760967951167,1.04814169595508,187,"4192;7070;10174;4267;1956;9019;80381;83700;5010;1002;140885;1004;7216;268;9672;357;5880;5089;8910;5818;3675;91624;2770;257194;8745;3914;8754;6624;29126;5310;5819;347902;51148;6464;1825;7410;24146;2683"
"HALLMARK_IL2_STAT5_SIGNALING",0.365495470765852,0.445726183860795,0.023950121664712,0.233743234212959,1.04233516211604,178,"10410;894;8728;214;196;6050;1291;4907;3976;2151;57157;7074;6515;22822;4616;5359;27242;960;990;64116;6510;8829;3459;3566;10124;2012;64375;5325;81848;10970;10924;177;3682;1690;598;58528"
"HALLMARK_MYOGENESIS",0.375689084895259,0.447248910589594,0.0235698644131605,0.233535543249408,1.03881617148509,175,"8614;1012;1284;1293;2273;4638;1026;1292;7138;3486;3801;10174;375790;7040;8912;4616;1306"
"HALLMARK_GLYCOLYSIS",0.398851046368486,0.463780286474984,0.0224893593188001,0.228580629612419,1.02657608776426,189,"8614;5478;3486;1956;5214;4907;375790;5836;2990;9672;9123;55635;8912;10776;2239;960;4678;6790;126792;205;8702;54982;7039;1289;10570;7295;30001;136;58528;1058;2683;4731;50808;4166;6781;3425;6391;3597"
"HALLMARK_COMPLEMENT",0.412235979606701,0.468449976825796,0.0403899870805855,-0.2068173310707,-1.01253456476811,175,"4322;718;716;5321;7511;1356;4199;5290;3717;978;6714;80124;715;23414;6810;10938;3659;4035;4323;4048;2783;6935;9958;1051;51056;2534;5550;5580;308;2773;2771;10404;3958;2153;3796"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.446927374301676,0.496585971446307,0.0351819644644481,-0.221979126547956,-0.999188830942842,101,"5499;10451;5728;1213;466;5519;7184;8878;5571;10096;1072;3265;1460;27071;4690;200576;29110;31;3561;23236;1649;7334;6197;396;81617;7323;5602;5608;6503;375"
"HALLMARK_COAGULATION",0.548143486469478,0.595808137466823,0.0314170691794325,-0.209217872899538,-0.956896131682593,111,"718;716;928;22933;4319;715;2934;4313;4318;10411;4035;4323;4048;2783;4320;301;2534;5550;3249;10404;4314;5627"
"HALLMARK_TGF_BETA_SIGNALING",0.561913696060037,0.597780527723444,0.0192633678166889,0.255046849216296,0.936260673098769,53,"5054;23645;3460;7040;4088;7046;7057;9612;64750;8412;6574;3397;7071"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.67521819624438,0.703352287754562,0.024643400592836,-0.233763429402895,-0.880011251767208,41,"3516;1499;10014;2648;8454;8321;7475;6868;85407"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.789412279422488,0.80552273410458,0.0132823962005673,0.201603472219118,0.842874631346265,113,"8614;4869;55033;8815;6509;11260;8140;10775;1736;60559;55738;9652;1163;6464;30001;58477;9221;1054;10797;4801;5073;10528;8570;50628;22926;9797;1973;23478"
"HALLMARK_PANCREAS_BETA_CELLS",0.932829692888816,0.932829692888816,0.0125834799660352,0.202723507265754,0.656668657962774,30,"6727;6726"
