"sample","PC1","PC2","PC3","PC4","PC5","PC6","sample_label","condition","experiment"
"sample.shrubr5_3_jw",-21.5743921283992,1.00788312108628,0.321376811844144,1.59936729908346,3.25334350292789,3.98331815665092e-14,"KD 3 jw","KD","mouseKD"
"sample.shrubr5_2_jw",-25.7000406293281,-4.01758932012969,-2.03385057608855,-1.71210810604976,-0.708400326517173,4.05627207816825e-14,"KD 2 jw","KD","mouseKD"
"sample.shrubr5_1_jw",-21.5386148602655,3.5717568167748,1.69952422507278,0.184906317009372,-2.45722006163835,4.20115990583152e-14,"KD 1 jw","KD","mouseKD"
"sample.jw23.3_3",21.1813985690014,-3.34334093044435,3.43304676717569,1.43804498883369,-0.434672836768376,4.26309113726921e-14,"Control 3","Control","mouseKD"
"sample.jw23.3_2",23.816913380892,1.78836805410556,0.387660083544653,-3.57480883143436,1.07334444698625,4.13561238142783e-14,"Control 2","Control","mouseKD"
"sample.jw23.3_1",23.8147356680994,0.992922258607406,-3.80775731154873,2.06459833255761,-0.726394724990232,4.13563036115275e-14,"Control 1","Control","mouseKD"
