"gene_set","sample","ssgsea_score","sample_label","condition","experiment"
"HALLMARK_PEROXISOME","sample.shrubr5_3_jw",0.284916202821937,"KD 3 jw","KD","mouseKD"
"HALLMARK_PEROXISOME","sample.shrubr5_2_jw",0.288483935375184,"KD 2 jw","KD","mouseKD"
"HALLMARK_PEROXISOME","sample.shrubr5_1_jw",0.282543312849446,"KD 1 jw","KD","mouseKD"
"HALLMARK_PEROXISOME","sample.jw23.3_3",0.276024293513924,"Control 3","Control","mouseKD"
"HALLMARK_PEROXISOME","sample.jw23.3_2",0.269489547816783,"Control 2","Control","mouseKD"
"HALLMARK_PEROXISOME","sample.jw23.3_1",0.263555521032299,"Control 1","Control","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_3_jw",0.433385776298499,"KD 3 jw","KD","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_2_jw",0.433289580523058,"KD 2 jw","KD","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_1_jw",0.436039186001804,"KD 1 jw","KD","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jw23.3_3",0.423256135020914,"Control 3","Control","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jw23.3_2",0.424517622410223,"Control 2","Control","mouseKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jw23.3_1",0.420496548026618,"Control 1","Control","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_3_jw",0.503378209117473,"KD 3 jw","KD","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_2_jw",0.507038235632137,"KD 2 jw","KD","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_1_jw",0.502533951463499,"KD 1 jw","KD","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.jw23.3_3",0.524111770686305,"Control 3","Control","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.jw23.3_2",0.523035432229375,"Control 2","Control","mouseKD"
"HALLMARK_PROTEIN_SECRETION","sample.jw23.3_1",0.524412205092341,"Control 1","Control","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_3_jw",0.386245874265114,"KD 3 jw","KD","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_2_jw",0.38149609857398,"KD 2 jw","KD","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_1_jw",0.3793161434854,"KD 1 jw","KD","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jw23.3_3",0.377063955608931,"Control 3","Control","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jw23.3_2",0.359107406548926,"Control 2","Control","mouseKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jw23.3_1",0.354152250406141,"Control 1","Control","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_3_jw",0.108784330031571,"KD 3 jw","KD","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_2_jw",0.107687577207969,"KD 2 jw","KD","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_1_jw",0.110256670298706,"KD 1 jw","KD","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.jw23.3_3",0.133356337312033,"Control 3","Control","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.jw23.3_2",0.133191036334797,"Control 2","Control","mouseKD"
"HALLMARK_SPERMATOGENESIS","sample.jw23.3_1",0.133833900960211,"Control 1","Control","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_3_jw",0.489745115277131,"KD 3 jw","KD","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_2_jw",0.496254525868987,"KD 2 jw","KD","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_1_jw",0.494570397354738,"KD 1 jw","KD","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jw23.3_3",0.495034375675357,"Control 3","Control","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jw23.3_2",0.494155145459129,"Control 2","Control","mouseKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jw23.3_1",0.498572332088939,"Control 1","Control","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_3_jw",0.286572315668625,"KD 3 jw","KD","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_2_jw",0.289301807633173,"KD 2 jw","KD","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_1_jw",0.28598370619084,"KD 1 jw","KD","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jw23.3_3",0.297141916664332,"Control 3","Control","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jw23.3_2",0.28824428160074,"Control 2","Control","mouseKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jw23.3_1",0.288229564327273,"Control 1","Control","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_3_jw",0.598434374610595,"KD 3 jw","KD","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_2_jw",0.597344407788157,"KD 2 jw","KD","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_1_jw",0.599549042589469,"KD 1 jw","KD","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jw23.3_3",0.583678349475028,"Control 3","Control","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jw23.3_2",0.578025919060444,"Control 2","Control","mouseKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jw23.3_1",0.578599519706047,"Control 1","Control","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_3_jw",0.370083042236351,"KD 3 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_2_jw",0.375878923393356,"KD 2 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_1_jw",0.36911166950043,"KD 1 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.jw23.3_3",0.346533351417779,"Control 3","Control","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.jw23.3_2",0.347674057390011,"Control 2","Control","mouseKD"
"HALLMARK_UV_RESPONSE_DN","sample.jw23.3_1",0.353699121568293,"Control 1","Control","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_3_jw",0.353732505233197,"KD 3 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_2_jw",0.348443677224732,"KD 2 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_1_jw",0.351023947171931,"KD 1 jw","KD","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.jw23.3_3",0.375110763303484,"Control 3","Control","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.jw23.3_2",0.36810369576758,"Control 2","Control","mouseKD"
"HALLMARK_UV_RESPONSE_UP","sample.jw23.3_1",0.359199914350352,"Control 1","Control","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_3_jw",0.321067826799927,"KD 3 jw","KD","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_2_jw",0.319838240911826,"KD 2 jw","KD","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_1_jw",0.320550998342934,"KD 1 jw","KD","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jw23.3_3",0.304376686225649,"Control 3","Control","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jw23.3_2",0.311660822750121,"Control 2","Control","mouseKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jw23.3_1",0.307460798271493,"Control 1","Control","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_3_jw",0.160302134952101,"KD 3 jw","KD","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_2_jw",0.162206953116322,"KD 2 jw","KD","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_1_jw",0.155712458151798,"KD 1 jw","KD","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jw23.3_3",0.140278408495525,"Control 3","Control","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jw23.3_2",0.13202019645872,"Control 2","Control","mouseKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jw23.3_1",0.128851572639026,"Control 1","Control","mouseKD"
