"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0060760","positive regulation of response to cytokine stimulus","either",0.05,"opposite direction",2.90450458081101,2.90450458081101,-1.0615843230479,1.84292025776311,0.708953254714109,0.0201223061159958,"192656/18472/193670/22418/12569/19014/211007/72512/15511","54123/15944/547253/54396/230073/58203/80285/71586/16145/16177/12363/26362/24088/12977","GO:0060760","GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","positive regulation of response to cytokine stimulus","positive regulation of response to cytokine stimulus",0.717817849981105,0.991383054154844,1.69632224846407,0.00375850882197183,-0.149382399357116,TRUE,FALSE,FALSE,"80985/22350/71586/53603/24088/77128/12363/94088/66743/547253/13614/21898/54123",1.779402173029,2.90450458081101,-1.12510240778201,1.779402173029,2.90450458081101,1.12510240778201,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046496","nicotinamide nucleotide metabolic process","either",0.05,"opposite direction",2.89955067931478,2.89955067931478,-1.16924481125734,1.73030586805744,0.590757896706905,0.006630064403503,"56717/230125/17425/11428/14430/21351/100198/100705/17777/333433/78373/18605/216963/216188/19428/68837/72106/16548/74637/209692/20512/108099/216805/19052/11761/20848/18293/22059/19082/14635/67863/105787/74080/107747/16969/18642/667034/328572/17449/74370/12833/20185/18439/239017/13808/18104","18641/547253/20512/192185/243853/66171/12833/14635/74747/14381/110208/226518/22059/14751/107747/216188/67863/19895/22601/66129/246703/11674/108155/225913/15926/74370/56327/100198/17436/18113/50721/239017/72141/269951/69225/11820/19384/14433/13808/208727/21351/15937/107029/66646/19164/16548/18104/56428/68646/56716/21991/20779","GO:0046496","GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","nicotinamide nucleotide metabolic process","nicotinamide nucleotide metabolic process",-1.24661498204448,0.350609195402299,2.17848225289988,-0.455176697882532,-0.228590464408564,TRUE,FALSE,FALSE,"14381/17777/67880/216188/19052/21351/17869/11820/100198/328572/16548/78373/246703/14635/19082/11761/72106/20512/20185/18104/18642/20848/105787/667034/74370/107747/22228/74080/68837/18439/74747/67863/12833/239017/18605/13808",-0.0773701707871401,2.89955067931478,-2.97692085010192,0.0773701707871401,2.89955067931478,2.97692085010192,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0007411","axon guidance","either",0.05,"opposite direction",2.89713972445946,2.89713972445946,-1.71817680480379,1.17896291965567,0.0451519277102368,0.469194968771086,"22422/14042/13924/13637/13841/13838/18209/235472/22418/12569/77579/319504/19271/13617/20315/223435/73710/20346/20564/237847/18846/16564/11876/108699/20351/13845/17967/107449/14432/19876/14451/268902/226251/107448/18612/17181/22253/18128/19274/23965/13723","20563/14451/20564/14432/18846/11603/107449/399558/20356/11658/17181/20346/18186/29869/20361/14251/12568/12167/13848/319757/76260/13866/22323/14026/20430/20315/16971/22152/269878/23966/11820/23965/16911/11876/16773/13639/11735/13640/22339/14009/108655/226519/18612","GO:0007411","GO:0007411","GO:0007411","axon guidance","axon guidance","axon guidance",-1.74501045926264,0.00550657495726987,0.32864665351872,-2.25911844464389,-1.34532370324534,FALSE,TRUE,TRUE,"223435/18186/13639/75847/13638/11735/11820/11785/12569/53328/20563/13924/12399/14462/21808/29869/18612/18209/20266/20356/11658/17986/16564/13845/16392/71436/18846/13641/20564/237847/15228/14432/14042/17260/19274/18128/12167/20358/22418/20315/226251/73710/20351/13841/13723/108699/11876/268902/19876/14451/17967/23965/17181/107449/13617/22253",-0.0268336544588501,2.89713972445946,-2.92397337891831,0.0268336544588501,2.89713972445946,2.92397337891831,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0008652","amino acid biosynthetic process","either",0.05,"opposite direction",2.88473037015341,2.88473037015341,-1.1136906037513,1.77103976640211,0.657498613839698,0.0379189023216678,"66902/14645/99586/20512/27364/12411/216136/20425/11898/56369/66194/192166","107869/20512/56454/100678/192166/108037/12035/11898/236539/27053/107272/69719/72562/108156/20425/53415/56369/216136/109079/18242/330817/57320/66902/17769/238505/66194/209027/70396","GO:0008652","GO:0008652","GO:0008652","amino acid biosynthetic process","amino acid biosynthetic process","amino acid biosynthetic process",-1.39466109877335,0.303292501593146,1.42114424313098,-0.518138326771352,-0.182105158431216,TRUE,FALSE,FALSE,"66902/210009/27364/20425/12411/12035/107869/216136/14645/18242/20512/72562/66194/99586/11898/192166",-0.28097049502205,2.88473037015341,-3.16570086517546,0.28097049502205,2.88473037015341,3.16570086517546,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0009410","response to xenobiotic stimulus","either",0.05,"opposite direction",2.87719902169181,2.87719902169181,-1.62676578331627,1.25043323837554,0.0451519277102368,0.330376187943385,"19361/16398/27973/56615/21423/22210/19299/67702/22341/14118/22433/14673/57138/11655/18618/21803/19366/14629/17101/12387/99586/14281/20512/74134/17755/68021/15184/14462/216964/27364/17260/14860/13435/12578/14811/17711/12359/11761/17025/71111/54611/13433/217337/11303/12257/12038/14863/68312/170472/22059/18984/11898/14362/18673/56208/105787/12894/237823/104184/20787/217124/667034/22631/328572/74370/12833/11864/17967/16948/12494/18439/12842/17395/11622/14923/14463/13110/11669/56448/75409/14862/19274/210274/18104/269823/20296/14799","12842/20512/74155/14362/243853/14118/12833/14873/14799/11864/22059/12567/74114/20787/17250/20509/21423/12257/14673/13629/14870/11898/67768/14923/12972/67603/218397/16948/12554/107589/74370/18578/113868/18484/108737/12443/69719/16819/68312/17025/22631/78894/279766/67512/14629/19645/28253/18618/68021/67702/269823/208727/18754/13555/18024/14869/17755/11810/18104/18669/15288/15107/21813/13797/14630/103213/11350/394435/13078/15551/16818/11303/14281/18671/14863/15183/16527/104184/19299","GO:0009410","GO:0009410","GO:0009410","response to xenobiotic stimulus","response to xenobiotic stimulus","response to xenobiotic stimulus",-1.67396602725365,0.00299570292638361,0.480991262251972,-2.52350125633613,-1.34532370324534,FALSE,TRUE,TRUE,"13433/11303/14860/106042/21423/11655/16398/12894/27364/14281/27973/17220/17869/12443/13435/56615/18577/104184/14866/14673/12578/328572/15107/56208/15184/14811/217337/74134/20787/67702/22433/18673/14462/11761/67041/20512/170472/18618/19299/18104/14865/105787/210274/217124/667034/74370/12257/99586/16948/269823/237823/218397/12038/12387/17395/18787/71111/14863/17260/11864/68312/19274/14923/18439/18984/11669/22631/12842/12833/14862/11622/12494/54611/68021/56448/14362/17967/75409/11898/20296/13110/14799",-0.04720024393738,2.87719902169181,-2.92439926562919,0.04720024393738,2.87719902169181,2.92439926562919,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0007035","vacuolar acidification","either",0.05,"opposite direction",-2.87228166433216,2.87228166433216,0.982960401690549,-1.88932126264161,0.771479292054364,0.0400884565895731,"16783/70495/12752/108664/11966/16784","11984/69668/12752/16784/66241/11966/16783/73834/11972/70495","GO:0007035","GO:0007035","GO:0007035","vacuolar acidification","vacuolar acidification","vacuolar acidification",1.23190634320571,0.4864478534627,-1.39698066381769,0.31296370866843,0.112675726719717,TRUE,FALSE,FALSE,"16783/70495/11966/27060/11972/12752/71900/433375/108664/240283/69668/19063/16784/11984/14824/211286",0.248945941515161,-2.87228166433216,3.12122760584732,0.248945941515161,2.87228166433216,3.12122760584732,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0051262","protein tetramerization","either",0.05,"opposite direction",2.86867108974086,2.86867108974086,-1.07749236011029,1.79117872963057,0.698083148142511,0.0327393139455347,"228607/432508/56045/15898/108037/16438/66069/66628/100705/68667/18764/69089/20190/21877/20425/22059/107476/382056/73739/56369/12833/15165/13429","107869/243853/12833/20135/108037/22059/23874/18764/15452/69089/228983/12972/11674/13429/15108/22323/107476/14026/17436/234309/11820/16518/18763/66628/20425/432508/56045/66388/56369/381760/68667","GO:0051262","GO:0051262","GO:0051262","protein tetramerization","protein tetramerization","protein tetramerization",-1.04697618643613,0.677524199425606,1.484930425498,-0.169075188292207,-0.156092845816919,TRUE,FALSE,FALSE,"20133/243853/432508/23874/382056/66069/69089/14026/108037/22059/18764/16534/12972/66628/20425/16518/11820/20190/107869/216190/73739/107476/21877/15165/13429/12833",0.0305161736741599,2.86867108974086,-2.8381549160667,0.0305161736741599,2.86867108974086,2.8381549160667,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:1901292","nucleoside phosphate catabolic process","either",0.05,"opposite direction",2.86595902632264,2.86595902632264,-1.21932996675162,1.64662905957102,0.522350173353145,0.0186513494005835,"56045/238871/18577/18113/56490/381101/56012/56717/17425/14430/67528/74167/17777/78373/18605/216963/19428/68837/72106/16548/18102/209692/242202/99586/108099/23984/22436/12496/14544/216805/11666/19052/11761/12799/20848/18293/103850/19082/14635/105787/16969/18642/15254/209558/76025/328572/50773/74370/12833/20185/18439/239017/13808","18641/547253/22436/18573/243853/12833/14635/74747/15254/12799/14751/15452/22601/12499/66129/11674/108155/238871/225913/74370/56327/18578/50773/171210/18113/71207/50721/239017/72141/110446/23984/232449/53893/381101/11820/19384/22271/14433/13808/208727/56409/15937/76952/11666/19164/16548/56428/56716/76025/21991/20779","GO:1901292","GO:1901292","GO:1901292","nucleoside phosphate catabolic process","nucleoside phosphate catabolic process","nucleoside phosphate catabolic process",-1.22264588854562,0.38391008577344,1.72928974208439,-0.415770478301418,-0.282038256828377,TRUE,FALSE,FALSE,"19052/11666/17869/18577/11820/328572/16548/78373/12799/15254/22436/14635/19082/11761/72106/50773/20185/18642/20848/105787/74370/99586/103850/22228/68837/18439/14544/209558/76025/74747/12833/239017/18605/13808",-0.00331592179399998,2.86595902632264,-2.86927494811664,0.00331592179399998,2.86595902632264,2.86927494811664,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0061448","connective tissue development","either",0.05,"opposite direction",2.84919223079305,2.84919223079305,-1.60514634826705,1.244045882526,0.0451519277102368,0.33772777293817,"22433/71939/23967/77006/12399/21803/20289/19092/12387/15530/20678/14633/114679/14462/17260/13521/70235/666173/22410/12411/229534/22422/22187/21827/14042/17313/21417/18133/59056/22418/15434/72043/21857/18984/237859/71566/12111/13653/20660/105787/83925/14534/16969/12825/12831/12814/328572/15904/15982/14182/12833/268396/58250/216820/21833/16948/22402/20613/19411/12842/19401/230793/94352/320910/12006/18750/215798/13601/18596/239337/20204/210719/18128/20682/216616","11475/12842/74155/19092/12111/243853/67800/214855/12833/11603/229534/18933/21857/12490/23892/59056/12825/234356/17313/12167/18740/15364/16998/21827/13038/71566/20204/12977/20340/15902/16948/20855/12394/77006/13601/21810/268396/110446/239337/15461/215798/59035/19645/67378/18763/114679/110006/13549/21898/14534/17386/94352/18295/666173/26417","GO:0061448","GO:0061448","GO:0061448","connective tissue development","connective tissue development","connective tissue development",-2.00174435515952,8.37173821270715e-06,0.471433223824649,-5.07718436066712,-1.34532370324534,FALSE,TRUE,TRUE,"17129/666173/13653/237859/15586/71939/14182/16194/269941/328572/14705/94352/12814/22433/22410/59056/12399/14462/26417/21827/21808/67041/14534/23967/12406/16998/55994/12831/106522/105787/240725/83925/20289/229534/20682/19092/16948/76566/21417/216820/12387/20204/268396/12825/15982/14042/71566/17260/19411/12977/18128/12167/20678/20613/18984/22418/18133/21833/12842/12833/21857/18750/210719/21810/20660/12111/18605/12006/58250/22402/72043/215798/15904/18596/320910/239337/13601/17313",-0.39659800689247,2.84919223079305,-3.24579023768552,0.39659800689247,2.84919223079305,3.24579023768552,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0050830","defense response to Gram-positive bacterium","either",0.05,"opposite direction",2.84137850819775,2.84137850819775,-0.939455022658383,1.90192348553937,0.795998741642475,0.0139803094281883,"230979/106869/192656/67067/69146/14000/18439/269855","55932/236573/229900/69146/11535/14469/17250/12363/24088/58809/18805/14468/117149/17874/11820/17472/14000/107607","GO:0050830","GO:0050830","GO:0050830","defense response to Gram-positive bacterium","defense response to Gram-positive bacterium","defense response to Gram-positive bacterium",0.930810047830342,0.796149944561089,1.85448321618207,0.0990051308014983,-0.09908761881781,TRUE,FALSE,FALSE,"11535/13836/58809/14109/24088/97165/12363/319190/11727/17472",1.87026507048872,2.84137850819775,-0.971113437709028,1.87026507048872,2.84137850819775,0.971113437709028,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0072524","pyridine-containing compound metabolic process","either",0.05,"opposite direction",2.81700813241399,2.81700813241399,-1.18540705740251,1.63160107501148,0.564655907741649,0.018119436594263,"56717/230125/103711/17425/11428/14430/21351/100198/100705/17777/333433/78373/18605/216963/216188/19428/68837/72106/16548/74637/209692/20512/108099/216805/19052/11761/20848/18293/22059/19082/14635/67863/105787/74080/107747/16969/18642/667034/328572/17449/74370/12833/20185/18439/239017/13808/216134/18104","18641/547253/20512/192185/243853/66171/12833/14635/74747/14381/110208/226518/22059/14751/107747/216188/67863/19895/22601/66129/246703/11674/108155/225913/15926/74370/56327/100198/17436/18113/50721/239017/72141/269951/69225/11820/19384/14433/13808/208727/21351/15937/107029/66646/19164/16548/18104/56428/68646/56716/21991/20779","GO:0072524","GO:0072524","GO:0072524","pyridine-containing compound metabolic process","pyridine-containing compound metabolic process","pyridine-containing compound metabolic process",-1.28295297167526,0.328774062816616,1.7418553104013,-0.483102451533249,-0.248216123671163,TRUE,FALSE,FALSE,"14381/17777/67880/216188/19052/57028/21351/17869/216134/11820/100198/328572/16548/78373/246703/14635/19082/11761/72106/20512/20185/18104/18642/20848/105787/667034/74370/107747/22228/74080/68837/18439/74747/67863/12833/239017/18605/13808",-0.09754591427275,2.81700813241399,-2.91455404668674,0.09754591427275,2.81700813241399,2.91455404668674,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0009743","response to carbohydrate","either",0.05,"opposite direction",2.81567133911378,2.81567133911378,-1.19079814874926,1.62487319036452,0.561540125459658,0.0201223061159958,"68667/109689/17127/16398/13667/27419/22433/67177/16548/21803/97086/11799/14629/14645/19376/20983/223527/17755/24051/12192/66259/94353/217166/12359/63959/76854/71111/18164/14694/67389/13653/105787/18576/17886/20787/328572/74370/20913/12842/217127/65257/18750/20296/14799/20317","74551/18641/12842/20317/20587/192185/19275/20112/14799/18555/109552/228139/72114/224045/18576/20787/19056/230784/54616/14694/11651/14870/11674/63959/19326/108155/80976/74370/66294/74998/67389/16971/18795/50868/12288/16819/54598/13039/27419/78894/52055/14629/19376/108067/20909/18754/109905/17755/81601/13640/16548/18706/20586/20913/68845/20677/14630","GO:0009743","GO:0009743","GO:0009743","response to carbohydrate","response to carbohydrate","response to carbohydrate",-1.34933252093264,0.168730452891889,1.69632224846407,-0.772806527788196,-0.25061920530975,TRUE,FALSE,FALSE,"54616/108067/63959/16398/20587/19276/109552/11514/223527/13653/94353/328572/217127/16548/65257/15357/20787/22433/74551/17886/14645/67041/20913/19055/105787/83433/20983/19376/217166/11799/74370/67389/12293/12192/18576/22228/71111/97086/12842/18750/20296/20317/14799",-0.15853437218338,2.81567133911378,-2.97420571129716,0.15853437218338,2.81567133911378,2.97420571129716,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0045089","positive regulation of innate immune response","either",0.05,"opposite direction",2.81487536603242,2.81487536603242,-0.96871466226473,1.84616070376769,0.80996737482981,3.4352647624302e-06,"27419/64296/217069/223664/18624/16149/19094/78308/224897/18708/108089/22627/69807/18035/379043/12261/26399/217365/18521/56310/27056/21357/223752/76457/217166/53791/192656/432940/19052/94091/193670/338364/22418/192231/226791/67313/52513/66513/19014/68614/216869/18807/100340/57783/20850/211007/74136/72512/18673/56208/20877/12894/20787/69146/71956/209558/20851/77777/14375/78757/18439/16362/13649/66873/18412/15511","55932/54123/16859/15944/246730/15951/54396/20128/108089/230073/15950/381308/58203/80285/100040462/209387/229900/70110/71586/69146/16145/13874/236312/18828/14469/23960/246727/64685/102639543/20787/80861/142980/234311/20509/12363/226691/319236/217365/70428/11651/19106/217718/78781/14283/56174/22596/24088/16174/76438/108155/20085/226695/217069/23961/225913/69035/68585/224897/266632/68077/74998/14375/52513/68614/100033459/268857/14468/58185/27419/78308/28185/231655/117149/16179/79554/17874/11820/14082/319277/19294/11845/110006/226791/21898/18754/434341/18081/432940/73945/50523/68278/81601/107607/15510/71514/223664/379043/20779/57783/216877/66220/26419/70796/625530/60533/66873","GO:0045089","GO:0045089","GO:0045089","positive regulation of innate immune response","positive regulation of innate immune response","positive regulation of innate immune response",1.05087095063108,0.614808657929794,5.46403978540755,0.211260025257103,-0.0915324739815235,TRUE,FALSE,FALSE,"14063/54445/320019/54698/16174/215707/73945/52065/12475/19294/68278/74998/71586/231655/20779/67857/52118/16783/15951/60533/381308/12368/19106/69104/50523/19697/13982/240518/12675/319236/114643/17096/11765/23961/14991/24088/22034/236312/97165/52440/70796/234779/26419/76438/108960/170737/80859/78781/226691/70408/17164/64685/170750/69368/12363/94088/66220/234311/246727/16859/58185/170743/27056/98999/71268/69601/81702/66743/21929/16396/12122/72179/246730/13874/67065",2.01958561289581,2.81487536603242,-0.79528975313661,2.01958561289581,2.81487536603242,0.79528975313661,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0034340","response to type I interferon","either",0.05,"opposite direction",2.80069362958795,2.80069362958795,-0.552870340057268,2.24782328953068,0.99991845843526,4.56081105017279e-06,"228607/70312/69116/77772/56045/108037/54721/78308/223723/56438/193670/338364/22418/211007/72512/68713","23962/54123/24110/66141/246730/100038882/58203/246728/71586/20684/23960/246727/108037/20846/20847/80876/213002/17858/13194/23961/99375/26987/78308/68713/231655/16179/17874/14082/16451/208727/434341","GO:0034340","GO:0034340","GO:0034340","response to type I interferon","response to type I interferon","response to type I interferon",1.0139009383377,0.720577116996631,5.34095791977115,0.142319533664863,-3.54144955086734e-05,TRUE,FALSE,FALSE,"71586/231655/246728/338467/114643/23961/20684/18983/99375/94088/56045/246727/17858/13194/66743/246730/23962/268721/54123/17874/24110/56417/100038882/208727/20847/227331/56480/66520",1.56677127839497,2.80069362958795,-1.23392235119298,1.56677127839497,2.80069362958795,1.23392235119298,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0006749","glutathione metabolic process","either",0.05,"opposite direction",2.7984685245673,2.7984685245673,-0.947396521988559,1.85107200257874,0.800887362397305,0.0176764182501999,"65106/56615/83429/14629/211666/14860/14854/14863/68312/75475/207182/223921/14862","107869/26570/14873/14381/69065/14782/14874/17250/211666/14870/67096/15926/232223/68312/12955/75475/14629/14854/109801/18024/14869","GO:0006749","GO:0006749","GO:0006749","glutathione metabolic process","glutathione metabolic process","glutathione metabolic process",-1.20663562599386,0.497374704693863,1.75260573093839,-0.303316305699014,-0.096428559232959,TRUE,FALSE,FALSE,"67096/26570/14854/207182/18023/14860/14381/14874/56615/14866/65106/211666/107869/14865/17986/14863/68312/223921/75475/14862",-0.259239104005301,2.7984685245673,-3.0577076285726,0.259239104005301,2.7984685245673,3.0577076285726,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0010721","negative regulation of cell development","either",0.05,"opposite direction",2.79268691253521,2.79268691253521,-1.67271528330028,1.11997162923493,0.0451519277102368,0.559361841053249,"12703/29869/20563/57259/76566/13643/235106/18109/230674/14118/16149/21648/213084/74498/20356/18708/12399/18102/21803/76441/13866/50849/56741/12387/15284/15205/20983/12578/217166/22422/12704/216858/94091/13841/235472/12257/22418/15507/72147/20481/22084/20850/20535/20660/228357/20346/14461/16950/18846/16852/15904/15982/235402/107503/107829/13610/19401/239667/17756/18015/70673/15901/16362/21930/20666/26365/14168/18128/103743/217154","15944/20563/235106/14118/227292/18846/15901/20356/93694/21838/20346/18186/29869/16453/12568/16950/15364/12257/73181/15902/16952/19242/229615/12394/13866/68585/99375/76893","GO:0010721","GO:0010721","GO:0010721","negative regulation of cell development","negative regulation of cell development","negative regulation of cell development",-1.87094859868983,0.000159672006186873,0.252307163966036,-3.79677121801457,-1.34532370324534,FALSE,TRUE,TRUE,"19401/16149/15205/13866/68585/211770/50500/20187/50849/74498/18186/57259/56468/18015/17869/14102/213084/107829/21807/12578/16362/320840/20563/14083/12399/21838/29869/21930/19055/216190/16952/20356/83433/20983/20850/20535/217166/12257/18708/56741/76566/18846/12387/216858/15901/15284/15982/107503/235106/16852/18128/22418/239667/16950/217154/13610/17756/14461/235402/13841/20660/14168/70673/20666/26365/15904/103743",-0.19823331538955,2.79268691253521,-2.99092022792476,0.19823331538955,2.79268691253521,2.99092022792476,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0060337","type I interferon-mediated signaling pathway","either",0.05,"opposite direction",2.78206438682579,2.78206438682579,-0.544767508342895,2.23729687848289,1,1.52637196881032e-05,"228607/70312/69116/77772/56045/54721/78308/223723/56438/193670/338364/22418/211007/72512/68713","23962/54123/24110/66141/246730/100038882/58203/246728/71586/23960/246727/20846/20847/80876/213002/13194/23961/99375/26987/78308/68713/231655/16179/17874/14082/16451/208727/434341","GO:0060337","GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","type I interferon-mediated signaling pathway","type I interferon-mediated signaling pathway",0.98252447917535,0.767783203796685,4.81633961820522,0.114761392841438,0,TRUE,FALSE,FALSE,"71586/231655/246728/338467/114643/23961/18983/99375/94088/56045/246727/13194/66743/246730/23962/268721/54123/17874/24110/56417/100038882/208727/20847/227331/56480/66520",1.52729198751824,2.78206438682579,-1.25477239930754,1.52729198751824,2.78206438682579,1.25477239930754,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071357","cellular response to type I interferon","either",0.05,"opposite direction",2.78206438682579,2.78206438682579,-0.544767508342895,2.23729687848289,1,1.52637196881032e-05,"228607/70312/69116/77772/56045/54721/78308/223723/56438/193670/338364/22418/211007/72512/68713","23962/54123/24110/66141/246730/100038882/58203/246728/71586/23960/246727/20846/20847/80876/213002/13194/23961/99375/26987/78308/68713/231655/16179/17874/14082/16451/208727/434341","GO:0071357","GO:0071357","GO:0071357","cellular response to type I interferon","cellular response to type I interferon","cellular response to type I interferon",0.98252447917535,0.767783203796685,4.81633961820522,0.114761392841438,0,TRUE,FALSE,FALSE,"71586/231655/246728/338467/114643/23961/18983/99375/94088/56045/246727/13194/66743/246730/23962/268721/54123/17874/24110/56417/100038882/208727/20847/227331/56480/66520",1.52729198751824,2.78206438682579,-1.25477239930754,1.52729198751824,2.78206438682579,1.25477239930754,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032608","interferon-beta production","either",0.05,"opposite direction",2.78175056554556,2.78175056554556,-0.849056746474877,1.93269381907068,0.876720646156058,0.00612869560363853,"338364/72512/71956/19696/16362/19261","54123/246730/100038882/230073/246728/71586/23960/246727/64685/66412/142980/70428/78781/24088/23961/268857/28185/117149","GO:0032608","GO:0032608","GO:0032608","interferon-beta production","interferon-beta production","interferon-beta production",0.903370598276534,0.845394647943658,2.21263194838896,0.0729405059461929,-0.0571387659949153,TRUE,FALSE,FALSE,"71586/246728/338467/114643/23961/24088/97165/71609/78781/70408/64685/19043/246727/170743/27056/245860/246730/67065",1.75242734475141,2.78175056554556,-1.02932322079415,1.75242734475141,2.78175056554556,1.02932322079415,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032648","regulation of interferon-beta production","either",0.05,"opposite direction",2.78175056554556,2.78175056554556,-0.849056746474877,1.93269381907068,0.876720646156058,0.00612869560363853,"338364/72512/71956/19696/16362/19261","54123/246730/100038882/230073/246728/71586/23960/246727/64685/66412/142980/70428/78781/24088/23961/268857/28185/117149","GO:0032648","GO:0032648","GO:0032648","regulation of interferon-beta production","regulation of interferon-beta production","regulation of interferon-beta production",0.903370598276534,0.845394647943658,2.21263194838896,0.0729405059461929,-0.0571387659949153,TRUE,FALSE,FALSE,"71586/246728/338467/114643/23961/24088/97165/71609/78781/70408/64685/19043/246727/170743/27056/245860/246730/67065",1.75242734475141,2.78175056554556,-1.02932322079415,1.75242734475141,2.78175056554556,1.02932322079415,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","either",0.05,"opposite direction",2.77885900808147,2.77885900808147,-1.15348191047415,1.62537709760732,0.599083963593589,0.0154324195513777,"64296/217069/18624/19094/224897/108089/22627/18035/12261/26399/217365/18521/27056/21357/223752/192656/432940/19052/94091/193670/338364/226791/67313/52513/66513/18807/74136/72512/18673/56208/20877/12894/69146/71956/209558/78757/18439/16362/13649/15511","54123/15944/246730/54396/20128/108089/230073/71586/69146/16145/14469/23960/246727/80861/142980/234311/20509/12363/226691/217365/11651/19106/217718/78781/56174/76438/108155/217069/23961/225913/69035/68585/224897/68077/52513/268857/58185/231655/117149/79554/17874/319277/226791/21898/432940/50523/68278/81601/107607/20779/216877/66220/26419/70796/625530","GO:0002753","GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","cytoplasmic pattern recognition receptor signaling pathway","cytoplasmic pattern recognition receptor signaling pathway",0.883050402026411,0.947196108079679,1.81156597831574,0.0235600950837736,-0.22251230554071,TRUE,FALSE,FALSE,"14063/54445/215707/68278/71586/231655/20779/67857/19106/69104/50523/19697/240518/114643/17096/23961/22034/52440/70796/234779/26419/76438/170737/78781/226691/170750/69368/12363/66220/234311/246727/58185/170743/27056/81702/21929/16396/72179/246730",2.03653231250056,2.77885900808147,-0.742326695580909,2.03653231250056,2.77885900808147,0.742326695580909,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046597","host-mediated suppression of symbiont invasion","either",0.05,"opposite direction",2.77780681840144,2.77780681840144,-0.80720489275588,1.97060192564556,0.881939736072515,0.0092319228502396,"217069/16149/17069/94091/19360/68713","66141/20128/209387/17069/19288/80876/319236/213002/217069","GO:0046597","GO:0046597","GO:0046597","host-mediated suppression of symbiont invasion","host-mediated suppression of symbiont invasion","host-mediated suppression of symbiont invasion",-0.965152660753437,0.76193853427896,2.03470783350542,-0.118080061862708,-0.0545610896814854,TRUE,FALSE,FALSE,"66141/94091/74488/80876/16149/19360/23947/19288/17069/68713",-0.157947767997557,2.77780681840144,-2.935754586399,0.157947767997557,2.77780681840144,2.935754586399,"mixed or incomplete"
