"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","either",0.05,"opposite direction",2.67791040036532,2.67791040036532,-1.51500591704143,1.16290448332389,0.0346539161626126,0.267105263157895,"16009;19223;18104;14681;29857;18128;226251;225115;11568;13808;12842;12834;16651;17967;13845;15982;14387;12835;18642;12825;17886;20692;11790;19245;22084;77559;22004;140570;78286;20190;14248;17260;15184;29817;16985;14245;192897;21803;20893;20698;18693;76954","20692;29817;12842;12835;12834;11603;11815;16009;20856;12825;12827;16419;22004;20973;19165;12554;107589;110196;12862;19245;12955;20657;11568;19645;11820;13808;24052;16773","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS",-1.48947284121938,0.0393187985935482,0.573317554367578,-1.40539976073217,-1.46024767961756,FALSE,TRUE,TRUE,"17967;19245;13808;16651;16985;29857;12834;226251;11636;12842;11568;18128;17260;15982;12835;110196;77559;12825;16009;14681;16419;14387;20692;13845;225115;78286;19223;17532;18642;18104;20893;17886;20190;15184;14245;76954;192897;11820",0.02553307582205,2.67791040036532,-2.65237732454327,0.02553307582205,2.67791040036532,2.65237732454327,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","either",0.05,"opposite direction",-2.60614340974336,2.60614340974336,1.48034421156919,-1.12579919817417,0.0346539161626126,0.232885023763778,"19225;54720;14063;18792;15937;14825;18578;16007;12156;15958;21815;12228;16323;19252;14282;56722;13614;229055;19267;240672;11910;104681;59027;20229;14284;17133;14595;18227;384783;19697;23849;16193;14066;56706;18030;18033;18124;12053;12633;18793;56708;13636","17873;54720;16007;18626;67035;23849;11852;16476;13636;21929;384783;18787;17119;18124;15370;20893;18035;14595;22113;230734;229055;20527;16169;14579;20620;13614;74646;99929;17133;319520;20971;21847;106628;18037;20725","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",-1.21992453843418,0.213572413793103,-0.632858438927222,-0.670454843924077,1.46024767961756,FALSE,FALSE,TRUE,"67916;14584;20393;13655;16878;20725;21847;22151;18037;12977;21942;18412;17118;12702;18787;65112;74646;56376;20850;192656;15980;20527;21930;19696;16600;16195;20893;21928;50723;11796;16362;21807;19288;14528;13653;12443;17869;71712;14281;67972;67035;21664;12609;211770;12051;11303;19698;15205;12226",-2.70026875000337,-2.60614340974336,-0.09412534026001,2.70026875000337,2.60614340974336,0.09412534026001,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","either",0.05,"opposite direction",2.53527847540507,2.53527847540507,-1.00738323038847,1.5278952450166,0.567726608187134,0.0076254311173443,"66205;11669;11600;52538;16651;66445;216820;19285;22117;68653;102693;22272;66152;18107;11429;67460;13602;20850;18984;13350;11303;27376;15979;16775;12359;104112;70335","18641;16775;66375;12266;12826;13358;20514;109019;51798;11520;11409;68653;74610;20509;67914;67460;67171;70335;22628;57875;11674;104112;29864;15926;11836;107589;12476;13171;93747;23943;17436;16922;235339;15929;108958;66588;72157;69956;108954;12039;52538;19376;18569;230027;18618;66205;21351;22273;625249;56428;67680;70316;15107;11600","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS",-1.31291768955087,0.119010266779378,2.11773559767418,-0.924415571268821,-0.245860750801814,TRUE,FALSE,FALSE,"16651;11600;11669;18984;104112;52538;51798;22228;216820;16775;13602;66445;11429;15979;170439;57875;12266;11520;13350;19376;22272;20850;68653;11512;27376;18618;18606;67460;28169;15107;66205;18107;67442;13476;66594;13358;230027;74610;21351;22117;110826;59010;19285;13360;12896;11303;11836",-0.3055344591624,2.53527847540507,-2.84081293456747,0.3055344591624,2.53527847540507,2.84081293456747,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","either",0.05,"opposite direction",2.25317723562719,2.25317723562719,-0.754374908389134,1.49880232723806,0.991489361702128,0.021435675399616,"23880;13649;17395;12189;20306;76784;50723;21857;15979;55944;16161;192656;276770;12578","54123;16423;13874;21838;22375;21857;19171;16156;20846;142980;18148;20091;11651;12035;192176;226414;24088;16174;230861;12977;12332;79221;21354;12444","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",-1.25005660615368,0.213572413793103,1.66886282809899,-0.670454843924077,-0.00371194124571716,TRUE,FALSE,FALSE,"20306;23880;21857;16878;12977;17395;55944;15979;12988;76784;192656;15980;12332;21808;21838;50723;16161;276770;12578;16190;11785;12035;14102;56468;79221;21355;12051;12189;22375;16149",-0.495681697764546,2.25317723562719,-2.74885893339174,0.495681697764546,2.25317723562719,2.74885893339174,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","either",0.05,"shared positive",2.16354830639847,2.16354830639847,0.661305521248193,2.82485382764666,0.991489361702128,1.68416121488724e-18,"15958;67168;57444;211329;246696;19167;73711;12010;16423;19124;52668;56791;22670;16912;319236;67775;99899;16168;16391;268749;80285;100121;24110;17858;209086;69550;65972;71586;234311;15959;54123","99899;19039;55932;54123;24110;66141;15959;246730;209086;547253;100038882;67775;243771;80285;69550;50908;70110;71586;16423;22169;16391;17069;74153;22375;64685;12799;19186;80861;20847;234311;80876;319236;17454;16913;19106;17858;12977;217069;19188;71701;21354;100121;109032;56791;72075;58185;68713;231655","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",1.5984930035843,0.0284789862069273,17.7736163383799,1.54547547474634,0.00371194124571716,TRUE,TRUE,FALSE,"19124;15958;71586;231655;67168;209086;22670;65972;73711;16168;19106;15945;319236;268749;243771;246696;229003;211329;56791;20821;100121;74735;64685;67138;234311;13709;52668;17858;58185;21354;547253;246730;15959;67775;16912;16391",0.937187482336107,2.16354830639847,-1.22636082406236,0.937187482336107,2.16354830639847,1.22636082406236,"all positive"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","either",0.05,"shared negative",-0.888466714963527,0.888466714963527,-0.692860577402393,-1.58132729236592,0.991489361702128,0.00243895617189195,"107503;77605;23834;20877;105988;14030;16882;21973;20775;18472;15374;18129;78733;12412;19357;21915;20382;67052;15366;11799;17215;17118;27041;19366;26934;242705;21803;217232;101706;27221;22036;17127;108907;21887;12455;18141;17216;103573;16211;18973;71514;22137;17268","18141;19704;17215;20878;233406;108000;16319;231386;18005;12428;78733;11799;72119;240641;19891;100710;20641;77782;18969;12534;60406;108907;12545;12455;110033;19359;229841;13486;16551;17345;12235;105988;50927;66197;20460;242705;16573;23834;71375;16571;14056;12237;107995;17420;14211;56452;18286;238247;26885;26934","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",-0.604495307528648,1,-2.61279600389968,0,-0.00371194124571716,TRUE,FALSE,FALSE,"20775;107503;17118;11799;19357;16882;15366;78733;18129;23834;217232;27041;18141;105988;26934;21887;21973;21915;12443;17869;12412;15374;12051;18472;14030;22137;100710;22036;17215;12649;12237;12455;107995;209737;20937;54124;12567;17420;12544;15574;17216;226525;16211;24061;21803;18817;77605;233406;20382",0.088365269873745,-0.888466714963527,0.976831984837272,0.088365269873745,0.888466714963527,0.976831984837272,"all negative"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","either",0.05,"shared positive",0.69599734015016,0.69599734015016,1.0150532231206,1.71105056327076,0.567726608187134,0.000307219839175421,"57296;18263;55949;69692;11991;18655;14719;17463;21781;24015;13690;14852;66409;20103;28185;22335;11777;15191;22327;70769;11757;19385;16898;85305;53379;27050;67781;12566;30877;110639;70247;67204;20462;15452;13877;12428;15516;50995;16828;15381;12462;12785;19934;15528;26440;12461;68092;51797;26965;19988;67115;17217;13684;67089;78523;21454;22194;23983;110074;19166;59001;12417;67134;20104;20383;53605;28126;56403;229279;12567;59029;15510;18393;109801;15182;20823;12468;66446;67332;14208;13204;225027;13665;230484;103136","18263;12567;22335;23918;27979;15452;26444;27050;14694;18148;13681;20174;18458;20383;13690;52530;107508;16828;20103;12464;59029;11792;20810;14375;69719;55949;230721;19934;16898;18393;268373;73192;68092;27756;28185;53381;12468;67134;15382;19384;14852;67115;27966;22333;21454;103136;68988;22171;109801;11837;74326;15510;105148;53605;55944;18674;56200;70316;28126;66445;20382;53607;51810;20104;381760;67097;20588;110809;225027;67089;12729;12465;230484;85305;26965;56150;107686;17463;30877;22630;19935;12034;19385;11757;51797;22384;17220;22123;19988;11431","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",-0.692042768347748,1,3.51255074252657,0,0.245860750801814,TRUE,FALSE,FALSE,"14375;15982;15382;66445;55944;22123;12465;12330;18673;27041;22333;18972;106344;12261;52530;26446;17869;17220;105148;233870;13681;66446;268373;18102;68988;22171;218236;12237;108062;110052;107995;12567;20174;14113;67465;73192;22627;28185;67332;12544;19935;53607;27979;17216;78523;231872;16211;70316;12464;20382",-1.70709599146835,0.69599734015016,-2.40309333161851,1.70709599146835,0.69599734015016,2.40309333161851,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_COAGULATION","HALLMARK_COAGULATION","either",0.05,"shared positive",0.59194315102167,0.59194315102167,1.19642084332685,1.78836399434852,0.366724237190558,0.00185984408626538,"18792;19128;17384;21824;21825;18550;19141;11843;17133;12527;14360;11502;14066;17392","20692;12266;50908;14118;19072;21859;17385;21857;17387;17384;54381;229445;21824;67603;13038;14268;22388;17392;16952;56213;16971;14701;13039;14693;18791","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION",-1.14679321026051,0.345162147793727,2.7305234618642,-0.461976837249038,0.435660386111749,TRUE,FALSE,FALSE,"21859;21857;14544;76453;18787;17395;20692;12266;16952;13036;16993;54381;236733;16398;18791;23921;20196;14268;67898;12759;14069;16416;18591;13039",-2.34321405358736,0.59194315102167,-2.93515720460903,2.34321405358736,0.59194315102167,2.93515720460903,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","either",0.05,"shared positive",0.53607621857784,0.53607621857784,1.07044823208797,1.60652445066581,0.484325079872204,0.00507328117240273,"13682;226641;28146;50527;11910;74108;107272;12282;67207;20539;27362;71853;66583;208643;23825;70769;109019;56454;234699;12317;22027;218693;102462;20416;68090;14828;245474;13684;54124;18045;52639;72599;227715;67134;66161;11972;78943;50911;107513;20044;12611;192193","20539;56454;17768;50527;74747;69065;68090;109019;20856;228998;245474;13685;110960;15270;22393;27998;13629;18148;13681;27053;107272;67398;69162;52530;52639;218343;73192;233908;22631;67134;27966;20416;208643;12611;22339;105148;55963;11911","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",-1.0991532652665,0.400101578371621,2.29471106746003,-0.397829735357485,0.314863041240291,TRUE,FALSE,FALSE,"74747;22631;22151;109075;105785;72599;110960;192170;104625;22433;20416;218343;27998;52530;20818;76976;105148;55963;13681;29810;56494;11911;67398;22027;69048;69162;50907;231997;107513;64209;56529;54124;73192;69019",-2.16960149735447,0.53607621857784,-2.70567771593231,2.16960149735447,0.53607621857784,2.70567771593231,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","either",0.05,"shared positive",0.4315422935562,0.4315422935562,1.12087064156563,1.55241293512183,0.367316341829086,0.00979883349384659,"101772;19225;14063;18792;12156;67778;12876;73379;16323;50527;17384;67468;78937;12267;24064;93692;13874;93695;228662;19653;18793;240832;29809;20394;230734;12444;14009;18671;14020;66795","19092;20568;20750;67776;11732;13874;50527;217410;11815;18933;17385;18186;16600;17384;78560;16009;67778;74114;228662;13730;19225;16913;57875;67603;18793;107527;15902;233315;79221;12444;18080;104156","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",-1.3535454210743,0.119010266779378,2.00882562199515,-0.924415571268821,0.434959749552016,TRUE,FALSE,FALSE,"20568;14584;67888;11732;11421;16480;64297;16878;20750;217410;16009;20440;17395;12223;13602;71683;57875;19092;20682;104156;56195;106052;20266;93692;18612;16600;19734;11796;83397;23882;78560;18080;66109;18186;16398;11501;30951;79221;211770;18791",-2.47441606263993,0.4315422935562,-2.90595835619613,2.47441606263993,0.4315422935562,2.90595835619613,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","either",0.05,"shared positive",0.24783940778207,0.24783940778207,1.25552344116989,1.50336284895196,0.132765422816375,0.00736296415291671,"27360;110391;28146;50527;17113;14782;68278;56772;14718;20855;18655;11639;228026;64136;59027;19141;20867;67890;12527;107272;112407;18030;93692;20539;14190;26432;15277;66105;19167;73166;20525;107869;66427;11674;83671;56637;20514;21753;21991;67204;76267;74185;12317;15452;22027;665563;16828;14884;21399;12301;56088;17872","107869;26570;18641;20539;100678;228026;17768;20135;50527;74747;14381;18451;22375;20514;108037;18030;14782;20525;76267;14751;22359;15452;56772;12035;236539;27053;107272;11639;11674;104112;107508;21753;16828;11951;15926;20855;107476;59029;56473;21399;17436;12466;268373;67895;72157;50493;12227;19192;15525;14629","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",-0.935921130846,0.733115076117204,2.13294731390987,-0.134827849369665,0.876915017101561,TRUE,FALSE,FALSE,"13032;20775;74747;104112;208715;15982;18412;11951;170439;107476;20527;231070;13121;68275;12406;93692;69071;20893;103733;12330;16993;107869;22433;15357;19324;18107;235293;26377;19192;12035;56418;55963;13595;14381;13360;170459;22375;74754;17252;103963;22027;268373;66997;14149;66713;15525;107513;15288;319554;19173;26570;83671;56529;108037;74205;18451;14629;73166;231887;13198;68801;17216;53333;56637;12450;18817;22359;18641",-2.19144457201589,0.24783940778207,-2.43928397979796,2.19144457201589,0.24783940778207,2.43928397979796,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","either",0.05,"shared positive",0.24510313267218,0.24510313267218,1.30792294744372,1.5530260801159,0.132765422816375,0.0119626757249511,"14726;74442;14367;12475;11535;52118;18578;16174;73379;16323;21983;13614;54216;19267;11308;59027;12267;19697;23849;16193;14066;18033;13874","54123;67775;69550;18414;13874;11535;17069;18442;16177;109552;21857;64685;17387;54371;18438;142980;26362;20312;19106;24088;16174;11987;18793;12977;21983;18578;54598;13732;12227;68713","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",-1.57620589327162,0.0284789862069273,1.92217166962755,-1.54547547474634,0.876915017101561,TRUE,TRUE,FALSE,"54371;20306;20312;320910;15117;11988;68713;11622;21857;16878;19222;13732;18414;18439;12977;21942;18787;18442;17986;192656;15980;20266;21930;11541;19734;50723;17069;16177;16362;16190;235574;11479;14528;54216;218215;14745;16402;17295;17869;109552",-2.88412884071534,0.24510313267218,-3.12923197338752,2.88412884071534,0.24510313267218,3.12923197338752,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","either",0.05,"shared positive",0.24169008423914,0.24169008423914,1.19483345129638,1.43652353553552,0.343607921707637,0.0329201229068665,"12554;18675;18783;19053;11747;18706;19671;240672;20779;381511;19141;170750;17133;14571;14360;11502;16193;14066;18712;69181;105445;18793;72843;16452;16784;16563;13660;17387;17386;21929;19822;17096;18787;16912;14696;110157;14479;320207;74112;56420","54123;12870;12266;50908;19072;27226;21857;17387;208650;238130;16923;12827;12363;54381;229445;67603;14268;18793;12554;18643;16971;17436;50721;240672;13039;14693;20909;18791;17386;268936;21858;19164;12369;18706;20779;56420;18783;380921;16563;66988;12608;16912;16818","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",-0.921204797554473,0.760580123632905,1.48253855202373,-0.118855028266195,0.463936832284754,TRUE,FALSE,FALSE,"13032;27226;21857;210293;21858;238130;18787;11927;21417;12266;12315;13036;14462;16993;56697;16362;12569;14784;54381;22762;18791;18643;56212;20196;14268;12759;12349;14069;18591;208650;13039",-2.11603824885085,0.24169008423914,-2.35772833308999,2.11603824885085,0.24169008423914,2.35772833308999,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","either",0.05,"shared negative",-0.10599896337331,0.10599896337331,-1.41796945396353,-1.52396841733684,0.0346539161626126,0.00371055711340158,"53860;104027;109934;192786;224014;328580;18015;18003;108686;71704;269713;78757;20742;71602;12009;104445;17886;105988;216846;208628;223435;21973;77579;108903;56699;16897;56427;18472;83767;238130;18129;68041;71774;237860;18541;242687;67052;214444;192662;19687;56376;11799;22627;17118;26934;217232;16328;104318;18080;101706;94190;12125;13822;70799;18764;108907","20878;233406;74018;108000;16319;18005;218977;14086;11789;11799;72119;240641;22627;211673;19303;381921;12534;108907;68097;110033;229841;13605;16551;110279;70394;12235;75786;105988;208084;286940;232944;26403;16573;544817;72776;22350;64930;16571;12125;16561;71602;110380;74360;226407;22330;83767;68724;75547;16569;26934;71704;54126;16593;269587;171207;18015;223435;21844;71819;56430","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",-1.18934967601472,0.239597315436242,-2.43056087930367,-0.62051805230008,-1.46024767961756,TRUE,FALSE,TRUE,"224014;71602;109934;104027;53860;68041;71774;269713;18003;328580;71704;108686;17118;238130;218397;104445;56376;11799;83767;74237;16897;78757;56427;108903;192786;17886;18129;12009;192662;217232;104318;105988;26934;208628;70394;56699;21973;18080",0.22861977794881,-0.10599896337331,0.33461874132212,0.22861977794881,0.10599896337331,0.33461874132212,"all negative"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","either",0.05,"shared positive",0.0927833499433199,0.0927833499433199,1.26019394701867,1.35297729696199,0.132765422816375,0.04992437445975,"13340;12156;18263;14873;212531;20719;100604;229521;13813;65960;80914;18550;17760;20947;19122;94185;17133;11746;12447;23849;18030;18712;17164;14190;66616;16206;15277;80859;12043;29809;16004;23959;12444;18671;12505;20514;17829","55932;66141;20750;12833;14873;11658;18263;17082;18451;18186;20514;24066;18030;11492;11520;12048;18438;13730;20973;20443;16403;12977;12332;20719;217057;216233;20430;13601;384009;17988;12444;54637;66616;16206;17117;68043;13808;72729;625249;16878;65960;18612;17913;21942;80914;69863;23959;16188;18671;14085;11615","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",-1.24998456889464,0.206228956228956,1.30168736802723,-0.685650356280643,0.876915017101561,TRUE,FALSE,FALSE,"13601;71602;13808;18605;11622;12833;16878;20750;12977;21942;67547;15979;18619;12520;11520;17117;21817;20527;54167;11658;18612;12332;20893;68043;23834;19734;11492;217057;74318;22433;18810;22779;16190;68151;69305;17869;22781;18186;225010;21664",-2.51017851591331,0.0927833499433199,-2.60296186585663,2.51017851591331,0.0927833499433199,2.60296186585663,"KO opposite"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","either",0.05,"shared negative",-0.0443258282872201,0.0443258282872201,-1.26364893688657,-1.30797476517379,0.201311188811189,0.041911154325645,"66570;68275;103733;12189;14375;21853;72107;18972;19183;12419;70472;20877;105988;53892;54141;19360;70218;21973;22059;17121;20425;13433;106795;21877;69263;15374;12704;67629;114714;12578;19357;20382;19718;15366;19687;68479;11799;17215;21379;26934;18102;17350;19355;17279","17215;20878;12236;17217;76131;52276;70218;218977;103135;12189;22256;11799;78833;19891;100710;22390;18969;12534;110033;229841;17345;18861;11637;53892;54141;101565;105988;50927;106618;66197;70472;13433;67196;16571;14056;67967","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",-1.17174547628728,0.263160230803373,-1.37767037757336,-0.579779741378868,-0.696132086492774,TRUE,FALSE,FALSE,"66570;14375;12419;21877;19183;21853;72107;11799;70472;19357;19718;69263;68275;68479;19355;15366;103733;67629;18972;12578;105988;26934;103468;54141;21973;21379;17869;17220;66471;20425;15374;19360;18971;12189;13433;17535;19687;100710;16881;18102;17215;52592;12649;70218;140917;106795;110052;22059;107995;20937;54124;12567;68298;17121",0.0919034605992899,-0.0443258282872201,0.13622928888651,0.0919034605992899,0.0443258282872201,0.13622928888651,"all negative"
"mouse KD vs control vs mouse het vs WT","Hallmark","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","either",0.05,"shared positive",0.01903436869931,0.01903436869931,1.43560687293378,1.45464124163309,0.0346539161626126,0.0147953071998375,"11535;15937;16795;14219;16007;231507;50527;11717;21983;20970;19252;21985;18654;18484;20855;11910;18655;11639;14538;12457;228026;12368;57444;170750;14284;17133;384783;17859;17684;70186;23849;16193;15275;14066;18030;93692;18712;60406;20439;52331;13527;15277;16572;20525;12043;18793;13636;11674;54683;19664;21753;236900;170768;21991;21929;74185;74155;13358;18787;16828","12870;18641;74155;12111;228026;14635;50527;11535;74747;18451;13358;231507;19664;18030;54371;20525;14936;16009;20856;70186;14751;11520;22359;12778;76238;15529;57875;56174;11639;11674;21753;18793;20439;16828;16948;20855;21983;18484;78889;17035;21810;17988;54683;14733;20198;72157","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",-1.19913713653799,0.23034188034188,1.82987601301033,-0.637627092223405,1.46024767961756,TRUE,FALSE,TRUE,"54371;13008;20198;13808;12111;21810;18750;74747;109042;18452;14042;21809;16009;18787;15529;14387;16948;105785;57875;56277;11520;21817;20527;12831;93692;11541;20893;17886;216136;14635;15476;83397",-2.63474400947177,0.01903436869931,-2.65377837817108,2.63474400947177,0.01903436869931,2.65377837817108,"KO opposite"
