"experiment","contrast","tested_nonNA_padj","padj_lt_0_10","padj_lt_0_05","padj_lt_0_01","up_padj_0_05","down_padj_0_05","up_padj_0_05_lfc1","down_padj_0_05_lfc1"
"mouseKD","KD_vs_Control",15029,9700,8933,7657,4496,4437,909,971
