"gene_symbol","ensembl_gene_id","entrezgene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Irgm1","ENSMUSG00000046879","15944",2620.74391059942,1.82690274918379,0.0743644583172173,24.566880342095,2.85528547629855e-133,1.58933649715892e-130
"Mxra8","ENSMUSG00000029070","74761",5960.85138354674,1.7536255126198,0.0715478330086493,24.5098340351944,1.16035560639384e-132,6.22820871731893e-130
"Mthfd1l","ENSMUSG00000040675","270685",3517.49262070831,1.56180486182609,0.0637861623335885,24.4850106149697,2.13367593320412e-132,1.10575915862499e-129
"H2-T23","ENSMUSG00000067212","15040",1630.76677597335,2.29021546234251,0.0945094774338291,24.2326539573347,1.00755835105052e-129,5.04753148597942e-127
"Ifit3","ENSMUSG00000074896","15959",1150.51299410401,2.52296608293775,0.105701014838669,23.8688917678657,6.44696605122222e-126,3.12553073496189e-123
"Slc7a5","ENSMUSG00000040010","20539",37800.6314446918,1.23027644358179,0.0515751812844037,23.8540401205303,9.19455960270094e-126,4.31828238340601e-123
"Sord","ENSMUSG00000027227","20322",11161.2811819535,-1.31174133508857,0.0552299810186494,-23.7505302535888,1.08496385550538e-124,4.94118841951221e-122
"Lipg","ENSMUSG00000053846","16891",626.080139041029,-2.93168893507072,0.12488286934474,-23.4755090946683,7.25769480664463e-122,3.20811456614889e-119
"Gm43302","ENSMUSG00000079362","NA",943.866484344889,2.18901981242121,0.093849572711207,23.3247712182691,2.48580851172304e-120,1.06740617493387e-117
"Oas1a","ENSMUSG00000052776","246730",508.975058610772,3.30180954304944,0.143720151894521,22.9738801380665,8.50655068610143e-117,3.55124861837273e-114
"Col1a1","ENSMUSG00000001506","12842",15143.6312763769,2.07992589611612,0.0919940056824017,22.6093633023962,3.50558983669374e-113,1.42393269339649e-110
"Slit2","ENSMUSG00000031558","20563",48839.1690258026,1.2324453490603,0.0548402005656871,22.4733924447283,7.55910458158637e-112,2.98962586201741e-109
"Samd9l","ENSMUSG00000047735","209086",1565.95830529628,1.71940438218332,0.0765363311213178,22.4652051776285,9.08911768275992e-112,3.50257306805638e-109
"Tspan11","ENSMUSG00000030351","68498",1755.55815383814,2.2629665306317,0.100794234886009,22.4513488612812,1.24147016549952e-111,4.66451377932306e-109
"Ifi203","ENSMUSG00000039997","15950",842.445129852983,3.18433908774017,0.142490479359067,22.3477322980705,1.27033697294073e-110,4.65655960154299e-108
"Gzmm","ENSMUSG00000054206","16904",884.891883620465,-2.23857280913696,0.100253713666905,-22.3290761734239,1.9287306594906e-110,6.90164120987718e-108
"Parp14","ENSMUSG00000034422","547253",2486.21675936882,1.45490070844811,0.0652542499980812,22.2958766439104,4.05158366799035e-110,1.41607560340063e-107
"Ifi204","ENSMUSG00000073489","15951",552.056084064746,3.09580235039946,0.13898935107084,22.2736657632252,6.65298042409467e-110,2.27244642712997e-107
"Irgm2","ENSMUSG00000069874","54396",1022.65332590499,2.47494328515459,0.111365113275998,22.2236857876748,2.02730141451153e-109,6.77073621304307e-107
"Lama4","ENSMUSG00000019846","16775",741.381084192745,2.85189616113761,0.12855710941878,22.1838852322624,4.91461719405146e-109,1.60569090889999e-106
"Ppargc1a","ENSMUSG00000029167","19017",692.924948861276,-3.12639454174947,0.140991696942935,-22.1743167118191,6.07914906934672e-109,1.94390492262153e-106
"Slc6a9","ENSMUSG00000028542","14664",5395.66622518849,1.57485014204302,0.0715814721473227,22.0008068400968,2.82901405936681e-107,8.8577608954633e-105
"Isg15","ENSMUSG00000035692","100038882",2279.28883212589,2.31935507675526,0.105478982270431,21.9887889210839,3.68696683471502e-107,1.13084539916188e-104
"Slc1a3","ENSMUSG00000005360","20512",1449.2047599683,1.79369861114991,0.0817277715945568,21.947235023711,9.20313736857857e-107,2.76627903024735e-104
"Acox1","ENSMUSG00000020777","11430",10527.4149945566,-1.39765222209116,0.0640704814272271,-21.8142924940973,1.69775877322457e-105,5.00306207897885e-103
"Hspa1b","ENSMUSG00000090877","15511",5262.53375470248,-1.67882794892837,0.077264263935532,-21.7283885643324,1.10616258028185e-104,3.19702258058768e-102
"Esm1","ENSMUSG00000042379","71690",2066.15172164551,1.75878956080797,0.0817154552703388,21.5233404132593,9.41304874783647e-103,2.66922093643838e-100
"Lpar4","ENSMUSG00000049929","78134",852.423821413737,2.36569506972523,0.110004170844605,21.5055033964765,1.38277234737891e-102,3.84846029791808e-100
"Gm15728","ENSMUSG00000086075","NA",646.740941524077,-3.12573235353567,0.145371968854977,-21.5016167020061,1.50357885900501e-102,4.10859757672479e-100
"Rtp4","ENSMUSG00000033355","67775",1152.17731993294,1.91002647017267,0.0891540139926567,21.4238976422306,8.00062003136062e-102,2.14716640091641e-99
"Agfg2","ENSMUSG00000029722","231801",1869.84305092658,-1.61867318231773,0.0759068817307148,-21.3244589345679,6.73277074202912e-101,1.77520721898168e-98
"Bhlhe41","ENSMUSG00000030256","79362",1406.57995672892,-1.85755887053372,0.0881037232301729,-21.0837726537482,1.12083321513502e-98,2.9043107569421e-96
"Serpinf1","ENSMUSG00000000753","20317",29822.3283533763,1.30989764196391,0.0622733900588558,21.0346287672134,3.1623851000365e-98,8.05550604549976e-96
"Trim30a","ENSMUSG00000030921","20128",1145.061679215,2.44310424594257,0.116392062185517,20.9902995107047,8.04373598346687e-98,2.01482180159206e-95
"Gpt2","ENSMUSG00000031700","108682",13589.6988502427,1.26703725538854,0.0603942281047709,20.9794428234186,1.01070668593272e-97,2.49014930866933e-95
"Dhrs7","ENSMUSG00000021094","66375",1399.63849703047,1.61128035204377,0.0768544692536669,20.9653435602497,1.35936043489975e-97,3.2951335445336e-95
"Gvin1","ENSMUSG00000045868","74558",346.396636810674,3.29204947600705,0.157206024170844,20.9409880656316,2.26708798041056e-97,5.40826432660164e-95
"Gbp9","ENSMUSG00000029298","236573",938.822637958968,2.00885232308325,0.0961302352934529,20.8971955280345,5.67846107806755e-97,1.33346236784808e-94
"Nup210l","ENSMUSG00000027939","77595",977.511120150756,-2.10145583609052,0.100790574299527,-20.8497257873088,1.53298494379377e-96,3.54449703388871e-94
"Rcan1","ENSMUSG00000022951","54720",1833.44413436067,-1.52605105315039,0.073566341031545,-20.7438759594693,1.39240983001715e-95,3.17068595989814e-93
"Acot13","ENSMUSG00000006717","66834",3168.95985404375,-1.34098379932106,0.0647731643826081,-20.7027680691963,3.27036796482139e-95,7.33587464825382e-93
"Myl12a","ENSMUSG00000024048","67268",41468.9280452713,-1.09228446830003,0.0529508098832745,-20.6282863417552,1.52975723117081e-94,3.38098844518619e-92
"Rnf144a","ENSMUSG00000020642","108089",417.195098347088,3.40063979899318,0.165239032056914,20.580124179267,4.13620516397423e-94,9.00913440715488e-92
"Col1a2","ENSMUSG00000029661","12843",103013.982364125,1.31895077969564,0.0641910260012812,20.5472768057846,8.14034181655217e-94,1.74773138801375e-91
"Aldh18a1","ENSMUSG00000025007","56454",17012.7828595094,1.29864266492222,0.0633269798945616,20.5069413871377,1.86670040469414e-93,3.95135780030257e-91
"Prrg4","ENSMUSG00000027171","228413",1001.83029469862,-1.94608141214467,0.0949587506449063,-20.4939660529228,2.43708480693941e-93,5.08707605048505e-91
"Fes","ENSMUSG00000053158","14159",908.087758759496,-2.29847534962359,0.112878901845941,-20.3623113977543,3.61138483079075e-92,7.43500035917181e-90
"Fads3","ENSMUSG00000024664","60527",13281.5635034194,1.24320245763965,0.0612293953177951,20.30401331235,1.18500155987971e-91,2.40667411397731e-89
"Gas1","ENSMUSG00000052957","14451",5194.57732897952,2.05595246930074,0.101394370988034,20.2767910019717,2.06149389438897e-91,4.13095889850292e-89
"Hspa4l","ENSMUSG00000025757","18415",12218.7713515035,-1.07523296674256,0.0531260477370165,-20.2392802126964,4.41570962114652e-91,8.73206577581725e-89
"Slit3","ENSMUSG00000056427","20564",22702.4038240697,1.13700771927446,0.0569670657170402,19.9590360669455,1.25102070612601e-88,2.44176496004778e-86
"C3","ENSMUSG00000024164","12266",1182.24673697419,2.42405218716883,0.121669571757503,19.923240890501,2.55881044039501e-88,4.93030283444828e-86
"Xdh","ENSMUSG00000024066","22436",9809.7990964541,1.12354506137675,0.0567496368581325,19.79827754996,3.08047772416632e-87,5.86031641980957e-85
"6430548M08Rik","ENSMUSG00000031824","234797",1800.717421086,-1.76251880910809,0.089152166717092,-19.7697809712367,5.42107943285371e-87,1.01841753495448e-84
"Cmtm3","ENSMUSG00000031875","68119",2817.21906448715,1.29940594594709,0.0658668138720713,19.7277789763877,1.24522229109845e-86,2.3104254090023e-84
"Emp2","ENSMUSG00000022505","13731",21393.2662809509,1.04183616247803,0.0528504111580312,19.7129244531849,1.67029443077449e-86,3.06132378050119e-84
"Neto2","ENSMUSG00000036902","74513",1481.75040986955,1.6232682552311,0.0825542415620854,19.6630509167759,4.47018493282498e-86,8.0942661874008e-84
"Myl9","ENSMUSG00000067818","98932",344.882627928587,3.20313665981794,0.163593747609456,19.5798232305597,2.2981660108995e-85,4.11180202116768e-83
"Iigp1","ENSMUSG00000054072","60440",275.097788576422,4.13285195250362,0.211604353508438,19.5310346123801,5.98152637776534e-85,1.04530651083064e-82
"Pdhb","ENSMUSG00000021748","68263",6592.79091129633,-1.10059513619013,0.0563504503783086,-19.5312571381647,5.95551847516777e-85,1.04530651083064e-82
"Plscr3","ENSMUSG00000019461","70310",1625.58722198844,1.55693722082832,0.0797945976052348,19.5118124228272,8.71372924631327e-85,1.50527168784876e-82
"Col11a2","ENSMUSG00000024330","12815",1255.69693166733,-1.74764601077512,0.0896476538028758,-19.4946095813949,1.21981948320393e-84,2.0832576151218e-82
"Cdh6","ENSMUSG00000039385","12563",9447.10142323979,1.49652247484291,0.076945430536596,19.4491403116024,2.96357937688651e-84,5.00445330957611e-82
"P3h3","ENSMUSG00000023191","14789",1277.81057329463,1.71189200447571,0.0880822550048345,19.4351518859474,3.89260474719893e-84,6.50021741618364e-82
"Errfi1","ENSMUSG00000028967","74155",8159.9063521776,1.24809153258598,0.064391570216572,19.3828404616971,1.07733108865833e-83,1.77925372873034e-81
"Mpp2","ENSMUSG00000017314","50997",501.663113208287,-2.46266975683682,0.128162021398518,-19.2152849179804,2.7571642873162e-82,4.5040676167473e-80
"Ifit1","ENSMUSG00000034459","15957",2052.58671175183,1.44574007752484,0.0757320912938585,19.0901908665776,3.04654294048469e-81,4.92327890887574e-79
"Ddx58","ENSMUSG00000040296","230073",4580.23618574454,1.13117885467873,0.0592772953124892,19.0828351515627,3.50708685389975e-81,5.60723492843185e-79
"Mpp5","ENSMUSG00000021112","56217",2938.5840790491,-1.30060719086623,0.068187275190372,-19.0740455200045,4.14928657894984e-81,6.56417136789865e-79
"Stard5","ENSMUSG00000046027","170460",2803.04677565358,1.44247598860036,0.0759361734475555,18.9959004136098,1.84397635148349e-80,2.88678339442139e-78
"Fuca2","ENSMUSG00000019810","66848",1393.56396505732,-1.4710449756401,0.077537869826086,-18.9719549807029,2.9088479687903e-80,4.50691506422159e-78
"Smarcb1","ENSMUSG00000000902","20587",3761.77271943242,1.2574052829268,0.0663166613262047,18.9606240389841,3.60837374905645e-80,5.53369888516014e-78
"Wdr7","ENSMUSG00000040560","104082",8761.0683298253,-1.317656240495,0.0698363506826588,-18.8677705466386,2.09971894948392e-79,3.18754303957514e-77
"Plxna2","ENSMUSG00000026640","18845",1587.62493542926,-1.51859992822058,0.0807317368823133,-18.8104453944094,6.20145664101571e-79,9.32016918578252e-77
"Gm4070","ENSMUSG00000078606","100042856",279.936116317383,3.13862688012952,0.167470105729877,18.7414157676118,2.27493282913866e-78,3.38514509793316e-76
"Vdr","ENSMUSG00000022479","22337",1689.71683284433,1.99177924297302,0.106738834952277,18.660305256878,1.04134650425905e-77,1.53435260906954e-75
"Parp12","ENSMUSG00000038507","243771",2115.16781222439,1.35895048254728,0.0729093202221639,18.6389130828046,1.55365595100308e-77,2.26698012501217e-75
"Rfxap","ENSMUSG00000036615","170767",2710.14187301841,-1.24100768559049,0.0672010347610726,-18.4670919131347,3.80011924173837e-76,5.49153770039288e-74
"Ifi211","ENSMUSG00000026536","381308",1804.22291204625,1.72566398035608,0.0936725932875278,18.4222932214459,8.70367440092583e-76,1.24578592925252e-73
"Gap43","ENSMUSG00000047261","14432",414.851844360914,2.43092819769254,0.132027279449699,18.4123175742532,1.04647066088175e-75,1.48371769456526e-73
"Plcg2","ENSMUSG00000034330","234779",909.254727397916,-1.88873723180702,0.102617376904051,-18.4056276703801,1.18404764351726e-75,1.66308897517953e-73
"Zbp1","ENSMUSG00000027514","58203",241.937691321682,3.67731526621763,0.200436351754425,18.3465485877686,3.51759472228849e-75,4.89499361863646e-73
"Snca","ENSMUSG00000025889","20617",346.041973086958,-2.7707009540503,0.151408881632184,-18.2994611952893,8.35712716754076e-75,1.15228682753184e-72
"Pde1a","ENSMUSG00000059173","18573",881.491424657247,2.00156681653958,0.11013970905848,18.1729807864012,8.44816215913934e-74,1.15424935536096e-71
"Slpi","ENSMUSG00000017002","20568",645.685371793763,2.30324405735883,0.126774814647194,18.1679938856042,9.25196676572342e-74,1.25268295965817e-71
"Prkg2","ENSMUSG00000029334","19092",6785.83163071098,1.33848112276026,0.0736930494781458,18.1629221783962,1.01476643398669e-73,1.36168970860589e-71
"Bgn","ENSMUSG00000031375","12111",79681.4041205866,1.21126569862961,0.0670638332870489,18.0613847920847,6.419187672437e-73,8.53751960434121e-71
"Washc2","ENSMUSG00000024104","28006",28091.1898703606,-1.18246673033376,0.06561230587778,-18.0220267298091,1.30860458555373e-72,1.72517704528833e-70
"Parp9","ENSMUSG00000022906","80285",1510.15466257292,1.34377245766915,0.0745794850229683,18.0179905674504,1.40764158852175e-72,1.83960395077334e-70
"Fam102b","ENSMUSG00000040339","329739",5103.10664114707,-1.08341419620989,0.060153720879144,-18.0107594405771,1.60412570331182e-72,2.07831079267874e-70
"Fbln5","ENSMUSG00000021186","23876",2906.27959579475,1.46539158127471,0.0813925746607204,18.0039959097386,1.81256985073863e-72,2.32830019544879e-70
"Clcn5","ENSMUSG00000004317","12728",8239.55624224769,-1.11280812659675,0.0618564020780416,-17.9901851580822,2.32579453078173e-72,2.96223440704395e-70
"Mndal","ENSMUSG00000090272","100040462",382.119001026772,2.65689555221891,0.147721842692944,17.9858002295676,2.51728279081324e-72,3.17918008933884e-70
"Cdsn","ENSMUSG00000039518","386463",2788.64025533275,1.5640719718548,0.0869945476114198,17.9789655190929,2.8475591982611e-72,3.56633059922218e-70
"Spp1","ENSMUSG00000029304","20750",195067.621550844,1.32600556476754,0.0738738612996368,17.9495905783127,4.83454498418367e-72,6.00482450969391e-70
"Map3k1","ENSMUSG00000021754","26401",3125.9723514159,-1.18823742062388,0.0662202177858094,-17.9437256529004,5.37289906583708e-72,6.6187950869234e-70
"Bst2","ENSMUSG00000046718","69550",7190.40185036245,1.526537317296,0.0851054715710556,17.9370055663398,6.0635820501008e-72,7.40890850658251e-70
"Hsph1","ENSMUSG00000029657","15505",31932.0752506689,-1.14823574615354,0.0640828895325383,-17.9179770845153,8.53767373833729e-72,1.03477982752799e-69
"Dbp","ENSMUSG00000059824","13170",424.65384533769,-2.56065745209754,0.142923901003879,-17.9162297846043,8.81004062322979e-72,1.05924880421216e-69
"Xaf1","ENSMUSG00000040483","327959",582.664521212933,2.04006638296618,0.113972109962972,17.8996983001277,1.18562451681559e-71,1.41418657644615e-69
"Snx8","ENSMUSG00000029560","231834",9175.7375308742,-1.1531445401985,0.0645408145981164,-17.8669040262184,2.13520365700046e-71,2.52676974496535e-69
"Trim30d","ENSMUSG00000057596","209387",535.9210492219,2.14303215242844,0.12005258003767,17.8507796480176,2.85029374146818e-71,3.34664567504103e-69
"Psph","ENSMUSG00000029446","100678",3824.01213024417,1.07941514908979,0.0607227698156626,17.7761184538617,1.08217793777296e-70,1.2607792423868e-68
"Bckdk","ENSMUSG00000030802","12041",1110.36081585166,1.64094989489582,0.0923790134454275,17.7632325102194,1.3616201795215e-70,1.57413766754066e-68
"Lrrk2","ENSMUSG00000036273","66725",4411.01671477404,1.14393084984169,0.0646011745702667,17.707585929377,3.66455951849375e-70,4.20417290102615e-68
"Abcc4","ENSMUSG00000032849","239273",6385.87400861748,1.117700591292,0.0631884181402607,17.688377462006,5.15381785921775e-70,5.86793398531694e-68
"Efemp2","ENSMUSG00000024909","58859",4192.27935665876,1.16413478597752,0.0659481360151168,17.6522773245733,9.773446031144e-70,1.10439940151927e-67
"Ccn1","ENSMUSG00000028195","16007",49772.2913349249,-1.05966272329676,0.0601971533559242,-17.603203211809,2.3277823177992e-69,2.61076421300031e-67
"Smim13","ENSMUSG00000091264","108934",1930.58294372537,1.25952401440217,0.0717159310643965,17.5626809233111,4.75742727835536e-69,5.29624996788168e-67
"Ntm","ENSMUSG00000059974","235106",246.455638487036,3.33655049206146,0.190107476285521,17.5508641598625,5.85818614821512e-69,6.4737264427592e-67
"Adamtsl3","ENSMUSG00000070469","269959",2360.25205589287,1.41290399473785,0.0808903183472066,17.4669110421006,2.55983997178349e-68,2.80816313400979e-66
"Zfp346","ENSMUSG00000021481","26919",4825.61411785614,-1.19289087926225,0.0684096229172162,-17.4374719285588,4.28618790193695e-68,4.66790709987032e-66
"Per1","ENSMUSG00000020893","18626",6746.01482287061,-1.27438992250139,0.0732491047443408,-17.3980272789593,8.53934837693715e-68,9.2329400544596e-66
"Gbp7","ENSMUSG00000040253","229900",705.550822760145,2.09250510389688,0.120424379892747,17.376091998651,1.25200092499146e-67,1.34402299297833e-65
"Atp6v0d1","ENSMUSG00000013160","11972",21956.5852561144,-0.839455626997249,0.0483393787329726,-17.3658753794585,1.49600772682097e-67,1.5945744770491e-65
"Gli1","ENSMUSG00000025407","14632",300.355654161161,-3.12869917138937,0.180605626184221,-17.3233760071131,3.13418764528356e-67,3.31716240288498e-65
"Apoe","ENSMUSG00000002985","11816",2755.33600313486,-1.78078420168395,0.102812425970323,-17.3207098740961,3.28282979618775e-67,3.45018524523816e-65
"Sgms2","ENSMUSG00000050931","74442",3049.77562862576,-1.0860819980729,0.0627915256756702,-17.2966333655073,4.98692779575678e-67,5.20475957239088e-65
"Avil","ENSMUSG00000025432","11567",2500.98295156654,1.36378100125767,0.0792373011216746,17.2113509919209,2.18279566702575e-66,2.23363494612647e-64
"Dmpk","ENSMUSG00000030409","13400",3075.0457324208,-1.56333827367817,0.0908299971265857,-17.2116957297644,2.16983930398756e-66,2.23363494612647e-64
"Heg1","ENSMUSG00000075254","77446",2427.43394858937,1.44753067900992,0.0841035089211993,17.2112994758183,2.18473841959273e-66,2.23363494612647e-64
"Igfbp4","ENSMUSG00000017493","16010",15515.1280216139,1.42856328639882,0.0830654226897469,17.1980499242695,2.74619227541228e-66,2.78868403426832e-64
"Osmr","ENSMUSG00000022146","18414",3966.02999266599,1.12686764386937,0.0655864787574084,17.1814017952913,3.65960107049458e-66,3.69128486499752e-64
"Apol9b","ENSMUSG00000068246","71898",684.74256814707,1.77435993883973,0.10333551453906,17.1708627644084,4.38848220384285e-66,4.39696660277028e-64
"C1s1","ENSMUSG00000038521","50908",295.78392355141,3.4604771670925,0.201769509193492,17.1506447179489,6.2159006609266e-66,6.18667357834873e-64
"Gas2l3","ENSMUSG00000074802","237436",1685.89762878323,-1.5300851136267,0.0892422182971779,-17.1453056952428,6.81395917762237e-66,6.73730213687412e-64
"Pdk1","ENSMUSG00000006494","228026",827.677463409635,2.02853729007814,0.118818895742715,17.0725142444569,2.37737426140618e-65,2.33526521403094e-63
"Sfxn3","ENSMUSG00000025212","94280",3655.1071471795,1.2040534689362,0.0706129909221247,17.0514441211545,3.41003040319472e-65,3.32787967075412e-63
"Dusp8","ENSMUSG00000037887","18218",1350.01663628784,-1.41388718241771,0.0830707883648377,-17.0202692215713,5.81028653737756e-65,5.63372879808047e-63
"Mapk8ip1","ENSMUSG00000027223","19099",2645.29969446444,-1.1692903350076,0.068773539216953,-17.0020381140915,7.93137562296864e-65,7.64106693830742e-63
"Cnpy2","ENSMUSG00000025381","56530",1529.86072010615,1.46308292313318,0.0865967617972401,16.8953537380402,4.86785765924967e-64,4.65981100387664e-62
"Cnksr3","ENSMUSG00000015202","215748",1974.80317486962,-1.20343079259712,0.0712634544498035,-16.8870678791581,5.60186336683131e-64,5.32850661646252e-62
"Fgf7","ENSMUSG00000027208","14178",1520.41249409541,1.52274866825869,0.0901929750521778,16.8832291802966,5.97833476103685e-64,5.65084233481904e-62
"Helb","ENSMUSG00000020228","117599",1432.12776003045,-1.28950946570054,0.0764822852402177,-16.8602371340032,8.82343346272414e-64,8.28796134445507e-62
"Arhgef11","ENSMUSG00000041977","213498",9782.31477990742,0.949910042797975,0.0564661369119753,16.8226497286114,1.66540530153381e-63,1.55461964451874e-61
"Sppl2b","ENSMUSG00000035206","73218",1236.64839039804,1.5010009385055,0.0892988343749174,16.8087405508969,2.10598315518247e-63,1.95375437279243e-61
"Fzd1","ENSMUSG00000044674","14362",3078.79782089666,1.27305336614395,0.0758459145463675,16.7847322266209,3.1564983513305e-63,2.91036894000896e-61
"Nol7","ENSMUSG00000063200","70078",3418.41442580882,1.10231634381124,0.0656834296455306,16.7822592358536,3.29074849508917e-63,3.01564994711556e-61
"Eef1a1","ENSMUSG00000037742","13627",345829.419447657,1.00311249925505,0.0598562562493734,16.7586909391038,4.89278711297309e-63,4.45658772853773e-61
"Serpine2","ENSMUSG00000026249","20720",765.799326600852,2.17486361226021,0.129856743481171,16.7481761359244,5.83891145842316e-63,5.28632531979769e-61
"Ovgp1","ENSMUSG00000074340","12659",427.242917828396,-2.53889107737928,0.151943917038669,-16.7093959854487,1.11963867790468e-62,1.007607765882e-60
"Vwa5a","ENSMUSG00000023186","67776",1537.07151376557,1.50581433298175,0.0901403770761286,16.7052144868443,1.20095384930513e-62,1.07435329769088e-60
"Rp9","ENSMUSG00000032239","55934",3746.37552890716,1.07914471741216,0.064609571294947,16.7025518941427,1.25577138095462e-62,1.11674485706314e-60
"Cask","ENSMUSG00000031012","12361",8184.94408163751,0.921712122744644,0.0552016539958376,16.6971830737924,1.37400226447999e-62,1.21469882546293e-60
"Suclg2","ENSMUSG00000061838","20917",2447.42626070369,1.10823790393907,0.066509907230725,16.6627492065891,2.44521581346153e-62,2.14907300938674e-60
"Ank","ENSMUSG00000022265","11732",7796.30529826802,1.18303357682606,0.0710832389219329,16.6429329159483,3.4052299086386e-62,2.97541862191451e-60
"Nadk","ENSMUSG00000029063","192185",6827.24749987526,1.0465950337369,0.0629183343407692,16.6341821458349,3.94100138931153e-62,3.4236595306337e-60
"Col4a1","ENSMUSG00000031502","12826",45715.758250514,0.799944402932845,0.0481567182441258,16.6112731951045,5.77542860520983e-62,4.98844347745394e-60
"Pgls","ENSMUSG00000031807","66171",3965.44059421922,1.37728783420029,0.0829309185914893,16.6076519782048,6.1347872915398e-62,5.26855532597438e-60
"Fkrp","ENSMUSG00000048920","243853",1881.76660564616,1.14721059812903,0.0691129402956019,16.5990709297321,7.07779768839405e-62,6.04387621925421e-60
"Dgat2","ENSMUSG00000030747","67800",1014.80521263434,1.6752387628685,0.100944166182072,16.5956966730191,7.48700224174651e-62,6.35718399385358e-60
"Ctdsp1","ENSMUSG00000026176","227292",3881.15730870933,1.04268808334641,0.0630731149860183,16.5314188712187,2.17952151959153e-61,1.84022634370456e-59
"BC005561","ENSMUSG00000079065","100042165",2850.44027318599,-1.31848097657312,0.0798124028134705,-16.5197504409752,2.64490196957149e-61,2.22068333523407e-59
"Fbn1","ENSMUSG00000027204","14118",9128.93534974787,0.998695389949859,0.0605353940625247,16.4977102307841,3.81070926475149e-61,3.18173052999723e-59
"Trap1","ENSMUSG00000005981","68015",4790.18084646844,1.16182767916492,0.0705806710865896,16.4609894079864,6.99477046072165e-61,5.80797819083899e-59
