"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_id","external_gene_name","gene_biotype","description"
"ENSG00000005249",2032.78013622413,-3.57075444251453,0.0901295330733786,0,0,"5577","PRKAR2B","protein_coding","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]"
"ENSG00000013810",2782.68129097277,4.89677867728263,0.122655276607374,0,0,"10460","TACC3","protein_coding","transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]"
"ENSG00000069702",1575.42022690915,-4.19862591915584,0.0984528206960595,0,0,"7049","TGFBR3","protein_coding","transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]"
"ENSG00000069869",17758.8756904187,-3.34733984423935,0.0866522031918607,0,0,"4734","NEDD4","protein_coding","NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]"
"ENSG00000076344",7338.01092478572,-7.99452932152174,0.137140855220744,0,0,"8786","RGS11","protein_coding","regulator of G protein signaling 11 [Source:HGNC Symbol;Acc:HGNC:9993]"
"ENSG00000089009",5790.37155368202,5.12212268362275,0.127586140317845,0,0,"6128","RPL6","protein_coding","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]"
"ENSG00000100784",5036.92656318358,-5.71964008236418,0.116200385765587,0,0,"9252","RPS6KA5","protein_coding","ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]"
"ENSG00000104313",5203.73844830841,-7.35618744843606,0.157053791748008,0,0,"2138","EYA1","protein_coding","EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]"
"ENSG00000106333",8452.80274059216,-5.23538020415593,0.104116236234462,0,0,"5118","PCOLCE","protein_coding","procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]"
"ENSG00000106366",8381.50498263706,7.53217215590596,0.18239832346387,0,0,"5054","SERPINE1","protein_coding","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]"
"ENSG00000107796",9659.4499116784,-6.4465852497007,0.104893288111819,0,0,"59","ACTA2","protein_coding","actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"
"ENSG00000108515",2846.13764872702,-4.84327871630539,0.107526197564817,0,0,"2027","ENO3","protein_coding","enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]"
"ENSG00000108828",18044.4523207955,-3.23905919680106,0.0637613822678128,0,0,"10493","VAT1","protein_coding","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]"
"ENSG00000110719",1644.13501653457,-5.40145547716823,0.116334424885289,0,0,"10312","TCIRG1","protein_coding","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]"
"ENSG00000111275",4969.07816145824,-4.47997268835738,0.0969038513100243,0,0,"217","ALDH2","protein_coding","aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"ENSG00000113739",8410.82283709657,6.38378317065419,0.10470342043084,0,0,"8614","STC2","protein_coding","stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]"
"ENSG00000114270",13594.2758134871,3.68591503078498,0.0768563158381427,0,0,"1294","COL7A1","protein_coding","collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]"
"ENSG00000116641",6024.42620101118,-3.62081807841301,0.0717795255091354,0,0,"85440","DOCK7","protein_coding","dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]"
"ENSG00000118523",8432.15949057965,5.62169943705503,0.119898712694223,0,0,"1490","CCN2","protein_coding","cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]"
"ENSG00000118785",7644.06852161691,-6.18024602149693,0.142771388052708,0,0,"6696","SPP1","protein_coding","secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]"
"ENSG00000118971",3872.47901314394,6.31560080103741,0.161489737074428,0,0,"894","CCND2","protein_coding","cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"ENSG00000121089",2249.66930535649,-5.66760923726583,0.113405025574548,0,0,"NA","NACA3P","processed_pseudogene","NACA family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]"
"ENSG00000125534",3306.47165229443,4.88241604959732,0.121455154887625,0,0,"79144","PPDPF","protein_coding","pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]"
"ENSG00000127824",9290.31492511622,-5.96549063795455,0.102932610797108,0,0,"7277","TUBA4A","protein_coding","tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]"
"ENSG00000130830",7312.16200496058,-4.94097187828296,0.0959146861388756,0,0,"4354","MPP1","protein_coding","membrane palmitoylated protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]"
"ENSG00000132386",4571.50512838162,-6.09238249751996,0.14679384741938,0,0,"5176","SERPINF1","protein_coding","serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]"
"ENSG00000133392",5338.17192764491,-7.64675453574457,0.127189319672098,0,0,"4629","MYH11","protein_coding","myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]"
"ENSG00000133639",4323.91235339685,-3.63701288269515,0.0910742892005289,0,0,"694","BTG1","protein_coding","BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]"
"ENSG00000134871",31234.5046874865,4.42904383469078,0.107223598956543,0,0,"1284","COL4A2","protein_coding","collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]"
"ENSG00000136193",10346.4829809934,4.74604777220377,0.0941036892777437,0,0,"9805","SCRN1","protein_coding","secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]"
"ENSG00000139239",3601.00878504254,-4.43057079850546,0.102395360064047,0,0,"NA","RPL14P1","processed_pseudogene","ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384]"
"ENSG00000140285",4314.15796853104,-8.91158283808351,0.186983713446707,0,0,"2252","FGF7","protein_coding","fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]"
"ENSG00000140945",5874.53820220672,5.26943448506953,0.0996225839413407,0,0,"1012","CDH13","protein_coding","cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]"
"ENSG00000140988",38781.9461608239,5.49069433018805,0.116022678409899,0,0,"6187","RPS2","protein_coding","ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]"
"ENSG00000142089",4541.48662073694,6.05162229939947,0.148474127862387,0,0,"10410","IFITM3","protein_coding","interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]"
"ENSG00000143632",6596.56784901575,-7.2215145278145,0.121769009835609,0,0,"58","ACTA1","protein_coding","actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
"ENSG00000143819",3667.96783237365,-3.69330657176811,0.0883620208990574,0,0,"2052","EPHX1","protein_coding","epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
"ENSG00000145147",12188.1243063109,-4.66099175726213,0.105585583171641,0,0,"9353","SLIT2","protein_coding","slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]"
"ENSG00000148303",8253.51870209414,5.86318994263076,0.14153756631221,0,0,"6130","RPL7A","protein_coding","ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]"
"ENSG00000148773",9362.04724350383,5.4871440130315,0.109036623997253,0,0,"4288","MKI67","protein_coding","marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]"
"ENSG00000151729",7143.29379264415,-4.83246646851655,0.095413373502673,0,0,"291","SLC25A4","protein_coding","solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]"
"ENSG00000152291",3946.58025266586,5.01144516266275,0.103309370103532,0,0,"10618","TGOLN2","protein_coding","trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]"
"ENSG00000158125",9276.41336815437,-6.26276433637141,0.114982425239245,0,0,"7498","XDH","protein_coding","xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]"
"ENSG00000159217",4699.25461625306,5.45966013065844,0.129883517823827,0,0,"10642","IGF2BP1","protein_coding","insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]"
"ENSG00000162840",2045.50383273028,-6.89569666081647,0.155809539104512,0,0,"NA","MT2P1","processed_pseudogene","metallothionein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7407]"
"ENSG00000164830",11395.7452775076,-4.83126953864616,0.0954043507501799,0,0,"55074","OXR1","protein_coding","oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]"
"ENSG00000164961",9489.99276879629,-3.57326487103773,0.0787561128172044,0,0,"9897","WASHC5","protein_coding","WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]"
"ENSG00000167244",17317.6037188969,7.93094359397368,0.125798384774955,0,0,"3481","IGF2","protein_coding","insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]"
"ENSG00000167986",33785.4186792284,-2.81392866178717,0.0640259492162083,0,0,"1642","DDB1","protein_coding","damage specific DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2717]"
"ENSG00000168824",4214.27035778369,-4.69165366544006,0.108902273868408,0,0,"27065","NSG1","protein_coding","neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]"
"ENSG00000169100",4044.08816579017,4.99588199950766,0.119364400074057,0,0,"293","SLC25A6","protein_coding","solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]"
"ENSG00000173110",3138.37051005003,-8.61443932156615,0.20288137372108,0,0,"3310","HSPA6","protein_coding","heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]"
"ENSG00000174059",3556.58804084432,-6.24232108911222,0.117308994566817,0,0,"947","CD34","protein_coding","CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]"
"ENSG00000178082",1368.45259357691,-5.60250968868605,0.13504523879413,0,0,"NA","TWF1P1","processed_pseudogene","twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]"
"ENSG00000178464",3563.21126690911,-4.38233716471908,0.0889775174800557,0,0,"NA","RPL10P16","processed_pseudogene","ribosomal protein L10 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36882]"
"ENSG00000180447",5733.06381771469,-5.00823220455269,0.108037609897978,0,0,"2619","GAS1","protein_coding","growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]"
"ENSG00000180574",1449.89513372197,-4.90312347626076,0.123973504507062,0,0,"255308","EIF2S3B","protein_coding","eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]"
"ENSG00000180764",1504.62218771938,-3.96611660295677,0.101665587066254,0,0,"NA","PIPSL","transcribed_processed_pseudogene","PIP5K1A and PSMD4 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23733]"
"ENSG00000180867",6997.78747045891,-4.72286695994889,0.113166153506388,0,0,"NA","PDIA3P1","transcribed_processed_pseudogene","protein disulfide isomerase family A member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4607]"
"ENSG00000181218",5589.49571678876,-6.92163496389215,0.128904150290723,0,0,"92815","H2AW","protein_coding","H2A.W histone [Source:HGNC Symbol;Acc:HGNC:20507]"
"ENSG00000183199",15130.5361355794,-5.61676245083829,0.126552537973031,0,0,"NA","HSP90AB3P","processed_pseudogene","heat shock protein 90 alpha family class B member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5259]"
"ENSG00000183255",4800.04940258491,5.5822500354438,0.10221796144152,0,0,"754","PTTG1IP","protein_coding","PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]"
"ENSG00000187498",25332.7616756342,3.52497643991521,0.0678824466240411,0,0,"1282","COL4A1","protein_coding","collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]"
"ENSG00000188460",6756.99139569913,-6.09072857159988,0.0977293468039775,0,0,"NA","ACTBP11","processed_pseudogene","ACTB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971]"
"ENSG00000196154",51643.2157204214,-9.80520105354434,0.118744335938775,0,0,"6275","S100A4","protein_coding","S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]"
"ENSG00000196205",34431.6310983534,-3.00030565002978,0.065116191266955,0,0,"NA","EEF1A1P5","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]"
"ENSG00000196262",19576.6270109785,6.85055867881002,0.12154047832674,0,0,"5478","PPIA","protein_coding","peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]"
"ENSG00000196419",9292.65029782735,4.75795484636067,0.0887066048011007,0,0,"2547","XRCC6","protein_coding","X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]"
"ENSG00000196549",9496.45733878746,-5.32801668059307,0.0919065210022551,0,0,"4311","MME","protein_coding","membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]"
"ENSG00000196604",5737.85093819032,-7.0391288882765,0.133207997165612,0,0,"728378","POTEF","protein_coding","POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]"
"ENSG00000196834",3575.81776164776,-6.18285275134304,0.112020966816663,0,0,"653269","POTEI","protein_coding","POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]"
"ENSG00000197258",3943.54305456531,-5.26151565352978,0.0975842030843635,0,0,"NA","EIF4BP6","processed_pseudogene","eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]"
"ENSG00000197744",7836.23363440263,-5.17848551078803,0.124579152329279,0,0,"NA","PTMAP2","processed_pseudogene","prothymosin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9625]"
"ENSG00000198712",105873.108924168,9.71845080746709,0.163901378565572,0,0,"4513","MT-CO2","protein_coding","mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]"
"ENSG00000198727",60960.3274913638,8.84870329683571,0.213276480625619,0,0,"4519","MT-CYB","protein_coding","mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]"
"ENSG00000198768",3529.58782171973,6.06075870322895,0.147117391851919,0,0,"164284","APCDD1L","protein_coding","APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]"
"ENSG00000198804",156843.634491788,7.24902392560898,0.158990797412868,0,0,"4512","MT-CO1","protein_coding","mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]"
"ENSG00000198886",107065.211425114,9.04237477905669,0.162634529430428,0,0,"4538","MT-ND4","protein_coding","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]"
"ENSG00000198888",66212.1540395661,10.4663612313152,0.252002100589741,0,0,"4535","MT-ND1","protein_coding","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]"
"ENSG00000198899",96205.8176914124,10.1580876298866,0.19516463669483,0,0,"4508","MT-ATP6","protein_coding","mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]"
"ENSG00000198938",152226.647537998,9.91966141719046,0.162161025104094,0,0,"4514","MT-CO3","protein_coding","mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]"
"ENSG00000203914",2042.76234908895,-7.20099870950294,0.16146174042873,0,0,"NA","HSP90B3P","processed_pseudogene","heat shock protein 90 beta family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:12100]"
"ENSG00000204390",3122.36221889925,-7.05986122808229,0.151448388809938,0,0,"3305","HSPA1L","protein_coding","heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]"
"ENSG00000204434",13716.7483809903,-11.1073000478085,0.21435761653738,0,0,"NA","POTEKP","unprocessed_pseudogene","POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]"
"ENSG00000205940",1755.64766438558,-5.41329998088538,0.137017802432415,0,0,"NA","HSP90AB2P","transcribed_processed_pseudogene","heat shock protein 90 alpha family class B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:32537]"
"ENSG00000212907",18504.6746359779,9.11663083402368,0.201466913497695,0,0,"4539","MT-ND4L","protein_coding","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]"
"ENSG00000213087",1995.20788284971,-6.28427759325363,0.151331811550329,0,0,"NA","AL356535.1","processed_pseudogene","ribosomal protein S12 (RPS12) pseudogene"
"ENSG00000213235",16986.4992085624,-8.13086132490425,0.112992319470648,0,0,"NA","EEF1A1P16","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]"
"ENSG00000213290",1444.24430628546,-6.87066358610483,0.176134515850253,0,0,"NA","PGK1P2","processed_pseudogene","phosphoglycerate kinase 1, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8899]"
"ENSG00000213293",1688.44096915886,-7.21229890510375,0.179462437931491,0,0,"NA","AC012618.1","processed_pseudogene","ribosomal protein L28 (RPL28) pseudogene"
"ENSG00000213300",1948.60998507332,-3.95433490805416,0.102818209772334,0,0,"NA","HNRNPA3P6","processed_pseudogene","heterogeneous nuclear ribonucleoprotein A3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48495]"
"ENSG00000213430",1841.81147982202,-4.35422772187272,0.0998707577165285,0,0,"NA","HSPD1P1","processed_pseudogene","heat shock protein family D (Hsp60) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35133]"
"ENSG00000213478",6120.48245310445,-8.24549331387516,0.18341283973678,0,0,"NA","CFL1P2","processed_pseudogene","cofilin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1878]"
"ENSG00000213574",4302.20612516211,-8.19261869568678,0.15322435296598,0,0,"NA","LDHAP5","processed_pseudogene","lactate dehydrogenase A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:6540]"
"ENSG00000213750",6459.93260642316,-10.5211392103047,0.253263827756659,0,0,"NA","AP002982.1","processed_pseudogene","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000213763",14185.7423325361,-5.1961544956188,0.132995617363679,0,0,"NA","ACTBP2","processed_pseudogene","ACTB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:135]"
"ENSG00000214144",2199.36693056311,-6.42549686437946,0.153470749222001,0,0,"NA","AL390728.1","processed_pseudogene","heat shock 70kDa protein 8 (HSPA8) pseudogene"
"ENSG00000214203",1789.70250849414,-7.33857583733824,0.178022208019018,0,0,"NA","RPS4XP1","processed_pseudogene","ribosomal protein S4X pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32444]"
"ENSG00000214485",2898.42774283866,-3.86346431688129,0.0995005922767898,0,0,"NA","RPL7P1","processed_pseudogene","ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10367]"
"ENSG00000214548",36819.0997102562,8.96415335357845,0.189629510069814,0,0,"NA","MEG3","lncRNA","maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]"
"ENSG00000215057",1155.38437797267,-5.94377569509835,0.154379424719396,0,0,"NA","PKMP5","processed_pseudogene","pyruvate kinase M1/2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44247]"
"ENSG00000215093",2209.10521804141,-7.33573441475416,0.168393257171327,0,0,"NA","EEF1A1P29","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:37904]"
"ENSG00000216285",3133.09550561645,-7.53516096244491,0.176074822400148,0,0,"NA","AC078819.1","processed_pseudogene","phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene"
"ENSG00000217239",1997.75313452194,-7.31244443651072,0.183713832634812,0,0,"NA","AL136968.2","processed_pseudogene","ribosomal protein L34 (RPL34) pseudogene"
"ENSG00000218336",3971.7274917121,7.12782057883842,0.173566035908061,0,0,"55714","TENM3","protein_coding","teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]"
"ENSG00000219451",2872.25984122025,-5.57962352469086,0.10927496678799,0,0,"NA","RPL23P8","processed_pseudogene","ribosomal protein L23 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36225]"
"ENSG00000219797",4052.94635528147,-8.70963624134487,0.189183324415227,0,0,"NA","PPIAP9","processed_pseudogene","peptidylprolyl isomerase A pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:9272]"
"ENSG00000219951",4640.97237186325,-9.29623648045557,0.205009642164072,0,0,"NA","AL391416.1","processed_pseudogene","glyceraldehyde-3-phosphate dehydrogenase (GAPDH) pseudogene"
"ENSG00000224415",3949.6875739364,-6.96580348873455,0.153851430729917,0,0,"NA","AC007683.1","processed_pseudogene","ribosomal protein L19 (RPL19) pseudogene"
"ENSG00000224773",1343.48540875954,-5.87984043264797,0.148691408057905,0,0,"NA","HSPA8P7","processed_pseudogene","heat shock protein family A (Hsp70) member 8 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44922]"
"ENSG00000225031",3719.87783608342,-4.31763246009535,0.106127110592743,0,0,"NA","EIF4BP7","processed_pseudogene","eukaryotic translation initiation factor 4B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37940]"
"ENSG00000225159",2613.54659228053,-5.34425902801415,0.111948524931165,0,0,"NA","NPM1P39","processed_pseudogene","nucleophosmin 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]"
"ENSG00000226549",3140.63273693494,-8.10243951228814,0.186504395694111,0,0,"NA","SCDP1","processed_pseudogene","stearoyl-CoA desaturase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10572]"
"ENSG00000226666",3938.40368018033,-5.52473248554675,0.124685242819552,0,0,"NA","HSPA9P1","processed_pseudogene","heat shock protein family A (Hsp70) member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24915]"
"ENSG00000226986",1800.49071552661,-7.55902942868579,0.18813912373727,0,0,"NA","AC092017.1","processed_pseudogene","pseudogene similar to px19-like protein (PX19)"
"ENSG00000227008",1440.22280806364,-4.63373739262083,0.109642003968435,0,0,"NA","AL009174.1","processed_pseudogene","ribosomal protein S24 (RPS24) pseudogene"
"ENSG00000227097",7003.7765205469,-6.63857452060782,0.1443316483997,0,0,"NA","RPS28P7","processed_pseudogene","ribosomal protein S28 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35787]"
"ENSG00000227376",9818.92932811027,-9.48357527874307,0.168842730367491,0,0,"NA","FTH1P16","processed_pseudogene","ferritin heavy chain 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:3986]"
"ENSG00000227939",5993.85214788534,-5.29397195379139,0.105338376703057,0,0,"NA","RPL3P2","processed_pseudogene","ribosomal protein L3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17834]"
"ENSG00000228110",1758.54821478742,-6.83132389091997,0.174086082953474,0,0,"NA","ST13P19","processed_pseudogene","ST13, Hsp70 interacting protein pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:38862]"
"ENSG00000228205",3327.690140901,-5.59270315036452,0.108136943022397,0,0,"NA","AC131235.2","processed_pseudogene","ribosomal protein S3 (RPS3) pseudogene"
"ENSG00000228218",2399.24810236083,-3.99999467656821,0.103618662870966,0,0,"NA","ATF4P3","processed_pseudogene","activating transcription factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:788]"
"ENSG00000228224",2927.03240611352,-7.88028923361631,0.18377176417375,0,0,"NA","NACA4P","transcribed_processed_pseudogene","NACA family member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:24688]"
"ENSG00000228232",8331.04157017308,-3.89390187206327,0.0972660984722538,0,0,"NA","GAPDHP1","processed_pseudogene","glyceraldehyde-3-phosphate dehydrogenase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4159]"
"ENSG00000228347",1725.84785438375,-4.76428953884313,0.110296977164662,0,0,"NA","FTLP17","processed_pseudogene","ferritin light chain pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37967]"
"ENSG00000228477",2171.48238613517,-6.34006435102175,0.142289200879169,0,0,"NA","AL663070.2","processed_pseudogene","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000229091",3175.87320266922,-6.7435831670075,0.129991531490496,0,0,"NA","HSPA8P8","processed_pseudogene","heat shock protein family A (Hsp70) member 8 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44923]"
"ENSG00000229132",3559.04954722544,-3.89371638968237,0.0897832635845902,0,0,"NA","EIF4A1P10","processed_pseudogene","eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]"
"ENSG00000229251",1960.23801890887,-6.32586725743256,0.141973810887075,0,0,"NA","HNRNPA1P8","processed_pseudogene","heterogeneous nuclear ribonucleoprotein A1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39126]"
"ENSG00000229932",2946.13409927099,-4.79946289283897,0.102624535566337,0,0,"NA","YWHAZP3","processed_pseudogene","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31101]"
"ENSG00000230037",4910.15286912301,-9.37555708609793,0.204473954761821,0,0,"NA","UBBP1","processed_pseudogene","ubiquitin B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12464]"
"ENSG00000230581",6784.45302798711,-7.63969872879231,0.147141067839738,0,0,"NA","ACTG1P14","processed_pseudogene","actin gamma 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:49751]"
"ENSG00000232176",2308.0250210125,-4.2234124942166,0.0984297297272512,0,0,"NA","AL161909.1","processed_pseudogene","ribosomal protein S6 (RPS6) pseudogene"
"ENSG00000233057",11186.7476642071,-8.301968037887,0.152424909886967,0,0,"NA","EEF1A1P14","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:3197]"
"ENSG00000233426",2739.77317877951,-5.07653607755107,0.105992048269872,0,0,"NA","EIF3FP3","processed_pseudogene","eukaryotic translation initiation factor 3 subunit F pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37625]"
"ENSG00000233597",4504.76178973184,-6.66789505457074,0.171743020844228,0,0,"NA","AC133435.1","processed_pseudogene","ribosomal protein L19 (RPL19) pseudogene"
"ENSG00000234176",3102.29587289679,-4.37308077671976,0.100234859805421,0,0,"NA","HSPA8P1","processed_pseudogene","heat shock protein family A (Hsp70) member 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:5245]"
"ENSG00000234975",4146.63111597419,-4.69823555289418,0.10926853661905,0,0,"NA","FTH1P2","processed_pseudogene","ferritin heavy chain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3989]"
"ENSG00000235587",9245.0963405082,-5.63076625715086,0.119527930272325,0,0,"NA","GAPDHP65","processed_pseudogene","glyceraldehyde 3 phosphate dehydrogenase pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:4143]"
