"experiment","contrast","tested_nonNA_padj","padj_lt_0_10","padj_lt_0_05","padj_lt_0_01","up_padj_0_05","down_padj_0_05","up_padj_0_05_lfc1","down_padj_0_05_lfc1"
"humanKD","KD_vs_Control",22839,20381,19914,18914,9043,10871,7100,8793
