"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","KEGG","Cell cycle","Cell cycle","either",0.05,"opposite direction",2.652543478099,2.652543478099,-1.47965181997267,1.17289165812633,0.033636535603738,0.279648320454187,"66591/56438/77011/56452/12914/71988/107995/12237/218914/23834/242705/22629/12566/105988/12235/268697/22642/12545/12534/21770/22390/100710/22627/26932/67849/12428/21808/229776/17217/12236/12581/17215/17873/23882","894/1026/5591/701/1663/1021/8379/57082/7040/9232/699/113130/26271/4616/4088/9319/1387/4173/81620/80174/990/5527/7272/4193/994/246184/995/1870/23594/7529/595/157570","hsa04110","mmu04110","Cell cycle","Cell cycle",0.553387784666393,-1.47318874074745,FALSE,TRUE,2.652543478099,2.652543478099,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Dopaminergic synapse","Dopaminergic synapse","either",0.05,"opposite direction",-2.63269810990051,2.63269810990051,0.953398868052835,-1.67929924184768,0.707258848022207,0.00736370131161652,"14799/12915/12286/19056/18798/11651/14682/235542/19057/14701/18795/12288/14693/14708/26420/108058/11865/11911/26419/14281/14688/14696/225849/14802/14706/16439/19054/14702/214084/18797/26414/78284/56637","5332/7054/801/111/23236/5532/2903/5568/5523/818/5528/2771/2773/5518/2891/5331/6531/2931/2783/408/2775/817/5526/5519/1386/5501/3710/5530/5515/775/5525/5499/4128/3708","hsa04728","mmu04728","Dopaminergic synapse","Dopaminergic synapse",-2.13290383577741,0.150421610681599,TRUE,FALSE,-2.63269810990051,2.63269810990051,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Regulation of lipolysis in adipocytes","Regulation of lipolysis in adipocytes","either",0.05,"opposite direction",-2.6262912317922,2.6262912317922,0.979173890786798,-1.6471173410054,0.655319627008201,0.0242845234995376,"19092/18576/19224/19225/11651","3667/2778/5291/111/5568/2771/2773/63924/155/11145/196883/5743/4881/5295/112/5290/5593/5742/2167/5140","hsa04923","mmu04923","Regulation of lipolysis in adipocytes","Regulation of lipolysis in adipocytes",-1.61467041364665,0.183546824606489,TRUE,FALSE,-2.6262912317922,2.6262912317922,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Human T-cell leukemia virus 1 infection","Human T-cell leukemia virus 1 infection","either",0.05,"opposite direction",-2.60929530486986,2.60929530486986,1.47796211352425,-1.13133319134561,0.0286054988014453,0.24424374545832,"15040/26396/16177/18186/11739/22059/12567/12915/20525/16453/22335/19056/12048/21423/12257/73181/11651/12442/14283/21937/59008/11740/52206/19057/12443/110196/69957/100683/12444/15039/26395/15461/26398/19645/26406/19384/16451/26420/18176/22333/14534/104111/13555/217232/26417/14972/81601/12028/245000/18706/11911/26419/50883/21813/15015/18709/16818/14281","2224/3683/51529/5602/5604/4776/4609/5971/5291/111/4792/5532/1147/706/3561/3716/10524/5568/4772/3265/581/10393/8295/8881/4089/6722/51433/64682/29882/6416/4791/196883/3134/3718/2648/6776/4790/1386/5295/112/7043/5290/2033/3127/4775/29945/5530/3135/8850/5728/5595/291","hsa05166","mmu05166","Human T-cell leukemia virus 1 infection","Human T-cell leukemia virus 1 infection",-0.612176548787153,1.54355047492762,FALSE,TRUE,-2.60929530486986,2.60929530486986,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Thyroid hormone signaling pathway","Thyroid hormone signaling pathway","either",0.05,"opposite direction",-2.6087412557773,2.6087412557773,0.961213231290903,-1.6475280244864,0.692556925569256,0.0154702147442771,"18641/26396/216154/22059/20846/20525/18798/11651/12443/53313/20182/18795/26896/26395/15461/11461/18176/14534/26417/69790/22084/18706/20779/13371/18709/56717/15251/15183/11465","5604/5213/5469/4609/5332/53919/480/5291/23236/3065/476/6258/5568/3265/54361/483/488/5331/487/8841/9969/5333/9611/1735/10499/90390/2648/2099/9968/2308/6714/5295/5290/2033/9282/116931/1499/8850/7067/5595","hsa04919","mmu04919","Thyroid hormone signaling pathway","Thyroid hormone signaling pathway",-1.81050365775459,0.159544523426644,TRUE,FALSE,-2.6087412557773,2.6087412557773,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Pathways of neurodegeneration - multiple diseases","Pathways of neurodegeneration - multiple diseases","either",0.05,"opposite direction",-2.60345621155828,2.60345621155828,1.17132987002501,-1.43212634153327,0.28433291124669,0.00388094953972727,"66725/14362/68015/26396/14799/74153/22154/22142/11739/29869/218460/67790/22335/67951/19056/12048/12568/26444/22143/12333/12364/19225/18798/68943/74781/227613/21937/67942/11740/19165/12977/52639/26408/11951/15108/11836/67273/14682/66218/56811/59029/19057/22146/53313/12862/22152/64704/18795/56491/56791/69654/12288/329015/26395/233908/15461/215999/11820/14082/26420/14368/18176/22333/19181/22273/108058/26417/19164/225887/72900/12369/12028/67680/67130/641376/11911/66416/70316/26419/75406","29110/2902/89953/778/84557/5690/6390/55860/1770/10213/5710/6261/818/55669/1537/1460/3028/5719/5481/5685/140775/5684/3265/581/54361/516/4294/10476/27429/1351/9821/84134/65018/55626/5718/7475/10540/57679/2891/53349/4218/488/5331/596/7484/487/6531/8321/9167/11047/8878/7317/10121/7979/817/324/7855/55062/10120/5743/6311/5694/7483/5717/4700/1020/5689/5701/8678/4790/498/8324/10382/9896/10126/509/518/56171/5686/347688/5709/79139/9706/3710/1435/122011/7480/440567/146754/147700/7415/5691/4720/283106/5530/5707/2081/1499/5413/775/4040/80326/4715/5595/3708/120892/291/7277","hsa05022","mmu05022","Pathways of neurodegeneration - multiple diseases","Pathways of neurodegeneration - multiple diseases",-2.4110620039388,0.546172868253322,TRUE,FALSE,-2.60345621155828,2.60345621155828,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Lipid and atherosclerosis","Lipid and atherosclerosis","either",0.05,"opposite direction",-2.57629795707214,2.57629795707214,1.14377382524448,-1.43252413182766,0.379808776831109,0.0234170228163477,"54123/50527/22059/22359/19056/12048/18798/11651/24088/21937/17392/26408/266632/19057/20182/18795/15461/26398/15525/117149/16179/17874/26420/18176/21898/16801/108058/109905/18024/26417/12369/12028/15510/18706/20779/11911/26419/76580/12540/18709/11303/14281/26400/22325/14083","5608/998/5602/25833/23118/338/7436/5332/6352/801/5291/23236/4792/5532/1649/1147/6258/929/29110/1573/818/3308/4314/4772/3265/581/4689/5331/596/5906/7184/6416/4780/817/4318/6774/4790/5747/6714/5295/3717/5290/4775/5530/2081/7412/10451/5595/3708/3310/3305","hsa05417","mmu05417","Lipid and atherosclerosis","Lipid and atherosclerosis",-1.63046832090418,0.42043500356615,TRUE,FALSE,-2.57629795707214,2.57629795707214,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Cardiac muscle contraction","Cardiac muscle contraction","either",0.05,"opposite direction",2.57465084477795,2.57465084477795,-1.00388905343888,1.57076179133907,0.608302223664989,0.0373702283153667,"110323/20544/66576/11931/12295/110891","4514/4513/4512/4519/1349/7388/1345/27092/59284/6546/27089/444/1347/1337/84679","hsa04260","mmu04260","Cardiac muscle contraction","Cardiac muscle contraction",1.42747424879738,-0.215880595959123,TRUE,FALSE,2.57465084477795,2.57465084477795,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","T cell receptor signaling pathway","T cell receptor signaling pathway","either",0.05,"opposite direction",-2.56600909183294,2.56600909183294,0.832939602992408,-1.73306948884053,0.868417611159547,0.00582292232875096,"26396/12567/19056/208650/11651/235542/19057/26395/15461/26420/18176/26417/18706/26419/12540/18709/16818/14281/26400/22325/225849/14360/16189/18803/19054/16151/26414/56637/110157/13383","998/84433/5602/5604/5291/4792/5532/1147/4690/5523/5528/4772/3265/5518/2534/5058/5777/5526/5519/4790/5295/5290/4775/5530/5515/10451/5525/5595","hsa04660","mmu04660","T cell receptor signaling pathway","T cell receptor signaling pathway",-2.23485900285434,0.0612713778110571,TRUE,FALSE,-2.56600909183294,2.56600909183294,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Cadherin signaling","Cadherin signaling","either",0.05,"opposite direction",-2.54456295456971,2.54456295456971,0.988713548314101,-1.55584940625561,0.655319627008201,0.00115585883896945,"12552/12563/14362/26396/14609/338367/21677/11867/68089/279653/22601/67771/22628/93887/232157/22352/19165/12554/13866/22323/59287/14026/93890/20430/93876/93888/26395/15461/22631/18595/11461/93891/26420/14368/18176/93878/50523/17921/17912/26417/19164/329628/17913/26419/74117/12540/226548/22325/93687/12005/219257/21678/54401/14083/11465/93893","3265/8689/1496/54361/10787/5099/1674/9708/7533/10096/56121/7475/3860/7531/4301/23002/60485/3866/4007/7484/1500/5159/342184/8321/10186/6324/2260/4641/55914/10109/1010/324/2185/7855/3891/7431/10092/8642/7483/6934/8036/56134/4790/473/8324/5747/5501/3882/2033/122011/7480/6259/5098/4647/54510/4643/4542/6788/283446/1499/55851/4040/10095/80326/10451/5595/5499/5156/57526","hsa04519","mmu04519","Cadherin signaling","Cadherin signaling",-2.93709520155562,0.183546824606489,TRUE,FALSE,-2.54456295456971,2.54456295456971,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Fc gamma R-mediated phagosome formation","Fc gamma R-mediated phagosome formation","either",0.05,"opposite direction",-2.49260879690377,2.49260879690377,1.00474956856509,-1.48785922833868,0.619638692335059,0.0431929213554858,"11867/50784/68089/67916/17357/67771/11651/22323/56632/18805/13196/26395/218038/11845/18754/26417/330662/242687/18706/18783/74117/12540/18709/211914/227753/22325","1072/5580/10096/123745/5058/6198/65108/10109/50807/10092/1398/2934/8611/5295/3985/8395/5290/5321/8398/10095/10451/5595","hsa04666","mmu04666","Fc gamma R-mediated phagosome formation","Fc gamma R-mediated phagosome formation",-1.36458742142921,0.207861471250224,TRUE,FALSE,-2.49260879690377,2.49260879690377,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Platelet activation","Platelet activation","either",0.05,"opposite direction",-2.44011715627464,2.44011715627464,0.849768785087539,-1.5903483711871,0.868417611159547,0.0179985147349359,"12842/12843/19092/12825/19224/18798/11651/107589/22323/14682/18795/11461/16801/104111/109905/26417/18706/20779/18783/18709/11465/14360/70549/16416/54519/16439","5332/5291/111/23236/103910/283748/5568/5584/2771/2773/2534/123745/5331/5906/9002/196883/6714/5295/112/5501/3710/5290/5321/5593/8673/5742/5595/5499/3708","hsa04611","mmu04611","Platelet activation","Platelet activation",-1.74476333206534,0.0612713778110571,TRUE,FALSE,-2.44011715627464,2.44011715627464,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Circadian entrainment","Circadian entrainment","either",0.05,"opposite direction",-2.42985528386813,2.42985528386813,0.76779010052406,-1.66206518334407,0.928739495798319,0.0176131890226489,"19092/14799/18798/14682/14701/18795/12288/14693/14708/104111/108058/26417/14281/14688/14696/14802/14706","2906/2778/5332/801/111/23236/2903/2902/8911/5568/6261/818/2771/2773/5187/2891/5331/2783/2775/196883/817/112/3710/5593/775/5595/3708/9252","hsa04713","mmu04713","Circadian entrainment","Circadian entrainment",-1.75416200408096,0.0321060851480571,TRUE,FALSE,-2.42985528386813,2.42985528386813,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Signaling pathways regulating pluripotency of stem cells","Signaling pathways regulating pluripotency of stem cells","either",0.05,"opposite direction",-2.4162981614513,2.4162981614513,0.912071378625377,-1.50422678282592,0.768987341772152,0.0318561380969035,"14362/26396/15901/15903/16600/16453/12167/21423/11651/75590/15902/26395/15461/16451/14368/18176/26417/16878/69587/18706","3265/54361/7475/4089/7484/8321/9869/2260/3398/324/4086/7855/10336/6657/7483/6774/9314/3718/8324/5295/3717/5290/7480/1499/80326/2263/5595/3625","hsa04550","mmu04550","Signaling pathways regulating pluripotency of stem cells","Signaling pathways regulating pluripotency of stem cells",-1.49680687463858,0.114080809020092,TRUE,FALSE,-2.4162981614513,2.4162981614513,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Non-alcoholic fatty liver disease","Non-alcoholic fatty liver disease","either",0.05,"opposite direction",2.40172965186711,2.40172965186711,-0.832509939851267,1.56921971201584,0.928739495798319,0.0149678215960369,"12125/108079/12367/26403/13198/110323/208104/14102/66576/19079/74769/384783/18710/16476/16367/13666","4514/4513/4512/4519/54205/4698/4710/1349/7040/4694/7388/5879/7132/1345/4725/27089/840/4711/1347/5293/5468/1337/126328/22877/6300/4717/5465/637/4709/7386/4731/4726/125965/51085/5563/355/6391/3725/8660/4704/4296/5565/4707","hsa04932","mmu04932","Non-alcoholic fatty liver disease","Non-alcoholic fatty liver disease",1.82484140190559,-0.0321060851480571,TRUE,FALSE,2.40172965186711,2.40172965186711,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","IgSF CAM signaling","IgSF CAM signaling","either",0.05,"opposite direction",-2.36112887269324,2.36112887269324,1.00928175566264,-1.3518471170306,0.622920960552174,0.0241187247933659,"20563/20564/98932/12361/26396/18846/107449/22154/22142/18186/11867/67951/22143/68089/67771/11651/227613/53321/71566/218397/107589/22146/22152/17698/26395/11461/109676/11820/26420/19294/11845/13821/192786/109905/26417/11735/18706/20779/170643/26419/11350/74117/12540/18709/16818/22325/225875/14083/259302/11465/14360/22253/16180/16416","7280/57502/8832/1796/9223/3683/998/5602/5604/57689/201633/8497/4685/5291/3739/91584/10398/30835/5803/103910/79827/9788/4690/288/6092/382/5584/5376/10096/4301/2534/4627/5058/78999/2260/50855/5802/5906/10109/10092/57555/4063/5921/5777/5747/10382/2308/6714/5295/10458/347688/51678/5290/9901/253559/23136/2036/1499/10095/9423/10451/5595/8828/57731/9353/7277/4629","hsa04517","mmu04517","IgSF CAM signaling","IgSF CAM signaling",-1.61764565796824,0.205567055385304,TRUE,FALSE,-2.36112887269324,2.36112887269324,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Adrenergic signaling in cardiomyocytes","Adrenergic signaling in cardiomyocytes","either",0.05,"opposite direction",-2.28467832948566,2.28467832948566,0.659923427286412,-1.62475490219925,0.992378048780488,0.00582292232875096,"12915/18798/11651/22004/14682/235542/53313/18795/12288/11550/104111/108058/26417/16526/11911","5332/801/490/480/111/23236/476/7134/778/5568/5523/818/5528/2771/2773/5518/483/488/5331/596/487/55799/6324/10411/492/196883/817/786/5526/5519/1386/112/5501/5515/775/5525/5595/5499/784/9252","hsa04261","mmu04261","Adrenergic signaling in cardiomyocytes","Adrenergic signaling in cardiomyocytes",-2.23485900285434,0.00332285080746826,TRUE,FALSE,-2.28467832948566,2.28467832948566,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Chemokine signaling pathway","Chemokine signaling pathway","either",0.05,"opposite direction",-2.23143424658259,2.23143424658259,0.875855479967527,-1.35557876661506,0.848867293494037,0.046332472112475,"20846/16453/20847/20312/18798/11651/26385/14682/20315/14701/18795/26395/15461/14693/14708/20416/18176/104111/216148/20306/109905/26417/18706/20779/12540/18709/14688/22325/14083/14696/14706/20304/18803/16452/16151/14702/18797/56637/20848/20307/110157","2268/6011/998/5604/9547/3577/5332/6352/5291/111/23236/4792/673/1147/10663/5568/6355/3265/2771/2773/5580/5058/5331/2829/2931/2783/408/5906/196883/2185/9844/6774/3718/1398/4790/5747/6714/5295/112/2870/3717/5290/6387/10451/5595","hsa04062","mmu04062","Chemokine signaling pathway","Chemokine signaling pathway",-1.33411452698951,0.0711601992826206,TRUE,FALSE,-2.23143424658259,2.23143424658259,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Glutathione metabolism","Glutathione metabolism","either",0.05,"shared positive",-1.25002307899535,1.25002307899535,2.11057015172751,0.860547072732165,0.000190912469124801,0.750755179895906,"20135/14873/14381/18263/110208/69065/14782/211666/14870/15926/20810/269951/382985/68312/75475/14629/14768/14854/625249/14869/14630/66988/11758/14863/14775/68044","6241/79017/6611/493869/2686/290/373156/2941","hsa00480","mmu00480","Glutathione metabolism","Glutathione metabolism",0.124501662668844,3.71916570547094,FALSE,TRUE,-1.25002307899535,1.25002307899535,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Biosynthesis of cofactors","Biosynthesis of cofactors","either",0.05,"shared positive",-0.998550930585532,0.998550930585532,1.84023494211055,0.841684011525018,0.00339217932242779,0.823298758315599,"270685/192185/17768/22169/232087/11566/77697/56520/226518/108037/71883/229949/12035/107272/11639/55936/107508/71743/69719/54128/66588/17025/69568/14629/20751/108156/230027/56316/66812/110006/22276/19286/14854/18104/68646/20425/14287/15288/14630/319945/394435","4833/586/51117/2990/1719/7390/204/8566/154807/125061/55191/4144/93100/205/4830/6697/4831/51109/50808/8836/2356/219/2677/79717/80347/4522/79001/10797","hsa01240","mmu01240","Biosynthesis of cofactors","Biosynthesis of cofactors",0.0844425395831234,2.46952119748774,FALSE,TRUE,-0.998550930585532,0.998550930585532,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Circadian rhythm","Circadian rhythm","either",0.05,"shared negative",0.93550087914686,0.93550087914686,-2.12133344816162,-1.18583256901476,0.00085057387983955,0.328151746472357,"56438/12912/12952/108079/12953/18628/20893/19079/12753/18627/353187/217166/18626/13170/79362","6500/23291/9575/26224/406/1628/8553/6097/9572/5187/5571/53632/6096/8454/5562/9978","hsa04710","mmu04710","Circadian rhythm","Circadian rhythm",-0.48392528002114,-3.07028795810886,FALSE,TRUE,0.93550087914686,0.93550087914686,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","One carbon pool by folate","One carbon pool by folate","either",0.05,"shared positive",-0.905788204707759,0.905788204707759,1.86277415869931,0.956985953991551,0.0196983229147922,0.629625850340136,"107869/270685/17768/192166/232087/110695/108037/107747/216188/108147/229709/269378/108156/22171/20425/14450","1719/4548/2618/4144/2653/875/7298/4522/10797/275/501/10841","hsa00670","mmu00670","One carbon pool by folate","One carbon pool by folate",0.200917449598152,1.70557074743515,FALSE,TRUE,-0.905788204707759,0.905788204707759,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Viral life cycle - HIV-1","Viral life cycle - HIV-1","either",0.05,"shared positive",-0.89212740377442,0.89212740377442,1.70691558653268,0.81478818275826,0.0339804976805963,0.82297742009058,"20587/69550/209387/26943/27632/22088/80287/319236/17858/23988/64144/57314/235180/208092/268373/16543/19384/14534/17755/432508/56045","5478/85363/636/27183/1387/51497/55201/22936/4600/25920/27350/9582/10955/9638/60489/7514/200316","hsa03250","mmu03250","Viral life cycle - HIV-1","Viral life cycle - HIV-1",0.0846120802975591,1.46877026471494,FALSE,TRUE,-0.89212740377442,0.89212740377442,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Base excision repair","Base excision repair","either",0.05,"shared positive",0.86649330002269,0.86649330002269,1.05251018956313,1.91900348958582,0.577944607285996,0.0018552158103414,"16882/11792/19718/104884/59047/328417/18294/234258/66408/16881/66979/71726/268395/235587/69745/18207/18974/26430/106344/18972","328/5425/142/7374/143/4350/11284/8930/2237/10038/79661/54107/4595/5984/55775/5982/252969/6996/5426/11232/7515","hsa03410","mmu03410","Base excision repair","Base excision repair",2.73160556325172,0.238113784248752,TRUE,FALSE,0.86649330002269,0.86649330002269,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway","either",0.05,"shared positive",-0.854265234402356,0.854265234402356,1.65263957329113,0.798374338888774,0.0477486401156393,0.864396932372763,"54123/20750/26396/16391/20846/20847/142980/11651/24088/13038/266632/26395/26398/117149/16179/17874/14082/16451/26420/21898/26417/18706/26419/15976/18709/14281/26400/15975/12370/20304/54721/16193/16151/26414/26399","3654/3454/5879/7297/4615/6773/5293/148022/958/7099/6300/5605/3661/3725/8737/6772/23643/3455/7187","hsa04620","mmu04620","Toll-like receptor signaling pathway","Toll-like receptor signaling pathway",0.0632867830381548,1.32103899263906,FALSE,TRUE,-0.854265234402356,0.854265234402356,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Protein processing in endoplasmic reticulum","Protein processing in endoplasmic reticulum","either",0.05,"shared negative",-0.80205931413542,0.80205931413542,-1.18687850708928,-1.9889378212247,0.321428571428571,1.32561740881109e-05,"81910/77371/56438/69276/81489/22030/110616/13135/72265/74126/14827/12282/109815/226418/14828/100037258/13198/67812/67475/15519/56228/12304/17155/66967/19359/71853/235416/12330/15502/27054/193670/22027/193740/12317/13666/67838/15505/18415/15511","1650/51465/8720/23190/2923/10299/51035/6745/201595/54431/7323/10525/5602/100506742/55768/5034/91319/9632/9709/55829/1649/7095/5887/80267/10952/6747/10427/56681/54788/581/4121/55741/596/55176/10130/55968/3703/84447/10113/7321/8454/7184/4780/7322/573/9695/22872/9532/9601/9978/56886/23480/81567/79139/10277/22824/29978/57134/10294/10273/7415/746/9373/2081/267/1410/3310/3305","hsa04141","mmu04141","Protein processing in endoplasmic reticulum","Protein processing in endoplasmic reticulum",-4.87758180113297,-0.492915521902895,TRUE,FALSE,-0.80205931413542,0.80205931413542,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","Phenylalanine metabolism","Phenylalanine metabolism","either",0.05,"shared negative",-0.79393417585467,0.79393417585467,-1.03260817421883,-1.8265423500735,0.602128657247255,0.0411050685148508,"11754/237940","5053/2805/3242/137362/2806/222/8639/218/4128","hsa00360","mmu00360","Phenylalanine metabolism","Phenylalanine metabolism",-1.38610462356644,-0.22031070282411,TRUE,FALSE,-0.79393417585467,0.79393417585467,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","Aldosterone-regulated sodium reabsorption","Aldosterone-regulated sodium reabsorption","either",0.05,"shared negative",0.74954327637748,0.74954327637748,-1.79030352039694,-1.04076024401946,0.0342158095989112,0.525780758750786,"18607/83814/18752/74769/18710/11931/16367","477/3667/480/5291/476/6446/483/5295/5290/5595","hsa04960","mmu04960","Aldosterone-regulated sodium reabsorption","Aldosterone-regulated sodium reabsorption",-0.279195311195156,-1.46577317946776,FALSE,TRUE,0.74954327637748,0.74954327637748,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","Motor proteins","Motor proteins","either",0.05,"shared negative",-0.73917830714818,0.73917830714818,-1.08663801517576,-1.82581632232394,0.450573735656609,0.00021192017839407,"17918/71819/16576/242584/16593/16553/16569/216459/71602/16561/228421/12340/16559/16571/16572/53598/16573/16574/100502766/16551/229841/110033/68097/59288/16580/432516/19348/240641/16554/17920/16564/70218/17910/56087/67268","10398/7134/103910/89953/3796/4622/55860/1770/4640/6990/3797/23046/10540/399687/4627/72/51168/51626/4641/11127/55614/10121/830/10120/10749/6993/10382/10126/58498/56171/23095/347688/4644/4647/4643/4542/832/146754/147700/22920/283446/285643/55605/7277/58/4629/59","hsa04814","mmu04814","Motor proteins","Motor proteins",-3.67382768912227,-0.346234127285613,TRUE,FALSE,-0.73917830714818,0.73917830714818,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","Drug metabolism - other enzymes","Drug metabolism - other enzymes","either",0.05,"shared positive",-0.72924302141162,0.72924302141162,1.85837463615037,1.12913161473875,0.0131418270040687,0.410145914651717,"22436/20135/14873/56520/23918/15452/211666/14870/66588/382985/68312/22271/110006/14869/80914/68556/394435/14863","6241/1854/7378/4833/8824/1806/2990/4830/7172/7083/2941/4831/54963/83549","hsa00983","mmu00983","Drug metabolism - other enzymes","Drug metabolism - other enzymes",0.387061609976846,1.88134425405867,FALSE,TRUE,-0.72924302141162,0.72924302141162,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Thermogenesis","Thermogenesis","either",0.05,"shared positive",0.707908528861838,0.707908528861838,0.896123656210842,1.60403218507268,0.849543446244477,0.00417469184575732,"20587/19092/20112/56636/67942/26408/11951/52469/74370/67273/66218/12862/50721/68094/433256/15461/11461/18176/104111/78070/22273/225887/72900/22084/70673/56716/67680/67130/20586/66416/70316/75406/66445/20104/50790/20588/56717/11465/57279/110651/231430/68349/67126/12896/83797","4514/4513/4538/4508/4512/4539/4535/4519/4540/11343/55744/513/4698/4710/1349/4537/539/4694/7388/51287/9586/1345/4725/90639/27089/514/4711/4536/123096/1347/109/64764/8110/6196/284184/5468/1337/126328/10488/1353/4509/9551/6300/4717/65260/4709/7386/148327/4731/4726/6009/90993/125965/5563/6391/5592/4704/115/5565/4707/285521/388753/1374/114/107/51079/25915/137682/515/10975/4716/656","hsa04714","mmu04714","Thermogenesis","Thermogenesis",2.37937557637831,0.0708144061042301,TRUE,FALSE,0.707908528861838,0.707908528861838,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Inflammatory mediator regulation of TRP channels","Inflammatory mediator regulation of TRP channels","either",0.05,"shared negative",-0.691891312188932,0.691891312188932,-0.798020635527148,-1.48991194771608,0.921436087109014,0.0438906466268561,"18747/14063/11512/271844/211429/246788/29857/232889/16440/22368/18049/12062/18752/74769/18710/234779","5608/5602/5029/2778/5332/801/5291/111/23236/283748/1573/5568/818/41/5580/123745/5331/196883/817/6714/5295/112/5501/3710/5290/5321/8398/5499/3708","hsa04750","mmu04750","Inflammatory mediator regulation of TRP channels","Inflammatory mediator regulation of TRP channels",-1.35762802078622,-0.035534783047729,TRUE,FALSE,-0.691891312188932,0.691891312188932,"shared negative"
"human KD vs control vs mouse KD vs control","KEGG","Measles","Measles","either",0.05,"shared positive",-0.66057387004321,0.66057387004321,1.72669008851616,1.06611621847295,0.00678367516444221,0.473134925242205,"54123/246730/230073/246728/71586/16391/23960/246727/22059/12567/20846/16453/12048/208650/20847/14694/11651/19106/17858/24088/23961/266632/12443/12444/17698/16179/17874/14082/16451/26420/21898/12028/71609/18706/26419/15976/18709/14281","894/57506/103/1021/3654/54205/3454/4179/5610/3304/7297/4615/7161/6773/5293","hsa05162","mmu05162","Measles","Measles",0.325014992597946,2.16853495639814,FALSE,TRUE,-0.66057387004321,0.66057387004321,"shared positive"
"human KD vs control vs mouse KD vs control","KEGG","Lysosome biogenesis","Lysosome biogenesis","either",0.05,"shared negative",0.65778029482916,0.65778029482916,-2.12333785134846,-1.4655575565193,3.62178931515828e-08,0.0166840840796829,"15586/13032/94178/11974/114128/71240/15212/68724/240283/228545/56325/108664/103199/77573/19063/66144/252972/18010/110173/69091/271564/192654/17939/53599/13340/12492/27426/26889/19156/20597/11765/74105/18145/432486/215335/58911/11984/64138/11973/19141/19349/54170/12752/12514/64933/100561/114143/14628/13030/18711/74325/217265/211978/12757/71732/16784/20661/83429/67474/14420/67300/14466/56433/67166/11966/21425/65114/16783/11605/15211/11964/66335/56692/13033/73834/16004/11972/104082/66848/52187","285641/389541/153201/2629/8649/51311/285362/7805/26985/160/53373/1515/200576/11182/23461/64798/5476/2717/9550/1211/9296/23335/57192/23557/4669/9114/164/8546/4864/5007/1657/7879/51699/55207/537/23545/1176/3073/427/161/50617/55737/535/2548/28956/175/533/9896/2517/10670/9741/51606/528/20/4891/64121/55823/55004/1174/127829/1213/8673/84062/26088/1522/523/10312","hsa04142","mmu04142","Lysosome biogenesis","Lysosome biogenesis",-1.77769763018737,-7.44107681683959,TRUE,TRUE,0.65778029482916,0.65778029482916,"shared negative"
