"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","KEGG","Proteasome","Proteasome","either",0.05,"opposite direction",-3.30602443718746,3.30602443718746,1.23541729101589,-2.07060714617157,0.336474060619821,0.00107263335532795,"19171/19186/26444/16913/19188/59029/19192/19181/16912/19167/19173/67089/621823/17463/22123/26441/19170/70247","5702/5715/5699/5692/5687/5704/5690/10213/5710/5719/5685/5720/5684/5718/23198/11047/7979/5694/5717/5689/5701/5686/5709/5691/5707","hsa03050","mmu03050","Proteasome","Proteasome",-2.96954870204978,0.473048410678925,TRUE,FALSE,-3.30602443718746,3.30602443718746,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Drug metabolism - cytochrome P450","Drug metabolism - cytochrome P450","either",0.05,"opposite direction",-3.26642020276481,3.26642020276481,1.75931930863688,-1.50710089412793,0.0465041676056482,0.114121712258961,"14873/11529/211666/14870/11532/68312/14869/394435/67689/14863","2328/54577/54578/2950/131/316/222/218/119391/2949/4128","hsa00982","mmu00982","Drug metabolism - cytochrome P450","Drug metabolism - cytochrome P450",-0.942631720899997,1.33250812480831,FALSE,TRUE,-3.26642020276481,3.26642020276481,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Vascular smooth muscle contraction","Vascular smooth muscle contraction","either",0.05,"opposite direction",-3.22544978100762,3.22544978100762,1.62710701528103,-1.59834276572659,0.0437913771020535,0.0179985147349359,"11475/98932/213498/26396/11535/56089/14673/18798/11836/107589/14682/66350/18795/12288/26395/54598/223780/11550/109624/16801/104111/18754/26417","5332/801/10335/111/23236/10398/673/796/4882/283748/778/5568/5580/4627/123745/72/5331/10268/196883/4881/112/5501/3710/5321/27345/8398/775/5595/5499/3708/4629/59","hsa04270","mmu04270","Vascular smooth muscle contraction","Vascular smooth muscle contraction",-1.74476333206534,1.35861139738794,TRUE,TRUE,-3.22544978100762,3.22544978100762,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism","either",0.05,"opposite direction",-3.21575224036226,3.21575224036226,1.83498695997779,-1.38076528038447,0.0251450833460895,0.183068783068783,"107869/100678/192166/26912/110695/108037/76238/236539/107272/14431","63826/189/212/1610/1738/441531/26227/8639/23464/2628/1757/4128","hsa00260","mmu00260","Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",-0.737385705380468,1.59954692052479,FALSE,TRUE,-3.21575224036226,3.21575224036226,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Long-term depression","Long-term depression","either",0.05,"opposite direction",-3.07748400064853,3.07748400064853,1.32292057595063,-1.7545634246979,0.28433291124669,0.0100544405143656,"19092/26396/14799/12286/14673/18798/11836/14682/18795/26395/15461/18176/26417/18783/14672","5604/2778/5332/23236/673/283748/6261/3265/2771/2773/5518/2891/123745/5331/2775/5519/3710/5321/5593/5515/5595/3708","hsa04730","mmu04730","Long-term depression","Long-term depression",-1.9976420909831,0.546172868253322,TRUE,FALSE,-3.07748400064853,3.07748400064853,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Histidine metabolism","Histidine metabolism","either",0.05,"opposite direction",-3.07336860558659,3.07336860558659,1.19392442635295,-1.87944417923364,0.432095102271313,0.0242845234995376,"110695/67689/11484/67383/11671","222/138199/218/443/223/4128/217","hsa00340","mmu00340","Histidine metabolism","Histidine metabolism",-1.61467041364665,0.364420656319174,TRUE,FALSE,-3.07336860558659,3.07336860558659,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Homologous recombination","Homologous recombination","either",0.05,"opposite direction",3.07137045172854,3.07137045172854,-1.29289101913937,1.77847943258917,0.28433291124669,0.018258659621037,"68275/74335/71711/233826/20184/67967/21975/20422/235559/19891/12189/12144","5425/5889/7517/6118/79728/7516/672/6119/4683/4361/83990/146956/641/79184/7156/5892/5932/84142/11073/580/675/5893/80198/6742","hsa03440","mmu03440","Homologous recombination","Homologous recombination",1.7385311074454,-0.546172868253322,TRUE,FALSE,3.07137045172854,3.07137045172854,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Gap junction","Gap junction","either",0.05,"opposite direction",-3.0618195178325,3.0618195178325,1.53456302399999,-1.52725649383251,0.117272481180313,0.0431929213554858,"19092/26396/22154/14609/22142/67951/22143/18798/227613/14682/22146/22152/18795/26395/15461/18595/18176/104111/26417/20779/23938/14672","7280/5604/2778/5332/111/23236/5568/3265/2771/2773/5331/5159/196883/10382/6714/112/347688/3710/5593/5595/5156/3708/7277","hsa04540","mmu04540","Gap junction","Gap junction",-1.36458742142921,0.930803886210594,TRUE,FALSE,-3.0618195178325,3.0618195178325,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Renin secretion","Renin secretion","either",0.05,"opposite direction",-3.06018293762763,3.06018293762763,1.37961288318108,-1.68057005444655,0.214793281653747,0.0180463793295124,"19092/18573/18576/19056/18798/14682/19057/18795/12288/11421/16518","2778/5332/801/111/23236/5532/778/5568/2771/2773/5331/155/3759/4881/112/3710/5593/5530/775/3708/5140","hsa04924","mmu04924","Renin secretion","Renin secretion",-1.7436099181319,0.66797930670775,TRUE,FALSE,-3.06018293762763,3.06018293762763,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Metabolism of xenobiotics by cytochrome P450","Metabolism of xenobiotics by cytochrome P450","either",0.05,"opposite direction",-3.05584802219582,3.05584802219582,1.90947538110045,-1.14637264109537,0.00678746809258312,0.354230653417645,"14873/11529/211666/14870/11532/68312/14869/110198/394435/13078/67689/14863","54578/22977/2950/131/222/218/119391/2949/2052","hsa00980","mmu00980","Metabolism of xenobiotics by cytochrome P450","Metabolism of xenobiotics by cytochrome P450",-0.450713859763354,2.16829219898654,FALSE,TRUE,-3.05584802219582,3.05584802219582,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Butanoate metabolism","Butanoate metabolism","either",0.05,"opposite direction",-3.04279342269014,3.04279342269014,1.09866019604124,-1.9441332266489,0.550316346388765,0.0179985147349359,"11409/93747/110446/78894/15107","38/65985/3157/35/5019","hsa00650","mmu00650","Butanoate metabolism","Butanoate metabolism",-1.74476333206534,0.259387586878098,TRUE,FALSE,-3.04279342269014,3.04279342269014,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Serotonergic synapse","Serotonergic synapse","either",0.05,"opposite direction",-2.98387068359714,2.98387068359714,1.24280401920779,-1.74106666438935,0.305805977462028,0.00582292232875096,"12286/19224/19225/18798/11836/14682/14701/18795/12288/26395/15461/14693/14708/11820/18176/26417/18783/15551/14688/14696/14706/19252/16439/14702/214084/18797/56448","3765/121278/774/779/3354/246/5604/2778/5332/111/23236/673/3781/283748/778/1573/5568/6532/3265/2771/2773/1843/123745/5331/2783/2775/10411/5743/3710/5321/775/5742/5595/4128/3708","hsa04726","mmu04726","Serotonergic synapse","Serotonergic synapse",-2.23485900285434,0.514554029867443,TRUE,FALSE,-2.98387068359714,2.98387068359714,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Ubiquitin mediated proteolysis","Ubiquitin mediated proteolysis","either",0.05,"opposite direction",-2.9766964627551,2.9766964627551,0.98030723780921,-1.99638922494589,0.655319627008201,0.000157034441442893,"74153/17999/208650/66053/22192/59008/13194/52206/229615/75788/99375/107568/100763/69957/56791/50868/76375/26374/12702/216080/67030/66799/217232/67673/66515/67455/75717/231672/17237/68729/71745/52717/69010/22200/17222/67128/26965/12703/66894/56550/109161/66105/22193/20437/76980/18854","7323/51529/134111/9040/10401/7334/8453/63893/11059/6923/4591/55294/10393/8452/8881/10075/27339/51433/64682/65264/84447/9820/7321/29882/8454/7317/11060/9354/54926/389898/7322/89910/55585/9039/7320/55958/3093/25898/9978/26272/57448/10277/51366/10273/9320/29945/64326/9063/4734/1642","hsa04120","mmu04120","Ubiquitin mediated proteolysis","Ubiquitin mediated proteolysis",-3.8040050858826,0.183546824606489,TRUE,FALSE,-2.9766964627551,2.9766964627551,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","cGMP-PKG signaling pathway","cGMP-PKG signaling pathway","either",0.05,"opposite direction",-2.91825224119276,2.91825224119276,1.43166069633075,-1.48659154486201,0.125529630320198,0.018258659621037,"98932/19092/26396/11739/12915/18576/22335/19056/14673/73181/18798/11651/11740/107589/22323/14682/19057/53313/19735/18795/14886/12288/26395/11550/22333/104111/18754/26417","3667/5604/4776/5138/4205/5332/801/490/10335/480/111/23236/5532/10398/476/4882/778/4772/2771/2773/483/4209/488/6722/5331/487/155/492/196883/4881/150/1386/112/5501/3710/4775/5593/5530/27345/775/5595/5499/3708/5140/291","hsa04022","mmu04022","cGMP-PKG signaling pathway","cGMP-PKG signaling pathway",-1.7385311074454,0.90125375015339,TRUE,FALSE,-2.91825224119276,2.91825224119276,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","p53 signaling pathway","p53 signaling pathway","either",0.05,"opposite direction",2.86383740613293,2.86383740613293,-1.06303401888664,1.80080338724629,0.545149586629394,0.00867911846857079,"68428/333654/21933/12367/12566/53892/268697/14102/29870/12534/18787/58801/17873/23882","5054/894/8795/1026/6241/3486/64065/1021/54205/1643/51512/9540/4616/64393/10572/51246/7161/7057","hsa04115","mmu04115","p53 signaling pathway","p53 signaling pathway",2.06152438354209,-0.263484312890529,TRUE,FALSE,2.86383740613293,2.86383740613293,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Biosynthesis of nucleotide sugars","Biosynthesis of nucleotide sugars","either",0.05,"opposite direction",-2.85518218410724,2.85518218410724,0.946136441014486,-1.90904574309275,0.689312536106297,0.00845318257845561,"14635/54342/14751/56174/54128/72157","3101/7360/2821/2585/2584/3098/7358/80146/5236/2762/91373","hsa01250","mmu01250","Biosynthesis of nucleotide sugars","Biosynthesis of nucleotide sugars",-2.0729797506908,0.161583823185369,TRUE,FALSE,-2.85518218410724,2.85518218410724,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","GnRH signaling pathway","GnRH signaling pathway","either",0.05,"opposite direction",-2.84798727561327,2.84798727561327,1.16369390428973,-1.68429337132354,0.396352237104588,0.00867911846857079,"26396/17387/18798/14682/18805/18795/12288/26395/15461/26398/26406/26420/18176/104111/108058/26417/20779/11911/26419/18783/14672/12540/26400","2776/4215/6654/1958/5606/255189/5579/100137049/108/5598/4216/779/5608/998/5602/5604/2778/5332/801/111/23236/283748/778/5568/818/3265/5580/123745/5331/4323/6416/196883/817/2185/4313/6714/112/3710/5321/775/5595/3708","hsa04912","mmu04912","GnRH signaling pathway","GnRH signaling pathway",-2.06152438354209,0.401918686204186,TRUE,FALSE,-2.84798727561327,2.84798727561327,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Amino sugar and nucleotide sugar metabolism","Amino sugar and nucleotide sugar metabolism","either",0.05,"opposite direction",-2.83932987478746,2.83932987478746,0.874943809060919,-1.96438606572654,0.774869286557598,0.00510552416228083,"14635/54342/14751/56174/54128/72157","3101/7360/2821/3073/2585/2584/3098/7358/80146/5236/91373/5973/51005","hsa00520","mmu00520","Amino sugar and nucleotide sugar metabolism","Amino sugar and nucleotide sugar metabolism",-2.29195966413528,0.110771552867382,TRUE,FALSE,-2.83932987478746,2.83932987478746,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Biosynthesis of various nucleotide sugars","Biosynthesis of various nucleotide sugars","either",0.05,"opposite direction",-2.82908802594138,2.82908802594138,1.00202168188877,-1.82706634405261,0.634665646713839,0.0373702283153667,"72017/109754/230582/22122/69080/331026/22235","54187/29926/51700/7360/7358/51706/2762/91373","hsa00541","mmu00541","Biosynthesis of various nucleotide sugars","Biosynthesis of various nucleotide sugars",-1.42747424879738,0.197455008612763,TRUE,FALSE,-2.82908802594138,2.82908802594138,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Systemic lupus erythematosus","Systemic lupus erythematosus","either",0.05,"opposite direction",-2.81512878250062,2.81512878250062,1.31427060454925,-1.50085817795137,0.28433291124669,0.0491039477660197,"12266/50908/50909/15270/68024/12268","8337/8294/8359/712/3021/8355/717/333932/3020/942/3015/8362/8348/8344/85235/8368/8363/2903/1991/8332/8341/653604/440093/8331/8338/715/8329/3127/716/718/92815","hsa05322","mmu05322","Systemic lupus erythematosus","Systemic lupus erythematosus",-1.30888359088972,0.546172868253322,TRUE,FALSE,-2.81512878250062,2.81512878250062,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","beta-Alanine metabolism","beta-Alanine metabolism","either",0.05,"opposite direction",-2.79119673420033,2.79119673420033,0.90592077883611,-1.88527595536422,0.72664682627815,0.0179985147349359,"110695/11409/228608/246277/93747","222/8639/51/218/51380/54498/223/35/217","hsa00410","mmu00410","beta-Alanine metabolism","beta-Alanine metabolism",-1.74476333206534,0.138676618943797,TRUE,FALSE,-2.79119673420033,2.79119673420033,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","EGFR tyrosine kinase inhibitor resistance","EGFR tyrosine kinase inhibitor resistance","either",0.05,"opposite direction",-2.75810897048697,2.75810897048697,1.13995557323643,-1.61815339725054,0.423021582733813,0.0195029320692622,"26396/15234/13685/12048/26362/11651/11836/13866/26987/26395/15461/18595/16451/20416/18176/216148/26417/22339/12028/18706/20779/20104/18709/56717/71785/18596/14173/18803/16452/16193/13649/56637/20848/110157","5291/673/1978/7422/3716/3084/3265/581/596/5159/6198/9470/6774/6714/5295/3717/5290/4763/5728/2263/5595/5156/3082","hsa01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","EGFR tyrosine kinase inhibitor resistance",-1.70990009193101,0.373637474177957,TRUE,FALSE,-2.75810897048697,2.75810897048697,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Bladder cancer","Bladder cancer","either",0.05,"opposite direction",-2.73596276523526,2.73596276523526,1.72416185336882,-1.01180091186644,0.033636535603738,0.525780758750786,"26396/22059/12567/11836/13866/12443/26395/15461/19645/18176/13555/26417/22339/20779","5604/4609/673/7422/3265/23604/4313/4318/6714/5595/9252","hsa05219","mmu05219","Bladder cancer","Bladder cancer",-0.279195311195156,1.47318874074745,FALSE,TRUE,-2.73596276523526,2.73596276523526,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Insulin signaling pathway","Insulin signaling pathway","either",0.05,"opposite direction",-2.73413283940345,2.73413283940345,1.20825975264081,-1.52587308676264,0.337900874635569,0.0242845234995376,"74551/26396/68401/53413/14936/18576/13685/14251/20787/208650/102093/11651/17346/11836/74370/14104/107476/216233/26987/26395/12702/15461/19088/19084/105651/26420/20416/18176/216148/26417/22084/18706/14252/26419","5573/8835/3991/253314/5837/5602/3667/5604/801/32/5291/673/31/1978/2319/5568/5584/3265/3101/5313/2889/6720/5571/53632/6198/9470/1398/5562/5255/2308/3098/5295/5501/5290/5595/5499/5140/5577","hsa04910","mmu04910","Insulin signaling pathway","Insulin signaling pathway",-1.61467041364665,0.471210684079174,TRUE,FALSE,-2.73413283940345,2.73413283940345,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Sphingolipid signaling pathway","Sphingolipid signaling pathway","either",0.05,"opposite direction",-2.68681426290918,2.68681426290918,1.09894839182297,-1.58786587108621,0.489222393879203,0.0189250150368357,"26396/22059/54447/17250/14673/18798/11651/21937/14739/26408/268656/14682/76893/235542/56632/18805/18795/26395/15461/13610/26420/18176/18754/26417/12028/71609/18706/26419/241447","5602/5604/56624/5332/5291/23236/259230/123099/171546/5523/81537/5528/3265/2771/2773/581/5518/8879/2534/5331/596/29956/8560/1901/427/5526/5519/4790/5295/5290/9294/5515/5728/5525/5595","hsa04071","mmu04071","Sphingolipid signaling pathway","Sphingolipid signaling pathway",-1.72296376675987,0.310493671595743,TRUE,FALSE,-2.68681426290918,2.68681426290918,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Oxidative phosphorylation","Oxidative phosphorylation","either",0.05,"opposite direction",2.67918331353828,2.67918331353828,-0.998307936637661,1.68087537690062,0.602128657247255,0.00736370131161652,"66945/27425/21871/11975/67530/11958/54405/66925/11974/68202/11950/108664/66144/110323/66576/11984/11973/114143/11966/11964/66335/73834/11972","4514/4513/4538/4508/4512/4539/4535/4519/4540/54205/513/4698/4710/1349/4537/539/4694/7388/1345/4725/27089/514/4711/4536/1347/1337/126328/1353/4509/9551/4717","hsa00190","mmu00190","Oxidative phosphorylation","Oxidative phosphorylation",2.13290383577741,-0.22031070282411,TRUE,FALSE,2.67918331353828,2.67918331353828,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Arachidonic acid metabolism","Arachidonic acid metabolism","either",0.05,"opposite direction",-2.67904678100608,2.67904678100608,1.00430825309331,-1.67473852791277,0.607395562096683,0.0395876109425745,"225791/19224/19225/66350/625249/18783/19223/77219","1571/64600/151056/255189/100137049/391013/4051/246/11283/284273/8529/2879/283748/1573/22949/123745/4048/11145/5743/9536/5321/8398/5742","hsa00590","mmu00590","Arachidonic acid metabolism","Arachidonic acid metabolism",-1.40244070652675,0.216528385555658,TRUE,FALSE,-2.67904678100608,2.67904678100608,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Alzheimer disease","Alzheimer disease","either",0.05,"opposite direction",-2.67242324522603,2.67242324522603,1.29814136371447,-1.37428188151156,0.120727857873685,0.00845318257845561,"14362/26396/22154/22142/11739/29869/22335/67951/19056/12568/26444/22143/12333/12364/19225/18798/11651/19106/74781/227613/21937/67942/11740/19165/12977/52639/26408/11951/15108/11836/68585/59287/67273/14682/66218/56811/59029/19057/22146/53313/12862/16971/22152/18795/106947/12288/329015/26395/15461/69806/215999/11820/14082/26420/14433/14368/18176/22333/19181/22273/26417/19164/225887/72900/12369/67680/67130/18706/15925/11911/66416/70316/26419/75406/66445/234664/19167/18709/26400/226548/56717/93687/12005","5690/102/51107/6390/10213/5710/1537/1460/3028/5719/5481/5685/5684/3265/6868/54361/516/10476/1351/9821/55626/5718/7475/488/5331/7484/487/322/8321/9167/11047/4035/7979/324/7855/55062/5743/5694/7483/5717/4700/1020/5689/5701/8678/4790/498/8324/10382/5295/509/518/5686/347688/5709/9706/3710/1435/5290/4891/122011/7480/440567/147700/3416/5691/4720/283106/5530/5707/2081/1499/55851/775/4040/80326/4715/5595/201266/3708/291/7277/4311","hsa05010","mmu05010","Alzheimer disease","Alzheimer disease",-2.0729797506908,0.918192505173167,TRUE,FALSE,-2.67242324522603,2.67242324522603,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","Oxytocin signaling pathway","Oxytocin signaling pathway","either",0.05,"opposite direction",-2.66782873432542,2.66782873432542,1.08177201667533,-1.58605671765009,0.520441780929371,0.00835863945145379,"98932/26396/52163/19056/19225/13631/73181/13629/18798/207565/107589/14682/19057/12443/19735/18795/12288/26395/15461/11461/16518/18176/104111/108058/26417/20779/18783/23938","2778/4776/5332/801/111/23236/5532/10398/4882/283748/778/5568/6261/818/4772/3265/2771/2773/123745/5331/5571/55799/53632/7226/2775/196883/817/3759/786/5743/4881/5562/6714/112/5501/3710/4775/5321/5530/775/8536/5595/5499/3708/784","hsa04921","mmu04921","Oxytocin signaling pathway","Oxytocin signaling pathway",-2.0778644075864,0.283627845664048,TRUE,FALSE,-2.66782873432542,2.66782873432542,"opposite direction"
"human KD vs control vs mouse KD vs control","KEGG","C-type lectin receptor signaling pathway","C-type lectin receptor signaling pathway","either",0.05,"opposite direction",-2.66188025118992,2.66188025118992,0.869913808347316,-1.7919664428426,0.810044431131746,0.00388094953972727,"16391/20846/19056/208650/20847/19225/73181/11651/19057/13655/15461/26420/18176/26417/16706/18706/20779/26419","5602/4776/5971/801/5291/4792/5532/1263/30835/1147/4046/1960/4772/3265/5580/5058/4791/3659/5743/4790/6714/5295/3710/5290/4775/5530/5595/3708","hsa04625","mmu04625","C-type lectin receptor signaling pathway","C-type lectin receptor signaling pathway",-2.4110620039388,0.091491159311311,TRUE,FALSE,-2.66188025118992,2.66188025118992,"opposite direction"
