"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032680","regulation of tumor necrosis factor production","either",0.05,"shared positive",-0.736472923719466,0.736472923719466,1.59837493024031,0.861902006520844,0.0442426534928472,0.847788343978968,"16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600","3133/57506/9590/7474/3315/7040/140885/1535/2000/23405/7057/4157/2621/1191/4023/3459/9466/7099/10392/54093/177/5336","GO:0032680","GO:0032680","regulation of tumor necrosis factor production","regulation of tumor necrosis factor production",0.0717125587284183,1.35415883372093,FALSE,TRUE,-0.736472923719466,0.736472923719466,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0060337","type I interferon-mediated signaling pathway","either",0.05,"shared positive",-0.73474602868934,0.73474602868934,2.23729687848289,1.50255084979355,1.52637196881032e-05,0.124422918810557,"23962/54123/24110/66141/246730/100038882/58203/246728/71586/23960/246727/20846/20847/80876/213002/13194/23961/99375/26987/78308/68713/231655/16179/17874/14082/16451/208727/434341","10410/57506/7474/3654/3454/6672/201292/7297/4615/5770/56339/6773/401397/81844/9636/9755/3661/5781/117854/6772/340061/3455/4940/7187/29883","GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","type I interferon-mediated signaling pathway",0.905099614852776,4.81633961820522,FALSE,TRUE,-0.73474602868934,0.73474602868934,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042254","ribosome biogenesis","either",0.05,"shared positive",0.72980369925421,0.72980369925421,1.32710242174051,2.05690612099472,0.144769919954833,3.32044385703115e-07,"70078/71990/18150/245474/27207/213773/234549/12181/75751/27998/67936/18148/20091/22596/57315/66596/67842/52530/225348/20085/20103/57750/99375/68077/72515/217011/57741/52513/72181/100019/73674/53414/101612/229504/59028/67014/27176/67134/19384/67115/27966/67040/66138/16785/20102/67281/66523/103136/56321/216156/215193/11837/229937/14000/234344/56412/17975/56200/70316/101867/68052/269470/98956/28126/68845/234384/60315/72831/66489/20116/382038/228889/102462/20104/67097/107071/237107/208366/74778/223722/118451/72344/74035/75273/72662/110816/66249/94254/67674/100503670/56095/75617/57444/67025/104662/66254/208144/212508/19942/72462/67920/192170/55989/20115/75686/71952/69663/76846/54127/213541/14791/140546/57294/106707/70285/78294/100608/224481/75422/271842/57316/19989/70683/69237/12261/52535/66410/76130/230082/97112/207704/68147/67941/75593/64934/107999/59050","6130/285855/6228/4869/7520/5591/3921/29997/6129/29960/54606/23076/23560/131870/51504/6949/114049/6218/85395/6230/81554/25926/27341/54913/29777/64745/26164/51335/81875/6232/9875/57602/79707/51018/6838/285367/9045/51550/11224/8886/54955/51490/55695/55720/8225/6189/26155/128061/10775/25871/1736/6233/84294/6201/83743/55035/10813/54680/118460/26284/220064/26574/64216/6041/22868/30836/51187/91582/2971/6210/88745/51077/1983/55006/51119/55127/7284/10200/28987/55319/65095/10438/84946/6234/115939/55505/54059/90121/57109/27079/9221/79979/6205/92856/9326/196074/57455/11137/79050/9790/79922/57696/9277/64794/27042/51116/1964/2752/55003/130916/79066/10969/115416/92170/317781/25983/10528/85865/55178/81691/50628/11056/7514/51388/65083/55226/29081/55352/6191/6194/56342/9188/163859/22984/113000/10799/10199/54663/11103/3692/57418/5822/54853/90459/221078/51154/64434/57647/79954/10248/54552/27043/6209/161424/10607/9816/51202/84881/10556/2257/10557","GO:0042254","GO:0042254","ribosome biogenesis","ribosome biogenesis",6.47880385853241,0.839321665726602,TRUE,FALSE,0.72980369925421,0.72980369925421,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1901989","positive regulation of cell cycle phase transition","either",0.05,"shared positive",0.729475524197026,0.729475524197026,0.912549118421364,1.64202464261839,0.832725944211306,0.0327481584627665,"20135/108911/12567/18148/11651/59008/16952/74370/99375/12443/11792/18214/69957/105837/12444/18795/382985/319195/54451/18514/19645/11820/208643/108058/66214/20913/50883","894/4869/6241/9787/1956/221150/8379/332/7040/55835/26271/5889/6491/8558/81610/80174/2735/990/220134/994/54623/11065/5336/995/595","GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","positive regulation of cell cycle phase transition",1.48481311680029,0.079497904355413,TRUE,FALSE,0.729475524197026,0.729475524197026,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0060759","regulation of response to cytokine stimulus","either",0.05,"shared positive",-0.72589362760173,0.72589362760173,1.86497179987443,1.1390781722727,0.00049888654150234,0.479779490097484,"54123/24110/15944/246730/20563/547253/54396/100038882/20564/230073/58203/80285/71586/16145/23960/246727/16177/16600/15257/20847/16923/12363/26362/24088/21937/12977/24058/23961/229615","2150/57506/7837/7474/6091/3654/837/3304/5770/56339/23405/1906/6773/2621/56928/5468/54625/100133941/22900/958/81858/7099/401397/10555/81844/9636/3589/6653/3556/5781/8904/117854/84888/8737/340061/29108/4940/11213","GO:0060759","GO:0060759","regulation of response to cytokine stimulus","regulation of response to cytokine stimulus",0.318958321453375,3.30199821189587,FALSE,TRUE,-0.72589362760173,0.72589362760173,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0016072","rRNA metabolic process","either",0.05,"shared positive",0.71913123126054,0.71913123126054,1.21111644267636,1.9302476739369,0.380331664931778,1.32422987935899e-05,"20587/70078/71990/18150/20017/245474/213773/12181/27998/67936/18148/70428/57315/21340/67842/52530/225348/20085/57750/68077/72515/52513/72181/73674/53414/59028/27176/67115/27966/67040/66138/67281/103136/216156/215193/229937/14000/234344/17975/20586/56200/101867/68052/269470/98956/68845/60315/66489/228889/102462/20104/216443/107071/208366/56717/74778/21453/72344/74035/75273/72662/26914/110816/67674/100503670/213550/56095/75617/57444/67025/320209/104662/66254/208144/19942/72462/67920/192170/20115/75686/69663/54127/213541/14791/140546/57294/106707/70333/20556/70285/224481/75422/271842/57316/19989/70683/69237/76130/230082/68147/67941/64934/59050/11727/217109/74097/217995/24014/20826/69902","6130/162394/285855/5591/29997/6129/1663/29960/54606/23076/131870/51504/6949/114049/6218/85395/6230/112495/25926/27341/54913/29777/6232/9875/57602/79707/55506/51018/285367/9045/84365/221830/11224/8886/1387/51490/55695/55720/128061/10775/25871/9328/1736/84294/6201/55035/10813/54680/118460/26574/64216/6041/30836/2971/88745/51077/55006/51119/55127/10200/28987/65095/10438/6234/2975/115939/55505/54059/90121/57109/27079/9221/79979/92856/9326/196074/57455/11137/79050/9790/79922/57696/9277/55106/10849/27042/55003/2972/130916/79066/10969/317781/25983/10528/55178/81691/50628/84172/11056/65083/55226/29081/55352/64425/4141/6194/5441/56342/9188/163859/22984/113000/10799/10199/54663/11103/3692/57418/5822/54853/90459/221078/51154/57647/79954/10248/27043/6209/161424/10607/51202","GO:0016072","GO:0016072","rRNA metabolic process","rRNA metabolic process",4.87803661710843,0.419837515417605,TRUE,FALSE,0.71913123126054,0.71913123126054,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002221","pattern recognition receptor signaling pathway","either",0.05,"shared positive",-0.718516518083819,0.718516518083819,1.6428746908416,0.924358172757781,0.0041763273566838,0.797696665737903,"54123/15944/246730/54396/20128/108089/230073/70110/71586/69146/16145/14469/23960/246727/64685/80861/142980/234311/20509/12363/226691/217365/11651/19106/217718/78781/14283/56174/24088/76438/108155/217069/23961/225913/69035/68585/224897/266632/68077/74998/52513/68614/268857/58185/27419/78308/231655/117149/16179/79554/17874/11820/319277/11845/110006/226791/21898/18754/18081/432940/73945/50523/68278/81601/107607/15510/223664/20779/57783/216877/66220/26419/70796/625530/60533/66873","2150/57506/5591/29997/1956/3654/3428/142/5610/8815/23180/85364/201292/22861/3304/4615/80772/1535/79155/81926/9781/5587/7105","GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","pattern recognition receptor signaling pathway",0.0981622232360418,2.3792054669911,FALSE,TRUE,-0.718516518083819,0.718516518083819,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002758","innate immune response-activating signaling pathway","either",0.05,"shared positive",-0.714491118957013,0.714491118957013,1.6428746908416,0.928383571884587,0.0041763273566838,0.798685617007799,"54123/15944/246730/54396/20128/108089/230073/70110/71586/69146/16145/14469/23960/246727/64685/80861/142980/234311/20509/12363/226691/217365/11651/19106/217718/78781/14283/56174/24088/76438/108155/217069/23961/225913/69035/68585/224897/266632/68077/74998/52513/68614/268857/58185/27419/78308/231655/117149/16179/79554/17874/11820/319277/11845/110006/226791/21898/18754/18081/432940/73945/50523/68278/81601/107607/15510/223664/20779/57783/216877/66220/26419/70796/625530/60533/66873","2150/57506/5591/29997/1956/3654/3428/142/5610/8815/23180/85364/201292/22861/3304/4615/80772/1535/79155/81926/9781/5587/7105/1387/5062/55765/9424/22900/148022/7706/7099/10392","GO:0002758","GO:0002758","innate immune response-activating signaling pathway","innate immune response-activating signaling pathway",0.097624136414392,2.3792054669911,FALSE,TRUE,-0.714491118957013,0.714491118957013,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:2000785","regulation of autophagosome assembly","either",0.05,"shared negative",-0.70527842994762,0.70527842994762,-1.18933712459674,-1.89461555454436,0.502397977263784,0.0208349678886729,"56312/76561/98732/209478/237782/13641/170822/18711/117150/209131","23130/9554/23256/203228/8897/90410/79837/200576/140775/51375/65018/79142/55062/51100/8678/112574/29978/8723/120892","GO:2000785","GO:2000785","regulation of autophagosome assembly","regulation of autophagosome assembly",-1.68120716455074,-0.298952117807774,TRUE,FALSE,-0.70527842994762,0.70527842994762,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006760","folic acid-containing compound metabolic process","either",0.05,"shared positive",-0.70055403614093,0.70055403614093,1.86352501032527,1.16297097418434,0.0381664965085761,0.522911906575273,"270685/17768/192166/108037/107747/216188/108147/108156/22171/20425/14287","1719/4548/7298/8836/2356/4522/10797/6573/10841/4552/25902","GO:0006760","GO:0006760","folic acid-containing compound metabolic process","folic acid-containing compound metabolic process",0.281571469279413,1.41831770425907,FALSE,TRUE,-0.70055403614093,0.70055403614093,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032608","interferon-beta production","either",0.05,"shared positive",-0.69839159105402,0.69839159105402,1.93269381907068,1.23430222801666,0.00612869560363853,0.402572745075023,"54123/246730/100038882/230073/246728/71586/23960/246727/64685/66412/142980/70428/78781/24088/23961/268857/28185/117149","57506/140885/201292/3320/54476/661/7099/81844/9636/56829/3661/5781/340061/29108/4940/10622/7187","GO:0032608","GO:0032608","interferon-beta production","interferon-beta production",0.395155630997775,2.21263194838896,FALSE,TRUE,-0.69839159105402,0.69839159105402,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032648","regulation of interferon-beta production","either",0.05,"shared positive",-0.69839159105402,0.69839159105402,1.93269381907068,1.23430222801666,0.00612869560363853,0.402572745075023,"54123/246730/100038882/230073/246728/71586/23960/246727/64685/66412/142980/70428/78781/24088/23961/268857/28185/117149","57506/140885/201292/3320/54476/661/7099/81844/9636/56829/3661/5781/340061/29108/4940/10622/7187","GO:0032648","GO:0032648","regulation of interferon-beta production","regulation of interferon-beta production",0.395155630997775,2.21263194838896,FALSE,TRUE,-0.69839159105402,0.69839159105402,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:2001044","regulation of integrin-mediated signaling pathway","either",0.05,"shared positive",0.69116692828633,0.69116692828633,1.19605947257098,1.88722640085731,0.572828514927584,0.0248605866543334,"13731/21857/16950/192176/18073/16773/226519","5054/7076/9270/3912/5587/284217/3913/3915/3987/65979","GO:2001044","GO:2001044","regulation of integrin-mediated signaling pathway","regulation of integrin-mediated signaling pathway",1.60448862719342,0.24197537134359,TRUE,FALSE,0.69116692828633,0.69116692828633,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0007156","homophilic cell-cell adhesion","either",0.05,"shared positive",0.690655662294129,0.690655662294129,0.927307528336561,1.61796319063069,0.801028760351801,0.0196726878673735,"12552/12563/64085/279653/93887/12554/93890/21810/93876/93888/93891/23965/19294/93878/329628/50706/105827/219257/93893","1012/55714/221935/23705/2195/6091/3897/5817/1829/1002/682/1951/1004/7216/26167/5818/56133/83872/133418/64221/57575/91624/5797/9620/5365/5754/5310/5819/347902","GO:0007156","GO:0007156","homophilic cell-cell adhesion","homophilic cell-cell adhesion",1.70613629863586,0.0963518906100799,TRUE,FALSE,0.690655662294129,0.690655662294129,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903900","regulation of viral life cycle","either",0.05,"shared positive",-0.69055234644043,0.69055234644043,2.43198009492575,1.74142774848532,7.41857142857143e-08,0.0143850779844455,"23962/66141/246730/100038882/20128/20568/69550/209387/229900/246728/71586/19358/23960/246727/22088/21974/15364/80287/80876/26362/226691/319236/213002/19106/78781/17858/76681/13194/217069/23961/56491/268373/58185/68713/231655","5478/10410/104/57506/63901/103/3609/3428/51495/5610/8815/682/10475/85363/8091/5359/27183/3838/55223/79720/7706/24138/6041/5819/9636/56829/5886/10318/27350/117854/4940/9582/7301/81559/29883/60489/6737/6780/222537","GO:1903900","GO:1903900","regulation of viral life cycle","regulation of viral life cycle",1.84208777936819,7.1296797174192,TRUE,TRUE,-0.69055234644043,0.69055234644043,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071706","tumor necrosis factor superfamily cytokine production","either",0.05,"shared positive",-0.686725341199931,0.686725341199931,1.56868223033808,0.881956889138149,0.0442426534928472,0.828687367678193,"16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600/60533","3133/57506/9590/7474/3315/7040/140885/1535/2000/23405/7057/4157/2621/1191/4023/3459/9466/7099/10392/29126/54093/177/5336","GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","tumor necrosis factor superfamily cytokine production",0.0816092813921741,1.35415883372093,FALSE,TRUE,-0.686725341199931,0.686725341199931,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","either",0.05,"shared positive",-0.686725341199931,0.686725341199931,1.56868223033808,0.881956889138149,0.0442426534928472,0.828687367678193,"16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600/60533","3133/57506/9590/7474/3315/7040/140885/1535/2000/23405/7057/4157/2621/1191/4023/3459/9466/7099/10392/29126/54093/177/5336","GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","regulation of tumor necrosis factor superfamily cytokine production",0.0816092813921741,1.35415883372093,FALSE,TRUE,-0.686725341199931,0.686725341199931,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051648","vesicle localization","either",0.05,"shared negative",-0.682571354531282,0.682571354531282,-0.888849744033238,-1.57142109856452,0.897473824823796,0.0103521947325125,"20614/13603/67511/60595/67581/20844/108012/17918/58994/27096/66975/20869/16553/66994/22343/77097/226407/68428/110380/83431/16561/77573/76499/20971/245537/21787/16572/16573/12794/16574/100502766/107338/15194/216131/20964/11765/26412/19324/70450/19349/432516/12752/64933/56418/75964/16554/104015/20617","55686/6813/11336/5604/27243/92558/6814/26985/5048/1487/5861/55327/60684/9525/440279/80128/4640/56681/5864/80006/65018/8452/7016/23557/27095/8546/55435/60412/10015/7251/55763/11127/10113/7879/55614/22878/81565/1176/55062/83696/157769/57555/10987/1020/10749/6812/51399/3985/23095/30850/4644/1759/54874/22920/8927/1499/5413/84062/5728/120892","GO:0051648","GO:0051648","vesicle localization","vesicle localization",-1.98496756719506,-0.0469782089338871,TRUE,FALSE,-0.682571354531282,0.682571354531282,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045824","negative regulation of innate immune response","either",0.05,"shared positive",-0.66883042540829,0.66883042540829,1.87781148569035,1.20898106028206,0.00257889366738514,0.421362460868382,"16859/24110/15944/246730/547253/54396/100038882/16145/23960/246727/93694/64685/19056/80861/20847/226691/20085/23961/66294/21354/268857/26987/22631","3133/5817/3428/142/100507436/8815/7040/3106/56339/6773/9140/5468/54625/5819/401397/9636/60343/4940/11213/7301/80254/29883/10212/9212/6737","GO:0045824","GO:0045824","negative regulation of innate immune response","negative regulation of innate immune response",0.375344158248359,2.58856656426761,FALSE,TRUE,-0.66883042540829,0.66883042540829,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002286","T cell activation involved in immune response","either",0.05,"shared negative",-0.662648897251695,0.662648897251695,-0.921714423544835,-1.58436332079653,0.812286034234523,0.0435644497291679,"19883/20371/17085/22724/11891/12053/216799/328572/74143/319817/14063/16854/14312/57765/16362/214162/57261/93685/64930/240354/17283/74732/17242/15284/23882","80031/23476/57089/5914/2625/3594/6556/3965/3442/5699/10538/84695/942/5692/3071/3683/5687/4297/975/6097/3716/64332/5690/6693/3958/64218/5685/5684/4221/8807/301/3726/4063/6774/3718/5689/6776/149041/5686/2033/3956/5691","GO:0002286","GO:0002286","T cell activation involved in immune response","T cell activation involved in immune response",-1.36086776725128,-0.090291013596903,TRUE,FALSE,-0.662648897251695,0.662648897251695,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0008535","respiratory chain complex IV assembly","either",0.05,"shared positive",0.66245869887342,0.66245869887342,1.1306139981363,1.79307269700972,0.620094013210778,0.0400693965731081,"68020/52469/67453/544717/66821/100503890/231430/67705/67899/20930/66272/68185","4514/55744/51287/90639/6341/84902/29090/1353/65260/84334","GO:0008535","GO:0008535","respiratory chain complex IV assembly","respiratory chain complex IV assembly",1.39718719779547,0.207542461593018,TRUE,FALSE,0.66245869887342,0.66245869887342,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0035455","response to interferon-alpha","either",0.05,"shared positive",-0.66164348253607,0.66164348253607,2.13901316621267,1.4773696836766,0.00133925874264523,0.292376382176851,"66141/246730/15951/15957/69550/23960/80876/26362/213002/19106/23961/21822","10410/103/3454/5610/2621","GO:0035455","GO:0035455","response to interferon-alpha","response to interferon-alpha",0.534057712099043,2.87313550988309,FALSE,TRUE,-0.66164348253607,0.66164348253607,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032496","response to lipopolysaccharide","either",0.05,"shared positive",-0.660987511428293,0.660987511428293,1.64907152072628,0.988084009297987,0.00534064410093469,0.702115997874037,"55932/16859/15944/20539/54396/20128/70310/20568/209387/214855/12833/22169/16145/11535/18828/14469/12567/20846/19220/70097/14158/21423/54616/19225/12363/12257/211666/26362/319236/20312/11651/19106/14870/11898/21937/22352/108155/238871/231086/18578/266632/11532/15499/68614/268857/14468/16819/100689/17025/27419/117149/16179/17874/11421/18569/28253/21898/67553/77134/18754/13555/625249/26417/54196/12369/18104/108655/17975/57783/26419/60533/11350/12608/11303/14281/26400/21333/15975/235527/214498/22121/21672/110651","5054/9590/7474/3654/3454/567/2635/5879/140885/7132/85363/4615/5578/1604/79155/4088/840/1948/1906/8140/22900/148022/958/7099/8754/2149/9076/10068/54623/29126/4842/5336/80380/23328/10892/5781/10318/117854/27063/1373/23643/2048/29108/10935/11213/11093/19","GO:0032496","GO:0032496","response to lipopolysaccharide","response to lipopolysaccharide",0.153591131353215,2.27240636233233,FALSE,TRUE,-0.660987511428293,0.660987511428293,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0060760","positive regulation of response to cytokine stimulus","either",0.05,"shared positive",-0.66017681727072,0.66017681727072,1.84292025776311,1.18274344049239,0.0201223061159958,0.458403526631412,"54123/15944/547253/54396/230073/58203/80285/71586/16145/16177/12363/26362/24088/12977","57506/7474/837/3304/1906/2621/54625/958/7099/10555/81844/8904/117854/8737/340061","GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","positive regulation of response to cytokine stimulus",0.338752049874282,1.69632224846407,FALSE,TRUE,-0.66017681727072,0.66017681727072,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071359","cellular response to dsRNA","either",0.05,"shared positive",-0.66008474638233,0.66008474638233,2.13762108170707,1.47753633532474,0.00269070929563585,0.238251033503259,"246730/230073/71586/14799/23960/246727/142980/18148/78781/23961","57506/85364/115004/3661/340061/4940/201626/79594/10084","GO:0071359","GO:0071359","cellular response to dsRNA","cellular response to dsRNA",0.62296520677027,2.57013322089885,FALSE,TRUE,-0.66008474638233,0.66008474638233,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071479","cellular response to ionizing radiation","either",0.05,"shared positive",0.65813683839854,0.65813683839854,1.0845834567227,1.74272029512124,0.647033861577799,0.030476880142105,"22059/12048/15270/226691/22601/107976/22596/14375/15499/224008/12444/16819/12955/15461/245000/15574/68142/24086/50883","2547/1026/7520/64710/3428/79073/6422/7040/1936/1535/83695/63979/7486/672/23514/4193/10635/3364","GO:0071479","GO:0071479","cellular response to ionizing radiation","cellular response to ionizing radiation",1.51602949292354,0.189072990565343,TRUE,FALSE,0.65813683839854,0.65813683839854,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051345","positive regulation of hydrolase activity","either",0.05,"shared negative",-0.65217186195809,0.65217186195809,-1.04556737388649,-1.69773923584458,0.661402279819143,0.024205834211389,"14270/20401/170625/14063/21844/18015/54126/329260/228482/217463/83431/13836/14184/105835/14056/64930/18720/12928/65079/19156/105445/110279/13605/381605/76089/231532/14681/433693/12929/19387/74018/19734/16007","5657/55854/29/2889/57679/613/2260/10928/5906/10411/81565/51429/81704/27352/6004/6281/26037/112574/139818/4763/650/7813/55851/27166/2263","GO:0051345","GO:0051345","positive regulation of hydrolase activity","positive regulation of hydrolase activity",-1.61607994557174,-0.179534312429321,TRUE,FALSE,-0.65217186195809,0.65217186195809,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0060333","type II interferon-mediated signaling pathway","either",0.05,"shared positive",-0.65160483593416,0.65160483593416,1.92502396439221,1.27341912845805,0.029230504233604,0.402572745075023,"15944/547253/54396/80285/16145/22059/20846","6672/3460/7297/5468/54625/3459","GO:0060333","GO:0060333","type II interferon-mediated signaling pathway","type II interferon-mediated signaling pathway",0.395155630997775,1.5341636928881,FALSE,TRUE,-0.65160483593416,0.65160483593416,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046597","host-mediated suppression of symbiont invasion","either",0.05,"shared positive",-0.64867841133547,0.64867841133547,1.97060192564556,1.32192351431009,0.0092319228502396,0.345286403199247,"66141/20128/209387/17069/19288/80876/319236/213002/217069","10410/85363/5806/4061/7706/7726/286827","GO:0046597","GO:0046597","host-mediated suppression of symbiont invasion","host-mediated suppression of symbiont invasion",0.46182052310378,2.03470783350542,FALSE,TRUE,-0.64867841133547,0.64867841133547,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032200","telomere organization","either",0.05,"shared positive",0.647272124978392,0.647272124978392,0.821284028368938,1.46855615334733,0.936295590524045,0.0474876203015632,"20684/22059/16600/245474/13870/22596/20174/52530/12464/11792/14375/12466/50721/12468/72162/15382/79456/59047/12469/21745/21454/51812/26417/245000/234344/70315/15574/20779/68142/98956/56531/19364/51810/237107/26400/22427","2547/328/7520/5591/6672/142/1832/9401/3178/5371/3320/9156/5889/197342/908/55183/54386/11284/7517/6118/2237/3183/1736/2067/7486/1763/220064/7013/84464/54537/25913/6119/3364/26277/26354/56160/4683/54984/84444/80119/55505/4361/56252/10574/641/10856/5892/64858/7515/7011/5588/5073/9212/10459/10728/1017","GO:0032200","GO:0032200","telomere organization","telomere organization",1.32341959322688,0.0285870219162809,TRUE,FALSE,0.647272124978392,0.647272124978392,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006400","tRNA modification","either",0.05,"shared positive",0.6359116569952,0.6359116569952,1.26706015684806,1.90297181384326,0.454610309941085,0.00176720269941806,"74195/17299/70153/11651/328162/66965/15108/28114/74467/72181/20226/209584/68260/105638/69372/66628/72133/212528/98956/70359/13434/240174/83669/54351/71916/68857/227682/67674/76357/69786/72167/68730/433813/329504/224907/100929/246221/77766/230233/78697/227835/211006/66971/52686/67667/66926/74753/66369/108943/106248/67789/66246","51504/54733/54859/127253/115708/81890/339175/6894/26995/79691/64118/146712/10785/84705/84267/80745/55006/24140/51531/55623/54901/56986/27304/55687/57604/51654/25821/285381/142940/57570/55253/8518/55644/348180/441250/11180/55152/4234/55140/55226/79828/8846/84520/63892/54974/11062/221078/9836/55621/91801/84881/51605/56931/6741/285605","GO:0006400","GO:0006400","tRNA modification","tRNA modification",2.75271363374738,0.342360719293518,TRUE,FALSE,0.6359116569952,0.6359116569952,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0033344","cholesterol efflux","either",0.05,"shared negative",-0.63161877849665,0.63161877849665,-1.21743567231246,-1.84905445080911,0.51631683605833,0.0277956031768307,"55938/20788/12389/27403/20597/18145/20778/217265/192663/11816","6256/64240/857/116519/8435/5444/64241/1066/64137/23461/7376/4864/10347/23673/4035/128240/6721/21/4790/20/55004/158219/5595","GO:0033344","GO:0033344","cholesterol efflux","cholesterol efflux",-1.55602389714163,-0.28708371324831,TRUE,FALSE,-0.63161877849665,0.63161877849665,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0008652","amino acid biosynthetic process","either",0.05,"shared positive",-0.62357572402348,0.62357572402348,1.77103976640211,1.14746404237863,0.0379189023216678,0.506528364134538,"107869/20512/56454/100678/192166/108037/12035/11898/236539/27053/107272/69719/72562/108156/20425/53415/56369/216136/109079/18242/330817/57320/66902/17769/238505/66194/209027/70396","493/586/1806/4548/5831/58478/81539/875/29920/5092/1373/2752/4522/22929","GO:0008652","GO:0008652","amino acid biosynthetic process","amino acid biosynthetic process",0.29539623037831,1.42114424313098,FALSE,TRUE,-0.62357572402348,0.62357572402348,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903707","negative regulation of hemopoiesis","either",0.05,"shared negative",-0.623123559539291,0.623123559539291,-0.987204087507789,-1.61032764704708,0.757457153275799,0.0364545922323929,"17096/57259/83554/17242/15284/14461/22761/16768/21873/12159/217154","2302/796/5690/865/5685/5684/55365/55294/9444/3623/301/3549/3398/3659/150290/3718/5689/23240/6776/51043/149041/5686/3956/5691/3135/7107/342667","GO:1903707","GO:1903707","negative regulation of hemopoiesis","negative regulation of hemopoiesis",-1.43824775525917,-0.120641928663513,TRUE,FALSE,-0.623123559539291,0.623123559539291,"shared negative"
