"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071616","acyl-CoA biosynthetic process","either",0.05,"opposite direction",-2.98496391017115,2.98496391017115,1.20628276886373,-1.77868114130742,0.532389399574489,0.0240009075515849,"12041/228026/319518/104112/14104/107476/64451/235339/110446/433256/18597/17850/22333/110821","2182/5163/23409/27010/23305/10295/5161/1737/51144/32/1738/9200/83401/31/51703/9524/5166/79071/38/55902/47/2181/5160/5165/5230/79993","GO:0071616","GO:0071616","acyl-CoA biosynthetic process","acyl-CoA biosynthetic process",-1.61977233590534,0.273770600365163,TRUE,FALSE,-2.98496391017115,2.98496391017115,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0044272","sulfur compound biosynthetic process","either",0.05,"opposite direction",-2.98406220301291,2.98406220301291,1.40245328633715,-1.58160891667576,0.24127465942111,0.035636898836656,"107869/26570/12041/228026/232087/319518/211666/14870/104112/14104/107476/71743/246277/64451/235339/110446/433256/14629/18597/66812/17850/22333/110821/14854/18024/14869/105663/73132/14630/56369/236900/50790","2944/2182/27430/5163/23409/27010/10560/79877/23305/10295/5161/1737/2328/11332/2729/51144/32/1738/9200/83401/3029/31/2950/51703/9061/4524/11019/4780/9524/5166/2730/79071/38/51380/53354/55902/47/2181/10327/5160/5165/5230/79993","GO:0044272","GO:0044272","sulfur compound biosynthetic process","sulfur compound biosynthetic process",-1.44810009578912,0.617488288748034,TRUE,FALSE,-2.98406220301291,2.98406220301291,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000086","G2/M transition of mitotic cell cycle","either",0.05,"opposite direction",2.98294948684912,2.98294948684912,-1.07994545599473,1.90300403085439,0.609969222534458,0.000677240467334064,"20184/107995/57261/12704/22410/71375/23834/12566/53892/268697/67333/235559/12545/12534/381921/22390/76843/269582/11799/12428/12189/18005/18712/330177/108000/18008/12144/71276","2273/1026/29997/1021/1063/23560/332/9833/2305/26271/58493/9928/5889/10776/8558/80279/284001/29980/27183/10763/80174/6790/990/51149/54465/672/23326/994/63967/3364/4683/995/54984/595/140901/4361/641/79184/4998/1112/5932/7319/84142/90381/9088/57099/11073/9212/84936/23194/92421/1017/580/60672","GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","G2/M transition of mitotic cell cycle",3.16925709927132,-0.214692077809996,TRUE,FALSE,2.98294948684912,2.98294948684912,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0072330","monocarboxylic acid biosynthetic process","either",0.05,"opposite direction",-2.98151618309217,2.98151618309217,1.40390449750484,-1.57761168558733,0.144769919954833,0.0245422846582333,"74551/270685/60527/74155/17768/56348/106529/108037/54447/71974/76267/20787/67452/19224/19225/14870/57875/104112/235623/16828/16952/15108/14104/14431/107476/113868/257633/56473/241452/11370/244373/26374/68312/68041/234309/66775/26378/17117/26420/14869/11666/13123/52023/70316/26922/18783/233912/93732/20250/19223/50790/223722/14863/19299/213350","2944/2182/3990/64410/9415/63826/116519/6319/50640/5406/9971/114876/215/570/6770/401494/2171/246/1066/56624/58526/11332/112817/51144/3995/32/9420/9200/83401/2879/31/2950/7376/5825/23038/9572/23352/5947/3028/3992/5313/65084/10196/5571/114883/53632/283985/5007/11019/10170/6342/7923/8560/9524/80270/5166/5743/79071/51/5562/225/10873/22933/9536/55902/47/2628/84696/5321/9373/8850/64326/79993/5742/33","GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","monocarboxylic acid biosynthetic process",-1.61008501095378,0.839321665726602,TRUE,FALSE,-2.98151618309217,2.98151618309217,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0098813","nuclear chromosome segregation","either",0.05,"opposite direction",2.97942176026464,2.97942176026464,-1.43593752838973,1.54348423187491,0.0504722214194513,0.010828243728719,"13006/103768/13424/99412/67139/381293/214444/101706/67177/101994/227707/76044/74201/66371/18221/52683/68942/71819/66977/71846/232933/26951/26934/68549/16569/106042/66591/74335/209011/54204/14211/107995/76499/12237/218914/12704/24010/228421/12316/16571/23834/215387/66934/219114/52696/100502766/77053/105988/14579/54141/12235/268697/16551/13605/229841/110033/21749/22385/108907/12534/29861/213389/16580/68767/72119/66140/11799/11789/193740/67300/70385/18005/70218/381318/70466/52276/16319/108000/68501/12236/233406/20878/78906/15511","29128/10460/23353/54908/11130/9787/701/51203/22974/146909/1063/221150/8379/3833/348235/10615/56776/332/147841/57082/9232/10783/55143/699/348654/26271/3304/9928/2801/23636/51652/55755/57820/23310/25936/27183/3835/81610/285498/9319/91272/79980/81620/151246/7517/8110/54892/55055/83540/990/220134/2491/2177/3832/7272/57405/1060/9275/9493/51112/2669/55201/11065/9639/51115/9055/90417/54984/1058/4439/3619/991/150465/79598/49856/9735/55166/54627/605/26993/1104/9918/81930/151648/79884/26151/84142/56647/51776/29117/1062/4085/56992/9212/24137/23397/116028/92421/5119/10459/9700/55125/64105/317761/10464/11243/64151/284071/7153","GO:0098813","GO:0098813","nuclear chromosome segregation","nuclear chromosome segregation",1.96544197742624,-1.29694758036679,TRUE,FALSE,2.97942176026464,2.97942176026464,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045930","negative regulation of mitotic cell cycle","either",0.05,"opposite direction",2.97547253795126,2.97547253795126,-1.14450030955574,1.83097222839552,0.430593864545913,0.000262057745560551,"118454/218294/214444/229543/12193/20296/66371/66977/69076/28010/19367/380629/26951/66591/240255/545622/74335/77011/71711/238555/20184/107995/12237/24010/14184/14056/71375/23834/219114/52696/12235/59036/268697/67333/235559/229841/12534/381921/269424/22390/76843/269582/19891/208768/11799/26941/11789/12189/70385/330177/52276/93695/16319/12144/52679/12159/12236/12581","2273/54908/1026/5591/11130/29997/701/3624/9656/1063/221150/23560/8379/332/91607/144455/147841/57082/55143/5371/699/348654/26271/58493/8525/197342/55755/80279/29980/27183/9319/55159/7517/6118/55055/83540/990/220134/51053/2177/655/51149/7272/57405/54465/79027/25959/672/10040/51339/63967/3364/3275/4683/54984/595/140901/4361/3619/991/79858/8914/146956/9735/641/51499/79184/4998/1112/5932/84142/90381/6419/9088/51776/29117/4085/57099/5774/11073/7976/9212/84936","GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","negative regulation of mitotic cell cycle",3.58160299946265,-0.365932162651959,TRUE,FALSE,2.97547253795126,2.97547253795126,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006298","mismatch repair","either",0.05,"opposite direction",2.97129834970306,2.97129834970306,-1.09626608126939,1.87503226843367,0.636989132055247,0.0206198912602311,"17688/227099/26909/12006/235626/68275/17686/18861/19891/18752","84515/7508/9156/5395/7161/6118/7486/4595/6119/10535/84153/4439/4292","GO:0006298","GO:0006298","mismatch repair","mismatch repair",1.68571362931468,-0.195867977285842,TRUE,FALSE,2.97129834970306,2.97129834970306,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046628","positive regulation of insulin receptor signaling pathway","either",0.05,"opposite direction",2.96823862559513,2.96823862559513,-1.94329020010619,1.02494842548894,0.0163725618291495,0.648188135207975,"21871/74143/56278/237542/108664/66144/18479/11984/19246/114143/16367/11964/66335/13033/73834/11972","3481/5770","GO:0046628","GO:0046628","positive regulation of insulin receptor signaling pathway","positive regulation of insulin receptor signaling pathway",0.188298922796041,-1.7858833608315,FALSE,TRUE,2.96823862559513,2.96823862559513,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009743","response to carbohydrate","either",0.05,"opposite direction",-2.96011894277685,2.96011894277685,1.62487319036452,-1.33524575241233,0.0201223061159958,0.168576570525758,"74551/18641/12842/20317/20587/192185/19275/20112/14799/18555/109552/228139/72114/224045/18576/20787/19056/230784/54616/14694/11651/14870/11674/63959/19326/108155/80976/74370/66294/74998/67389/16971/18795/50868/12288/16819/54598/13039/27419/78894/52055/14629/19376/108067/20909/18754/109905/17755/81601/13640/16548/18706/20586/20913/68845/20677/14630","2021/846/4760/7391/1958/3651/3952/226/5606/2692/8891/3172/3745/836/6518/51738/9971/759/6717/2805/389692/6833/677/116534/8609/2778/6844/2729/23394/55829/111/23236/5532/2876/9990/2950/65220/10524/9572/9854/5313/6720/8473/5127/7776/4089/6722/11143/5007/5906/6659/6810/2730/26137/51024/6934/5562/150/51714/10628/4199/2081/8398/5019/5176","GO:0009743","GO:0009743","response to carbohydrate","response to carbohydrate",-0.773202785573949,1.69632224846407,FALSE,TRUE,-2.96011894277685,2.96011894277685,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0034599","cellular response to oxidative stress","either",0.05,"opposite direction",-2.95360753708998,2.95360753708998,1.69335792341226,-1.26024961367772,0.00215496893658129,0.184039266187052,"26570/23876/66725/68015/53618/14381/15234/22059/16600/14782/76251/21974/230784/27050/67452/14158/12333/14694/26362/12176/11651/68943/18779/16174/20852/74142/217069/17392/16952/26408/71701/76454/18484/56473/11792/22166/18214/74777/15499/64704/50721/50868/76650/104156/268373/54683/16819/20657/27419/18595/26398/69568/14088/26420/93686/20909/269254/226090/269356/625249/16598/18024/11865/11666/170719/18294/18104/11826/108655/20779/11911/26419/29819/11350/68992/227743/13078/18477/59041/211651/14281/229731/67689/15251/71785","11035/55829/2876/2879/84883/5195/29957/140823/84557/318/79956/4314/1072/27429/5580/65018/8452/9283/5311/8807/2534/4779/140809/7226/5830/8454/6416/4780/405/6810/9314/5562/8678/538/1386/9978/5052/2308/6714/9131/22933/116988/4891/2081/8850/7001/5156/4248/120892/3082","GO:0034599","GO:0034599","cellular response to oxidative stress","cellular response to oxidative stress",-0.735089507050088,2.66655898572068,FALSE,TRUE,-2.95360753708998,2.95360753708998,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046330","positive regulation of JNK cascade","either",0.05,"opposite direction",2.95304119221604,2.95304119221604,-1.86400682852594,1.0890343636901,0.00631146143430443,0.551666180663556,"332579/52065/52521/22026/14219/26403/269881/13614/12928/11596/22034/211323/59009/26412/15258/68339/381921/19246/26390/330177/30957/18816/19099/26401/17873/23882","1490/2150/7474/344558/23043/203447/56940/5770/4616/1906/22943/55504/2043","GO:0046330","GO:0046330","positive regulation of JNK cascade","positive regulation of JNK cascade",0.258323639209548,-2.19987006716378,FALSE,TRUE,2.95304119221604,2.95304119221604,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","either",0.05,"opposite direction",2.95248508992204,2.95248508992204,-1.19737808906366,1.75510700085838,0.532389399574489,0.044029911777368,"77011/20184/71375/235559/12534/381921/76843/269582/12189/330177/12144","1026/29997/80279/29980/51149/672/63967/4683/4361/641/79184/1112/84142/90381/11073","GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint signaling","mitotic G2 DNA damage checkpoint signaling",1.35625218473445,-0.273770600365163,TRUE,FALSE,2.95248508992204,2.95248508992204,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046394","carboxylic acid biosynthetic process","either",0.05,"opposite direction",-2.94775206577626,2.94775206577626,1.66048032761195,-1.28727173816431,0.00622491043687038,0.150567750784904,"74551/107869/270685/20512/56454/60527/74155/100678/17768/192166/14873/56348/106529/108037/54447/71974/76267/20787/17250/67452/19224/19225/211666/12035/14870/11898/236539/27053/107272/57875/104112/235623/16828/16952/15108/14104/14431/107476/113868/257633/56473/241452/69719/11370/244373/72562/26374/68312/68041/234309/66775/26378/17117/108156/26420/22276/11690/14869/11666/13123/52023/20425/70316/26922/18783/233912/53415/56369/93732/20250/19223/216136/50790/109079/223722/14863/19299/213350","2944/2182/3990/64410/9415/5053/3620/8803/63826/116519/6319/54187/50640/5406/9971/114876/189/4942/215/2805/570/137362/6770/401494/2171/246/1066/56624/58526/11332/112817/51144/3995/32/9420/9200/83401/2879/57834/31/2950/241/7376/5825/23038/9572/23352/5947/3028/3992/5313/26227/65084/10196/5571/114883/53632/283985/5007/4048/4524/11019/10170/6342/7923/8560/9524/80270/5166/5743/79071/51/5562/225/7358/10873/22933/9536/55902/47/2628/84696/5321/2747/9373/8850/64326/79993/5742/33","GO:0046394","GO:0046394","carboxylic acid biosynthetic process","carboxylic acid biosynthetic process",-0.822268037138964,2.20586689275476,FALSE,TRUE,-2.94775206577626,2.94775206577626,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051262","protein tetramerization","either",0.05,"opposite direction",-2.94142816428668,2.94142816428668,1.79117872963057,-1.15024943465611,0.0327393139455347,0.442036875078087,"107869/243853/12833/20135/108037/22059/23874/18764/15452/69089/228983/12972/11674/13429/15108/22323/107476/14026/17436/234309/11820/16518/18763/66628/20425/432508/56045/66388/56369/381760/68667","32/80036/31/2902/54822/6261/3028/57192/5311/57582/362/7226/5830/7923/3759/3710/4199/1759/8626/223/6788/3708","GO:0051262","GO:0051262","protein tetramerization","protein tetramerization",-0.354541499938381,1.484930425498,FALSE,TRUE,-2.94142816428668,2.94142816428668,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0016053","organic acid biosynthetic process","either",0.05,"opposite direction",-2.94095896892798,2.94095896892798,1.64180467421482,-1.29915429471316,0.00619761328950037,0.133073836726838,"74551/107869/270685/20512/56454/60527/74155/100678/17768/192166/14873/56348/106529/108037/54447/71974/76267/20787/17250/67452/19224/19225/211666/12035/14870/11898/236539/27053/107272/57875/104112/235623/16828/16952/15108/14104/14431/107476/113868/257633/56473/246277/241452/69719/11370/244373/72562/26374/68312/68041/234309/66775/26378/17117/108156/26420/22276/11690/14869/11666/13123/52023/20425/70316/26922/18783/233912/53415/56369/93732/20250/19223/216136/50790/109079/223722/14863/19299/213350","2944/2182/3990/64410/9415/5053/3620/8803/63826/116519/6319/54187/50640/5406/9971/114876/189/4942/215/2805/570/137362/6770/401494/2171/246/2328/1066/56624/58526/11332/112817/51144/3995/32/9420/9200/83401/2879/57834/31/2950/241/7376/5825/23038/9572/23352/5947/3028/3992/5313/26227/65084/10196/5571/114883/53632/283985/5007/4048/4524/11019/10170/6342/7923/8560/9524/80270/5166/5743/79071/51/5562/51380/225/7358/10873/22933/9536/55902/47/2628/84696/5321/2747/9373/8850/64326/79993/5742/33","GO:0016053","GO:0016053","organic acid biosynthetic process","organic acid biosynthetic process",-0.875907321550649,2.20777552578561,FALSE,TRUE,-2.94095896892798,2.94095896892798,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046032","ADP catabolic process","either",0.05,"opposite direction",-2.93920543831662,2.93920543831662,1.20985006742163,-1.72935537089499,0.4795734719299,0.0210396443447023,"18641/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","55753/5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0046032","GO:0046032","ADP catabolic process","ADP catabolic process",-1.6769616057939,0.319144848327779,TRUE,FALSE,-2.93920543831662,2.93920543831662,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006163","purine nucleotide metabolic process","either",0.05,"opposite direction",-2.93917303920411,2.93917303920411,1.63313251341244,-1.30604052579167,0.00141011158184477,0.0452423953064102,"23962/18641/246730/547253/20512/22436/18573/66725/192185/243853/66171/12833/14635/74747/14381/11566/110208/56520/226518/22059/15254/23918/14751/12048/15452/229949/107747/216188/67863/19895/12257/108147/22601/19241/66129/66592/14923/68073/11639/11674/67942/331623/108155/238871/11951/225913/15926/74370/56327/67273/18578/66218/50773/66294/56632/100198/74777/17436/18113/71207/50721/68614/239017/72141/269951/26395/27369/23984/53893/381101/11820/108156/19384/14433/13808/212627/208727/56409/104111/21351/15937/66114/76952/107029/66646/19164/74006/225887/72900/16548/18104/56428/68646/56716/67680/67130/21991/20779/66416/70316/75406/14450","55753/3418/9497/111/8604/5232/706/441531/10840/11182/9567/65220/4882/2806/5142/5027/318/84676/4622/6390/55669/729020/2773/3101/516/5313/10476/5207/65018/349565/441024/8473/4191/5150/5571/2821/53632/159/9061/6888/3094/89/9611/196883/405/5635/1740/26137/4881/4700/6774/51024/5562/8402/498/8460/23530/5141/221823/6714/3098/84833/112/9759/132/509/518/5236/2033/3417/4199/272/133686/5151/7415/4720/260425/5144/5515/5230/8459/10632/2026/4715/5091/230/120892/523/2027/4354/7498","GO:0006163","GO:0006163","purine nucleotide metabolic process","purine nucleotide metabolic process",-1.34445440991771,2.85074652035021,TRUE,TRUE,-2.93917303920411,2.93917303920411,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006094","gluconeogenesis","either",0.05,"opposite direction",-2.9352058746248,2.9352058746248,1.00860599699368,-1.92659987763112,0.719862327646609,0.00645194621557997,"74551/108682/67800/68401/14751/230784/67863/11651/13194/108155/67389/18113/50721","5207/8473/4191/5571/2821/53632/150094/6934/8402/2648/2308/5236/2033/5230/2026/5091/230/1642/2027","GO:0006094","GO:0006094","gluconeogenesis","gluconeogenesis",-2.19030926161386,0.142750553652649,TRUE,FALSE,-2.9352058746248,2.9352058746248,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0098974","postsynaptic actin cytoskeleton organization","either",0.05,"opposite direction",-2.93397962668588,2.93397962668588,1.0290583305813,-1.90492129610458,0.707963395306829,0.0308677001565077,"217692/13169/223254/11461/242687/74117/11465","445582/653781/728378/653269","GO:0098974","GO:0098974","postsynaptic actin cytoskeleton organization","postsynaptic actin cytoskeleton organization",-1.51049572706296,0.149989196585973,TRUE,FALSE,-2.93397962668588,2.93397962668588,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009134","nucleoside diphosphate catabolic process","either",0.05,"opposite direction",-2.92740777069653,2.92740777069653,1.2832333089026,-1.64417446179393,0.366530208921513,0.0277956031768307,"18641/243853/12833/14635/74747/14751/22601/12499/66129/11674/108155/225913/74370/56327/50721/239017/72141/53893/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/76025/21991/20779","5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/956/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0009134","GO:0009134","nucleoside diphosphate catabolic process","nucleoside diphosphate catabolic process",-1.55602389714163,0.435890225586962,TRUE,FALSE,-2.92740777069653,2.92740777069653,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009191","ribonucleoside diphosphate catabolic process","either",0.05,"opposite direction",-2.92740777069653,2.92740777069653,1.2832333089026,-1.64417446179393,0.366530208921513,0.0277956031768307,"18641/243853/12833/14635/74747/14751/22601/12499/66129/11674/108155/225913/74370/56327/50721/239017/72141/53893/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/76025/21991/20779","5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/956/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process","ribonucleoside diphosphate catabolic process",-1.55602389714163,0.435890225586962,TRUE,FALSE,-2.92740777069653,2.92740777069653,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000725","recombinational repair","either",0.05,"opposite direction",2.92119252638993,2.92119252638993,-1.18324889895338,1.73794362743655,0.405513040762143,0.00276141928963066,"19362/50505/67788/272158/234736/11545/108937/66634/75317/229543/78656/13548/236904/72440/217216/235626/68275/13831/74335/71711/233826/229584/93765/214763/12914/72931/52864/240087/21975/22592/107932/226026/20422/103537/235559/71643/12545/77782/19891/211978/12189/59004/191578/12144/17217/68501/17215/57321/117599","2547/29128/7520/64710/64110/142/84515/9907/9401/5965/348654/58493/5889/65980/22909/55183/54386/83695/55159/1387/4173/63979/84717/7517/6118/2237/79728/7158/7516/51149/2073/7486/672/23514/10635/84464/10933/54537/55317/27336/6119/3364/56160/4683/10097/115004/4361/4796/8914/641/158880/84296/51659/56893/9400/10856/7156/5892/5932/10721/51588/2187/23126/2074/11073/116028/10459/4174/55929/4176/55218/675/64769/5893/254225/78995/126549","GO:0000725","GO:0000725","recombinational repair","recombinational repair",2.55886764575201,-0.391995174893092,TRUE,FALSE,2.92119252638993,2.92119252638993,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","either",0.05,"opposite direction",-2.91894813408589,2.91894813408589,1.08474163578471,-1.83420649830118,0.65240350110462,0.0173499348955595,"59042/67916/67023/67458/50771/76983/50797/59029/66366/71169","372/91949/10213/57410/25839/6811/23760/1315/23299/51226/7405/26958/10749/9276/381/1314/64083/374868","GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",-1.7607021505303,0.185483716996665,TRUE,FALSE,-2.91894813408589,2.91894813408589,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045787","positive regulation of cell cycle","either",0.05,"opposite direction",2.91734833262822,2.91734833262822,-1.38392000976792,1.5334283228603,0.0559722932803457,0.0168856828635547,"16906/69737/14463/19362/11491/17684/20466/71472/70099/22589/14165/52040/16974/21802/226419/13424/13684/50850/54624/108961/211660/218294/381293/109333/101706/69807/50875/20133/76044/20851/72290/52683/216825/83770/268451/72440/71819/58994/81702/232341/21385/21816/26934/68549/18591/16569/66591/14156/240255/74335/76123/14211/12914/72349/107995/57261/12704/12125/22410/14219/270201/245902/14056/227937/72776/23834/215387/57746/219114/20460/83946/13614/232944/19014/16973/54141/328440/226026/12235/56312/268697/13605/229841/20399/12545/108907/12534/22390/19141/213389/76843/240641/11799/237877/18124/12189/21808/18712/229776/52276/12317/16319/52679/68501/71276/226151/20878/14632/234779","3481/894/4869/6241/9787/51203/1663/1956/221150/8379/131870/10615/332/144455/57082/7040/55835/55143/699/348654/26271/3280/9928/23636/5889/51652/5578/6491/8558/284001/5359/81610/83695/1906/1845/80174/7517/6790/2342/2735/54892/2237/990/220134/51176/4824/4193/23326/994/10635/9493/7039/54623/6210/11065/57057/5336/995/6886/595/80071/6929/3619/5886/991/150465","GO:0045787","GO:0045787","positive regulation of cell cycle","positive regulation of cell cycle",1.77248137163638,-1.2520268989429,TRUE,FALSE,2.91734833262822,2.91734833262822,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0062197","cellular response to chemical stress","either",0.05,"opposite direction",-2.9172240677709,2.9172240677709,1.65322969116591,-1.26399437660499,0.00109736664179797,0.185546886202603,"26570/74155/23876/66725/68015/26903/53618/14381/15234/22059/16600/14782/20525/18764/76251/21974/230784/27050/67452/14158/12333/19225/14694/12257/26362/12176/11651/68943/22596/18779/16174/20852/74142/217069/17392/16952/26408/71701/76454/107589/74370/18484/108737/56473/11792/22166/14375/18214/74777/15499/64704/50721/50868/76650/104156/268373/54683/16819/20657/27419/18595/26398/69568/14088/26420/93686/20909/269254/226090/12283/269356/18081/625249/16598/18024/11865/11666/170719/18294/18104/11826/56716/108655/18706/20779/11911/26419/29819/11350/68992/56384/227743/13078/18477/59041/211651/14281/229731/26400/67689/56717/15251/71785","11035/55829/1649/2876/2879/9990/84883/476/706/5195/29957/140823/84557/318/65125/79956/5584/4314/1072/27429/5580/65018/8452/9283/5311/8807/2534/4779/362/1654/140809/7226/5830/8454/6416/4780/405/6810/5743/10367/10725/9314/5562/8678/538/1386/9978/5052/2308/6714/54206/9131/22933/5269/116988/4814/5290/4891/2081/8850/7001/5156/4248/120892/3082","GO:0062197","GO:0062197","cellular response to chemical stress","cellular response to chemical stress",-0.731546329465962,2.95964824580138,FALSE,TRUE,-2.9172240677709,2.9172240677709,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0019319","hexose biosynthetic process","either",0.05,"opposite direction",-2.91300227578206,2.91300227578206,1.00158555358412,-1.91141672219794,0.724182827650923,0.00537174183464425,"74551/108682/67800/68401/14751/230784/67863/11651/13194/108155/67389/18113/77590/50721","5207/8473/4191/5571/51363/2821/53632/150094/6934/8402/2648/2308/5236/2033/5230/2026/5091/230/1642/2027","GO:0019319","GO:0019319","hexose biosynthetic process","hexose biosynthetic process",-2.26988486764956,0.140151777703028,TRUE,FALSE,-2.91300227578206,2.91300227578206,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903083","protein localization to condensed chromosome","either",0.05,"opposite direction",2.90902153754766,2.90902153754766,-1.10402111500057,1.80500042254709,0.661402279819143,0.0467500919709614,"101994/26951/12237/24010/217558/12534/70385","54908/57082/55055/7272/55632/51112/9735/55166/9212","GO:1903083","GO:1903083","protein localization to condensed chromosome","protein localization to condensed chromosome",1.33021753040768,-0.179534312429321,TRUE,FALSE,2.90902153754766,2.90902153754766,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009137","purine nucleoside diphosphate catabolic process","either",0.05,"opposite direction",-2.9080711537844,2.9080711537844,1.21374724420527,-1.69432390957913,0.465876253612103,0.024205834211389,"18641/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0009137","GO:0009137","purine nucleoside diphosphate catabolic process","purine nucleoside diphosphate catabolic process",-1.61607994557174,0.331729425606848,TRUE,FALSE,-2.9080711537844,2.9080711537844,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009181","purine ribonucleoside diphosphate catabolic process","either",0.05,"opposite direction",-2.9080711537844,2.9080711537844,1.21374724420527,-1.69432390957913,0.465876253612103,0.024205834211389,"18641/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0009181","GO:0009181","purine ribonucleoside diphosphate catabolic process","purine ribonucleoside diphosphate catabolic process",-1.61607994557174,0.331729425606848,TRUE,FALSE,-2.9080711537844,2.9080711537844,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045143","homologous chromosome segregation","either",0.05,"opposite direction",2.90601111137655,2.90601111137655,-1.06787014882427,1.83814096255228,0.652149521915966,0.0358567109791862,"227707/71846/68549/209011/218914/52696/77053/105988/21749/213389","23353/11130/56776/57082/9232/57820/285498/9319/151246/2177/1060","GO:0045143","GO:0045143","homologous chromosome segregation","homologous chromosome segregation",1.44542954938342,-0.185652819761517,TRUE,FALSE,2.90601111137655,2.90601111137655,"opposite direction"
