"scatter_comparison","comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","either",0.05,"opposite direction",3.54885229149498,3.54885229149498,-1.30797476517379,2.24087752632119,0.041911154325645,1.48778709570153e-11,"17215;20878;12236;17217;76131;52276;70218;218977;103135;12189;22256;11799;78833;19891;100710;22390;18969;12534;110033;229841;17345;18861;11637;53892;54141;101565;105988;50927;106618;66197;70472;13433;67196;16571;14056;67967","2547;4288;10460;1026;5591;6241;9787;1854;701;5425;3609;146909;4605;10615;332;6941;3149;147841;9833;9232;55143;7374;9238;5889;55635;55148;29089;29980;3835;5395;204;9319;4173;9738;6790;4678;6118;3930;9837;3838;197335;4830;57405;27338;7083;672;994;10635;1033;4001;1163;6119;3364;7037;4683;10535;23594;81624;5982;57122;4361;9221;991;8914;4292;64785;1786;7884;84296;5902;5426;10797;9918;79077;64858;3159;10212;1062;4085;81611;9212;24137;10528;55723;4174;7514;9700;580;4176;7153;675;56655;5810;7913;7157;5111;3925;29893;51155;203068;1111;10051;23649;7283;10248","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",10.8274592124578,-1.37767037757336,TRUE,TRUE,3.54885229149498,3.54885229149498,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","either",0.05,"opposite direction",3.46823221428305,3.46823221428305,-1.58132729236592,1.88690492191713,0.00243895617189195,8.96660041977804e-06,"18141;19704;17215;20878;233406;108000;16319;231386;18005;12428;78733;11799;72119;240641;19891;100710;20641;77782;18969;12534;60406;108907;12545;12455;110033;19359;229841;13486;16551;17345;12235;105988;50927;66197;20460;242705;16573;23834;71375;16571;14056;12237;107995;17420;14211;56452;18286;238247;26885;26934","4288;10460;10762;3151;51203;3609;22974;1063;6541;10036;55872;4605;332;3149;10024;57082;7040;9232;4502;5371;699;26271;9156;94239;6491;4088;3835;8140;85236;6790;4678;6118;3930;990;7468;2176;3838;1841;3832;1736;7272;27338;81539;7486;994;1033;9493;4001;1163;3364;11065;9055;1870;1058;23594;595;899;9221;3619;991;51659;5426;1112;1810;3159;10721;51776;10212;1062;4085;56992;9212;24137;5119;4174;7514;9700","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",5.0473721833527,-2.61279600389968,TRUE,TRUE,3.46823221428305,3.46823221428305,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM","either",0.05,"opposite direction",-3.26610772104256,3.26610772104256,1.54783940806417,-1.71826831297839,0.00886755255243098,0.000605007751717099,"66375;22436;16010;14873;11432;11529;110208;16177;19171;20514;108037;14782;74114;51798;15452;71093;52585;12499;68943;12035;21937;59083;74142;15902;225913;15926;228608;246277;11532;78038;22021;14629;108156;22271;18618;68021;19286;14854;18081;19128;69071;18104;56376;14538","7498;217;2052;4128;5091;223;54498;10237;3417;9536;2110;4355;978;4814;7358;225;51380;8460;2099;4836;50;218;51;1528;5166;3398;4864;645;10611;55502;3162;488;316;866;22949;65018;5447;4121;9663;131;5627;6747;3735;1573;6539","HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",-3.21823906087415,2.05219622905696,TRUE,TRUE,-3.26610772104256,3.26610772104256,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM","either",0.05,"opposite direction",-3.04140065786361,3.04140065786361,1.56938660587797,-1.47201405198564,0.0126495017569778,0.0212737709620819,"20917;12353;11529;14194;18263;51798;19186;19270;11409;14874;12167;67460;70335;76238;12972;11674;16828;15926;15108;231086;18194;14104;113868;11792;171210;93747;11370;17436;21743;56791;23986;15929;17025;433256;52538;66357;18597;13808;68021;22276;19286","2027;2052;4128;33;2026;35;5160;223;3157;4199;3417;3956;2110;7358;50814;5910;6281;50;218;51;8639","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",-1.67215552077588,1.89792658029501,TRUE,TRUE,-3.04140065786361,3.04140065786361,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","either",0.05,"opposite direction",-3.01116515169122,3.01116515169122,1.45464124163309,-1.55652391005813,0.0147953071998375,0.00372415027321296,"12870;18641;74155;12111;228026;14635;50527;11535;74747;18451;13358;231507;19664;18030;54371;20525;14936;16009;20856;70186;14751;11520;22359;12778;76238;15529;57875;56174;11639;11674;21753;18793;20439;16828;16948;20855;21983;18484;78889;17035;21810;17988;54683;14733;20198;72157","6275;2027;694;230;3516;4601;2026;8459;5230;5165;7511;10397;272;1356;5236;9215;7043;1942;54206;3098;23210;538;2584;2548;26355;2817;3073;54800;9957;10370;55818;123;8839;1466;5033;2821;10957;596;3162;56925;4627;1843;3623;3669;7360;5313;6576","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",-2.42897280311754,1.82987601301033,TRUE,TRUE,-3.01116515169122,3.01116515169122,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","either",0.05,"opposite direction",-2.92441531683625,2.92441531683625,1.5278952450166,-1.39652007181965,0.0076254311173443,0.0212737709620819,"18641;16775;66375;12266;12826;13358;20514;109019;51798;11520;11409;68653;74610;20509;67914;67460;67171;70335;22628;57875;11674;104112;29864;15926;11836;107589;12476;13171;93747;23943;17436;16922;235339;15929;108958;66588;72157;69956;108954;12039;52538;19376;18569;230027;18618;66205;21351;22273;625249;56428;67680;70316;15107;11600","217;5168;718;2167;33;35;284;47;4199;3417;29103;5236;112;9131;376497;10140;6776;4836;50;51;79071;8491;8436;58472;6342;123;10113;6888;5495;2109;26353;4191;483;23187;5447;23788;10162;1351;6576;7905;10989;7423;1537;4958;1384;6390;9908;3419;5195;1147;2879;1738;5860;57678;25813;26994;6647;27069;54996;25979;1737;4189;3991;1376;1468;10313","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS","HALLMARK_ADIPOGENESIS",-1.67215552077588,2.11773559767418,TRUE,TRUE,-2.92441531683625,2.92441531683625,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS","either",0.05,"opposite direction",-2.90669402144011,2.90669402144011,1.86009998786036,-1.04659403357975,0.00404860215988134,0.465753424657534,"20750;14314;13003;18186;21857;12832;12825;21824;20855;12444;20198;11820;22339;50706;22325;14083","6275;6696;5747","HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS",-0.331843943078201,2.39269489753564,FALSE,TRUE,-2.90669402144011,2.90669402144011,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","either",0.05,"opposite direction",-2.79657490714465,2.79657490714465,1.50336284895196,-1.29321205819269,0.00736296415291671,0.0948617336976256,"107869;26570;18641;20539;100678;228026;17768;20135;50527;74747;14381;18451;22375;20514;108037;18030;14782;20525;76267;14751;22359;15452;56772;12035;236539;27053;107272;11639;11674;104112;107508;21753;16828;11951;15926;20855;107476;59029;56473;21399;17436;12466;268373;67895;72157;50493;12227;19192;15525;14629","7277;3638;5230;6713;3157;2181;928;47;4199;3417;5236;5052;900;4836;5701;10987;79071;7108;9695;23753;10061;7184;8878;4048;3156;5033;2821;3336;23760;488;441024;5718;3475;10096;3145;26227;516;10989;3992;5684;5685;5719;27071;3308;2107;10213;2717;29110;31;8615;2965;27230;1649;5861;7436;2729;4802;8553;5704;2058;5860","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",-1.02290894242469,2.13294731390987,FALSE,TRUE,-2.79657490714465,2.79657490714465,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM","either",0.05,"opposite direction",-2.77968293399474,2.77968293399474,1.292693593922,-1.48698934007274,0.166121112929624,0.0350747663597587,"74114;17999;76267;67452;217262;18634;63959;14712;15926;19298;56473;29815;16922;54683;269951;433256;17117;11835;11666;13123;14630;13371;73836;16818;11303;27410;19299;111175","4734;223;3417;20;8630;225;196743;21;2730;80270;6342;4864;51703;866;3992;5947;5825;23461;6258;10350;64137;9420;3418;5191;5213;6647;64241;3991;215;189;8435;366;9971;50640;9415;3932;9963","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM",-1.45500521321494,0.779575167993321,TRUE,FALSE,-2.77968293399474,2.77968293399474,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_COAGULATION","HALLMARK_COAGULATION","either",0.05,"opposite direction",-2.7162685525306,2.7162685525306,1.78836399434852,-0.927904558182077,0.00185984408626538,0.635578818571137,"20692;12266;50908;14118;19072;21859;17385;21857;17387;17384;54381;229445;21824;67603;13038;14268;22388;17392;16952;56213;16971;14701;13039;14693;18791","718;716;928;22933;4319;715;2934;4318;4313;10411;4035;4048;4323;2783;4320;301;2534;5550;3249;10404;4314;5627","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION","HALLMARK_COAGULATION",-0.196830584609648,2.7305234618642,FALSE,TRUE,-2.7162685525306,2.7162685525306,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","either",0.05,"opposite direction",-2.66553122728988,2.66553122728988,1.1471222143006,-1.51840901298928,0.309328968903437,0.021874558257366,"11739;51798;76267;13016;12257;13870;18458;12903;14712;15926;113868;110196;23986;76524;54683;269951;433256;15461;12572;11666;78388;20524;15925;73836;18477;50790;20588;18671;19299","291;223;3416;3417;225;5052;51;26986;51024;80270;10478;5243;6342;5830;51703;866;7533;3992;3265;10057;1384;9525;5825;5195;30;6258;706;1487;3418;2224;6647;774;6599;6833;215;9249;9961;1503;2182","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",-1.66006070851481,0.50957940606931,TRUE,FALSE,-2.66553122728988,2.66553122728988,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","either",0.05,"opposite direction",2.64681960464898,2.64681960464898,-1.52396841733684,1.12285118731214,0.00371055711340158,0.310677755472708,"20878;233406;74018;108000;16319;18005;218977;14086;11789;11799;72119;240641;22627;211673;19303;381921;12534;108907;68097;110033;229841;13605;16551;110279;70394;12235;75786;105988;208084;286940;232944;26403;16573;544817;72776;22350;64930;16571;12125;16561;71602;110380;74360;226407;22330;83767;68724;75547;16569;26934;71704;54126;16593;269587;171207;18015;223435;21844;71819;56430","9787;54443;5116;51203;22974;64411;1063;11135;332;64857;55835;699;9411;26271;121512;51199;7074;57580;357;55755;89941;116840;22994;3835;5829;8470;6790;3832;6904;7272;6624;9493;4001;55201;4650;9055;85378;80119;85464;3619;3831;9735;10128;4296;10801;11190;4983;7840;23580;29901;55722;9181;1062;56992;11064;24137;9771;6780;50628;9700;55125","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",0.507689841116765,-2.43056087930367,FALSE,TRUE,2.64681960464898,2.64681960464898,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","either",0.05,"opposite direction",-2.43044633761724,2.43044633761724,1.43652353553552,-0.993922802081716,0.0329201229068665,0.542799125273352,"54123;12870;12266;50908;19072;27226;21857;17387;208650;238130;16923;12827;12363;54381;229445;67603;14268;18793;12554;18643;16971;17436;50721;240672;13039;14693;20909;18791;17386;268936;21858;19164;12369;18706;20779;56420;18783;380921;16563;66988;12608;16912;16818","4322;718;716;5321;7511;1356;4199;5290;3717;978;6714;715;80124;23414;6810;10938;3659;4035;4048;4323;2783;6935;9958;1051;51056;2534;5550;5580;308;2773;2771;10404","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",-0.265360860881981,1.48253855202373,FALSE,TRUE,-2.43044633761724,2.43044633761724,"opposite direction"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","either",0.05,"shared positive",-1.34120206263699,1.34120206263699,2.82485382764666,1.48365176500967,1.68416121488724e-18,0.0554646050965495,"99899;19039;55932;54123;24110;66141;15959;246730;209086;547253;100038882;67775;243771;80285;69550;50908;70110;71586;16423;22169;16391;17069;74153;22375;64685;12799;19186;80861;20847;234311;80876;319236;17454;16913;19106;17858;12977;217069;19188;71701;21354;100121;109032;56791;72075;58185;68713;231655","10410;103;3959;567;5610;85363;10561;4061;54809;5359;6773;10544;9830;3431;54625;1267;85441;3566;87178;7706;7453;55072;7726;9636;219285;6890;94240;55601","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",1.25598407480519,17.7736163383799,FALSE,TRUE,-1.34120206263699,1.34120206263699,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","either",0.05,"shared positive",-1.22014964334653,1.22014964334653,2.49011179641312,1.26996215306659,3.82117116715309e-14,0.134911387747593,"99899;19039;55932;54123;672511;24110;66141;15959;209086;547253;100038882;67775;230073;243771;58203;69550;327959;50908;70110;246728;17768;71586;22169;16391;17069;246727;109552;22375;19171;64685;20846;19186;80861;24105;20847;234311;19225;12363;80876;21928;16913;19106;17858;217069;19188;71701;18578;21354;100121;109032;56791;72075;12702;58185;231655;17874;22271;434341;20306;192786;50523;78388;12369;107607;18783;60533;56045;20821;66988;16912;15976;19167;66552","10410;1026;103;7378;3959;5214;567;837;5610;4502;5371;10561;26053;57674;4615;5770;3106;4061;5359;840;6773;9830;3431;80830;54625;85441;3566;87178;10124;3075;958;7706;7453;10392;10068;29126;55072;7726;9636;4600;219285;6890;355;94240;55601;8082;84888;8737;6772;7903;3455;4940;10797","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.869951390378453,13.4178035079056,FALSE,TRUE,-1.22014964334653,1.22014964334653,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","either",0.05,"shared positive",-0.97255022244144,0.97255022244144,2.56002669667435,1.58747647423291,1.60562491770254e-16,0.00372415027321296,"11475;20692;12552;14119;12842;20563;12843;14451;20564;12563;98932;12111;20750;23876;58859;235106;16010;20720;12826;14118;12835;12834;21859;14314;21923;18933;21838;17181;14609;19288;13003;12931;21857;107581;16949;18542;17387;23892;22240;16009;12832;12825;17313;12827;234407;16419;21814;192176;22004;12816;18822;22352;14268;18793;12332;17392;15902;16948;56213;20254;107589;20315;13601;16971;18113;21810;27279;21826;14733;19035;13732","1282;1294;1490;5054;1284;1301;1293;2303;3371;23705;4638;7070;966;1292;5270;7474;2201;3486;7076;5817;5329;3624;5217;4017;115908;10486;4907;4312;6422;7040;1004;5806;4616;51330;7057;4232;960;284217;6695;22943;11167;290;6443;6641;3485;50863;22795;1289;2669;3915;10272;25878;7980","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",2.42897280311754,15.7943559006497,TRUE,TRUE,-0.97255022244144,0.97255022244144,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","either",0.05,"shared positive",-0.75697719095842,0.75697719095842,1.79391323770022,1.0369360467418,5.07446164129282e-05,0.475530017832376,"107869;66171;14635;50527;53618;11603;74747;14381;110695;18451;13003;53418;54371;14936;16009;20856;70186;22359;24105;83398;15529;57875;11639;11674;18822;16828;15926;20855;21983;18194;50797;18484;22166;17436;21810;54128;76524;14043;268373;14733;16164;76898;22021;57357;14629;16765;67005;23897;11876;26432;110006;21351;15937;107029;66646;22339;117592;78688;21991;100910;22122;12337;110611;16563;23959;208211;236900;104458;69080;11541;14042","8614;5478;3486;1956;5214;4907;375790;5836;2990;9672;9123;55635;8912;10776;2239;960;6790;4678;126792;205;8702;54982;7039;1289;10570;7295;30001;136;1058;58528;2683;4731;50808;4166;6781;3425;6391;3597;8660;5768","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",0.32282206302208,4.29461002604881,FALSE,TRUE,-0.75697719095842,0.75697719095842,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","either",0.05,"shared positive",-0.733519647889466,0.733519647889466,1.60652445066581,0.873004802776344,0.00507328117240273,0.760462022254475,"20539;56454;17768;50527;74747;69065;68090;109019;20856;228998;245474;13685;110960;15270;22393;27998;13629;18148;13681;27053;107272;67398;69162;52530;52639;218343;73192;233908;22631;67134;27966;20416;208643;12611;22339;105148;55963;11911","8614;4869;55033;8815;6509;11260;8140;10775;1736;60559;55738;9652;1163;6464;30001;58477;9221;1054;10797;4801;5073;10528;8570;50628;22926;9797;23478;1973","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.118922469891267,2.29471106746003,FALSE,TRUE,-0.733519647889466,0.733519647889466,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","either",0.05,"shared negative",0.47479763065917,0.47479763065917,-1.6310567093615,-1.15625907870233,0.00886755255243098,0.310677755472708,"18415;20878;18005;17776;68961;24084;12534;235559;12235;54137;12672;12794;215387;14056;56324;18551;19087;12326;22115;11861;72350","3305;9063;54558;3416;22824;1080;5037;3267;84779;6888;11144;6558;9489;27285;81570;5443;4867;5232;673;83401;157807;23139;9807;8028;246;10693;5161;2918;7419;5414;6518;79882;7142;56903;165721;79696;7278;1630;2515","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS",-0.507689841116765,-2.05219622905696,FALSE,TRUE,0.47479763065917,0.47479763065917,"shared negative"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","either",0.05,"shared negative",-0.45879690577243,0.45879690577243,-1.06527207563354,-1.52406898140597,0.381920163170163,0.0114795657111696,"66335;11852;12724;13807;73122;70767;74325;15370;56418;20867;18035;17096;15502;16511;12566;12367;66144;12125;19063;55938;99681;18550;81489;216869;12583;14156;16362;11910;110920","7277;291;2052;694;2907;4128;2026;6535;650;27161;51706;528;6236;885;3134;1280;2011;3659;5243;8878;1119;4323;3726;3164","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",-1.94007454162535,-0.418027412790907,TRUE,FALSE,-0.45879690577243,0.45879690577243,"shared negative"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2","either",0.05,"shared positive",0.44312182812946,0.44312182812946,1.38696770718124,1.8300895353107,0.118791770410169,0.0064143879343015,"53608;12567;71974;75751;20509;27998;18148;72515;20810;53414;101612;59028;67134;27966;69071;15510;13537;28126;107071;21379;21453","4869;6949;7374;9238;27346;8886;4173;11335;83743;10244;64216;26354;9064;9221;92856;79050;6652;79077;6573;10528;4174;51388;6723;29078;56342;23223;10199;54663;3177;23082","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYC_TARGETS_V2",2.1928447780166,0.925213645122924,TRUE,FALSE,0.44312182812946,0.44312182812946,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","either",0.05,"shared positive",-0.39730670565795,0.39730670565795,1.71105056327076,1.31374385761281,0.000307219839175421,0.100304647148127,"18263;12567;22335;23918;27979;15452;26444;27050;14694;18148;13681;20174;18458;20383;13690;52530;107508;16828;20103;12464;59029;11792;20810;14375;69719;55949;230721;19934;16898;18393;268373;73192;68092;27756;28185;53381;12468;67134;15382;19384;14852;67115;27966;22333;21454;103136;68988;22171;109801;11837;74326;15510;105148;53605;55944;18674;56200;70316;28126;66445;20382;53607;51810;20104;381760;67097;20588;110809;225027;67089;12729;12465;230484;85305;26965;56150;107686;17463;30877;22630;19935;12034;19385;11757;51797;22384;17220;22123;19988;11431","5478;2547;6187;6128;4869;328;2739;6146;1854;5425;26156;6637;3178;51020;9045;8886;11260;4173;6418;3608;10921;52;3183;3838;11335;6150;4830;54107;1933;7416;26354;5984;6204;7284;9221;7298;10155;991;6627;1207;6141;22916;11137;10574;7458;1964;5902;10935;65005;10856","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",0.998678945503662,3.51255074252657,FALSE,TRUE,-0.39730670565795,0.39730670565795,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION","either",0.05,"shared negative",0.39725234921506,0.39725234921506,-1.6602347072565,-1.26298235804144,0.00630261077547386,0.171326754385965,"16004;69938;11605;54214;67300;14420;16784;12757;107767;24045;56418;211673;108123;11977;271457;11765;107338;21985;56382;53331;19063;20333;12390;16561;72736;22365;108664;70349","9367;1213;9276;23095;10565;51606;538;5862;22872;27236;1176;6643;23673;7251;8546;1315;10067;164;1211;2717;10564;102;9525;372;51552;476;8615;259230;23041;23033;6197;2778;8775;8417;6647","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",-0.766174812312303,-2.2004795123704,FALSE,TRUE,0.39725234921506,0.39725234921506,"shared negative"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","either",0.05,"shared positive",-0.34526027976062,0.34526027976062,1.55241293512183,1.20715265536121,0.00979883349384659,0.196840196840197,"19092;20568;20750;67776;11732;13874;50527;217410;11815;18933;17385;18186;16600;17384;78560;16009;67778;74114;228662;13730;19225;16913;57875;67603;18793;107527;15902;233315;79221;12444;18080;104156","3481;894;2150;9590;23645;3486;5329;3624;9734;9945;3976;7851;2995;131566;5327;51199;2791;7035;2591;5178;27075;3575;2119;8829;3075;2012;1848;5649;10806;220;30001;80380;23080;3237;3800;6304;6480;3728;23268;3673;8854;23643;4674;2048","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",0.705886209343257,2.00882562199515,FALSE,TRUE,-0.34526027976062,0.34526027976062,"shared positive"
"human_vs_mouse_KD_Hallmark","human KD vs control vs mouse KD vs control","Hallmark","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN","either",0.05,"shared positive",-0.33482582065737,0.33482582065737,1.42100081976017,1.0861749991028,0.041911154325645,0.435497738402303,"12842;12843;23876;15901;14609;18186;109552;217692;19220;12286;14007;22359;12832;12825;17250;99633;21814;67916;18798;268977;15529;11987;57810;229615;12394;13866;218038;252875;19088;15893;18754;17755;20975;56376;12306;226519;21813;23938;12814;226751;22325;11541;11746;14360;64009;17389;21788;16416;18596;19252","5054;1301;3778;11343;493;302;10486;6541;3488;273;23266;4325;5578;7035;4088;5293;3815;5797;5468;11099;8829;3949;10395;23576;3915;773;136;861;7410","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",0.361014095999488,1.37767037757336,FALSE,TRUE,-0.33482582065737,0.33482582065737,"shared positive"
