"scatter_comparison","comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0046364","monosaccharide biosynthetic process","either",0.05,"opposite direction",-3.10209923441206,3.10209923441206,1.18564763981433,-1.91645159459773,0.525507228951877,0.00826708404112385,"74551/108682/67800/68401/14873/14381/110208/14751/230784/67863/11651/13194/108155/67389/18113/77590/50721","5207/8473/4191/5571/51363/2821/53632/150094/6934/8402/2648/2308/5236/2033/5230/2026/5091/230/1642/2027","GO:0046364","GO:0046364","monosaccharide biosynthetic process","monosaccharide biosynthetic process",-2.08264764741991,0.279421305378239,TRUE,FALSE,-3.10209923441206,3.10209923441206,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0006096","glycolytic process","either",0.05,"opposite direction",-3.10011411041487,3.10011411041487,1.24828969569533,-1.85182441471954,0.423822464805672,0.0117248959265487,"18641/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","55753/5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0006096","GO:0006096","glycolytic process","glycolytic process",-1.9308910035149,0.372816027137807,TRUE,FALSE,-3.10011411041487,3.10011411041487,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0072523","purine-containing compound catabolic process","either",0.05,"opposite direction",-3.09385681763914,3.09385681763914,1.51858869996992,-1.57526811766922,0.0559722932803457,0.0277956031768307,"18641/547253/22436/18573/243853/12833/14635/74747/15254/14751/15452/22601/66129/11674/108155/238871/225913/74370/56327/18578/50773/171210/18113/71207/50721/239017/72141/110446/23984/269378/381101/11820/19384/14433/13808/208727/56409/15937/76952/11666/19164/16548/56428/56716/21991/20779","195827/5213/56953/11332/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/26137/5562/38/5141/6714/3098/9759/5236/2033/272/5151/5144/5515/5230/2026/230/2027/7498","GO:0072523","GO:0072523","purine-containing compound catabolic process","purine-containing compound catabolic process",-1.55602389714163,1.2520268989429,TRUE,FALSE,-3.09385681763914,3.09385681763914,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0007059","chromosome segregation","either",0.05,"opposite direction",3.09153739103347,3.09153739103347,-1.51625324547865,1.57528414555482,0.00471487293894476,0.00386181513948376,"101706/67177/101994/227707/52504/76044/72199/74201/66371/18221/52683/68942/66385/71819/66977/71846/76478/232933/26951/26934/68549/16569/106042/66591/66578/74335/68724/209011/54204/76123/14211/20892/71988/107995/83431/76499/57261/12237/218914/68523/12704/24010/228421/12316/26371/16571/72776/70012/21975/23834/320706/215387/66934/382073/219114/52696/20460/100502766/77053/105988/14579/22196/54141/226026/12235/212307/17345/268697/16551/13605/108912/229841/110033/21749/22385/108907/12534/29861/78610/213389/16580/68767/72119/66140/11799/11789/12189/193740/218977/67300/70385/18005/70218/381318/70466/52276/67166/100732/68183/16319/108000/68501/12236/233406/20878/78906/15511","4288/29128/10460/23353/54908/11130/9787/701/51203/22974/201254/55355/146909/1063/221150/8379/80152/3833/348235/10615/56776/332/147841/57082/9232/10783/55835/55143/79172/699/348654/26271/3304/9928/2801/23636/51652/55755/57820/6491/23310/25936/5359/27183/55142/3835/81610/285498/9319/91272/93323/79980/79080/81620/151246/7517/8110/54892/55055/83540/23354/348995/56271/990/79682/220134/2068/54801/2491/2177/3832/7272/57405/1060/9275/672/387103/64946/55839/9493/51112/2669/55201/11065/9639/51115/9055/85378/90417/79903/54984/1058/9391/4439/3619/991/150465/79598/49856/9735/55166/54627/605/23421/26993/1104/56852/9400/9918/80254/81930/7156/140710/151648/79884/26151/84142/29901/56647/51776/29117/91687/1062/4085/56992/54820/9212/24137/23397/116028/92421/5119/10459/9700/55125/64105/317761/338657/10464/9985/11243/64151/284071/115106/7153","GO:0007059","GO:0007059","chromosome segregation","chromosome segregation",2.41320851922147,-2.32653000656583,TRUE,TRUE,3.09153739103347,3.09153739103347,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0043648","dicarboxylic acid metabolic process","either",0.05,"opposite direction",-3.09114040673169,3.09114040673169,2.11327560077648,-0.977864805955206,0.000322912843491872,0.699759240900722,"74551/26570/270685/108682/56454/20917/12833/11566/14194/107747/216188/108147/14661/76238/11898/104112/15926/257633/17436/16922/239017/269951/14629/52633/108156","3620/8803/9971/2805/137362/137872/112817/2729/55753/3418/1738/10840/2806/6390/441024/4191/2730/10873/3417/4199/47/443/2747","GO:0043648","GO:0043648","dicarboxylic acid metabolic process","dicarboxylic acid metabolic process",-0.155051357605363,3.49091468106918,FALSE,TRUE,-3.09114040673169,3.09114040673169,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:2001251","negative regulation of chromosome organization","either",0.05,"opposite direction",3.08840498514477,3.08840498514477,-1.38648314563769,1.70192183950708,0.277106035823038,0.0196726878673735,"21750/50505/93762/214627/22589/11545/328572/214444/66977/26951/66591/74335/21951/107995/12237/52864/218914/24010/72836/219114/52696/208084/12235/268697/229841/21749/22385/11799/11789/70385/52276/16319/12236/57321","54908/11130/701/1063/221150/8379/142/332/147841/57082/3178/55143/5371/699/348654/26271/55755/9319/54386/7517/55055/83540/3183/220134/7272/2067/57405/7013/84464/25913/26277/4683/54984/80119/3619/991","GO:2001251","GO:2001251","negative regulation of chromosome organization","negative regulation of chromosome organization",1.70613629863586,-0.557354014470058,TRUE,FALSE,3.08840498514477,3.08840498514477,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:1901988","negative regulation of cell cycle phase transition","either",0.05,"opposite direction",3.08612840750371,3.08612840750371,-1.21328170976466,1.87284669773905,0.30151387074464,5.03898777355821e-05,"72772/227331/11920/319955/17193/70045/19651/225131/381979/327762/28000/54394/13972/234736/235041/52040/20674/68592/235610/118454/218294/214444/229543/12193/67177/11785/20296/66371/72440/66977/69076/28010/19367/26951/66591/74335/77011/71711/238555/20184/107995/57261/12237/24010/12952/240087/14056/71375/23834/219114/52696/17283/241627/12235/59036/268697/67333/235559/229841/17096/208266/12534/381921/269424/71733/22390/76843/269582/19891/208768/11799/11789/12189/70385/330177/52276/93695/16319/12144/52679/12753/12236/12581","2273/54908/1026/5591/11130/29997/701/3624/9656/1063/221150/23560/8379/332/91607/144455/147841/57082/55143/699/348654/79968/26271/58493/8525/197342/55755/80279/29980/27183/9319/83695/55159/81620/7517/6118/55055/83540/990/7158/220134/2177/51149/7272/57405/57805/54465/9894/79027/1763/25959/672/151636/51339/7114/63967/3364/5984/3275/4683/440275/80185/54984/84444/595/5982/140901/4361/83990/3619/991/79858/8914/146956/9735/641/51499/79184/4998/1112/80254/5932/84142/90381/6419/9088/51776/29117/84126/4085/57099/2074/11073/9212/84936","GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","negative regulation of cell cycle phase transition",4.29765669540145,-0.520692703924188,TRUE,FALSE,3.08612840750371,3.08612840750371,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0034614","cellular response to reactive oxygen species","either",0.05,"opposite direction",-3.08542338483709,3.08542338483709,1.59196395930511,-1.49345942553198,0.0442426534928472,0.0726745319992004,"23876/66725/68015/15234/16600/76251/21974/27050/14158/12333/14694/26362/12176/11651/68943/16174/20852/17392/16952/26408/11792/22166/18214/15499/50721/54683/16819/20657/18595/26398/14088/26420/93686/269254/16598/18024/18294/18104/11826/108655/20779/26419/11350/68992/13078/18477/59041/14281","5195/140823/84557/4314/1072/5580/65018/9283/5311/8807/2534/7226/5830/6416/4780/9314/5562/8678/538/5052/6714/9131/116988/2081/7001/5156/120892/3082","GO:0034614","GO:0034614","cellular response to reactive oxygen species","cellular response to reactive oxygen species",-1.13861775626643,1.35415883372093,FALSE,TRUE,-3.08542338483709,3.08542338483709,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0000819","sister chromatid segregation","either",0.05,"opposite direction",3.08218899112218,3.08218899112218,-1.46148089428137,1.62070809684081,0.0404566387469507,0.00765259228977426,"13006/103768/99412/67139/381293/214444/101706/67177/101994/76044/74201/66371/18221/52683/68942/71819/66977/232933/26951/26934/16569/106042/66591/74335/14211/107995/76499/12237/218914/12704/24010/228421/16571/23834/215387/219114/52696/100502766/105988/54141/12235/268697/16551/229841/110033/22385/108907/12534/29861/16580/72119/66140/11799/11789/193740/67300/70385/18005/70218/381318/70466/52276/16319/68501/12236/233406/78906/15511","29128/10460/54908/11130/9787/701/51203/22974/146909/1063/221150/8379/3833/348235/10615/332/147841/57082/10783/55143/699/348654/26271/3304/9928/2801/23636/51652/55755/23310/25936/27183/3835/9319/91272/81620/7517/8110/54892/55055/83540/990/220134/2491/3832/7272/57405/1060/9275/9493/11065/9639/51115/9055/90417/54984/1058/3619/991/79598/49856/9735/54627/605/26993/1104/9918/81930/79884/26151/84142/56647/51776/29117/1062/4085/56992/9212/24137/23397/116028/92421/5119/10459/9700/55125/64105","GO:0000819","GO:0000819","sister chromatid segregation","sister chromatid segregation",2.11619142413533,-1.39301020249183,TRUE,TRUE,3.08218899112218,3.08218899112218,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0072132","mesenchyme morphogenesis","either",0.05,"opposite direction",-3.06718941621439,3.06718941621439,1.19450901717726,-1.87268039903713,0.533072920887563,0.0248605866543334,"11475/19664/24075","72/4089/6881/324/8642/2296/650/6615/3516/58/59","GO:0072132","GO:0072132","mesenchyme morphogenesis","mesenchyme morphogenesis",-1.60448862719342,0.273213378266261,TRUE,FALSE,-3.06718941621439,3.06718941621439,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0019364","pyridine nucleotide catabolic process","either",0.05,"opposite direction",-3.06527665201628,3.06527665201628,1.34433066629897,-1.72094598571731,0.294886476561835,0.0152609273575335,"18641/547253/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/18113/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","55753/5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0019364","GO:0019364","pyridine nucleotide catabolic process","pyridine nucleotide catabolic process",-1.81641907489867,0.53034514365451,TRUE,FALSE,-3.06527665201628,3.06527665201628,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0060317","cardiac epithelial to mesenchymal transition","either",0.05,"opposite direction",-3.05775776549838,3.05775776549838,1.16631323750388,-1.8914445279945,0.567246637312905,0.0273172840924627,"13731/19664/21814/68585/18569/21813/11490/22160/12156/67888/24063","2013/4089/1942/650/6615/7291/3516/7049","GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","cardiac epithelial to mesenchymal transition",-1.56356248076973,0.246228069970622,TRUE,FALSE,-3.05775776549838,3.05775776549838,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0061982","meiosis I cell cycle process","either",0.05,"opposite direction",3.05396047108202,3.05396047108202,-1.40162698509749,1.65233348598453,0.212523733385092,0.0248605866543334,"230700/227707/23997/71846/68549/74666/209011/71711/20892/107995/52864/218914/60611/57746/52696/66197/17864/77053/105988/18861/67333/235559/229841/21749/213389/11799/22697/20878","23353/11130/201254/56776/57082/9232/5889/197342/57820/5395/285498/9319/151246/2177/1060/994/10635/84464/995/140901/4439/4361/83990/991/146956/4292/79703/54456/5892/151648/9088/317761/79173/9985/4603/284071/7153/675/126549/56154/100130958/29893/80198","GO:0061982","GO:0061982","meiosis I cell cycle process","meiosis I cell cycle process",1.60448862719342,-0.672592563483631,TRUE,FALSE,3.05396047108202,3.05396047108202,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0072526","pyridine-containing compound catabolic process","either",0.05,"opposite direction",-3.05393785849221,3.05393785849221,1.31846471745023,-1.73547314104198,0.313057632023149,0.0166821741476013,"18641/547253/243853/12833/14635/74747/14751/22601/66129/11674/108155/225913/74370/56327/18113/50721/239017/72141/11820/19384/14433/13808/208727/15937/19164/16548/56428/56716/21991/20779","5232/441531/11182/5027/84676/3101/5313/5207/8473/5571/2821/53632/89/9611/405/26137/5562/6714/3098/9759/5236/2033/5515/5230/2026/230/2027","GO:0072526","GO:0072526","pyridine-containing compound catabolic process","pyridine-containing compound catabolic process",-1.77774734945521,0.504375704096924,TRUE,FALSE,-3.05393785849221,3.05393785849221,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0005996","monosaccharide metabolic process","either",0.05,"opposite direction",-3.0536882553472,3.0536882553472,1.54952587968718,-1.50416237566002,0.0179406133269238,0.0286997906010303,"74551/14119/18641/246730/108682/74155/12041/16010/228026/243853/67800/14118/14635/68401/50527/14873/14381/23960/11815/110208/16009/14751/230784/67863/381694/102093/19895/22601/11651/17158/140484/75578/11674/13194/108155/16828/56745/23961/225913/66294/100198/67389/74777/18113/77590/54128/50721/235339/72141/72157/78653/73744/14629/53893/17160/105651/18597/14433/13808/210973/14534","8473/4191/5571/51363/2821/53632/150094/79411/89/4122/10499/5166/2548/6934/8402/2585/2584/2648/5255/2308/3098/2517/80146/55277/5236/2033/119391/5160/5165/5230/2026/5091/5499/230/1642/2027","GO:0005996","GO:0005996","monosaccharide metabolic process","monosaccharide metabolic process",-1.54212127194715,1.74616271402629,TRUE,TRUE,-3.0536882553472,3.0536882553472,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0044774","mitotic DNA integrity checkpoint signaling","either",0.05,"opposite direction",3.0488042470087,3.0488042470087,-1.06576963136226,1.98303461564644,0.65240350110462,0.00188792813699233,"72772/227331/11920/17193/225131/381979/234736/52040/68592/218294/69076/19367/77011/71711/20184/71375/23834/235559/12534/381921/76843/269582/19891/208768/12189/330177/12144","1026/5591/29997/9656/8525/197342/80279/29980/55159/6118/990/2177/51149/672/63967/3364/4683/595/4361/79858/8914/146956/641/51499/79184/4998/1112/84142/90381/6419/51776/11073","GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","mitotic DNA integrity checkpoint signaling",2.72401454091807,-0.185483716996665,TRUE,FALSE,3.0488042470087,3.0488042470087,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0019377","glycolipid catabolic process","either",0.05,"opposite direction",3.04723066991287,3.04723066991287,-1.98402238532797,1.0632082845849,0.0131079100101473,0.594742874399438,"50877/230101/15212/18010/17939/19156/14420/14466/11605/15211","57704/2720/2760/10825/25870/3074/950","GO:0019377","GO:0019377","glycolipid catabolic process","glycolipid catabolic process",0.225670752531625,-1.88246654884525,FALSE,TRUE,3.04723066991287,3.04723066991287,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0090307","mitotic spindle assembly","either",0.05,"opposite direction",3.04164130268767,3.04164130268767,-1.64800636467255,1.39363493801512,0.0495801449313759,0.218258701073403,"74201/66371/68942/71819/232933/26934/16569/106042/107995/76499/16571/100502766/16551/16580/72119/11799/193740/67300/18005/70466/52276/16319/233406/78906/15511","29128/22974/3833/332/55143/3304/2801/51652/3832/9493/9639/9055/3619/79598/49856/54627/1104/79884/26151/84142/56647/56992/9212/24137/92421/5119/55125/10464","GO:0090307","GO:0090307","mitotic spindle assembly","mitotic spindle assembly",0.661028433749122,-1.30469220804813,FALSE,TRUE,3.04164130268767,3.04164130268767,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0006790","sulfur compound metabolic process","either",0.05,"opposite direction",-3.0402510682389,3.0402510682389,1.71218475350847,-1.32806631473043,0.00281485564815373,0.143443213254274,"107869/26570/12041/228026/20917/67800/232087/14873/14381/110695/69065/14782/54371/12286/74114/319518/14874/17250/211666/14600/14870/66885/236539/67096/104112/15926/14104/14431/107476/13171/71743/246277/171210/78038/56360/64451/14043/235339/232223/110446/229709/26897/17855/68312/12955/72621/433256/75475/269378/12039/22021/52538/14629/108156/18597/66812/17850/18618/68021/22333/110821/14854/109801/18024/14869/11666/105663/72043/73132/14630/56369/73836/236900/216443/50790/14863/104184/14042/110948/329910/29807/14775/13479/56318/68044/59010/74450","51703/3156/9061/4524/11019/58472/4780/9524/5166/55/2730/84188/2690/79071/4598/6776/38/8460/51380/80221/53354/25828/26873/119391/55902/47/2181/3157/10327/5160/5165/2949/10768/5230/8459/79993","GO:0006790","GO:0006790","sulfur compound metabolic process","sulfur compound metabolic process",-0.843319994758131,2.55054387179584,FALSE,TRUE,-3.0402510682389,3.0402510682389,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0016241","regulation of macroautophagy","either",0.05,"opposite direction",-3.03260999052904,3.03260999052904,1.09276009890008,-1.93984989162896,0.612490079365079,9.37356562304816e-05,"15944/54396/66725/16145/67811/11739/20787/230784/12257/12176/68943/24088/80280/18777/11740/52639/54636/76983/268656/77006/59029/17772/235180/64704/329015/381038/14232/22333/26417/81601/223649/74006/22084/107607","79837/706/29110/64127/10524/10213/9550/254122/140775/51375/55294/2773/27429/25851/65018/55626/6720/9114/10075/26353/55187/60412/2931/55763/79142/84749/8454/23545/10043/7855/55062/7405/55737/535/6721/1020/51100/4943/8678/9978/112574/160760/533/143686/51606/528/5290/29978/8723/10273/2081/120892/523/4734/291","GO:0016241","GO:0016241","regulation of macroautophagy","regulation of macroautophagy",-4.02809517583013,0.212900941268566,TRUE,FALSE,-3.03260999052904,3.03260999052904,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0090068","positive regulation of cell cycle process","either",0.05,"opposite direction",3.02401397520416,3.02401397520416,-1.4158092568436,1.60820471836056,0.0623782456507536,0.00707889295295932,"19362/11491/20466/71472/70099/22589/14165/52040/21802/226419/13424/50850/54624/108961/211660/218294/381293/109333/101706/50875/20133/76044/72290/52683/83770/268451/72440/71819/58994/81702/232341/21385/26934/68549/18591/16569/66591/14156/74335/76123/14211/12914/107995/57261/12704/22410/14219/270201/245902/14056/227937/72776/23834/215387/57746/219114/20460/83946/13614/19014/16973/54141/328440/226026/12235/268697/13605/229841/20399/12545/108907/12534/22390/213389/76843/240641/11799/237877/18712/229776/52276/16319/52679/68501/226151/14632/234779","3481/894/4869/6241/9787/51203/1663/1956/221150/8379/131870/10615/332/144455/57082/7040/55835/55143/699/348654/26271/9928/23636/5889/51652/6491/8558/5359/81610/83695/1906/80174/7517/6790/2735/54892/2237/990/220134/51176/994/10635/9493/7039/54623/11065/57057/5336/995","GO:0090068","GO:0090068","positive regulation of cell cycle process","positive regulation of cell cycle process",2.15003465502397,-1.2049668436685,TRUE,FALSE,3.02401397520416,3.02401397520416,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0010821","regulation of mitochondrion organization","either",0.05,"opposite direction",-3.01650244052435,3.01650244052435,1.32573079723877,-1.69077164328558,0.274647976712306,0.0143850779844455,"15944/54396/70310/66725/16145/229524/15234/22059/70186/12048/56772/20847/12176/11651/68943/11740/70435/18793/12050/381038/109108/215999/52538/14629/19765/15937/74006/12028/56428/78688/223601/66196/59040/75734/381760","581/55170/23788/65018/65084/51571/10075/2931/10928/8878/26355/4318/10367/55737/56947/51024/5910/2033/23761/27166/64083/120892/54708/3082/10493","GO:0010821","GO:0010821","regulation of mitochondrion organization","regulation of mitochondrion organization",-1.84208777936819,0.561223596008788,TRUE,FALSE,-3.01650244052435,3.01650244052435,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0009166","nucleotide catabolic process","either",0.05,"opposite direction",-3.01534079644875,3.01534079644875,1.58650485844478,-1.42883593800397,0.0442426534928472,0.0880128392055738,"18641/547253/22436/18573/243853/12833/14635/74747/15254/12799/14751/15452/22601/12499/66129/11674/108155/238871/225913/74370/56327/18578/50773/18113/71207/50721/239017/72141/23984/232449/381101/11820/19384/22271/14433/13808/208727/56409/15937/76952/19164/16548/56428/56716/21991/20779/56045/23959/56717/15251/218461/11717","195827/5213/56953/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/26137/5562/5141/6714/3098/9759/5236/978/2033/272/5151/7415/5144/5515/5230/2026/230/2027/7498","GO:0009166","GO:0009166","nucleotide catabolic process","nucleotide catabolic process",-1.05545396887934,1.35415883372093,FALSE,TRUE,-3.01534079644875,3.01534079644875,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0006310","DNA recombination","either",0.05,"opposite direction",3.01409716721913,3.01409716721913,-1.17664796615472,1.83744920106441,0.368249120683787,3.51368999829275e-05,"237211/227525/21750/19362/12053/50505/18970/67788/70099/272158/13871/234736/17688/11545/108937/26909/66634/75317/55982/69723/21414/229543/69714/78656/13548/319583/20926/236904/72440/217216/235626/57765/68275/13831/209966/74666/74335/17686/71711/233826/229584/14211/93765/214763/12914/20892/54125/72931/321006/52864/16588/240087/14056/21975/215387/72836/232210/22592/208084/56207/107932/226026/18861/20422/103537/235559/235134/71643/227195/12545/77782/213389/19891/100561/237877/211978/22256/12189/59004/191578/12144/17217/68501/17215/13026/57321/117599","2547/29128/328/7520/5591/64710/201254/64110/142/84515/9907/9401/5965/3149/7040/165918/348654/58493/9156/5889/197342/65980/57820/22909/5395/55183/285498/9319/54386/83695/55159/1387/4173/63979/84717/27301/7517/6118/2237/3575/79728/7158/3838/2068/2177/78996/7516/51149/2067/8971/2073/7486/672/23514/118460/10635/84464/283899/10933/54537/55317/27336/6119/3364/56160/7037/4683/10097/80119/115004/6929/4439/4361/83990/4796/8914/146956/4292/79703/641/158880/84296/51659/56893/9400/10856/7156/5892/5932/7515/7292/10721/7011/51588/2187/27434/23126/2074/11073/23397/116028/10459/4174/317761/55929/580/79173/9985/4176/55218/7153/675/64769/4437/5893/254225/78995/126549","GO:0006310","GO:0006310","DNA recombination","DNA recombination",4.45423655757315,-0.433858281505386,TRUE,FALSE,3.01409716721913,3.01409716721913,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:1901292","nucleoside phosphate catabolic process","either",0.05,"opposite direction",-2.99904650724174,2.99904650724174,1.64662905957102,-1.35241744767072,0.0186513494005835,0.1252849523809,"18641/547253/22436/18573/243853/12833/14635/74747/15254/12799/14751/15452/22601/12499/66129/11674/108155/238871/225913/74370/56327/18578/50773/171210/18113/71207/50721/239017/72141/110446/23984/232449/53893/381101/11820/19384/22271/14433/13808/208727/56409/15937/76952/11666/19164/16548/56428/56716/76025/21991/20779","195827/5213/56953/11332/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/956/26137/5562/38/5141/6714/3098/9759/5236/978/2033/272/5151/7415/5144/5515/5230/2026/230/2027/7498","GO:1901292","GO:1901292","nucleoside phosphate catabolic process","nucleoside phosphate catabolic process",-0.902101087747919,1.72928974208439,FALSE,TRUE,-2.99904650724174,2.99904650724174,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0044773","mitotic DNA damage checkpoint signaling","either",0.05,"opposite direction",2.99713685988585,2.99713685988585,-1.08619684818704,1.91094001169881,0.625022567250406,0.00645194621557997,"72772/227331/11920/17193/225131/381979/234736/52040/68592/218294/69076/19367/77011/71711/20184/71375/235559/12534/381921/76843/269582/19891/208768/12189/330177/12144","1026/5591/29997/9656/8525/197342/80279/29980/55159/6118/2177/51149/672/63967/3364/4683/595/4361/79858/8914/146956/641/51499/79184/1112/84142/90381/51776/11073/1017/163859/65975/7157/80198/1111","GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","mitotic DNA damage checkpoint signaling",2.19030926161386,-0.204104301607309,TRUE,FALSE,2.99713685988585,2.99713685988585,"opposite direction"
"human_vs_mouse_KD_GO_BP","human KD vs control vs mouse KD vs control","GO_BP","GO:0031570","DNA integrity checkpoint signaling","either",0.05,"opposite direction",2.99445643649873,2.99445643649873,-1.06310355676002,1.93135287973871,0.655269451243205,0.000846097121357354,"72772/227331/11920/319955/17193/225131/381979/327762/28000/13972/234736/52040/68592/235610/218294/67177/72440/69076/19367/77011/71711/20184/57261/12952/240087/71375/23834/241627/235559/17096/208266/12534/381921/76843/269582/19891/208768/12189/330177/12144/12753","1026/5591/29997/9656/79968/8525/197342/80279/29980/83695/55159/81620/6118/990/7158/2177/51149/57805/54465/9894/1763/672/151636/63967/3364/5984/4683/440275/80185/84444/595/5982/4361/83990/79858/8914/146956/641/51499/79184/4998/1112/80254/84142/90381/6419/51776/84126/2074/11073/1017/580/675/9675/163859/5810/65975/7157/1407/80198/54584/1111","GO:0031570","GO:0031570","DNA integrity checkpoint signaling","DNA integrity checkpoint signaling",3.07257978252994,-0.183580078443615,TRUE,FALSE,2.99445643649873,2.99445643649873,"opposite direction"
