"ensembl_gene_id","external_gene_name","lfc_a","padj_a","lfc_b","padj_b","sig_class","label_gene"
"ENSMUSG00000031527","Eri1",0.314209385776021,0.032244803824972,0.170557813520559,0.328266248401906,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000083097","Gm14494",0.458973029008103,0.032244803824972,0.486382870047696,0.0190155842185804,"both padj<0.05",NA
"ENSMUSG00000018547","Pip4k2b",-0.524271733085108,0.0322547665443412,-0.426755485700688,0.0940807599403618,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020766","Galk1",-0.375586045858101,0.0322616824702444,-0.599928997025429,0.000132814143097115,"both padj<0.05",NA
"ENSMUSG00000020150","Gamt",-0.627629907351355,0.0323078590167964,-0.377968843675832,0.258819860694344,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000033943","Mga",0.333120472047582,0.0323963941847283,0.13769792525718,0.501437782248447,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000047098","Rnf31",0.45876162198751,0.0324063098941613,0.206095049602458,0.451504806657693,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000001909","Trmt1",0.297193929100336,0.0324594301279991,0.242154542643488,0.0943646644499543,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020692","Nle1",-0.510304538861947,0.0324922069668361,-0.736641890188566,0.000684600111348435,"both padj<0.05",NA
"ENSMUSG00000022892","App",-0.384302356744554,0.0324922069668361,0.107994652522149,0.686500683346018,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000022466","Rpap3",-0.382919921612871,0.032493094515196,-0.558582562247973,0.00059684893672311,"both padj<0.05",NA
"ENSMUSG00000018446","C1qbp",-0.5146766614183,0.0325825223415152,-0.454768195726881,0.0634290258932638,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000029009","Mthfr",0.54540167396518,0.032584017144494,0.232607137561212,0.485099292752009,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000074749","Kiz",0.470799164047502,0.0325923136840626,0.0967919094815831,0.784918454668401,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000014907","Naf1",0.487390430120339,0.0326098968111438,0.593809346477843,0.00541961432284693,"both padj<0.05",NA
"ENSMUSG00000040703","Cyp2s1",-1.97471786850048,0.0326098968111438,-1.99896472025652,0.0278070224127376,"both padj<0.05","Cyp2s1"
"ENSMUSG00000039741","Bahcc1",-0.726509636043426,0.0326126345727193,-0.857845757990455,0.00756663071191318,"both padj<0.05",NA
"ENSMUSG00000039148","Sart1",0.393394995521474,0.0327523323569136,0.101357455713834,0.71887127601382,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000047003","Zfp41",-0.557731828831674,0.0327949669915205,-0.586907886058765,0.0206640381400128,"both padj<0.05",NA
"ENSMUSG00000031917","Nip7",0.504761704036758,0.0328673919403025,0.49084659206216,0.0363107487193224,"both padj<0.05",NA
"ENSMUSG00000022742","Cpox",0.379518256490868,0.0328800917011928,1.07945331602224,1.76610384703257e-13,"both padj<0.05",NA
"ENSMUSG00000039693","Msantd3",-0.376447037064555,0.0328800917011928,-0.170508540744993,0.441079478713296,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000021820","Camk2g",-0.354500475483477,0.033289138531384,-0.137843017818184,0.534962395156623,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000022322","Shcbp1",0.430124625694436,0.033289138531384,0.373710060338819,0.0707779329099873,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000036023","Parp2",-0.330780239358162,0.033289138531384,-0.192171719180112,0.284653118142974,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000000827","Tpd52l2",0.322296920188383,0.0332990035921142,0.0380467050691052,0.889224993113334,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000044813","Shb",0.465150507620506,0.0334026957550126,0.543620976120669,0.0084467994898668,"both padj<0.05",NA
"ENSMUSG00000031158","Timm17b",-0.319946304894248,0.0334809166279879,-0.294162495896763,0.0514797883191501,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000030319","Cand2",-0.428000547313974,0.0337873923894298,-0.61805522481443,0.000740882707166231,"both padj<0.05",NA
"ENSMUSG00000020272","Stk10",0.698175609316551,0.0339263973218877,-0.499835280768694,0.174366681315296,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000052798","Nup107",-0.362305975135814,0.0340531457705636,-0.0646123448492722,0.817787294484371,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000036712","Cyld",0.47526448941168,0.0340801031007247,0.518360703579792,0.0161525779512096,"both padj<0.05",NA
"ENSMUSG00000037331","Larp1",-0.329763800408657,0.0340801031007247,-0.511871422167967,0.000244429681366326,"both padj<0.05",NA
"ENSMUSG00000018509","Cenpv",-0.535627964591626,0.0341979201255483,-0.32401780540945,0.262716506478503,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000000266","Mid2",-0.494811350212352,0.0342041634563522,0.244332261136944,0.381598861286095,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000003039","Fam32a",0.305264898381131,0.0342283030142741,0.41296513767126,0.00172680724438571,"both padj<0.05",NA
"ENSMUSG00000025224","Gbf1",0.331705273962254,0.0342283030142741,0.303940128828411,0.0537496486272412,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000038156","Spon1",0.951548251512453,0.0342283030142741,0.406975437999516,0.495016838649455,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000093483","AA465934",-0.438070288867754,0.0342283030142741,-0.405320314806645,0.0503571304262053,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000134049","",1.20383955570752,0.0342283030142741,1.07109139931227,0.0646895175712124,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000035181","Heatr5a",-0.366152736408166,0.0343463363537719,-0.0220014935831729,0.950064780263198,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020914","Top2a",-0.330762694544351,0.0343771205270342,-0.46813238066459,0.000991839389714215,"both padj<0.05",NA
"ENSMUSG00000020840","Blmh",-0.351200023220619,0.0345144179358327,-0.530098068740991,0.000393963312938134,"both padj<0.05",NA
"ENSMUSG00000026103","Gls",0.411221795172255,0.0345144179358327,0.367685296028002,0.0622998917750464,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000038253","Hoxa5",1.24071949558189,0.0345144179358327,0.383800520167777,0.671564879249107,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000082308","Gm15770",-0.672903494282005,0.0345144179358327,-0.467650792088175,0.173014938480755,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000116138","C030006K11Rik",-0.780490753551389,0.0345599718908767,-0.778523593098199,0.031887205029388,"both padj<0.05",NA
"ENSMUSG00000127551","",-1.60005254074454,0.034660600533683,-2.20769123790529,0.003124806479575,"both padj<0.05",""
"ENSMUSG00000006235","Epor",0.667220835795942,0.0347071782455639,0.416037467877716,0.254811529063779,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000028041","Adam15",-0.343195795228011,0.0347071782455639,-0.275872774169891,0.104199788526759,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000027947","Il6ra",-0.417357226843554,0.034764918726965,-0.177878656173785,0.485800310021007,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000057841","Rpl32",0.288067848482147,0.034764918726965,0.221239495818154,0.126664214335865,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000030067","Foxp1",0.27492638390334,0.0348764762978379,0.396783520674384,0.000754740265811186,"both padj<0.05",NA
"ENSMUSG00000043487","Acot6",1.72178178959918,0.0348910580898305,2.63785050128773,0.000182473618404171,"both padj<0.05","Acot6"
"ENSMUSG00000097812","Gm26812",1.95610853421152,0.0349475989298801,1.58172687507084,0.108102345535763,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000116223","Gm41396",-0.35565898050414,0.0350489159455103,-0.332128946859459,0.0490259941430774,"both padj<0.05",NA
"ENSMUSG00000113831","Gm49602",1.25733379498341,0.0351024240851482,0.900001629378229,0.174066975082775,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000017697","Ada",0.504516617763622,0.0351041252194464,-0.110248320204392,0.77404724153948,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000031105","Slc25a14",0.512768893149097,0.0351041252194464,0.206856284505401,0.527675017650294,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000034297","Med13",-0.286021127581967,0.0352082524406194,-0.462959631612379,0.000132249825631021,"both padj<0.05",NA
"ENSMUSG00000020092","Pald1",-0.422119405255673,0.0352329480403886,-0.464770651797584,0.0156747037300452,"both padj<0.05",NA
"ENSMUSG00000024376","Epb41l4a",0.497014350382508,0.0353347825064843,0.312162501654684,0.247051144905028,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000027115","Kif18a",0.343043713039402,0.0353347825064843,-0.0444371425137177,0.878648202400483,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000054611","Kdm2a",0.26606549415745,0.0353347825064843,0.364311063611308,0.00159297737886353,"both padj<0.05",NA
"ENSMUSG00000023892","Zfp51",0.426949825802931,0.0354144782157965,0.320060802801117,0.142540686689727,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000000532","Acvr1b",-0.507253696593094,0.0354660896034706,-0.18927806898464,0.555205561151293,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000059325","Hopx",-1.41323022059255,0.0355287755532328,-2.35206195379542,0.000424885029180078,"both padj<0.05","Hopx"
"ENSMUSG00000026473","Glul",-0.486794617352281,0.0355730491882617,-0.476756465590938,0.0372685348133327,"both padj<0.05",NA
"ENSMUSG00000058546","Rpl23a",-0.312253018060648,0.0357748274739324,-0.455876648113192,0.000704327544928269,"both padj<0.05",NA
"ENSMUSG00000110194","Gm7192",0.482842752718141,0.0358689659198457,0.31483936620592,0.22714494852825,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000097042","Gm17491",0.731363014001752,0.0360878706334686,0.401352710503523,0.336209630893543,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000031712","Il15",1.35942815176534,0.036091216679665,0.794246228553822,0.297091326641569,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000022996","Wnt10b",-1.47448256886211,0.0361302666251077,-1.72051526323817,0.0112620227581139,"both padj<0.05","Wnt10b"
"ENSMUSG00000001120","Pcbp3",-0.482308347635591,0.0361871468884407,-0.315387267825743,0.220056886881706,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000031774","Psme3ip1",0.2870463143689,0.0362360232355227,0.179245993470661,0.252541242230983,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000141453","",1.27903439576302,0.0362360232355227,0.929693647764292,0.169524430191996,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020538","Srebf1",-0.483274101161684,0.0363371537277541,-0.668643652285382,0.00149208746665294,"both padj<0.05",NA
"ENSMUSG00000022565","Plec",-0.492941229937385,0.0363922937608643,-0.760287579358981,0.000316170525185164,"both padj<0.05",NA
"ENSMUSG00000041351","Rap1gap",-0.613982910853278,0.0363922937608643,-1.46359931760225,2.13068344488933e-08,"both padj<0.05",NA
"ENSMUSG00000061143","Maml3",-0.776121693971854,0.0364432339652625,-0.464545977412988,0.276127710165219,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000086290","Snhg12",0.527356148637706,0.0365578669659149,0.452196521258406,0.080908532029756,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000023845","Lnpep",0.275635071701413,0.0367255170549215,0.178278216113854,0.231265959480287,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000042814","Mcts2",0.373004945835111,0.0367767197470835,0.0272734792563848,0.937792816543468,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000050891","Tatdn1",-0.508754003582406,0.0368370660994647,-0.592518305714713,0.010293232139631,"both padj<0.05",NA
"ENSMUSG00000021548","Ccnh",-0.290753667458262,0.0369777940223114,-0.320440864194367,0.0163647576251429,"both padj<0.05",NA
"ENSMUSG00000025208","Mrpl43",0.410596589627067,0.0369777940223114,0.345470416045429,0.0893912619323569,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000033282","Rpgrip1l",0.431876782792627,0.0370534777947452,0.00712060859577738,0.987350195532121,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000040520","Manea",0.53485168966721,0.037081196367389,0.202225397500528,0.561577917099167,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000042694","Stn1",0.334590132833991,0.0372029199760996,0.366414714877172,0.0171180204303032,"both padj<0.05",NA
"ENSMUSG00000026360","Rgs2",0.974950926509344,0.0372078880442746,1.31430060982078,0.00205532344765629,"both padj<0.05",NA
"ENSMUSG00000073016","Uprt",-0.463740905171494,0.0372078880442746,-0.138444367390551,0.668227036439118,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000033207","Mamdc2",0.681130300017126,0.0372090505903636,1.37543229836372,5.87266581922612e-07,"both padj<0.05",NA
"ENSMUSG00000011008","Mcoln2",-2.18588780560297,0.0372118297588488,-3.30273942106664,0.00326449453221129,"both padj<0.05","Mcoln2"
"ENSMUSG00000003585","Sec14l2",1.36845395348387,0.0374044430809007,1.23978961945563,0.0630171561329347,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000018199","Ro60",0.270426472451154,0.0374044430809007,0.304582939517197,0.0137829343700593,"both padj<0.05",NA
"ENSMUSG00000054150","Syne3",-0.39560630838675,0.0376697829304598,-0.461160306949981,0.0103786662173833,"both padj<0.05",NA
"ENSMUSG00000038497","Tmco3",0.351588285340564,0.0377443488357318,0.11649721191286,0.627723829781314,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020137","Thap2",-0.462324235700094,0.037782148063958,-0.285956021398048,0.257940279405103,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000034820","Cpsf7",0.316668130323106,0.037790653342575,0.444488884804031,0.0013030479401695,"both padj<0.05",NA
"ENSMUSG00000019505","Ubb",-0.28279918133569,0.0377945526372061,-0.360888321961152,0.00417976127336127,"both padj<0.05",NA
"ENSMUSG00000032667","Pon2",-0.535871929104698,0.0378053292188632,-1.00771111249306,1.14908379355068e-05,"both padj<0.05",NA
"ENSMUSG00000001056","Nhp2",-0.460702170184294,0.0378382507853721,-0.619622250859568,0.00228923491489235,"both padj<0.05",NA
"ENSMUSG00000029090","Adgra3",0.329355527810855,0.0379779073552968,0.568762668434041,4.31004186663578e-05,"both padj<0.05",NA
"ENSMUSG00000023048","Prr13",-0.468305953507142,0.0380832638518652,-0.435724430044667,0.0535842752834372,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000046441","Cmtr2",0.601440679099602,0.0381071988458829,0.572420133623351,0.0472337688538016,"both padj<0.05",NA
"ENSMUSG00000078784","Rbis",0.422881504488967,0.0381071988458829,0.406172760148798,0.0445983539164847,"both padj<0.05",NA
"ENSMUSG00000009145","Dqx1",1.15027262644185,0.0381419566372294,0.785521678196906,0.210959820582287,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000038437","Mllt6",-0.329148699425561,0.0381999595115323,-0.753103407126732,2.54306417518866e-08,"both padj<0.05",NA
"ENSMUSG00000033545","Znrf1",0.315174222088492,0.0383060960922892,0.362948626390992,0.0117205794197938,"both padj<0.05",NA
"ENSMUSG00000030094","Xpc",0.421305434861177,0.0384584192978697,0.0112218342566884,0.979112824262751,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000074280","Gm6166",0.608014376705671,0.0385418026818125,1.02175739352513,6.26469817261708e-05,"both padj<0.05",NA
"ENSMUSG00000068115","Ninl",0.499345160781881,0.0386445288178466,0.201030337674728,0.532170894007037,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000031392","Irak1",-0.26317703913733,0.0386763379905637,0.149249346122476,0.310885266848634,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000061313","Ddhd2",0.391015504912905,0.0386983282831306,0.530977291425334,0.00207829662160341,"both padj<0.05",NA
"ENSMUSG00000026072","Il1r1",-0.437905117211774,0.0387097190511065,-0.237856779651272,0.344333448022975,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000032177","Pde4a",-0.39573814222742,0.0387097190511065,-0.182179838579928,0.447435259123232,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000053931","Cnn3",-0.287694256156029,0.0387138038749865,0.125800010684048,0.481924023139932,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000061353","Cxcl12",-1.33862753305957,0.0387460812110284,-2.36599577563195,3.20907927912417e-05,"both padj<0.05","Cxcl12"
"ENSMUSG00000034520","Gjc1",-0.337223227631715,0.0387903944190168,-0.216668557649354,0.238973914265805,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000040563","Plppr2",-0.757198008069664,0.0387903944190168,-1.17126316594791,0.000400163685088143,"both padj<0.05",NA
"ENSMUSG00000040618","Pck2",-0.522414784088932,0.0388333366285046,-0.323396622221087,0.262016894046969,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000045128","Rpl18a",0.280278199380286,0.0388365108515884,0.419173060716343,0.000584511669683337,"both padj<0.05",NA
"ENSMUSG00000020454","Eif4enif1",-0.341718763028973,0.0390752086438797,-0.421386639498302,0.0063705631024425,"both padj<0.05",NA
"ENSMUSG00000037432","Fer1l5",-0.693091846796388,0.0390752086438797,-0.256191430981588,0.557149488514901,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000041231","Ublcp1",-0.327097940090994,0.0390752086438797,-0.332130421570189,0.0321686473215197,"both padj<0.05",NA
"ENSMUSG00000031785","Adgrg1",-0.953488299880129,0.0391633288959205,0.126477241663823,0.866169770386186,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000003581","Rnf215",-0.430537005669373,0.0391654411854168,-0.537899960867119,0.00582504660129053,"both padj<0.05",NA
"ENSMUSG00000030342","Cd9",0.346443685011163,0.0391850124380416,0.363901130953208,0.0255383667895808,"both padj<0.05",NA
"ENSMUSG00000019790","Stxbp5",0.412448328633419,0.0392345986732855,-0.120996429949278,0.683957016347977,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000072640","Lyrm9",-0.558494915829078,0.0393729257091813,-0.287357861009272,0.373426160916532,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000037443","Cep85",0.320657696610258,0.0394793689420564,0.174912073156313,0.346683678933811,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000002280","Ciao3",0.355106170892914,0.0395075188911901,0.173799551716432,0.416931279620658,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000034614","Pik3ip1",-1.58638830468713,0.0395419879658519,-1.1236122910861,0.177273651546532,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000032553","Srprb",-0.421849656292107,0.0396060025735649,-0.130953723709686,0.659673761627919,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000097354","2310001H17Rik",1.29768087311936,0.0396060025735649,0.238267488112341,0.823248782276385,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000019984","Med23",-0.282844574170438,0.0396726424858886,-0.331148334206154,0.0108061947005529,"both padj<0.05",NA
"ENSMUSG00000020163","Uqcr11",-0.331906884351994,0.0396726424858886,-0.397275644540745,0.00873634406724047,"both padj<0.05",NA
"ENSMUSG00000026475","Rgs16",-0.641735865694837,0.0396726424858886,0.254887589840296,0.537010254560987,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000074384","AI429214",1.34775347627616,0.0396726424858886,-0.249418323207218,0.829793349251539,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000114780","AI197445",-2.16435681011111,0.0397303470107174,-2.63174848887488,0.0129546196037801,"both padj<0.05","AI197445"
"ENSMUSG00000028799","Zfp362",-0.644756138196103,0.0399269183716633,-0.515264775855401,0.116317333000219,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000048895","Cdk5r1",-0.715702188511809,0.0399885475837549,-0.925363278754102,0.00450115152141664,"both padj<0.05",NA
"ENSMUSG00000038775","Vill",-1.74771175006357,0.0399910960257152,-2.28551632917274,0.00459523251152878,"both padj<0.05","Vill"
"ENSMUSG00000035152","Ap2b1",-0.343704075655074,0.0400062304793605,-0.512916748224492,0.000651603094228373,"both padj<0.05",NA
"ENSMUSG00000038417","Fig4",0.369076845113041,0.0400087977339719,-0.163744347831237,0.484076181938063,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000021918","Nek4",-0.496504119025349,0.0401283142631319,-0.26484773924668,0.357654729693228,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000102543","Pcdhgc5",-0.748996241287439,0.040140550592729,-0.929817793032099,0.00671652952431969,"both padj<0.05",NA
"ENSMUSG00000092212","Slc22a13b",1.86580200319392,0.0401724394322904,1.84546078143716,0.0391919724039906,"both padj<0.05","Slc22a13b"
"ENSMUSG00000027203","Dut",0.332889425543345,0.0402294783880024,0.160325457930076,0.426803269614695,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000015133","Lrrk1",-0.323392379094104,0.0403388936307071,-0.110012424771065,0.617046265159185,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000045098","Kmt5b",0.358180035303437,0.0404326635665508,0.436170819649843,0.00749781738169383,"both padj<0.05",NA
"ENSMUSG00000022159","Rab2b",-0.861940474915662,0.0404496220915943,-0.526982604745328,0.257193604553373,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000042109","Csdc2",-1.57096396653376,0.0406263007077821,-1.72026652561411,0.0214306107159562,"both padj<0.05","Csdc2"
"ENSMUSG00000036270","Edc4",0.28376379562879,0.0406969289004185,0.235424874882494,0.101349966494978,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000018809","Smyd4",-0.468585478952203,0.0407478258478307,-0.904022505883788,7.23045635366209e-06,"both padj<0.05",NA
"ENSMUSG00000020311","Erlec1",-0.364712542828797,0.0407478258478307,-0.530642311137447,0.00099294651823684,"both padj<0.05",NA
"ENSMUSG00000024958","Gpr137",0.388417403609528,0.0407478258478307,0.496031408640873,0.00450263622562661,"both padj<0.05",NA
"ENSMUSG00000041278","Ttc1",-0.309555733880671,0.0407478258478307,-0.447656480965609,0.0010877586283204,"both padj<0.05",NA
"ENSMUSG00000060147","Serpinb6a",0.409969097793864,0.0407478258478307,0.544594694508611,0.00303615408992341,"both padj<0.05",NA
"ENSMUSG00000074971","Fibin",-3.02522263885947,0.0407478258478307,-5.9133598646152,0.000615323883130937,"both padj<0.05","Fibin"
"ENSMUSG00000121607","Nlgn4l",1.32889997634413,0.0407478258478307,0.983060062041909,0.170134558482654,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000037868","Egr2",0.621181070448708,0.0408497303428851,-0.0353510700179579,0.956444159456903,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000023992","Trem2",-3.04240448101993,0.0408704826938163,-1.0102591396789,0.57470106271647,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020263","Appl2",-0.882235416544466,0.0408867634578572,-0.415918048296763,0.438575313763597,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000042734","Ttc9",0.794691550717192,0.0409651266703355,2.6401347951756,4.53712320206401e-18,"both padj<0.05","Ttc9"
"ENSMUSG00000107176","Gm9794",-0.312971696701171,0.0409651266703355,-0.416757308984188,0.00304153350491167,"both padj<0.05",NA
"ENSMUSG00000024570","Rbfa",-0.420645311931167,0.0410456805061895,-0.389563602760995,0.0584161705998705,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000032570","Atp2c1",-0.400506458513195,0.0410456805061895,-0.00607169210079594,0.987968837731498,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000005873","Reep5",-0.42994719625938,0.0410486646116797,-0.194551465429317,0.466380942281703,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000061286","Exosc5",-0.445343529816181,0.0411704647648238,-0.279373041348916,0.258941865964842,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020366","Mapk9",-0.357287961905637,0.0411729815830336,-0.484441100543403,0.00249202512906775,"both padj<0.05",NA
"ENSMUSG00000028383","Hsdl2",0.792673617096897,0.0412690147432129,0.011605438705748,0.988843647190847,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000040236","Trappc5",0.315101025781532,0.0413422729330513,0.21263536694854,0.216939371200409,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000039660","Spout1",0.472547876631238,0.041460658401429,0.224210267332951,0.439841700096059,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000020922","Lsm12",-0.392486086058767,0.0416036272150408,-0.512238705398709,0.00385795793304689,"both padj<0.05",NA
"ENSMUSG00000039206","Daglb",-0.474265081672432,0.0417630487657125,-0.735930116655493,0.000437470168086839,"both padj<0.05",NA
"ENSMUSG00000024381","Bin1",0.429017780707891,0.0418643743432461,0.167179660214596,0.552760303822564,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000120070","Gm56719",1.23504412461887,0.0420090766999227,0.917665990701621,0.170226889419447,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000037761","Actr5",0.508037558766066,0.0420720933406437,0.0480415666285969,0.919692748453142,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000028949","Smarcd3",-0.557970587023144,0.0421226612603616,-0.113410660952305,0.790691634658077,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000040037","Negr1",-1.68388439565848,0.0421243626094574,-0.607611185696839,0.549993721629342,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000090015","Gm15446",0.52769245875973,0.0421243626094574,0.245065257293034,0.461807524794078,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000027012","Dync1i2",0.272841019222057,0.0421330412875563,0.172378384442197,0.258501977951558,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000134718","",1.48283722947702,0.0421366536904609,1.5855415318538,0.0232981408273737,"both padj<0.05",""
"ENSMUSG00000018171","Vmp1",-0.50682880903649,0.0421603029338225,-0.538269753530578,0.0256650672436699,"both padj<0.05",NA
"ENSMUSG00000019194","Scn1b",-1.75698424763167,0.0422638496448155,-1.14854227459607,0.214344380716319,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000032855","Pkd1",0.388690458382941,0.0422638496448155,0.195427835507041,0.404802015872301,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000113015","Gm6296",-0.705845960847201,0.0422638496448155,-0.475152248264504,0.211516689619993,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000026088","Mitd1",0.641161866820828,0.042313976145233,0.438928387743187,0.210237541874606,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000001472","Tcf25",0.235338645444,0.0423796754735082,0.249032280182366,0.0264794935829738,"both padj<0.05",NA
"ENSMUSG00000040599","Mis12",-0.419717990866172,0.042441945670924,-0.519170486314542,0.00708364512587644,"both padj<0.05",NA
"ENSMUSG00000085639","Gm15410",-1.35602729735292,0.0424799976935142,-0.641680727194319,0.41828445128925,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000024640","Psat1",0.403981542184318,0.0425131340923861,0.499062750250778,0.00713928916974577,"both padj<0.05",NA
"ENSMUSG00000030407","Qpctl",0.428826749177168,0.0428155435452045,0.175793337387182,0.532250655194191,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000058173","Smco4",-0.641510929094925,0.0428808976001766,-0.0579400715560119,0.921827880347245,"CRISPR__KO_vs_WT only",NA
"ENSMUSG00000003421","Nosip",-0.358363989770419,0.0430630868698974,-0.415610370628826,0.0131170670084602,"both padj<0.05",NA
"ENSMUSG00000018433","Nol11",-0.495613160509835,0.0430630868698974,-0.496427269562219,0.0387785467115105,"both padj<0.05",NA
"ENSMUSG00000039067","Psmd7",0.396885092499403,0.0430630868698974,0.461354008143506,0.0127466069467464,"both padj<0.05",NA
