"ensembl_gene_id","external_gene_name","lfc_a","padj_a","lfc_b","padj_b","sig_class","label_gene"
"ENSMUSG00000028037","Ifi44",3.17860006910031,0,1.42747067442708,0.501711831340613,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000033880","Lgals3bp",3.0353847879921,0,-0.380121997152539,0.809654263548278,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000035783","Acta2",3.7735910816934,0,-0.809215611755315,0.472311401525963,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000029561","Oasl2",2.6593516711042,1.59796439375074e-315,1.21615794712773,0.419526512831537,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000018593","Sparc",1.84131555370121,9.41703869261106e-270,-0.744438463170867,0.000291361942760067,"both padj<0.05",NA
"ENSMUSG00000022389","Tef",-2.04890521130597,3.98009428837876e-234,-1.00006225189167,2.72099178733383e-05,"both padj<0.05","Tef"
"ENSMUSG00000021453","Gadd45g",-3.04364122668903,1.90241554840614e-212,-0.558140784670495,0.0178918537058784,"both padj<0.05","Gadd45g"
"ENSMUSG00000040618","Pck2",2.39332567440081,1.6692835687656e-209,-0.522414784088932,0.0388333366285046,"both padj<0.05",NA
"ENSMUSG00000028268","Gbp3",2.83984594522255,3.77489985534972e-203,0.342198517565373,0.866710258659278,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000036256","Igfbp7",3.26863417491427,1.64471987860715e-201,-0.191915630173786,0.720919770780964,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000028179","Cth",1.68882913211301,9.34473840614954e-195,-0.647939022148783,0.01876617701447,"both padj<0.05",NA
"ENSMUSG00000025498","Irf7",2.87278778637876,1.27762078026949e-190,1.32639364126399,0.462480939394239,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000070327","Rnf213",1.69849337968033,4.52863846735214e-167,0.416777829107681,0.793115042612331,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000001123","Lgals9",3.004344328732,8.93256926444323e-162,0.421296486672639,0.719133551797937,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000027737","Slc7a11",1.88682648121787,2.23461797066105e-157,-0.428626613250107,0.463741532244205,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000030107","Usp18",2.64000501369318,2.23461797066105e-157,1.34604327385409,0.505306889603201,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000025492","Ifitm3",1.75310154809924,8.40356987003542e-152,-0.30595858915332,0.479182148082255,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000003617","Cp",3.11127245133938,3.5309644664997e-148,0.0900777952152246,0.955741816960421,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000087141","Plcxd2",-2.27305277613573,6.01686686055786e-142,1.54609935986425,1.80058764357902e-09,"both padj<0.05","Plcxd2"
"ENSMUSG00000031007","Atp6ap2",-1.34500896353565,6.00502905029554e-140,0.512566952620937,0.00749515502868285,"both padj<0.05",NA
"ENSMUSG00000031673","Cdh11",2.03840267328625,9.29691954560083e-140,-1.27605745828787,0.031985704982978,"both padj<0.05","Cdh11"
"ENSMUSG00000024598","Fbn2",1.46838090686122,1.12143430299092e-137,-1.10961369300212,0.0304919145135282,"both padj<0.05",NA
"ENSMUSG00000015312","Gadd45b",-2.06703205616454,1.43794619082772e-133,-0.257197168284162,0.580423942240519,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000024521","Pmaip1",-1.73452175670799,1.3446930142971e-132,1.23943231422717,5.37399461941634e-08,"both padj<0.05",NA
"ENSMUSG00000020277","Pfkl",1.90626723869911,6.60444215045984e-131,-0.1875958081391,0.529745612413481,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000028278","Rragd",-2.06898823710353,9.65629934061544e-131,-0.240134197225522,0.866846852002529,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000046879","Irgm1",1.82690274918379,1.58933649715892e-130,0.273935410373844,0.84971794253832,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000029070","Mxra8",1.7536255126198,6.22820871731893e-130,-0.487339143781294,0.0150801195878094,"both padj<0.05",NA
"ENSMUSG00000040675","Mthfd1l",1.56180486182609,1.10575915862499e-129,-0.51014632089847,0.000795304317429965,"both padj<0.05",NA
"ENSMUSG00000067212","H2-T23",2.29021546234251,5.04753148597942e-127,0.206124666071374,0.904667309778637,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000074896","Ifit3",2.52296608293775,3.12553073496189e-123,1.07566815303024,0.421333824102597,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000040010","Slc7a5",1.23027644358179,4.31828238340601e-123,0.511021287217782,0.00547662966559175,"both padj<0.05",NA
"ENSMUSG00000027227","Sord",-1.31174133508857,4.94118841951221e-122,0.639117297315436,0.0036579950168763,"both padj<0.05",NA
"ENSMUSG00000053846","Lipg",-2.93168893507072,3.20811456614889e-119,0.934623381454581,0.226864789973358,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000052776","Oas1a",3.30180954304944,3.55124861837273e-114,1.76554401455082,0.369586834724024,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000001506","Col1a1",2.07992589611612,1.42393269339649e-110,-2.93289510561335,5.18571686922467e-05,"both padj<0.05","Col1a1"
"ENSMUSG00000031558","Slit2",1.2324453490603,2.98962586201741e-109,-0.47421935819342,0.0227314998774684,"both padj<0.05",NA
"ENSMUSG00000047735","Samd9l",1.71940438218332,3.50257306805638e-109,1.01671563118846,0.256960784393348,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000030351","Tspan11",2.2629665306317,4.66451377932306e-109,-0.534646341401912,0.140374588549246,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000039997","Ifi203",3.18433908774017,4.65655960154299e-108,0.759853672909435,0.754378828009535,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000054206","Gzmm",-2.23857280913696,6.90164120987718e-108,-0.150183786006329,0.901853686400543,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000034422","Parp14",1.45490070844811,1.41607560340063e-107,1.1897706786622,0.365158345389553,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000073489","Ifi204",3.09580235039946,2.27244642712997e-107,2.61436409490596,0.0656367530658003,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000069874","Irgm2",2.47494328515459,6.77073621304307e-107,0.295437359081902,0.888401097765565,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000019846","Lama4",2.85189616113761,1.60569090889999e-106,-2.06369590522769,0.0168265361187982,"both padj<0.05","Lama4"
"ENSMUSG00000029167","Ppargc1a",-3.12639454174947,1.94390492262153e-106,-0.714146477930602,0.271569009264297,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000028542","Slc6a9",1.57485014204302,8.8577608954633e-105,-0.142820466676258,0.772853126558712,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000035692","Isg15",2.31935507675526,1.13084539916188e-104,0.81298032763195,0.605266238203031,"mouseKD__KD_vs_Control only",NA
"ENSMUSG00000005360","Slc1a3",1.79369861114991,2.76627903024735e-104,-0.713748848043014,0.0173265774410263,"both padj<0.05",NA
