"gene_set","sample","ssgsea_score","sample_label","condition","experiment"
"HALLMARK_ANDROGEN_RESPONSE","sample.neg.neg_3",0.422958439831549,"KO 3","KO","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.WT_1",0.418117185011439,"WT 1","WT","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.WT_2",0.434649115442688,"WT 2","WT","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.WT_3",0.455171382972594,"WT 3","WT","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.pos.neg_1",0.437242080569472,"Het 1","Het","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.pos.neg_2",0.411299662093247,"Het 2","Het","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.pos.neg_3",0.417102521913907,"Het 3","Het","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.neg.neg_1",0.407118666546245,"KO 1","KO","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.neg.neg_2",0.400900007317789,"KO 2","KO","CRISPR"
"HALLMARK_ANGIOGENESIS","sample.neg.neg_3",0.405779392635574,"KO 3","KO","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.WT_1",0.328354198192483,"WT 1","WT","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.WT_2",0.326810978656719,"WT 2","WT","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.WT_3",0.3175527347867,"WT 3","WT","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.pos.neg_1",0.320856022516917,"Het 1","Het","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.pos.neg_2",0.3013511148327,"Het 2","Het","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.pos.neg_3",0.311399099494076,"Het 3","Het","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.neg.neg_1",0.324020421984004,"KO 1","KO","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.neg.neg_2",0.296518706874276,"KO 2","KO","CRISPR"
"HALLMARK_APICAL_JUNCTION","sample.neg.neg_3",0.305988031675739,"KO 3","KO","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.WT_1",0.15392251196485,"WT 1","WT","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.WT_2",0.155999408015697,"WT 2","WT","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.WT_3",0.150526991030837,"WT 3","WT","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.pos.neg_1",0.16302725203091,"Het 1","Het","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.pos.neg_2",0.146943677309853,"Het 2","Het","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.pos.neg_3",0.13917045818959,"Het 3","Het","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.neg.neg_1",0.145802849117724,"KO 1","KO","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.neg.neg_2",0.112038077358926,"KO 2","KO","CRISPR"
"HALLMARK_APICAL_SURFACE","sample.neg.neg_3",0.116625347604585,"KO 3","KO","CRISPR"
"HALLMARK_APOPTOSIS","sample.WT_1",0.353807487981803,"WT 1","WT","CRISPR"
"HALLMARK_APOPTOSIS","sample.WT_2",0.349417968395984,"WT 2","WT","CRISPR"
"HALLMARK_APOPTOSIS","sample.WT_3",0.340546263246339,"WT 3","WT","CRISPR"
"HALLMARK_APOPTOSIS","sample.pos.neg_1",0.372198925387006,"Het 1","Het","CRISPR"
"HALLMARK_APOPTOSIS","sample.pos.neg_2",0.340151471734117,"Het 2","Het","CRISPR"
"HALLMARK_APOPTOSIS","sample.pos.neg_3",0.343406865469486,"Het 3","Het","CRISPR"
"HALLMARK_APOPTOSIS","sample.neg.neg_1",0.362132105294951,"KO 1","KO","CRISPR"
"HALLMARK_APOPTOSIS","sample.neg.neg_2",0.345555160609438,"KO 2","KO","CRISPR"
"HALLMARK_APOPTOSIS","sample.neg.neg_3",0.356366232707224,"KO 3","KO","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.WT_1",0.0823098320634437,"WT 1","WT","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.WT_2",0.0877555036611548,"WT 2","WT","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.WT_3",0.0713030586610336,"WT 3","WT","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.pos.neg_1",0.0698984347709912,"Het 1","Het","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.pos.neg_2",0.0541520488626818,"Het 2","Het","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.pos.neg_3",0.0595675417103255,"Het 3","Het","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.neg.neg_1",0.0742002769317622,"KO 1","KO","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.neg.neg_2",0.0596131551154109,"KO 2","KO","CRISPR"
"HALLMARK_BILE_ACID_METABOLISM","sample.neg.neg_3",0.0549468630505953,"KO 3","KO","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.WT_1",0.360984424570223,"WT 1","WT","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.WT_2",0.387270303718808,"WT 2","WT","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.WT_3",0.37405228984806,"WT 3","WT","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.pos.neg_1",0.368371326580309,"Het 1","Het","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.pos.neg_2",0.363845778750533,"Het 2","Het","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.pos.neg_3",0.383217943162965,"Het 3","Het","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.neg.neg_1",0.335696983788255,"KO 1","KO","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.neg.neg_2",0.364308535486274,"KO 2","KO","CRISPR"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","sample.neg.neg_3",0.323695204344634,"KO 3","KO","CRISPR"
"HALLMARK_COAGULATION","sample.WT_1",0.269808197757786,"WT 1","WT","CRISPR"
"HALLMARK_COAGULATION","sample.WT_2",0.279819379133801,"WT 2","WT","CRISPR"
"HALLMARK_COAGULATION","sample.WT_3",0.266054098823188,"WT 3","WT","CRISPR"
"HALLMARK_COAGULATION","sample.pos.neg_1",0.338312701827051,"Het 1","Het","CRISPR"
"HALLMARK_COAGULATION","sample.pos.neg_2",0.29656428608963,"Het 2","Het","CRISPR"
"HALLMARK_COAGULATION","sample.pos.neg_3",0.3074758600999,"Het 3","Het","CRISPR"
"HALLMARK_COAGULATION","sample.neg.neg_1",0.295620890246162,"KO 1","KO","CRISPR"
"HALLMARK_COAGULATION","sample.neg.neg_2",0.281008608539523,"KO 2","KO","CRISPR"
"HALLMARK_COAGULATION","sample.neg.neg_3",0.277194508430717,"KO 3","KO","CRISPR"
"HALLMARK_COMPLEMENT","sample.WT_1",0.279529164761943,"WT 1","WT","CRISPR"
"HALLMARK_COMPLEMENT","sample.WT_2",0.283115583788626,"WT 2","WT","CRISPR"
"HALLMARK_COMPLEMENT","sample.WT_3",0.278740154678577,"WT 3","WT","CRISPR"
"HALLMARK_COMPLEMENT","sample.pos.neg_1",0.316948443867432,"Het 1","Het","CRISPR"
"HALLMARK_COMPLEMENT","sample.pos.neg_2",0.290119072850686,"Het 2","Het","CRISPR"
"HALLMARK_COMPLEMENT","sample.pos.neg_3",0.292884978230669,"Het 3","Het","CRISPR"
"HALLMARK_COMPLEMENT","sample.neg.neg_1",0.29189536445074,"KO 1","KO","CRISPR"
"HALLMARK_COMPLEMENT","sample.neg.neg_2",0.275884819956325,"KO 2","KO","CRISPR"
"HALLMARK_COMPLEMENT","sample.neg.neg_3",0.281997089675176,"KO 3","KO","CRISPR"
"HALLMARK_DNA_REPAIR","sample.WT_1",0.288038812186496,"WT 1","WT","CRISPR"
"HALLMARK_DNA_REPAIR","sample.WT_2",0.2939169654465,"WT 2","WT","CRISPR"
"HALLMARK_DNA_REPAIR","sample.WT_3",0.294120297343158,"WT 3","WT","CRISPR"
"HALLMARK_DNA_REPAIR","sample.pos.neg_1",0.279027777664481,"Het 1","Het","CRISPR"
"HALLMARK_DNA_REPAIR","sample.pos.neg_2",0.284904230618422,"Het 2","Het","CRISPR"
"HALLMARK_DNA_REPAIR","sample.pos.neg_3",0.283364152123455,"Het 3","Het","CRISPR"
"HALLMARK_DNA_REPAIR","sample.neg.neg_1",0.276647637475299,"KO 1","KO","CRISPR"
"HALLMARK_DNA_REPAIR","sample.neg.neg_2",0.292381076911779,"KO 2","KO","CRISPR"
"HALLMARK_DNA_REPAIR","sample.neg.neg_3",0.278115654132211,"KO 3","KO","CRISPR"
"HALLMARK_E2F_TARGETS","sample.WT_1",0.541429102835905,"WT 1","WT","CRISPR"
"HALLMARK_E2F_TARGETS","sample.WT_2",0.54558625697018,"WT 2","WT","CRISPR"
"HALLMARK_E2F_TARGETS","sample.WT_3",0.548715546381068,"WT 3","WT","CRISPR"
"HALLMARK_E2F_TARGETS","sample.pos.neg_1",0.519726382874099,"Het 1","Het","CRISPR"
"HALLMARK_E2F_TARGETS","sample.pos.neg_2",0.53650669118397,"Het 2","Het","CRISPR"
"HALLMARK_E2F_TARGETS","sample.pos.neg_3",0.529260423288467,"Het 3","Het","CRISPR"
"HALLMARK_E2F_TARGETS","sample.neg.neg_1",0.534064705991925,"KO 1","KO","CRISPR"
"HALLMARK_E2F_TARGETS","sample.neg.neg_2",0.539833485334631,"KO 2","KO","CRISPR"
"HALLMARK_E2F_TARGETS","sample.neg.neg_3",0.541241747250732,"KO 3","KO","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.WT_1",0.432598765455572,"WT 1","WT","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.WT_2",0.430881553507823,"WT 2","WT","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.WT_3",0.44114250254697,"WT 3","WT","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.pos.neg_1",0.424982603852348,"Het 1","Het","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.pos.neg_2",0.355155573350304,"Het 2","Het","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.pos.neg_3",0.380222484351049,"Het 3","Het","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.neg.neg_1",0.393508071539914,"KO 1","KO","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.neg.neg_2",0.370260854249353,"KO 2","KO","CRISPR"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","sample.neg.neg_3",0.375789586203525,"KO 3","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.WT_1",0.134032099265067,"WT 1","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.WT_2",0.138721487216107,"WT 2","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.WT_3",0.134686264920383,"WT 3","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.pos.neg_1",0.130127786155483,"Het 1","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.pos.neg_2",0.118480636051883,"Het 2","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.pos.neg_3",0.125205067806421,"Het 3","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.neg.neg_1",0.121924657685882,"KO 1","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.neg.neg_2",0.109779260496587,"KO 2","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","sample.neg.neg_3",0.125899631562126,"KO 3","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.WT_1",0.156180673959618,"WT 1","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.WT_2",0.152565164870551,"WT 2","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.WT_3",0.148942954282854,"WT 3","WT","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.pos.neg_1",0.157360386103917,"Het 1","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.pos.neg_2",0.140510087612173,"Het 2","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.pos.neg_3",0.142002288394454,"Het 3","Het","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.neg.neg_1",0.153457389598902,"KO 1","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.neg.neg_2",0.141783065231974,"KO 2","KO","CRISPR"
"HALLMARK_ESTROGEN_RESPONSE_LATE","sample.neg.neg_3",0.146947754950937,"KO 3","KO","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.WT_1",0.364681948439453,"WT 1","WT","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.WT_2",0.36989963044816,"WT 2","WT","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.WT_3",0.345936137881558,"WT 3","WT","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.pos.neg_1",0.35399368688461,"Het 1","Het","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.pos.neg_2",0.33672571258059,"Het 2","Het","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.pos.neg_3",0.34282974838138,"Het 3","Het","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.neg.neg_1",0.348904479327015,"KO 1","KO","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.neg.neg_2",0.341855115640122,"KO 2","KO","CRISPR"
"HALLMARK_FATTY_ACID_METABOLISM","sample.neg.neg_3",0.331132991175004,"KO 3","KO","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.WT_1",0.562414737415595,"WT 1","WT","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.WT_2",0.560230052111652,"WT 2","WT","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.WT_3",0.571297122924245,"WT 3","WT","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.pos.neg_1",0.548602257555065,"Het 1","Het","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.pos.neg_2",0.566378980813945,"Het 2","Het","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.pos.neg_3",0.566328577033255,"Het 3","Het","CRISPR"
"HALLMARK_G2M_CHECKPOINT","sample.neg.neg_1",0.569437889869217,"KO 1","KO","CRISPR"
