"PC","percent_variance"
"PC1",55.6382768995944
"PC2",19.5136735341992
"PC3",14.1558385388732
"PC4",3.66755165517628
"PC5",2.71608820296823
"PC6",1.92113861276457
"PC7",1.54980237406925
"PC8",0.837630182354874
"PC9",3.24591461245812e-28
