"model","database","pathway_id","pathway_name","NES","padj","leading_edge","within_species_key","cross_species_key","signed_log10padj","significant"
"human_KD","GO_BP","GO:0031440","regulation of mRNA 3'-end processing",-0.664529618953929,0.951563246261802,"10768","GO:0031440","GO:0031440",-0.0215623407561948,FALSE
"human_KD","GO_BP","GO:0010248","establishment or maintenance of transmembrane electrochemical gradient",-0.663794248639714,0.951563246261802,"486/495/477/5349/480/476/53822/581","GO:0010248","GO:0010248",-0.0215623407561948,FALSE
"human_KD","GO_BP","GO:1902476","chloride transmembrane transport",-0.787960839497196,0.952082982693645,"6521/6507/1183/375611/846/2556/57719/8001/2566/196527/6557/363/7809/2557/2554/6559/6508/63982/5349/2567/9498/57101/9990/57468/6558/1180/1184/1080/94015","GO:1902476","GO:1902476",-0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0098656","monoatomic anion transmembrane transport",0.77131606062651,0.952082982693645,"80727/8884/23516/6509/65010/1182/2564/24145/57120/3775/25932/7416/6505/54102/8671/121601/284129","GO:0098656","GO:0098656",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:1904950","negative regulation of establishment of protein localization",0.737621355603841,0.952082982693645,"5137/6672/9270/55691/9647/80223/7327/10391/90007/10956/7013/2149/258010","GO:1904950","GO:1904950",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0042908","xenobiotic transport",0.701389747788867,0.952082982693645,"5205/8140/9076/222962/29015/6857/540/89845/10257/6573/1317/4363/2030/3177/5002/84255/10351/55244","GO:0042908","GO:0042908",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0046473","phosphatidic acid metabolic process",0.692530631835426,0.952082982693645,"8525/79888/10555/137964/55326/1609/160851/8443/80339/1606/8527/254531/1607/1608","GO:0046473","GO:0046473",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0009072","aromatic amino acid metabolic process",0.689973958112668,0.952082982693645,"26258/125061/55191/144193","GO:0009072","GO:0009072",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0090330","regulation of platelet aggregation",0.676645153582051,0.952082982693645,"5270/5578/81542/5592/5588/10019","GO:0090330","GO:0090330",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0034367","protein-containing complex remodeling",0.652735926912685,0.952082982693645,"3931/9388/4023","GO:0034367","GO:0034367",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0043576","regulation of respiratory gaseous exchange",0.649720979492302,0.952082982693645,"26164/23178","GO:0043576","GO:0043576",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:0070229","negative regulation of lymphocyte apoptotic process",0.638122602366535,0.952082982693645,"26155/8660/6482/5588/9212/8772","GO:0070229","GO:0070229",0.0213251972506751,FALSE
"human_KD","GO_BP","GO:1903522","regulation of blood circulation",0.807103644376477,0.952317329936835,"493/1829/1832/133/3676/3320/3269/5770/79924/8912/6546/444/1906/10142/2626/23704/1482/1889/154/2149/1129/4842/177/481/30845/6505/54795/6781/80005/5294/3728/6331/57657/6909/57338/3688","GO:1903522","GO:1903522",0.0212183124592734,FALSE
"human_KD","GO_BP","GO:0015871","choline transport",0.619055025074763,0.952535622386085,"54733","GO:0015871","GO:0015871",0.0211187738503222,FALSE
"human_KD","GO_BP","GO:0071786","endoplasmic reticulum tubular network organization",0.652279014868854,0.953553225140554,"80346/23204/80856/124491","GO:0071786","GO:0071786",0.0206550606256259,FALSE
"human_KD","GO_BP","GO:0009083","branched-chain amino acid catabolic process",0.651789983775644,0.953849255374691,"586/3712","GO:0009083","GO:0009083",0.0205202549938751,FALSE
"human_KD","GO_BP","GO:0001963","synaptic transmission, dopaminergic",-0.652052131181041,0.954110831286468,"7054/6532/6531/2668","GO:0001963","GO:0001963",-0.0204011739118446,FALSE
"human_KD","GO_BP","GO:0050482","arachidonate secretion",-0.623161995651296,0.954179343487487,"5321","GO:0050482","GO:0050482",-0.0203699894816655,FALSE
"human_KD","GO_BP","GO:1903963","arachidonate transport",-0.623161995651296,0.954179343487487,"5321","GO:1903963","GO:1903963",-0.0203699894816655,FALSE
"human_KD","GO_BP","GO:0055062","phosphate ion homeostasis",-0.621177220852112,0.954179343487487,"249/5167/2264/6424/142680/57030/9213/368/5169/5741/6569","GO:0055062","GO:0055062",-0.0203699894816655,FALSE
"human_KD","GO_BP","GO:0002021","response to dietary excess",0.602606056363467,0.954529729299105,"9518/6653","GO:0002021","GO:0002021",0.0202105407438753,FALSE
"human_KD","GO_BP","GO:0019748","secondary metabolic process",0.706839919601742,0.955547775681857,"7474/1545/126321/4157/23596/23295/1565/7220/23682/8644/7306/1497","GO:0019748","GO:0019748",0.0197475941178206,FALSE
"human_KD","GO_BP","GO:0170039","proteinogenic amino acid metabolic process",0.764391561565043,0.955840455840456,"493/586/26258/4548/5831/3712/125061/58478/55191/144193/10157/2653/875/29920/4842/23576/51166/5092/2752/4522/22929/10955/275/501/11112","GO:0170039","GO:0170039",0.0196145919608131,FALSE
"human_KD","GO_BP","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling",-0.703826135339121,0.956623828058065,"477/3270/801/488/817/775","GO:0010882","GO:0010882",-0.019258805708201,FALSE
"human_KD","GO_BP","GO:0010765","positive regulation of sodium ion transport",0.665703998455859,0.956623828058065,"53827/1482/4842/481/65267/6331","GO:0010765","GO:0010765",0.019258805708201,FALSE
"human_KD","GO_BP","GO:0060353","regulation of cell adhesion molecule production",-0.623832538321063,0.956623828058065,"3553/3576/4851/335/4855","GO:0060353","GO:0060353",-0.019258805708201,FALSE
"human_KD","GO_BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",-0.77495464871546,0.956910214178937,"2781/846/57211/29909/8685/2847/2859/259249/222487/2899/2918/117194/3354/4988/5138/2771/2773/9283/6608/155/2775/1901/150/112","GO:0007193","GO:0007193",-0.0191288096797305,FALSE
"human_KD","GO_BP","GO:0001738","morphogenesis of a polarized epithelium",0.685829288488898,0.958825503499164,"55625/57216/9620","GO:0001738","GO:0001738",0.0182604228218935,FALSE
"human_KD","GO_BP","GO:0006386","termination of RNA polymerase III transcription",-0.644766708587166,0.958825503499164,"5440/10623/55703/5435/9533/51082","GO:0006386","GO:0006386",-0.0182604228218935,FALSE
"human_KD","GO_BP","GO:0010039","response to iron ion",0.659851888489122,0.959098588478936,"567/4193/7020/7037/595/2395/3077/6622/9474/2539/891/18/1371","GO:0010039","GO:0010039",0.0181367481664645,FALSE
"human_KD","GO_BP","GO:0031048","regulatory ncRNA-mediated heterochromatin formation",0.640726395740238,0.95934327747421,"55051/90853/1788/54456/55124/90459/23013/112479","GO:0031048","GO:0031048",0.0180259633854481,FALSE
"human_KD","GO_BP","GO:0032609","type II interferon production",0.735326727359444,0.95952514026218,"2150/7474/3624/80381/140885/8140/2621/11118/11119/7099/29126/9636/80380","GO:0032609","GO:0032609",0.017943641945598,FALSE
"human_KD","GO_BP","GO:0032649","regulation of type II interferon production",0.735326727359444,0.95952514026218,"2150/7474/3624/80381/140885/8140/2621/11118/11119/7099/29126/9636/80380","GO:0032649","GO:0032649",0.017943641945598,FALSE
"human_KD","GO_BP","GO:0030224","monocyte differentiation",0.672523894276912,0.95952514026218,"1021/3428","GO:0030224","GO:0030224",0.017943641945598,FALSE
"human_KD","GO_BP","GO:0099622","cardiac muscle cell membrane repolarization",-0.664230224324068,0.959934532314794,"3757/6640/476/3781/7531/6324/3759","GO:0099622","GO:0099622",-0.0177583849020441,FALSE
"human_KD","GO_BP","GO:0002828","regulation of type 2 immune response",-0.639732229531667,0.959934532314794,"5914/942/975/64127/301","GO:0002828","GO:0002828",-0.0177583849020441,FALSE
"human_KD","GO_BP","GO:0009063","amino acid catabolic process",0.719809638103547,0.96020713308216,"493/586/3712/125061/144193/10157/2653/875/56267/55556/4842/23576/51166/7915/2752/275/501/11112/642/10841/2954/113675","GO:0009063","GO:0009063",0.0176350721153279,FALSE
