"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.pos.neg_1","sample.pos.neg_2","sample.pos.neg_3"
"ENSMUSG00000000171",3659.73623166856,3935.49263760029,3759.51265049808,3488.90128434741,3696.65744213072,3759.96351396993
"ENSMUSG00000000184",2598.81088255158,3778.48610717634,4696.79876082634,4481.39328290675,5407.74498869781,5452.07318390542
"ENSMUSG00000000194",939.818937098929,1126.93503087189,1087.27953653861,1005.33601265834,1032.62915973292,1081.84060864728
"ENSMUSG00000000223",21.5668952908845,19.6258163029936,11.0594231307169,25.6880281980064,16.601754979629,16.3915243734437
"ENSMUSG00000000253",367.466715917763,442.097335667434,333.856335758517,101.584475146662,74.154505575676,60.5225515327151
"ENSMUSG00000000266",394.010587045006,403.878640761605,353.901540182941,425.020102912469,489.1983800664,447.614704044039
"ENSMUSG00000000275",3607.4779853868,4271.1973901515,4161.79916687791,3748.1168416182,2739.28957163878,3042.5191010092
"ENSMUSG00000000276",431.33790581769,287.156680643801,300.678066366366,242.868630235696,160.483631469747,204.263611422914
"ENSMUSG00000000278",4337.43444138597,5221.50007429645,3897.75543963204,4387.98227127763,4592.04542736537,4729.58522498363
"ENSMUSG00000000282",1433.36904087109,766.439773516907,989.818370199164,928.271928064321,526.829024686892,542.181190813906
"ENSMUSG00000000290",6.63596778181062,25.8234425039389,12.4418510220565,9.3411011629114,16.601754979629,7.56531894158939
"ENSMUSG00000000295",415.57748233589,422.47151936444,400.904088488488,685.403297828624,586.595342613557,645.573883015628
"ENSMUSG00000000296",9.1244556999896,4.13175080063022,4.83849761968865,46.705505814557,17.7085386449376,35.3048217274172
"ENSMUSG00000000301",155.94524287255,237.575671036238,239.160025201753,99.2491998559337,139.454741828883,163.915243734437
"ENSMUSG00000000317",3135.49477690552,2548.25730628869,2498.73841359635,962.133419779875,1006.06635176552,941.882208227879
"ENSMUSG00000000326",1730.32859910712,1961.5486925992,2448.27979556246,2614.34068796983,2686.16395570397,2840.77726256682
"ENSMUSG00000000339",1541.20351732552,1721.90714616265,2094.37825537952,1633.52506586413,1883.74579835523,1877.45998400443
"ENSMUSG00000000340",1293.18422148034,1337.65432170404,1392.79610052466,1291.4072357725,1474.23584219105,1345.36588511265
"ENSMUSG00000000346",2539.91666848802,2624.69469610035,2155.89629654413,1997.82801121768,1850.54228839597,1750.11044848768
"ENSMUSG00000000355",413.918490390438,441.064397967277,452.053920468054,606.003937943877,562.246101976768,586.312217973178
"ENSMUSG00000000374",1230.14252755314,1375.87301660986,1384.50153317662,1108.08812545037,1315.96577805192,1249.53851185251
"ENSMUSG00000000378",1420.9266012802,1964.64750569967,2346.671345549,1222.51661469603,1563.88531908105,1543.32506408424
"ENSMUSG00000000384",2751.43814153323,3334.32289610859,3863.88595629422,2016.5102135435,2588.76699315681,2720.99304599165
"ENSMUSG00000000386",27.3733670999688,21.6916917033087,4.14728367401884,22.1851152619146,5.53391832654299,1.2608864902649
"ENSMUSG00000000399",1649.03799377994,1872.71605038565,1808.21568187222,1531.94059071747,1644.68052664858,1639.15243734437
"ENSMUSG00000000409",26.5438711272425,28.9222556044116,20.0452044244244,40.8673175877374,18.8153223102462,34.0439352371523
"ENSMUSG00000000420",2850.97765826039,3782.61785797697,3691.08246987677,3731.76991458311,4636.31677397772,4491.27767832357
"ENSMUSG00000000439",457.881776944933,513.370036978306,522.557742926374,503.251825151852,490.305163731709,528.311439420993
"ENSMUSG00000000441",1120.64905915327,1170.31841427851,1285.65793894584,1205.00205001557,1534.00216011772,1480.28073957099
"ENSMUSG00000000486",58.8942140635693,59.9103866091383,60.1356132732732,72.3935340125634,49.8052649388869,41.6092541787417
"ENSMUSG00000000489",10.7834476454423,12.3952524018907,16.5891346960754,3.50291293609178,4.42713466123439,3.7826594707947
"ENSMUSG00000000531",150.968267036192,129.117212519695,117.506370763867,124.93722805394,139.454741828883,138.697513929139
"ENSMUSG00000000532",302.76603004511,289.222556044116,237.086383364744,270.891933724431,232.424569714805,221.916022286622
"ENSMUSG00000000538",1266.6403503531,1073.2222704637,1133.59087089848,837.196191725935,807.952075675276,814.532672711125
"ENSMUSG00000000552",574.840709099345,509.238286177675,573.70757490594,267.389020788339,206.968545412708,233.264000699006
"ENSMUSG00000000555",5747.57759502072,7019.84461027075,9276.09115088881,5619.83998713657,6354.04502253666,7535.05766582303
"ENSMUSG00000000561",1618.34664278907,1909.90180759132,2618.31842619723,2037.52769116005,2595.40769514866,2868.51676535264
"ENSMUSG00000000563",11508.4271256051,11898.4093681149,12353.3756370108,12404.9823443463,12806.5937912858,13343.9617264734
"ENSMUSG00000000567",3272.36161240536,3108.10953977409,3149.17073647164,1484.06744725755,1473.12905852574,1371.84450140821
"ENSMUSG00000000568",3267.384636569,2932.5101307473,3359.29977595526,4231.51882679887,4965.03152257437,4735.88965743496
"ENSMUSG00000000579",40.6453026635901,25.8234425039389,14.515492859066,26.8556658433703,15.4949713143204,18.9132973539735
"ENSMUSG00000000581",968.021800171624,917.24867773991,939.359752165268,721.600064834906,702.80762747096,779.227850983707
"ENSMUSG00000000594",79.6316133817275,68.1738882103987,42.855264631528,172.810371513861,77.4748565716018,122.305989555695
"ENSMUSG00000000600",648.665850671988,540.226417182402,584.766998036657,565.13662035614,614.264934246272,634.225904603244
"ENSMUSG00000000605",768.942766717306,794.329091421161,851.575581065202,791.658323556741,811.272426671202,785.532283435032
"ENSMUSG00000000628",1610.88117903453,2082.40240351763,2250.59260710089,2388.98662241459,2814.55086087976,2842.03814905708
"ENSMUSG00000000631",1924.43065672508,2212.55255373749,1899.45592270063,1096.41174899673,1221.88916650069,1265.93003622596
"ENSMUSG00000000686",19.0784073727055,19.6258163029936,25.5749159897829,31.526216424826,17.7085386449376,22.6959568247682
"ENSMUSG00000000693",1707.10271187078,2325.14276305466,2304.50729486314,1303.08361222614,1252.87910912933,1336.53967968079
"ENSMUSG00000000706",6.63596778181062,14.4611278022058,8.29456734803769,18.6822023258228,17.7085386449376,25.217729805298
"ENSMUSG00000000708",548.296837972103,699.298823006666,557.809654155534,642.200704950159,655.21592986269,631.704131622714
"ENSMUSG00000000711",1821.57315610702,1759.09290336832,1506.15518761451,2172.97365802227,1913.62895731857,1769.02374584165
