"contrast","comparison","min_count_filter","min_samples_filter","genes_tested_after_filtering","significant_padj","up_padj","down_padj","up_padj_lfc1","down_padj_lfc1"
"het_vs_WT","het vs WT",10,3,16646,3468,1532,1936,346,628
