"database","pathway_key","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","NES_human_KD","NES_mouse_KD","padj_human_KD","padj_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","pathway_name","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"GO_BP","GO:0051304","GO:0051304","GO:0051304","chromosome separation","chromosome separation",1.79946088513491,-1.70650895003095,0.00897043579918839,0.0293062920454483,2.04718645767104,-1.53303912683862,TRUE,TRUE,"chromosome separation",3.50596983516586,3.50596983516586,"opposite direction"
"GO_BP","GO:0051306","GO:0051306","GO:0051306","mitotic sister chromatid separation","mitotic sister chromatid separation",1.87497795038941,-1.61045070586053,0.0073673271966317,0.117326573449366,2.13269004189533,-0.930603612817193,TRUE,FALSE,"mitotic sister chromatid separation",3.48542865624994,3.48542865624994,"opposite direction"
"GO_BP","GO:0034340","GO:0034340","GO:0034340","response to type I interferon","response to type I interferon",-1.2297222438095,2.24782328953068,0.345614628100504,4.56081105017279e-06,-0.461407884338732,5.34095791977115,FALSE,TRUE,"response to type I interferon",-3.47754553334018,3.47754553334018,"opposite direction"
"GO_BP","GO:0071357","GO:0071357","GO:0071357","cellular response to type I interferon","cellular response to type I interferon",-1.2389387682201,2.23729687848289,0.350011278407489,1.52637196881032e-05,-0.455917961160525,4.81633961820522,FALSE,TRUE,"cellular response to type I interferon",-3.47623564670299,3.47623564670299,"opposite direction"
"GO_BP","GO:0010965","GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","regulation of mitotic sister chromatid separation",1.87289873085778,-1.60251626518138,0.0059135737015185,0.112936845597261,2.22814998615944,-0.947164346569343,TRUE,FALSE,"regulation of mitotic sister chromatid separation",3.47541499603916,3.47541499603916,"opposite direction"
"GO_BP","GO:0033260","GO:0033260","GO:0033260","nuclear DNA replication","nuclear DNA replication",1.64956181301688,-1.82331707436853,0.103437502936374,0.055335830702946,0.985321972215477,-1.25699356602839,FALSE,FALSE,"nuclear DNA replication",3.47287888738541,3.47287888738541,"opposite direction"
"GO_BP","GO:0051784","GO:0051784","GO:0051784","negative regulation of nuclear division","negative regulation of nuclear division",1.87617732550473,-1.58627932802245,0.00572019558887615,0.141291023529738,2.24258912125638,-0.84988542877661,TRUE,FALSE,"negative regulation of nuclear division",3.46245665352718,3.46245665352718,"opposite direction"
"GO_BP","GO:0098534","GO:0098534","GO:0098534","centriole assembly","centriole assembly",1.62523587794968,-1.82023514669841,0.102921655090403,0.0387981871855532,0.987493238485306,-1.41118856599609,FALSE,TRUE,"centriole assembly",3.44547102464809,3.44547102464809,"opposite direction"
"GO_BP","GO:0071230","GO:0071230","GO:0071230","cellular response to amino acid stimulus","cellular response to amino acid stimulus",-1.78535124592235,1.65623571309934,0.0151162678921122,0.0559419806966024,-1.82055542007368,1.25226216094668,TRUE,FALSE,"cellular response to amino acid stimulus",-3.44158695902169,3.44158695902169,"opposite direction"
"GO_BP","GO:0051383","GO:0051383","GO:0051383","kinetochore organization","kinetochore organization",2.09941348906326,-1.33711250136584,0.00268783456600882,0.405480821917808,2.57059746526126,-0.392029681852908,TRUE,FALSE,"kinetochore organization",3.4365259904291,3.4365259904291,"opposite direction"
"GO_BP","GO:0008228","GO:0008228","GO:0008228","opsonization","opsonization",-1.73360978520152,1.70133727888826,0.104246525589561,0.116596016545558,-0.981938410622084,0.933316286814011,FALSE,FALSE,"opsonization",-3.43494706408978,3.43494706408978,"opposite direction"
"GO_BP","GO:0007099","GO:0007099","GO:0007099","centriole replication","centriole replication",1.60665532421888,-1.81515974083989,0.104246525589561,0.0516247976768489,0.981938410622084,-1.28714163737913,FALSE,FALSE,"centriole replication",3.42181506505877,3.42181506505877,"opposite direction"
"GO_BP","GO:0006739","GO:0006739","GO:0006739","NADP+ metabolic process","NADP+ metabolic process",-1.56805060211703,1.85164947712872,0.15122365441098,0.0337797077662345,-0.820380271158427,1.47134411190121,FALSE,TRUE,"NADP+ metabolic process",-3.41970007924575,3.41970007924575,"opposite direction"
"GO_BP","GO:0007093","GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","mitotic cell cycle checkpoint signaling",2.08527538663571,-1.33222988618767,2.62817690069641e-05,0.222378018271263,4.58034540607928,-0.652908144317086,TRUE,FALSE,"mitotic cell cycle checkpoint signaling",3.41750527282338,3.41750527282338,"opposite direction"
"GO_BP","GO:1905818","GO:1905818","GO:1905818","regulation of chromosome separation","regulation of chromosome separation",1.8487046174906,-1.56818701927166,0.00537174183464425,0.0784750158420993,2.26988486764956,-1.10526858795496,TRUE,FALSE,"regulation of chromosome separation",3.41689163676226,3.41689163676226,"opposite direction"
"GO_BP","GO:0006261","GO:0006261","GO:0006261","DNA-templated DNA replication","DNA-templated DNA replication",1.92895794920721,-1.48164803341348,0.000159036289014327,0.0669922640997791,3.79850376674583,-1.17397534435512,TRUE,FALSE,"DNA-templated DNA replication",3.41060598262069,3.41060598262069,"opposite direction"
"GO_BP","GO:0043200","GO:0043200","GO:0043200","response to amino acid","response to amino acid",-1.7226811641044,1.66213892822396,0.0187989782195189,0.038136374751926,-1.72586575529399,1.41866059341021,TRUE,TRUE,"response to amino acid",-3.38482009232836,3.38482009232836,"opposite direction"
"GO_BP","GO:0072524","GO:0072524","GO:0072524","pyridine-containing compound metabolic process","pyridine-containing compound metabolic process",-1.75011533274903,1.63160107501148,0.00399953818989337,0.018119436594263,-2.39799015196193,1.7418553104013,TRUE,TRUE,"pyridine-containing compound metabolic process",-3.38171640776051,3.38171640776051,"opposite direction"
"GO_BP","GO:0001732","GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex","formation of cytoplasmic translation initiation complex",-1.69846845499722,1.6712650297892,0.0934073219649977,0.162530017130791,-1.02961907918361,0.789066418867397,FALSE,FALSE,"formation of cytoplasmic translation initiation complex",-3.36973348478642,3.36973348478642,"opposite direction"
"GO_BP","GO:0051783","GO:0051783","GO:0051783","regulation of nuclear division","regulation of nuclear division",1.85046722406554,-1.51605806957236,0.0019239211353957,0.0787301541389178,2.71581273435873,-1.10385889828977,TRUE,FALSE,"regulation of nuclear division",3.3665252936379,3.3665252936379,"opposite direction"
"GO_BP","GO:0009154","GO:0009154","GO:0009154","purine ribonucleotide catabolic process","purine ribonucleotide catabolic process",-1.8928695844785,1.46966521707676,0.00187507199205309,0.163518813086902,-2.72698205318897,0.786432273891759,TRUE,FALSE,"purine ribonucleotide catabolic process",-3.36253480155526,3.36253480155526,"opposite direction"
"GO_BP","GO:0006085","GO:0006085","GO:0006085","acetyl-CoA biosynthetic process","acetyl-CoA biosynthetic process",-1.83443951381684,1.50803152500177,0.0538939561489562,0.30151387074464,-1.26845993533886,0.520692703924188,FALSE,FALSE,"acetyl-CoA biosynthetic process",-3.34247103881861,3.34247103881861,"opposite direction"
"GO_BP","GO:0001676","GO:0001676","GO:0001676","long-chain fatty acid metabolic process","long-chain fatty acid metabolic process",-1.63226745582199,1.70740455807267,0.0375987134328284,0.0602499580756734,-1.42482701567295,1.22004325095243,TRUE,FALSE,"long-chain fatty acid metabolic process",-3.33967201389466,3.33967201389466,"opposite direction"
"GO_BP","GO:0051382","GO:0051382","GO:0051382","kinetochore assembly","kinetochore assembly",2.08371001512334,-1.25281167617754,0.00380102120680995,0.493621347393045,2.42009970735695,-0.306606066854618,TRUE,FALSE,"kinetochore assembly",3.33652169130088,3.33652169130088,"opposite direction"
"GO_BP","GO:0071498","GO:0071498","GO:0071498","cellular response to fluid shear stress","cellular response to fluid shear stress",-1.69925443270458,1.63449581785541,0.0350494085628943,0.178358203962718,-1.45531930608644,0.748706909573205,TRUE,FALSE,"cellular response to fluid shear stress",-3.33375025055999,3.33375025055999,"opposite direction"
"GO_BP","GO:1903146","GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","regulation of autophagy of mitochondrion",-1.75794300093811,1.5750176093721,0.0486791758346751,0.177821971786053,-1.3126567832251,0.750014578372022,TRUE,FALSE,"regulation of autophagy of mitochondrion",-3.33296061031021,3.33296061031021,"opposite direction"
"GO_BP","GO:0097707","GO:0097707","GO:0097707","ferroptosis","ferroptosis",-1.56832005604136,1.75500448698565,0.157041455700165,0.0652313437130497,-0.803985687684548,1.18554367526945,FALSE,FALSE,"ferroptosis",-3.32332454302701,3.32332454302701,"opposite direction"
