"database","pathway_key","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","NES_human_KD","NES_mouse_KD","padj_human_KD","padj_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","pathway_name","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"Reactome","Peptide chain elongation","R-HSA-156902",NA,"Peptide chain elongation",NA,2.42464504702022,NA,1.17833333333333e-08,NA,7.92873183658675,NA,TRUE,NA,"Peptide chain elongation",NA,NA,"mixed or incomplete"
"Reactome","Phase 0 - rapid depolarisation","R-HSA-5576892",NA,"Phase 0 - rapid depolarisation",NA,-0.701002071199183,NA,0.954441024751831,NA,-0.0202509016507638,NA,FALSE,NA,"Phase 0 - rapid depolarisation",NA,NA,"mixed or incomplete"
"Reactome","Phase 2 - plateau phase","R-HSA-5576893",NA,"Phase 2 - plateau phase",NA,1.35407701843988,NA,0.250445829582704,NA,0.601286195774422,NA,FALSE,NA,"Phase 2 - plateau phase",NA,NA,"mixed or incomplete"
"Reactome","Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes","R-HSA-9931510",NA,"Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes",NA,-0.749069445853146,NA,0.92728999577881,NA,-0.0327844256494662,NA,FALSE,NA,"Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes",NA,NA,"mixed or incomplete"
"Reactome","Phosphorylation of CD3 and TCR zeta chains","R-HSA-202427",NA,"Phosphorylation of CD3 and TCR zeta chains",NA,-0.70412208816993,NA,0.929218882954287,NA,-0.03188197334498,NA,FALSE,NA,"Phosphorylation of CD3 and TCR zeta chains",NA,NA,"mixed or incomplete"
"Reactome","Platelet Adhesion to exposed collagen","R-HSA-75892",NA,"Platelet Adhesion to exposed collagen",NA,0.854987949955549,NA,0.796150374543249,NA,0.0990048962491627,NA,FALSE,NA,"Platelet Adhesion to exposed collagen",NA,NA,"mixed or incomplete"
"Reactome","Polo-like kinase mediated events","R-HSA-156711",NA,"Polo-like kinase mediated events",NA,1.18620617973337,NA,0.449550565045233,NA,0.347221452128643,NA,FALSE,NA,"Polo-like kinase mediated events",NA,NA,"mixed or incomplete"
"Reactome","Post NMDA receptor activation events","R-HSA-438064",NA,"Post NMDA receptor activation events",NA,-1.75225015217091,NA,0.00527655262213566,NA,-2.27764972635998,NA,TRUE,NA,"Post NMDA receptor activation events",NA,NA,"mixed or incomplete"
"Reactome","Post-chaperonin tubulin folding pathway","R-HSA-389977",NA,"Post-chaperonin tubulin folding pathway",NA,-1.45086388281748,NA,0.148965668364917,NA,-0.826913810498287,NA,FALSE,NA,"Post-chaperonin tubulin folding pathway",NA,NA,"mixed or incomplete"
"Reactome","Postsynaptic nicotinic acetylcholine receptors","R-HSA-622327",NA,"Postsynaptic nicotinic acetylcholine receptors",NA,0.461122976918659,NA,0.999594149490278,NA,0.000176294413859085,NA,FALSE,NA,"Postsynaptic nicotinic acetylcholine receptors",NA,NA,"mixed or incomplete"
"Reactome","Potential therapeutics for SARS","R-HSA-9679191",NA,"Potential therapeutics for SARS",NA,-0.965366420667959,NA,0.733495636632395,NA,-0.134602465313691,NA,FALSE,NA,"Potential therapeutics for SARS",NA,NA,"mixed or incomplete"
"Reactome","Pre-NOTCH Expression and Processing","R-HSA-1912422",NA,"Pre-NOTCH Expression and Processing",NA,-1.35868740992089,NA,0.0610111631250296,NA,-1.21459069548021,NA,FALSE,NA,"Pre-NOTCH Expression and Processing",NA,NA,"mixed or incomplete"
"Reactome","Pre-NOTCH Processing in Golgi","R-HSA-1912420",NA,"Pre-NOTCH Processing in Golgi",NA,-0.947367496748938,NA,0.711501017305126,NA,-0.14782447462441,NA,FALSE,NA,"Pre-NOTCH Processing in Golgi",NA,NA,"mixed or incomplete"
