"gene_set","sample","ssgsea_score","sample_label","condition","experiment"
"HALLMARK_PEROXISOME","sample.shrubr5_1_2002",0.385463082159647,"KD 1 2002","KD","humanKD"
"HALLMARK_PEROXISOME","sample.jh_2_002_3",0.464100791087468,"Control 3","Control","humanKD"
"HALLMARK_PEROXISOME","sample.jh_2_002_2",0.471193184045764,"Control 2","Control","humanKD"
"HALLMARK_PEROXISOME","sample.jh_2_002_1",0.477313278644537,"Control 1","Control","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_3_2002",0.529243292211846,"KD 3 2002","KD","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_2_2002",0.525088754284395,"KD 2 2002","KD","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.shrubr5_1_2002",0.515626939939905,"KD 1 2002","KD","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jh_2_002_3",0.514956632962134,"Control 3","Control","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jh_2_002_2",0.513607668952617,"Control 2","Control","humanKD"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","sample.jh_2_002_1",0.515766798950423,"Control 1","Control","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_3_2002",0.64901334643368,"KD 3 2002","KD","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_2_2002",0.651722562443226,"KD 2 2002","KD","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.shrubr5_1_2002",0.647877654668772,"KD 1 2002","KD","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.jh_2_002_3",0.662576393971978,"Control 3","Control","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.jh_2_002_2",0.655284246558901,"Control 2","Control","humanKD"
"HALLMARK_PROTEIN_SECRETION","sample.jh_2_002_1",0.669164820942296,"Control 1","Control","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_3_2002",0.476448015160712,"KD 3 2002","KD","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_2_2002",0.486703508517752,"KD 2 2002","KD","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.shrubr5_1_2002",0.491531898114685,"KD 1 2002","KD","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jh_2_002_3",0.491434246723564,"Control 3","Control","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jh_2_002_2",0.512899816283035,"Control 2","Control","humanKD"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","sample.jh_2_002_1",0.497915411950351,"Control 1","Control","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_3_2002",0.111950591446285,"KD 3 2002","KD","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_2_2002",0.112873620072344,"KD 2 2002","KD","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.shrubr5_1_2002",0.12387525347352,"KD 1 2002","KD","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.jh_2_002_3",0.135700416348528,"Control 3","Control","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.jh_2_002_2",0.131328360140216,"Control 2","Control","humanKD"
"HALLMARK_SPERMATOGENESIS","sample.jh_2_002_1",0.127015615032614,"Control 1","Control","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_3_2002",0.714763634984616,"KD 3 2002","KD","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_2_2002",0.718220873634919,"KD 2 2002","KD","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.shrubr5_1_2002",0.731132043211735,"KD 1 2002","KD","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jh_2_002_3",0.696048288526116,"Control 3","Control","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jh_2_002_2",0.697732745544097,"Control 2","Control","humanKD"
"HALLMARK_TGF_BETA_SIGNALING","sample.jh_2_002_1",0.699208382558758,"Control 1","Control","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_3_2002",0.347065030424028,"KD 3 2002","KD","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_2_2002",0.351215486887944,"KD 2 2002","KD","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.shrubr5_1_2002",0.370004196693586,"KD 1 2002","KD","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jh_2_002_3",0.335557214015934,"Control 3","Control","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jh_2_002_2",0.339027828786218,"Control 2","Control","humanKD"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","sample.jh_2_002_1",0.33330138673519,"Control 1","Control","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_3_2002",0.676856882170584,"KD 3 2002","KD","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_2_2002",0.673552853165359,"KD 2 2002","KD","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.shrubr5_1_2002",0.660901664198047,"KD 1 2002","KD","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jh_2_002_3",0.651333925954406,"Control 3","Control","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jh_2_002_2",0.651536066328614,"Control 2","Control","humanKD"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE","sample.jh_2_002_1",0.646712866973025,"Control 1","Control","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_3_2002",0.643875492552673,"KD 3 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_2_2002",0.640272013330332,"KD 2 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.shrubr5_1_2002",0.623943729035652,"KD 1 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.jh_2_002_3",0.584102096370582,"Control 3","Control","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.jh_2_002_2",0.588153431347757,"Control 2","Control","humanKD"
"HALLMARK_UV_RESPONSE_DN","sample.jh_2_002_1",0.588618121694599,"Control 1","Control","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_3_2002",0.38055846053797,"KD 3 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_2_2002",0.380976073559108,"KD 2 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.shrubr5_1_2002",0.379410220878753,"KD 1 2002","KD","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.jh_2_002_3",0.400071895086368,"Control 3","Control","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.jh_2_002_2",0.410364562652149,"Control 2","Control","humanKD"
"HALLMARK_UV_RESPONSE_UP","sample.jh_2_002_1",0.408925799619107,"Control 1","Control","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_3_2002",0.445501722369834,"KD 3 2002","KD","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_2_2002",0.448875755461593,"KD 2 2002","KD","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.shrubr5_1_2002",0.457972243589085,"KD 1 2002","KD","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jh_2_002_3",0.370537225180321,"Control 3","Control","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jh_2_002_2",0.387814646306887,"Control 2","Control","humanKD"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","sample.jh_2_002_1",0.370810270969514,"Control 1","Control","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_3_2002",0.234020502377355,"KD 3 2002","KD","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_2_2002",0.237481418321308,"KD 2 2002","KD","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.shrubr5_1_2002",0.223072805563953,"KD 1 2002","KD","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jh_2_002_3",0.287848034659117,"Control 3","Control","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jh_2_002_2",0.300991447635394,"Control 2","Control","humanKD"
"HALLMARK_XENOBIOTIC_METABOLISM","sample.jh_2_002_1",0.29941972048919,"Control 1","Control","humanKD"
