"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000032382",2228.57213525131,2173.99439947467,2001.44243394005,2313.02109002731,2432.60176204273,2112.05398814123
"ENSMUSG00000032383",2784.68074085431,3439.57708406913,3347.9553637539,2725.42997576283,3146.86089036697,2371.02518559724
"ENSMUSG00000032384",1004.63667738399,1080.80348349951,1145.95373636443,1299.02493060422,1173.03326074788,1245.93920553836
"ENSMUSG00000032386",674.447192807211,670.985925763786,732.386847803219,610.41559845868,671.678295674137,651.264603972705
"ENSMUSG00000032387",1310.82742749279,1515.39590618652,1675.70664044117,1426.40504515861,1396.92602597259,1855.96024843473
"ENSMUSG00000032388",1453.16474916498,1604.17250559527,1301.56000714415,1620.62819012274,1754.05559013471,1685.2310886304
"ENSMUSG00000032392",191.989875743893,202.328063768772,226.839363625548,285.028771181119,195.047685042388,215.809331213341
"ENSMUSG00000032393",2137.54245278653,2355.67674245071,2406.71032139301,2191.94692173799,2068.60432164673,1937.48821800422
"ENSMUSG00000032396",1052.63414631997,1178.87065726499,1329.22334417166,1007.69021315803,1120.83740137034,1124.12682747571
"ENSMUSG00000032397",1807.35296820975,1941.73004055643,2043.629022907,1761.88138646028,2001.29913455464,1590.27498289653
"ENSMUSG00000032398",47.9974689359733,84.6474552502007,58.78459118345,40.3580560964417,57.6901603646498,53.7125446575427
"ENSMUSG00000032399",44720.4003672413,49185.3329305648,49625.9518770685,42619.3684270954,46256.520010475,42951.8118269539
"ENSMUSG00000032400",1009.60193279116,1116.93349488679,1188.83190875707,986.249995856793,1138.69387957845,858.441561937512
"ENSMUSG00000032402",728.237459718215,701.954506952884,759.358601405037,817.250635952944,579.648754140053,640.71392555783
"ENSMUSG00000032403",27.3089047394331,20.6457207927319,25.588586750443,32.7909205783589,31.5922306758797,27.8154249119417
"ENSMUSG00000032405",701.756097546644,741.181376459074,660.462171531703,663.38554708526,586.51663037394,569.73663440322
"ENSMUSG00000032407",3188.52151397078,3244.47502257781,4152.26688782863,3557.81488275194,3690.79668809081,3464.4591304115
"ENSMUSG00000032409",1086.56339160229,1154.09579231371,1495.89494976238,1108.58535339913,1032.92858557659,1020.53834849331
"ENSMUSG00000032410",1362.96260926807,1267.64725667374,1253.8407507717,1050.5706477605,1050.78506378469,896.807665264328
"ENSMUSG00000032411",958.294293583742,876.410847651468,661.845338383078,1046.78708000146,847.495927261642,870.910545518728
"ENSMUSG00000032412",3014.73757471984,3934.04209705506,4641.90795321549,3712.94116087263,5323.97765650911,4438.95815491263
"ENSMUSG00000032413",740.650598236139,762.859383291443,857.563447852683,775.631390603489,891.450335158518,901.60342818018
"ENSMUSG00000032415",148.130119647228,144.520045549123,158.372604482471,167.738170650836,212.904163250493,167.851702054821
"ENSMUSG00000032417",13.2406810857857,9.29057435672934,5.53266740550118,27.7461635663037,17.8564782081059,6.71406808219283
"ENSMUSG00000032418",1954.65554528912,2185.34954591067,2193.70262628122,1838.81393089412,2050.74784343862,2290.45636861093
