"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.pos.neg_1","sample.pos.neg_2","sample.pos.neg_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000021770",1138.26047929336,1151.6930678775,1313.66735887015,1167.97983053257,1267.80583461753,1250.0703465644,1308.9071535126,1258.57100708748,1435.58414877559
"ENSMUSG00000021771",7657.17634326277,9330.28344853742,8629.77396954986,6787.71313389615,7488.33868073098,7956.83479886604,6888.98501848735,8319.03746170823,9233.14896443126
"ENSMUSG00000021772",84.8634693864405,103.004916632996,109.254207635117,95.7721444451776,120.593607097614,123.934524349568,111.649067541002,97.4126166476374,146.543561500721
"ENSMUSG00000021773",154.934223925703,169.712862642937,168.787937544073,183.838484164881,181.41473067728,184.710108405607,149.657260746449,227.296105511154,194.486825448488
"ENSMUSG00000021774",848.634693864405,913.310260812569,976.091483782002,1013.86373602309,994.110778509028,1040.33499766513,892.004784290344,1057.25159934902,992.335104730194
"ENSMUSG00000021775",1314.99449352017,1313.55793687221,1579.2793846178,1390.34733832482,1390.49672183858,1203.59489993331,1143.80906427643,1328.70809107377,1168.73013246254
"ENSMUSG00000021782",4943.10245077533,5102.17687055443,4822.88633943761,3863.91065520199,4844.71708513893,4953.8059396265,4727.26902992752,4405.64794225048,5107.31449526588
"ENSMUSG00000021785",292.740041186254,374.741696702901,444.213215474517,405.105162710636,349.197140552222,407.553916611081,338.510470736016,433.810852804145,366.358903751804
"ENSMUSG00000021786",42.8210166628828,66.7079460099406,39.907225543366,75.9572180082443,56.6265633327927,76.2673995997344,110.461311503332,58.4475699885824,80.5084998368161
"ENSMUSG00000021792",935.055291129496,1282.1659622793,499.167427698168,1178.98812299753,1073.80742319962,1016.50143529021,1321.97246992697,967.631992033198,1298.08648613293
"ENSMUSG00000021794",5614.2245664736,7150.50321274201,8041.63305539435,6994.66903223746,7272.31882801699,7748.29112808552,5662.033031574,7042.28276617987,7481.86294550906
"ENSMUSG00000021796",2781.80895520873,2971.44659506044,3074.16480046356,3101.03598738006,3044.20209916847,3060.22940893934,2864.8675628606,2893.80413187915,3161.54165089519
"ENSMUSG00000021807",2978.78563185799,3160.77944182395,3161.82985329652,3436.78890756143,3227.71410996918,3218.72259873254,3214.06783793565,3440.61361999455,3113.59838694743
"ENSMUSG00000021809",225.783542404291,211.895828502164,178.601189726868,190.443459643859,126.885447467924,114.401099399602,181.726673763546,162.354361079396,125.737994127162
"ENSMUSG00000021810",1427.10770078299,1685.35663595703,2042.46488764572,1461.90123934708,1784.78538504469,1833.99262474986,1313.65817766328,1687.18652033708,1647.25818205441
"ENSMUSG00000021811",1769.67583408605,1974.75140173545,1941.71549856902,1662.2521622094,1904.33035208058,1732.69998465647,1661.67069670065,1805.38049520288,2117.64492267401
"ENSMUSG00000021814",3030.94941579278,3244.16437433637,3061.08046421983,3977.29606759111,3619.90549305186,3429.64962575056,3534.76196810661,3673.10506506025,4069.74989624534
"ENSMUSG00000021815",12.4570230292023,18.6389849145422,15.7012034924719,12.1091217114592,20.9728012343677,21.4502061374253,11.8775603767023,20.7813582181626,15.3780280587177
"ENSMUSG00000021816",2158.95780374862,2188.60922864967,2453.31304569873,2287.5231742193,2481.0823860257,2423.87329352906,1933.66682932714,2040.46961004584,1924.06268711132
"ENSMUSG00000021819",6272.88965914267,6064.53709166842,5725.05132344256,5364.34091817644,5558.84096716915,5640.21253602411,6885.42175037433,6392.86532186228,7113.69486198564
"ENSMUSG00000021820",1879.45334953089,2168.9892445291,2422.56485552597,2062.95400793406,1807.85546640249,2005.59427384927,1686.61357349173,1559.90070125083,1792.89715366932
"ENSMUSG00000021822",131.577305745949,218.762822944364,218.508415270234,580.137012903547,901.83045307781,1117.79407538361,266.057352438132,394.84580614509,440.535274387971
"ENSMUSG00000021823",5664.05265859041,6891.51942235048,6926.19339061666,6578.55557706186,6846.57096295933,8583.65748932636,6442.38874832334,6672.11482291884,6376.454105053
"ENSMUSG00000021824",1674.69103348838,1987.50439141382,1966.5757374321,2070.65981265953,2143.42028615238,2118.80369513012,2027.49955630309,2053.4579589322,2340.17403458251
"ENSMUSG00000021830",167.391246954906,211.895828502164,192.339742782781,238.879946489696,174.074250245252,168.026614743165,195.979746215588,132.481158640787,188.15469624784
"ENSMUSG00000021831",812.042188716123,948.626232229596,778.518006501731,1731.60440473867,1385.25352152998,1455.03898298868,1140.24579616342,1097.51548089671,1047.51508776442
"ENSMUSG00000021832",4068.77514691319,4122.15866373192,4419.88878313083,4535.41649556473,4439.94202131564,4952.61426150775,4777.15478350967,5864.23952218777,5213.15151190529
"ENSMUSG00000021835",12.4570230292023,12.752989678371,9.81325218279492,51.7389745853258,30.4105617898331,30.9836310873921,49.8857535821497,6.49417444317583,18.9963876019454
"ENSMUSG00000021838",1304.87316230894,1453.84082333429,1442.54807087085,1666.65547919539,1862.38474961185,1807.77570613745,1586.84206632743,1458.59157993729,1564.94050244598
"ENSMUSG00000021840",3010.70675337033,3348.1502901754,4152.96832375881,3415.873151878,4070.82071959076,4256.67424016018,2957.51253379888,3595.17497174214,3733.24245872517
"ENSMUSG00000021843",2429.89805463377,2587.87590550328,2750.32747843132,2917.19750321518,2942.48401318178,2978.00361874588,2778.16137211067,2687.28938458616,3037.61283653965
"ENSMUSG00000021846",65.399370903312,33.3539730049703,33.3650574215027,58.3439500643036,44.0428825921721,44.0920903935965,29.6939009417558,40.2638815476901,31.6606460032423
"ENSMUSG00000021866",1332.90146412464,1415.58185429918,1233.19869097123,1944.06444931246,1898.03851171027,1783.94214376254,1817.26673763546,1543.01584769858,2275.04356280441
"ENSMUSG00000021868",420.424527235577,540.530562521724,639.824042318229,427.121747640562,648.059558141961,641.122827885267,444.220758088667,490.959587904092,632.308330179039
"ENSMUSG00000021870",2224.35717465193,2416.20104444829,2442.19135989156,2564.93214433637,3237.15187052465,3243.7478392262,2749.65522720659,2822.36821300421,3550.51530179217
"ENSMUSG00000021871",17.1284066651531,15.6959872964566,14.3927698680992,26.4199019159111,10.4864006171838,21.4502061374253,14.2530724520428,20.7813582181626,8.1413089722623
"ENSMUSG00000021876",341.011005424412,227.591815798621,151.124083615042,857.545983020613,193.998411417901,189.47682088059,827.865958256152,364.972603706481,429.680195758288
"ENSMUSG00000021877",3191.33358729376,3727.79698290844,3791.18642661977,4626.78532302393,4814.3065233491,5239.8086881255,3786.5662480927,4453.70483312998,4504.85763131847
"ENSMUSG00000021884",16.349842725828,14.7149880904281,6.54216812186328,19.8149264369333,3.14592018515515,4.7667124749834,17.8163405650535,5.19533955454066,9.95048874387615
"ENSMUSG00000021890",1749.43317166359,2259.24117148372,3102.95034019975,2383.29531866448,3027.42385818097,3443.94976317551,2022.7485321524,2847.04607588828,3286.37505513655
"ENSMUSG00000021891",672.679243576923,764.198381496231,795.527643618575,735.353936659525,795.917806844253,846.091464309554,707.902598451458,805.277630953802,701.057161500365
"ENSMUSG00000021892",164.276991197605,241.32580468302,236.826486011451,176.132679439407,151.004168887447,196.626889593065,228.049159232685,231.192610177059,287.659583686601
"ENSMUSG00000021893",1020.69732445526,1112.45309963636,1215.5348370422,1101.93007574279,1193.35239023552,1248.87866844565,1105.80087107099,1210.51411620797,1360.50318825361
"ENSMUSG00000021895",233.569181797543,227.591815798621,218.508415270234,119.990387868096,99.6208058632464,91.7592151434305,99.7715071642995,112.998635311259,142.925201957494
"ENSMUSG00000021900",390.839097541221,436.544646682699,351.968644956245,267.5015068986,221.263053022579,243.102336224153,317.130862057952,292.237849942912,373.595622838259
"ENSMUSG00000021901",2060.08018345433,2315.15812622735,2472.28533325213,2556.1255103644,2708.63727941858,2703.91765143433,2058.38121328251,2276.85755977744,2538.27921957422
"ENSMUSG00000021902",130.020177867299,127.52989678371,131.497579249452,160.721069988459,143.663688455419,165.643258505673,176.975649612865,183.135719297558,189.963876019454
"ENSMUSG00000021903",30.3639936336806,32.3729737989418,9.1590353706086,6.60497547897777,0,1.19167811874585,73.6408743355544,7.79300933181099,57.893752691643
"ENSMUSG00000021905",797.249473868946,826.001331476029,1002.91437308164,997.351297325643,1002.49989900277,960.492563709155,826.678202218481,1192.33042776708,872.024649917873
"ENSMUSG00000021906",436.774369961405,601.352513295494,645.711993627906,508.583111881288,664.837799129455,794.849305203482,503.608559972178,697.474335197084,585.269656117079
"ENSMUSG00000021908",7.78563939325142,15.6959872964566,14.3927698680992,6.60497547897777,17.8268810492125,21.4502061374253,16.6285845273832,12.9883488863517,18.0917977161384
